"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
38,20,3,3,0.699192055886734,1.27,1.27,1.27,1.45,1.28,1.27,1.43,1.27,1.27,1.6,1.27,1.27,1.27,1.44,1.27,1.27,1.27,1.27,1.27,1.27,1.16473871039992
39,20,3,3,0.523602681126627,1.15,1.12,1.32,1.12,1.26,1.13,1.12,1.12,1.26,1.41,1.12,1.12,1.12,1.12,1.12,1.32,1.17,1.12,1.12,1.12,0.910605921486901
40,20,3,3,0.662331182073174,1.28,1.28,1.28,1.43,1.28,1.33,1.42,1.28,1.28,1.29,1.28,1.28,1.28,1.28,1.28,1.64,1.28,1.28,1.28,1.28,1.04064496100188
41,20,3,3,0.225221393480446,0.67,0.62,0.96,0.79,1.05,0.59,0.79,0.97,0.59,0.67,0.84,0.65,0.91,0.82,0.59,0.59,0.71,0.59,0.59,0.59,0.75367155740994
42,20,3,3,0.291277190113332,0.68,1.06,0.68,0.94,0.68,0.68,0.68,0.68,0.83,0.95,1.2,0.79,1.13,0.68,1.23,1.1,0.68,0.68,0.68,0.71,0.787023668771965
43,20,3,3,0.49886194942624,1.04,1.04,1.04,1.4,1.04,1.04,1.04,1.54,1.26,1.18,1.04,1.5,1.46,1.04,1.04,1.32,1.04,1.04,1.04,1.04,0.891590805500004
44,20,3,3,0.383516185056271,0.87,0.87,0.9,0.87,1.05,0.87,0.87,0.95,0.87,0.87,0.87,1.21,0.87,0.87,0.87,0.87,0.87,1.01,1.06,0.87,0.881992604814925
45,20,3,3,0.374034010558238,0.75,0.95,1.13,0.73,0.89,0.73,1.19,1.3,1.18,0.73,0.94,1.09,0.85,0.91,1.21,0.73,0.76,1.1,0.73,0.73,0.983106497362227
46,20,3,3,0.594721638310688,1.33,1.33,1.52,1.45,1.33,1.33,1.33,1.34,1.49,1.65,1.33,1.33,1.33,1.33,1.46,1.33,1.38,1.33,1.33,1.33,0.988606091611371
47,20,3,3,0.779650497256069,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.67,1.57,1.57,1.57,1.91,1.57,1.57,1.57,1.57,1.57,1.57,1.01521429286692
48,20,3,3,0.527156679310024,1.15,1.15,1.3,1.28,1.15,1.15,1.15,1.15,1.15,1.15,1.24,1.15,1.51,1.15,1.15,1.15,1.21,1.15,1.15,1.15,0.95125234643957
49,20,3,3,0.272871297471094,0.97,0.67,0.97,0.79,0.72,0.77,1.07,0.99,0.67,0.67,1.01,0.84,0.67,0.71,1.1,0.72,0.67,0.67,0.67,0.67,0.833045774752993
50,20,3,3,0.535229785509121,1.2,1.2,1.2,1.28,1.2,1.2,1.32,1.2,1.56,1.2,1.3,1.2,1.2,1.2,1.2,1.22,1.41,1.2,1.2,1.2,0.868891280910427
51,20,3,3,0.472414415555062,0.96,0.96,0.96,0.96,1.18,1.15,1.33,0.96,1.13,0.96,1.3,0.96,0.96,1.02,1.33,0.96,0.96,0.96,0.96,0.96,1.09914798270363
52,20,3,3,0.907328445332599,1.61,1.61,1.61,1.61,1.61,1.84,1.61,1.82,1.61,1.61,1.61,1.63,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.14139301029882
53,20,3,3,0.417390410611954,0.93,0.93,0.93,0.99,0.93,1.05,0.93,0.93,0.93,0.93,0.96,1.38,1.25,1.16,0.93,1.14,0.93,0.93,0.93,0.93,0.881382602367206
54,20,3,3,0.274316310088213,0.7,0.9,0.97,0.94,0.85,0.64,0.82,0.95,0.64,0.69,0.64,0.64,0.98,0.75,0.96,0.92,0.64,0.71,0.64,0.64,0.838398326582672
55,20,3,3,0.466804550078703,1.14,1.03,1.03,1.26,1.23,1.44,1.2,1.03,1.03,1.47,1.03,1.28,1.03,1.03,1.16,1.03,1.03,1.13,1.03,1.03,0.924851393291921
56,20,3,3,0.43212748583508,0.95,0.95,0.95,0.95,0.95,1.3,1.13,1.22,1.08,0.95,0.95,0.95,0.96,1.24,0.95,1.1,0.95,0.95,0.95,0.95,0.869016920763308
57,20,3,3,0.669668881374211,1.32,1.32,1.32,1.32,1.32,1.36,1.32,1.32,1.52,1.58,1.32,1.32,1.32,1.42,1.72,1.32,1.32,1.32,1.32,1.32,1.05090475043932
58,20,3,3,0.295119676227865,0.71,0.74,0.89,1.11,0.79,0.71,1.17,0.71,1.02,0.71,1.17,0.9,0.71,0.78,0.97,0.91,0.77,0.71,0.71,0.71,0.862748624409114
59,20,3,3,0.633309895007853,1.27,1.27,1.27,1.41,1.27,1.27,1.56,1.27,1.3,1.36,1.27,1.51,1.27,1.27,1.59,1.27,1.27,1.27,1.27,1.27,1.05896878260153
60,20,3,3,0.721024132847415,1.35,1.35,1.35,1.53,1.36,1.53,1.67,1.42,1.35,1.35,1.35,1.35,1.35,1.43,1.35,1.35,1.35,1.57,1.35,1.35,1.13249055130852
61,20,3,3,0.378119690194402,0.83,0.91,0.96,0.91,0.85,0.83,0.99,0.93,0.83,0.95,0.83,1.21,0.83,0.83,0.83,0.99,0.83,0.83,0.83,0.83,0.928510217946933
62,20,3,3,0.346269367424873,0.79,0.85,0.73,0.78,0.93,0.74,1.04,0.97,0.78,0.73,0.73,0.77,0.73,0.73,0.9,1.06,0.73,0.73,0.73,0.73,0.982803495609924
63,20,3,3,0.472296471216657,1.03,1.03,1.15,1.03,1.13,1.14,1.13,1.03,1.14,1.07,1.03,1.03,1.03,1.03,1.18,1.08,1.03,1.03,1.03,1.03,0.96860320280726
64,20,3,3,0.39856155900632,0.85,0.94,1.02,0.82,0.82,0.82,1.06,0.82,1.3,0.88,1.04,1.2,0.82,0.89,1.15,0.82,0.86,0.82,0.82,0.82,0.989642017853935
65,20,3,3,1.04780994401606,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.94,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.81,1.8,1.8,1.8,1.18627537763989
66,20,3,3,1.09104072097198,1.88,1.88,1.97,1.88,1.88,1.88,2.07,1.95,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.99,1.88,1.88,1.18088250525584
67,20,3,3,0.411741445607672,0.93,0.92,0.82,0.96,1.24,0.82,0.83,1.27,0.82,0.82,0.82,1.09,0.83,0.98,1.18,1.4,0.82,0.82,0.82,0.82,1.04005386402407
68,20,3,3,0.717799510009022,1.38,1.38,1.38,1.4,1.54,1.38,1.65,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.64,1.38,1.38,1.38,1.01536837996292
69,20,3,3,0.742251805615415,1.41,1.41,1.41,1.55,1.41,1.41,1.41,1.68,1.41,1.58,1.41,1.54,1.41,1.41,1.41,1.41,1.47,1.41,1.41,1.41,1.04873674836779
70,20,3,3,0.389397124179793,0.87,0.87,0.87,1.15,0.97,1.04,1.24,1.15,0.89,0.87,0.87,0.89,0.87,0.95,0.87,1.32,0.87,0.87,0.87,0.87,0.952422736127002
71,20,3,3,0.669197501932059,1.31,1.31,1.39,1.31,1.31,1.31,1.31,1.59,1.52,1.31,1.39,1.31,1.31,1.31,1.31,1.51,1.31,1.31,1.31,1.31,1.07039117921864
72,20,3,3,0.404928764633996,1.08,0.89,1.02,0.89,1.27,0.89,0.95,0.89,0.89,1.06,0.93,1.05,1.2,1.4,1.32,0.89,0.89,0.89,0.89,0.89,0.887088964480083
73,20,3,3,0.44374550991454,1.06,0.97,1.03,0.92,0.92,0.95,1.29,0.97,1.4,0.92,1.12,0.92,0.92,1.23,1.4,0.92,0.92,1.02,0.92,0.92,0.970605197987743
74,20,3,3,0.42415528273003,0.93,0.9,1.07,0.92,0.9,1.1,1.14,0.9,1.02,0.9,0.9,0.9,1.03,0.93,1.28,0.93,0.9,0.9,0.9,0.9,1.09851993496946
75,20,3,3,0.455727152212529,0.98,0.98,0.98,1.08,1.19,0.98,0.98,0.98,0.98,0.99,1.13,1.42,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.978521523091224
76,20,3,3,0.593833874010214,1.16,1.11,1.1,1.1,1.45,1.12,1.1,1.11,1.1,1.1,1.33,1.1,1.1,1.46,1.53,1.1,1.1,1.1,1.1,1.1,1.05618883775349
77,20,3,3,0.574801180743369,1.1,1.24,1.14,1.34,1.1,1.1,1.17,1.1,1.1,1.1,1.1,1.42,1.1,1.1,1.36,1.1,1.1,1.1,1.1,1.1,1.05414539276224
78,20,3,3,0.706059737478055,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.67,1.41,1.41,1.41,1.41,1.71,1.41,1.41,1.41,1.41,1.42,1.41,1.41,0.937202684835359
79,20,3,3,0.943702004764901,1.61,1.61,1.61,1.8,1.61,1.61,1.61,1.61,1.86,1.64,1.79,1.61,1.61,1.8,1.91,1.61,1.61,1.65,1.61,1.61,1.17863971368114
80,20,3,3,0.684565726399648,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.47,1.33,1.33,1.49,1.33,1.33,1.56,1.33,1.33,1.33,1.33,1.33,1.11497671063816
81,20,3,3,0.438247702861235,0.94,0.92,1.05,1.16,0.92,1.38,1.15,1.35,0.92,1,1.16,0.92,1.07,0.92,0.92,0.92,1.45,0.92,0.97,0.92,0.984747689193011
82,20,3,3,0.687998847485591,1.36,1.31,1.49,1.31,1.31,1.53,1.31,1.31,1.39,1.31,1.56,1.31,1.31,1.31,1.31,1.63,1.31,1.31,1.31,1.31,1.07184591553757
83,20,3,3,0.680849001693013,1.42,1.42,1.42,1.42,1.42,1.42,1.62,1.42,1.42,1.42,1.42,1.78,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,0.909826238383955
84,20,3,3,0.668319080235486,1.28,1.28,1.28,1.28,1.41,1.48,1.45,1.6,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.1290799549065
85,20,3,3,0.508248873023368,1.02,1.06,1.02,1.02,1.02,1.02,1.02,1.18,1.19,1.06,1.02,1.02,1.02,1.1,1.02,1.02,1.02,1.02,1.02,1.02,1.10823296099965
86,20,3,3,0.610259933267562,1.19,1.3,1.34,1.19,1.19,1.25,1.19,1.19,1.19,1.19,1.25,1.19,1.44,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.13217069747738
87,20,3,3,0.504816095445804,1.09,1.28,1.09,1.15,1.3,1.49,1.46,1.09,1.09,1.09,1.28,1.38,1.21,1.09,1.09,1.27,1.09,1.16,1.09,1.09,0.925956539798425
88,20,3,3,0.792601029651472,1.53,1.55,1.53,1.72,1.53,1.68,1.53,1.53,1.53,1.53,1.53,1.73,1.53,1.53,1.85,1.67,1.53,1.53,1.53,1.53,0.982065548056651
89,20,3,3,0.746064502076887,1.33,1.37,1.33,1.33,1.58,1.51,1.7,1.5,1.33,1.33,1.33,1.33,1.57,1.81,1.33,1.33,1.33,1.46,1.33,1.33,1.18876887074364
90,20,3,3,0.520196390811031,1.1,1.1,1.1,1.17,1.1,1.42,1.19,1.1,1.1,1.25,1.54,1.1,1.16,1.1,1.4,1.13,1.1,1.1,1.1,1.1,0.93228868731601
91,20,3,3,0.503291303206069,0.97,0.97,1.03,1.22,0.97,0.97,0.97,0.97,1.26,0.98,1.18,0.97,0.97,1.55,1.26,1.21,1.17,0.97,0.97,0.97,1.07053448280348
92,20,3,3,0.738929195688297,1.46,1.46,1.46,1.46,1.57,1.69,1.46,1.46,1.54,1.46,1.46,1.46,1.46,1.46,1.46,1.82,1.46,1.5,1.46,1.46,0.970984917412887
93,20,3,3,0.40363115322857,1.01,0.86,0.86,0.98,0.86,0.97,1.09,0.86,1.35,0.86,0.86,0.86,1.08,1.34,1.07,0.86,0.86,0.86,0.86,0.86,0.974892522093093
94,20,3,3,0.373929557946268,0.91,0.84,0.9,0.89,0.82,0.9,0.82,1.07,1.01,0.87,0.82,0.82,0.82,1.02,0.92,0.82,0.82,0.82,0.82,0.82,0.950009098658466
95,20,3,3,0.501264719604562,1.06,1.06,1.2,1.23,1.18,1.06,1.06,1.06,1.06,1.06,1.29,1.06,1.3,1.06,1.2,1.06,1.06,1.06,1.06,1.06,0.968624002351121
96,20,3,3,0.368755430822169,0.93,0.83,1.19,1.06,1.26,0.83,0.93,1.36,1.08,0.83,1.23,0.94,1.08,0.83,0.83,0.98,0.83,0.83,0.91,0.83,0.897758844878242
97,20,3,3,0.453434511764393,1.04,1,0.96,0.96,1.23,1.06,1.14,1.14,0.96,0.96,0.96,0.96,1.51,1.17,0.96,0.96,1.01,0.96,1.06,0.96,1.00115697870746
98,20,3,3,0.616453563609777,1.21,1.49,1.37,1.21,1.21,1.21,1.21,1.41,1.21,1.28,1.21,1.21,1.58,1.42,1.66,1.5,1.21,1.21,1.21,1.21,1.07822076813723
99,20,3,3,0.355820783667513,0.83,0.99,0.83,0.83,0.88,0.97,1.17,1.23,0.83,1.33,0.83,1.25,0.83,0.83,1.2,0.83,0.83,0.93,0.83,0.83,0.856048629753728
100,20,3,3,0.739370840512522,1.37,1.37,1.37,1.53,1.38,1.37,1.37,1.7,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.77,1.37,1.37,1.42,1.37,1.13270319214886
