"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
20,20,1,3,0.443886320396339,1.01,1.03,1.13,0.95,0.95,1.07,0.95,0.95,0.95,1.18,1.01,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.931862596284749
21,20,1,3,0.501451208515075,1.13,1.13,1.13,1.13,1.17,1.13,1.13,1.15,1.44,1.13,1.13,1.13,1.13,1.59,1.13,1.13,1.26,1.13,1.13,1.13,0.857047700075838
22,20,1,3,0.226210694491862,0.61,0.82,0.87,0.69,0.61,0.88,0.61,0.75,0.61,0.65,1.03,0.8,0.61,0.61,0.61,0.61,1.01,0.61,0.61,0.61,0.74295099477997
23,20,1,3,0.410310259488178,0.94,0.94,0.99,0.94,1.12,1.05,1.03,1.01,0.94,1.01,0.97,0.94,1.5,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.857695605002306
24,20,1,3,0.295611035493307,0.77,1.01,0.77,0.95,0.77,1.23,1.19,0.83,0.77,0.81,1.2,0.99,1.05,0.77,1.17,0.77,0.77,0.77,0.77,0.77,0.760860341902584
25,20,1,3,0.407109362411238,0.89,0.95,0.91,0.89,1,0.89,0.99,0.99,1.3,0.93,0.89,0.89,1.03,0.89,0.89,1.33,0.89,0.89,0.89,0.89,0.910948231785501
26,20,1,3,0.768770556931845,1.58,1.58,1.58,1.58,1.62,1.68,1.58,1.58,1.68,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,0.953135870040456
27,20,1,3,0.376964592860625,0.83,0.83,1,0.84,1.13,0.83,1.26,1.04,0.83,0.87,0.83,0.83,1.41,0.91,1.29,0.83,1.07,0.83,0.83,0.83,0.87670675430282
28,20,1,3,0.481787600095105,1.14,1.14,1.14,1.14,1.21,1.16,1.3,1.14,1.14,1.14,1.14,1.25,1.14,1.14,1.2,1.16,1.14,1.14,1.14,1.14,0.856916700102892
29,20,1,3,0.298154932319247,0.78,0.75,1.05,0.77,0.84,0.75,0.75,0.96,0.89,0.75,0.75,0.8,0.75,0.75,1.27,0.75,1.19,0.75,0.75,0.75,0.77812068218352
30,20,1,3,0.434718338239877,1.08,0.97,0.97,0.97,1.13,0.97,0.97,1.17,1.08,0.97,1.42,1.37,0.97,1.15,1.27,0.97,0.97,0.97,0.97,0.97,0.871608739504179
31,20,1,3,0.61260283177033,1.25,1.3,1.23,1.22,1.22,1.23,1.22,1.22,1.68,1.22,1.39,1.49,1.35,1.55,1.27,1.48,1.22,1.22,1.22,1.22,0.958584693440804
32,20,1,3,0.522071426627366,1.13,1.13,1.28,1.13,1.27,1.13,1.13,1.13,1.3,1.13,1.28,1.13,1.25,1.19,1.46,1.13,1.13,1.13,1.13,1.13,0.861641187374201
33,20,1,3,0.468656356263502,1.08,1.08,1.08,1.08,1.23,1.14,1.21,1.08,1.09,1.08,1.2,1.08,1.08,1.08,1.15,1.08,1.08,1.08,1.08,1.08,0.862673888025857
34,20,1,3,0.621393871525034,1.3,1.27,1.27,1.39,1.57,1.4,1.3,1.27,1.27,1.27,1.27,1.27,1.46,1.27,1.74,1.27,1.27,1.27,1.27,1.27,0.926124885992707
35,20,1,3,0.426095541396418,0.92,1.03,0.92,1.06,1.21,0.92,1.05,0.92,0.92,1.2,0.92,1.06,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.872103598710984
36,20,1,3,0.25515709634225,0.87,0.68,0.91,0.6,0.95,0.6,0.84,1.16,0.88,0.6,0.85,0.6,0.6,1.02,0.76,0.69,0.6,0.92,0.6,0.6,0.813931785190849
37,20,1,3,0.539157006958082,1.16,1.24,1.31,1.16,1.33,1.16,1.16,1.16,1.27,1.16,1.37,1.16,1.16,1.2,1.16,1.16,1.16,1.16,1.3,1.16,0.923443740398988
38,20,1,3,0.672995150165505,1.36,1.36,1.36,1.36,1.47,1.36,1.63,1.36,1.36,1.63,1.37,1.36,1.59,1.36,1.36,1.37,1.36,1.36,1.36,1.36,0.943819216025919
39,20,1,3,0.548117574761315,1.15,1.15,1.15,1.15,1.15,1.15,1.3,1.35,1.41,1.29,1.15,1.57,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,0.940326633016916
40,20,1,3,0.266548399831713,0.66,0.65,0.8,0.65,0.75,0.65,0.65,1.12,0.94,0.76,0.65,1,0.65,0.67,0.65,0.65,1.14,0.92,0.65,0.65,0.775038202263974
41,20,1,3,0.581825203746446,1.13,1.13,1.38,1.18,1.32,1.13,1.32,1.13,1.21,1.13,1.13,1.58,1.17,1.13,1.13,1.26,1.6,1.13,1.13,1.13,0.956270559317693
42,20,1,3,0.485024805670961,1.14,1.09,1.09,1.26,1.42,1.23,1.09,1.09,1.42,1.33,1.09,1.11,1.16,1.09,1.09,1.3,1.09,1.09,1.09,1.09,0.870470844760047
43,20,1,3,0.573682985702903,1.16,1.16,1.16,1.29,1.16,1.16,1.27,1.16,1.16,1.36,1.66,1.2,1.16,1.16,1.16,1.16,1.16,1.16,1.39,1.16,0.894771641043658
44,20,1,3,0.702954483427047,1.49,1.52,1.62,1.49,1.49,1.49,1.49,1.49,1.51,1.49,1.49,1.49,1.78,1.49,1.49,1.49,1.49,1.49,1.49,1.49,0.914650849950536
45,20,1,3,0.705140914582852,1.43,1.43,1.53,1.43,1.57,1.43,1.43,1.43,1.55,1.43,1.43,1.51,1.43,1.43,1.59,1.43,1.43,1.43,1.43,1.43,0.964434182888726
46,20,1,3,0.3540284747277,0.94,0.84,0.84,0.88,1.11,0.97,0.84,0.91,0.84,0.84,0.84,1.28,0.87,1.02,1.12,0.84,0.84,0.86,0.84,0.84,0.848938363272927
47,20,1,3,0.276745227467756,0.73,0.71,0.97,0.79,1.05,1.09,0.64,0.64,1.04,0.64,0.81,0.64,1.29,1.02,0.69,0.64,0.67,0.64,0.64,0.96,0.774636795343172
48,20,1,3,0.355000924965592,0.85,0.86,0.99,0.85,0.85,0.87,0.85,0.85,1.1,0.85,0.91,1.39,0.85,1.07,0.85,0.92,0.85,0.85,0.85,0.85,0.840326084530622
49,20,1,3,0.441379030674166,0.98,0.98,0.98,1.05,1.02,0.99,1.16,0.99,0.98,0.98,1.01,0.98,0.98,1.09,0.98,0.98,1.1,0.98,0.98,0.98,0.915709820357528
50,20,1,3,0.317555832853089,0.82,0.74,0.67,0.73,0.91,1.03,0.69,0.89,0.67,0.82,0.67,1.14,0.67,0.78,1.31,0.67,0.67,0.76,0.67,0.67,0.890024310502382
51,20,1,3,0.229672461537406,0.71,0.8,0.74,0.72,0.72,0.71,0.61,0.82,0.63,0.75,0.75,0.86,0.62,0.61,0.61,0.61,0.69,0.61,0.61,0.61,0.757880689441418
52,20,1,3,0.486422241482119,1.05,1.05,1.05,1.16,1.23,1.05,1.34,1.05,1.17,1.07,1.12,1.05,1.05,1.05,1.05,1.3,1.05,1.24,1.05,1.05,0.917405309489133
53,20,1,3,0.209334815587986,0.58,0.81,0.7,1.03,0.66,0.87,0.68,0.57,0.57,0.59,1.07,1.03,0.65,1.13,0.57,0.57,0.57,0.57,0.88,0.57,0.718507686009198
54,20,1,3,0.272093587764635,0.8,0.76,0.68,0.84,1.03,0.96,1.09,0.91,0.87,0.68,0.68,0.68,0.81,0.68,0.68,0.93,0.88,0.68,0.68,0.82,0.763292072465154
55,20,1,3,0.481640797915308,1.21,0.98,1.2,1.31,1.15,0.98,0.98,1.34,0.98,0.98,0.98,0.98,1.33,1.15,1.27,0.98,0.98,0.98,1.27,0.98,0.885203592803991
56,20,1,3,0.31018273872179,0.77,0.73,0.73,0.96,0.75,0.72,0.88,1.29,0.7,1.03,0.71,0.7,0.7,1.23,0.7,0.9,0.7,0.84,1,0.7,0.821400898328427
57,20,1,3,0.330497116084804,0.91,0.81,1.02,0.81,0.97,0.91,0.98,0.92,0.81,0.81,0.81,0.81,0.84,1.02,0.81,0.81,0.81,0.81,0.81,0.81,0.831441845048956
58,20,1,3,0.713703463421401,1.5,1.55,1.5,1.5,1.5,1.53,1.66,1.5,1.5,1.61,1.5,1.5,1.5,1.5,1.5,1.54,1.5,1.5,1.5,1.5,0.889135096138387
59,20,1,3,0.796136608835991,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.68,1.75,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,0.960537131023816
60,20,1,3,0.237731454114987,0.65,0.73,0.7,0.72,0.62,0.62,0.84,0.81,0.78,1.04,0.64,0.62,0.62,0.71,0.81,0.62,0.62,0.62,0.62,0.62,0.770331177272822
61,20,1,3,0.232135432486069,0.68,0.68,0.74,0.91,0.61,0.66,0.57,0.57,0.57,0.57,0.83,0.57,0.99,1.19,0.95,0.82,0.57,0.57,0.57,0.57,0.767955249300021
62,20,1,3,0.313679230358464,0.81,0.76,0.76,0.81,0.92,0.79,0.76,0.98,0.76,0.76,0.76,0.81,0.76,1.35,0.76,0.76,0.76,0.76,0.81,0.76,0.845819265970293
63,20,1,3,0.220086096711211,0.68,0.68,0.68,0.69,0.89,0.94,0.76,0.68,0.76,0.81,0.7,0.68,0.68,0.81,0.68,0.68,0.68,0.69,0.68,0.68,0.705869249885342
64,20,1,3,0.239435615859607,0.87,0.73,0.61,0.79,0.74,0.75,0.62,0.61,1.04,0.61,0.61,0.61,1.24,0.96,0.88,0.61,0.61,0.81,0.61,0.61,0.75463069077102
65,20,1,3,0.307912810520744,0.79,0.95,0.9,0.79,0.79,0.79,0.94,0.86,0.79,1.33,0.82,1.2,0.79,0.79,0.96,0.88,0.79,0.79,0.79,0.79,0.796321300512818
66,20,1,3,0.395018563790515,0.93,0.93,0.93,1.04,0.93,0.94,0.93,1.19,0.93,1.06,0.93,0.93,1.02,0.93,0.96,0.93,0.93,0.93,0.93,0.93,0.852937993652368
67,20,1,3,0.242393249341156,0.65,0.84,0.71,0.71,1.05,0.93,0.87,0.59,0.7,0.78,0.59,0.59,1.15,0.59,0.9,1,0.59,0.74,0.59,0.72,0.773142988775777
68,20,1,3,0.258456983127729,0.9,0.89,0.86,0.94,0.85,0.61,0.61,1.18,0.9,0.77,0.61,0.61,0.89,1.13,0.61,0.9,0.83,0.61,0.61,0.61,0.815099142185115
69,20,1,3,0.652313154524568,1.39,1.39,1.43,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.49,1.81,1.39,1.73,1.68,1.39,1.39,1.39,1.39,1.39,0.874545382283769
70,20,1,3,0.277927158323901,0.68,0.93,0.79,0.74,0.69,0.65,0.77,0.68,1.13,0.65,1.22,1.13,0.65,0.65,0.65,0.65,1.09,0.82,0.65,0.65,0.794824088826443
71,20,1,3,0.410910391478992,1.01,0.99,0.92,1.2,1.02,0.92,0.92,0.92,0.92,1.19,0.92,1.13,1.32,0.92,0.92,1.41,0.92,0.92,0.92,0.92,0.822317816113861
72,20,1,3,0.39202245024372,1.18,1.14,1.13,1.09,0.93,0.93,1.06,1.11,0.93,1.07,0.93,0.93,0.93,0.93,1.34,1.15,0.93,0.93,0.93,0.93,0.824173528498918
73,20,1,3,0.413742307529921,1.06,1.12,1.03,1.03,1.03,1.03,1.24,1.03,1.03,1.03,1.38,1.03,1.03,1.35,1.03,1.03,1.14,1.03,1.03,1.03,0.807481863254793
74,20,1,3,0.473463498137923,1.17,1.02,1.19,1.16,1.02,1.02,1.07,1.02,1.28,1.24,1.02,1.02,1.44,1.02,1.13,1.02,1.02,1.02,1.02,1.07,0.911549306216465
75,20,1,3,0.426448170550099,0.97,1.01,1.06,0.97,0.97,1.07,0.97,1.24,1.16,0.97,0.97,0.97,0.99,0.97,0.97,1.13,1.24,0.97,0.97,0.97,0.850149491785302
76,20,1,3,0.287281471850892,0.85,0.76,0.71,0.9,0.91,0.71,1.08,0.71,0.79,1.22,0.72,0.71,0.98,0.71,0.71,0.99,0.71,0.71,0.71,0.71,0.792430699655025
77,20,1,3,0.32022704877904,0.77,0.72,0.83,0.71,0.93,0.71,0.86,0.71,0.71,0.71,0.71,1.07,1.15,0.71,0.86,1.04,0.71,0.96,0.71,0.71,0.847183708449613
78,20,1,3,0.683976752745533,1.39,1.39,1.39,1.53,1.39,1.61,1.39,1.39,1.39,1.39,1.56,1.39,1.39,1.39,1.39,1.39,1.45,1.39,1.39,1.39,0.952280843591358
79,20,1,3,0.522458625179262,1.17,1.13,1.13,1.23,1.4,1.13,1.15,1.13,1.33,1.13,1.6,1.13,1.13,1.17,1.13,1.6,1.13,1.13,1.13,1.13,0.862730903109249
80,20,1,3,0.283328494978954,0.75,0.85,0.83,0.88,0.75,1.11,0.75,1.18,0.75,0.82,0.78,0.88,1.01,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.793309538191287
81,20,1,3,0.356094617758659,0.92,0.84,1.01,0.99,1.16,1.07,0.98,0.84,0.84,1.2,0.98,0.85,1.06,0.99,0.84,0.84,0.84,0.84,0.84,0.84,0.841504252864936
82,20,1,3,0.414501932625015,0.99,1.07,0.96,1.02,0.99,0.96,1.16,0.96,1.11,1.25,0.96,0.96,0.99,0.96,0.96,0.96,1.42,0.96,0.96,0.96,0.84306643337856
83,20,1,3,0.675434341580878,1.45,1.45,1.45,1.45,1.62,1.49,1.45,1.45,1.64,1.54,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,0.896187237251863
84,20,1,3,0.245447565179467,0.65,0.92,0.88,0.65,0.99,0.96,0.75,0.7,0.99,0.93,0.79,1.14,0.65,0.72,0.65,0.68,0.65,0.65,0.65,0.65,0.759960903859576
85,20,1,3,0.493382715939739,1.09,1.09,1.09,1.26,1.14,1.09,1.3,1.13,1.18,1.09,1.09,1.14,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,0.926603713267838
86,20,1,3,0.357244509860204,0.86,0.86,0.91,0.86,1.11,0.86,1.02,0.91,0.86,1.06,0.93,1.37,0.86,0.86,0.86,0.87,0.86,0.86,0.98,0.95,0.805946932473117
87,20,1,3,0.817243080728052,1.52,1.52,1.52,1.52,1.52,1.74,1.52,1.86,1.52,1.52,1.52,1.52,1.81,1.52,1.52,2,1.77,1.52,1.72,1.52,0.969939583430973
88,20,1,3,0.368033196960462,0.96,1.17,1.01,0.86,1.25,0.86,0.86,1.23,0.86,1.2,1.11,0.9,1.14,0.86,1.1,1.01,0.86,0.86,0.86,0.86,0.832098992257273
89,20,1,3,0.274048100335774,0.75,0.72,0.88,0.65,0.8,1.13,0.73,0.65,0.9,0.65,0.65,1.2,1.07,0.84,0.82,0.65,0.78,0.75,0.65,0.65,0.793756633854649
90,20,1,3,0.257344961713912,0.69,0.81,0.65,0.83,0.65,0.79,0.65,0.65,0.97,1.06,0.65,0.65,0.65,0.97,0.65,0.65,0.65,0.81,0.68,0.65,0.78423775455988
91,20,1,3,0.372217412105398,1.04,0.93,1.02,0.83,0.95,1.03,1.25,0.82,0.82,0.82,1.17,0.89,0.95,0.82,0.82,0.82,0.82,1.18,1.01,0.82,0.846520876505423
92,20,1,3,0.583094041195379,1.26,1.3,1.51,1.26,1.31,1.26,1.26,1.51,1.61,1.66,1.29,1.44,1.26,1.26,1.37,1.26,1.26,1.31,1.26,1.26,0.884080983453871
93,20,1,3,0.452565072432665,1.17,0.99,1.1,1.05,1.16,1.3,0.99,0.99,0.99,1.05,1.01,1.2,0.99,1.28,1.19,0.99,0.99,0.99,0.99,0.99,0.881161124688459
94,20,1,3,0.734220109834384,1.45,1.45,1.45,1.45,1.63,1.49,1.45,1.72,1.45,1.45,1.85,1.45,1.45,1.45,1.45,1.45,1.5,1.45,1.45,1.45,0.959266456984098
95,20,1,3,0.391039666468216,0.87,0.84,0.85,0.84,0.96,0.84,1.22,0.91,0.84,0.84,0.97,0.84,1.1,0.88,1.32,0.84,0.84,0.84,0.84,0.91,0.914965108417233
96,20,1,3,0.24412842442118,0.76,0.72,0.68,1.1,0.88,0.98,0.66,0.62,0.68,1.18,0.62,0.62,0.62,0.96,0.68,0.62,1.21,0.91,0.69,0.62,0.780833537376991
97,20,1,3,0.592334311774835,1.29,1.3,1.29,1.29,1.39,1.38,1.29,1.29,1.29,1.29,1.29,1.29,1.41,1.46,1.29,1.29,1.29,1.29,1.29,1.29,0.897686341607905
98,20,1,3,0.654027411111641,1.44,1.44,1.59,1.45,1.44,1.44,1.44,1.44,1.69,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.45,1.44,1.44,0.895205599738996
99,20,1,3,0.340951931862838,0.8,1,0.78,0.86,0.78,1,1.08,1.23,0.78,0.81,1.05,0.81,0.78,0.79,0.78,0.78,1.06,0.78,0.84,0.78,0.832739433485846
100,20,1,3,0.569596551293107,1.21,1.13,1.13,1.13,1.13,1.23,1.22,1.13,1.53,1.2,1.44,1.55,1.13,1.13,1.13,1.13,1.21,1.13,1.13,1.13,0.956735624759361
