"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
52,10,5,3,0.605552814828531,0.98,1.54,0.98,1.46,1.36,1.57,1.1,1.31,0.98,0.98,1.21363016493902
53,10,5,3,0.456045871119917,0.91,1.19,0.91,1.2,0.91,0.91,1.51,1.13,0.91,0.91,1.06677945570916
54,10,5,3,1.30370724297565,2.08,2.08,2.28,2.08,2.08,2.08,2.31,2.08,2.08,2.08,1.32327882706236
55,10,5,3,0.4088568762936,1.04,0.97,0.95,1.25,1.09,0.95,0.95,0.95,0.95,0.95,0.882925773521142
56,10,5,3,0.344176875424208,0.8,1.06,0.8,1.4,1.11,0.92,0.8,1.03,0.8,0.8,0.937160823021787
57,10,5,3,0.539013945152171,1.09,1.09,1.09,1.46,1.09,1.09,1.48,1.09,1.09,1.09,1.13755828303771
58,10,5,3,0.736208384252812,1.41,1.37,1.37,1.52,1.39,1.37,1.37,1.37,1.37,1.37,1.19043297333227
59,10,5,3,0.414618717093224,0.93,1.11,0.93,1.11,1.44,0.93,0.94,0.93,1.05,0.93,0.924490022940804
60,10,5,3,0.47691172844557,0.99,0.99,1.34,0.99,0.99,1.34,1.46,0.99,0.99,0.99,0.889308693425856
61,10,5,3,0.216414812688861,0.66,0.91,0.66,0.74,0.66,0.9,0.66,1.09,0.66,0.66,0.63885891411726
62,10,5,3,0.397419439930475,1.08,0.97,1,1.44,0.97,1.16,0.97,1.32,0.97,0.97,0.883593691493266
63,10,5,3,0.476636360000624,1.05,1.02,0.99,0.99,1.3,0.99,0.99,1.03,0.99,0.99,0.952999660098043
64,10,5,3,0.368829922575128,0.97,0.79,0.96,0.79,0.94,0.79,1.29,0.79,0.96,0.79,1.00153695553037
65,10,5,3,0.321361132874753,0.78,0.79,0.96,1.2,0.78,0.94,0.78,0.82,0.78,0.78,0.840810613327873
66,10,5,3,0.411526669567606,0.98,0.98,0.98,1.34,0.98,1.29,0.98,0.98,0.98,0.98,0.824032685488889
67,10,5,3,0.351741613028346,0.91,0.84,0.75,1.09,1.25,0.98,0.89,0.75,0.75,0.75,0.941904825553816
68,10,5,3,0.217168562777357,0.78,0.73,0.8,0.66,0.66,0.66,0.75,1.01,0.71,0.66,0.648383914840206
69,10,5,3,0.210567617234637,0.8,0.98,0.54,0.64,1.18,0.92,0.54,0.83,0.54,0.54,0.707976568463513
70,10,5,3,0.49838653153091,1.19,1.19,1.19,1.38,1.32,1.19,1.19,1.19,1.19,1.19,0.770586734938772
71,10,5,3,0.478960523885168,1.1,1.14,1.17,1.1,1.1,1.14,1.52,1.1,1.15,1.1,0.886241578176513
72,10,5,3,0.239504711724844,0.74,0.81,1.01,0.62,0.61,0.86,1.27,0.78,0.61,0.61,0.748658982456397
73,10,5,3,0.214940189254083,0.64,0.76,0.64,0.73,0.68,0.64,1,0.64,0.64,0.64,0.679564953551791
74,10,5,3,0.332506559682465,0.84,0.84,1.2,0.9,1.04,0.84,0.84,0.84,0.84,0.84,0.821253027094333
75,10,5,3,0.416516874518675,1.03,1.16,0.9,0.9,1.01,1.14,1.44,0.9,0.9,0.9,1.01036648745255
76,10,5,3,0.736495918916391,1.57,1.57,1.64,1.57,1.57,1.57,1.57,1.73,1.57,1.57,0.908660723317401
77,10,5,3,0.271896445043603,0.71,0.78,0.66,0.66,0.74,0.66,0.97,0.66,0.66,0.66,0.776498860894947
78,10,5,3,0.684913007669402,1.33,1.33,1.33,1.33,1.38,1.38,1.33,1.33,1.33,1.33,1.07662091128695
79,10,5,3,0.382225654007826,1.11,0.84,0.89,1.04,1.27,0.84,1.19,0.84,0.84,0.84,0.943587849876605
80,10,5,3,0.5566966236047,1.18,1.18,1.18,1.18,1.35,1.18,1.18,1.39,1.18,1.18,0.895506112241389
81,10,5,3,0.509870693377257,1.42,1.05,1.37,1.47,1.18,1.05,1.05,1.34,1.05,1.05,1.00496818758281
82,10,5,3,0.248157534298097,0.67,1.09,0.95,0.67,0.74,1.15,0.96,0.67,0.67,0.67,0.712480600124484
83,10,5,3,0.808955164703671,1.59,1.65,1.59,1.8,1.59,1.59,1.59,1.59,1.59,1.59,1.04317981599908
84,10,5,3,0.358095368116323,1.11,1.03,0.94,1.05,0.94,0.94,0.94,1.05,0.94,0.94,0.901716639865335
85,10,5,3,0.479243990987998,1.06,1.38,1.41,1.12,1.06,1.06,1.06,1.38,1.06,1.06,1.05930369732049
86,10,5,3,0.41858492786639,1.07,0.93,0.91,1.38,0.91,1.19,1,1.41,0.91,0.91,0.925538819680261
87,10,5,3,0.2481288409196,0.8,0.85,0.87,0.77,0.74,1.1,0.74,0.74,0.74,0.74,0.689715847390756
88,10,5,3,0.694495843471059,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,0.88463193270199
89,10,5,3,0.914073357216644,1.61,1.61,1.61,1.61,1.61,1.9,1.61,1.61,1.61,1.61,1.09268867601808
90,10,5,3,0.196395366379869,0.56,0.71,1.02,0.95,1.08,0.6,0.56,0.83,0.56,0.56,0.619947820471726
91,10,5,3,0.431603786117668,0.88,1.21,0.92,0.88,1.17,0.92,0.88,0.88,0.96,0.88,1.02611971578059
92,10,5,3,0.341752698524556,0.83,0.85,0.72,1.09,0.72,1.32,1.3,0.72,0.96,0.72,0.919879616516157
93,10,5,3,0.262147100109381,0.86,0.85,0.74,0.9,1.26,0.74,0.74,0.74,0.98,0.74,0.68365960132945
94,10,5,3,0.422448302110732,0.92,0.85,0.86,0.85,0.85,1.41,1.25,0.85,0.94,0.85,0.996321605202634
95,10,5,3,0.308442773648743,0.71,1.03,0.71,0.9,0.71,0.71,1.21,0.71,0.71,0.71,0.82294699470138
96,10,5,3,0.346364754687755,0.84,1.14,0.96,0.84,0.94,1.22,0.84,0.84,0.84,0.84,0.863205834790099
97,10,5,3,0.77845808887206,1.55,1.55,1.55,1.86,1.55,1.57,1.55,1.55,1.55,1.55,0.971286511153971
98,10,5,3,0.576066212610851,1.18,1.18,1.18,1.36,1.18,1.18,1.18,1.18,1.61,1.18,0.946741166011145
99,10,5,3,0.403427009613274,0.91,1.04,0.96,0.91,0.91,1.34,1.06,0.91,0.91,0.91,0.920800594146305
100,10,5,3,0.363437112528321,1,1.12,1.03,0.76,0.81,1.01,0.76,1.04,0.76,0.76,0.971682862867259
