"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
32,10,3,3,0.436910473471875,0.93,0.9,1.2,1,0.95,0.87,0.84,0.84,0.89,0.84,1.0075377369574
33,10,3,3,0.412801611290494,0.92,1.04,0.97,0.92,0.92,0.92,0.92,1.17,0.92,0.92,1.00763871502162
34,10,3,3,0.341124582369617,0.84,1,1.14,0.84,0.89,0.87,0.84,1.14,0.84,0.84,0.788465972287917
35,10,3,3,0.285754309342319,0.89,0.72,0.94,0.72,0.94,0.75,0.72,0.72,0.8,0.72,0.757474850954376
36,10,3,3,0.222853634441522,0.77,0.74,0.75,0.77,0.74,1.24,0.74,0.74,0.74,0.74,0.643269234219281
37,10,3,3,0.287168892685753,0.99,0.84,1.24,0.71,0.87,0.71,1.19,0.89,0.71,0.73,0.768252453053212
38,10,3,3,0.255855534877377,0.72,0.72,1.01,0.72,0.72,1.06,0.72,0.72,0.72,0.72,0.672450575917163
39,10,3,3,0.455356261784034,1.07,1.04,1.04,1.27,1.09,1.46,1.04,1.32,1.04,1.04,0.827142928713079
40,10,3,3,0.315628131913081,0.71,1.15,0.71,1.08,0.71,0.71,1.15,0.71,1.11,0.71,0.802672708419002
41,10,3,3,0.362592401868496,0.94,0.94,0.94,1.07,1.28,0.94,0.94,0.94,0.94,0.94,0.781164235626984
42,10,3,3,0.191420326272532,0.92,0.52,1.03,0.52,0.79,0.99,0.91,0.66,0.52,0.52,0.640192192769883
43,10,3,3,0.325697341660865,0.79,0.9,0.79,0.79,0.79,1.2,0.79,0.79,0.79,0.79,0.839254545778655
44,10,3,3,0.610675631187466,1.28,1.28,1.37,1.61,1.28,1.28,1.28,1.66,1.28,1.28,0.926043237416233
45,10,3,3,0.214160806193163,0.91,0.59,0.87,0.59,0.7,0.91,1.11,0.69,0.59,0.59,0.654579346806663
46,10,3,3,0.196228234547348,0.58,0.74,1.05,0.58,0.87,1.13,0.64,0.58,0.58,0.58,0.630289190977697
47,10,3,3,0.706398505195811,1.41,1.41,1.41,1.41,1.73,1.46,1.41,1.41,1.41,1.41,0.967279444145238
48,10,3,3,0.32277367081289,0.86,0.9,0.94,0.91,0.86,0.86,0.86,0.93,1.03,0.86,0.727268617621859
49,10,3,3,0.626749017109685,1.36,1.36,1.6,1.36,1.36,1.36,1.58,1.38,1.36,1.36,0.907206499685612
50,10,3,3,0.215205572999779,1,0.61,0.99,0.61,0.75,0.85,0.61,1.05,0.61,0.61,0.639014187108677
51,10,3,3,0.634368856599594,1.46,1.6,1.6,1.46,1.46,1.46,1.46,1.46,1.46,1.46,0.984986105822425
52,10,3,3,0.428225231591601,0.94,1.05,0.94,0.94,0.94,0.94,1.29,0.94,0.94,0.94,0.9457643283556
53,10,3,3,0.413847140166883,0.93,1.28,0.98,0.93,0.93,1.19,1.3,1.02,0.93,0.93,0.893133401226437
54,10,3,3,0.425839775959663,1.01,1.01,1.08,1.01,1.01,1.01,1.18,1.01,1.01,1.01,0.837749213285698
55,10,3,3,0.211493771762574,0.67,0.96,0.74,0.84,0.67,0.67,0.67,0.78,0.67,0.67,0.640991275512084
56,10,3,3,0.224544818233388,0.66,0.95,0.92,0.66,0.74,0.95,0.66,1.31,0.66,0.66,0.628438033898877
57,10,3,3,0.257932289054908,0.69,0.69,0.92,0.69,0.89,0.8,0.69,0.69,0.78,0.69,0.750252186776823
58,10,3,3,0.592346058898085,1.26,1.61,1.26,1.26,1.48,1.26,1.26,1.44,1.26,1.26,0.926527126349066
59,10,3,3,0.348857131083122,0.84,0.84,0.84,1.18,0.84,1.1,0.94,0.84,0.84,0.84,0.853286856952142
60,10,3,3,0.707078048478477,1.37,1.44,1.37,1.46,1.37,1.37,1.86,1.47,1.37,1.37,1.01848919965957
61,10,3,3,0.439999935540184,1.04,0.99,0.87,0.87,0.87,0.87,0.87,1.28,0.87,0.87,0.96524758401957
62,10,3,3,0.729696290525748,1.46,1.46,1.46,1.46,1.46,1.46,1.64,1.46,1.46,1.46,0.931917210284425
63,10,3,3,0.373737478628303,0.97,0.99,0.87,0.87,0.87,0.87,1.27,1.21,0.87,0.87,0.819187166371946
64,10,3,3,0.304627871636097,0.84,0.79,0.79,0.83,1.05,0.79,1.23,0.86,0.79,0.79,0.756301734903076
65,10,3,3,0.656857002106075,1.49,1.49,1.49,1.49,1.49,1.49,1.53,1.65,1.49,1.49,0.894685356180384
66,10,3,3,0.216950225217623,0.67,0.64,0.95,0.63,0.66,0.63,0.63,0.93,0.63,0.63,0.71875709551318
67,10,3,3,0.270380069156355,0.81,0.74,0.87,0.84,1.15,0.74,0.74,0.74,0.74,0.74,0.673250540867004
68,10,3,3,0.25861293950359,0.76,0.66,0.66,0.66,1.13,0.96,1.07,0.66,0.69,0.66,0.799839853920536
69,10,3,3,0.556004943620493,1.27,1.37,1.27,1.27,1.27,1.3,1.28,1.27,1.27,1.27,0.835334517824693
70,10,3,3,0.717290956393619,1.49,1.49,1.49,1.59,1.49,1.49,1.49,1.74,1.49,1.49,1.02459949724175
71,10,3,3,0.52689147490438,1.31,1.31,1.31,1.54,1.47,1.31,1.31,1.31,1.31,1.31,0.752323370989857
72,10,3,3,0.20923772345593,0.63,1.06,0.63,1.1,1,0.97,0.79,0.63,0.63,0.63,0.602617322337697
73,10,3,3,0.415677872819969,0.96,1.02,0.96,0.92,1.42,0.92,0.92,1.16,0.92,0.92,0.902600666565253
74,10,3,3,0.295566080431008,0.77,0.97,0.88,1.19,0.77,1.36,1.19,0.82,0.77,0.77,0.720390897997022
75,10,3,3,0.238379100976083,0.74,1.08,0.58,0.73,0.67,0.87,0.58,1.05,0.58,0.58,0.75507152555225
76,10,3,3,0.386154648767453,1.03,1.04,1.24,0.93,0.97,0.93,0.93,0.93,0.93,0.93,0.847741164866906
77,10,3,3,0.345954075169434,0.78,0.78,1.1,0.78,0.78,1.32,0.78,1.05,0.96,0.78,0.882412183571033
78,10,3,3,0.279213062754162,0.83,0.73,0.78,0.89,0.73,0.82,0.8,0.73,0.73,0.73,0.751834548262684
79,10,3,3,0.682818047188687,1.32,1.32,1.53,1.32,1.32,1.51,1.32,1.34,1.32,1.32,1.01665511688801
80,10,3,3,0.417164824542109,0.96,1.03,1.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.913318744522326
81,10,3,3,0.31089105198618,0.84,0.97,0.84,0.84,1.33,0.84,1.08,0.84,0.96,0.84,0.680783596513458
82,10,3,3,0.217324075149968,0.58,1.05,1.06,0.54,0.99,0.71,0.54,0.7,0.91,0.54,0.716150830355491
83,10,3,3,0.33605996662831,0.91,1.09,0.89,0.84,0.84,1.12,0.84,0.84,0.84,0.91,0.750673096311206
84,10,3,3,0.188198105969921,0.72,0.68,0.65,0.77,0.61,0.61,0.61,1.07,0.61,0.61,0.641370808061287
85,10,3,3,0.29812388734615,0.92,0.88,0.67,0.75,0.91,1.22,0.67,0.67,0.75,0.67,0.771406471639391
86,10,3,3,0.340132619691803,0.91,0.91,0.94,0.91,1.34,0.91,1.34,0.91,0.91,0.91,0.68489941824942
87,10,3,3,0.403825928369188,1,1,1.35,1.17,1.29,1,1.07,1,1,1,0.754830827704173
88,10,3,3,0.426805350451331,1.16,1.09,1.11,1.09,1.42,1.09,1.27,1.09,1.09,1.09,0.728923897119957
89,10,3,3,0.314650011152404,0.84,0.84,0.84,1.01,0.84,0.98,0.84,0.87,0.84,0.84,0.71262256630184
90,10,3,3,0.267652183244939,0.74,1.03,1.19,0.68,1.34,0.68,0.88,0.99,0.8,0.68,0.729339798882217
91,10,3,3,0.670218160958192,1.34,1.39,1.34,1.52,1.34,1.34,1.34,1.34,1.34,1.34,0.983143805399044
92,10,3,3,0.326643753107365,0.83,0.8,0.9,0.75,0.71,0.71,0.88,0.71,0.71,0.75,0.92607809382807
93,10,3,3,0.517363903985962,1.15,1.15,1.15,1.15,1.51,1.15,1.42,1.15,1.15,1.15,0.815167976586477
94,10,3,3,0.165275300095442,0.67,0.58,0.58,0.58,0.89,1.19,0.58,0.58,0.67,0.58,0.594879645941209
95,10,3,3,0.274832179157623,0.77,0.73,0.89,0.89,1.26,0.73,0.81,0.73,0.73,0.73,0.789309721115008
96,10,3,3,0.360732669801933,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.91,0.86,0.842914454112768
97,10,3,3,0.263358728499218,0.61,0.61,0.8,1.12,0.61,1.23,0.65,1.05,0.61,0.61,0.826365887106967
98,10,3,3,0.381237307060544,0.84,0.84,0.84,0.87,0.84,1.43,1.33,0.84,0.84,0.84,0.935136970462983
99,10,3,3,0.332262224401265,0.85,0.75,1.02,0.92,0.75,0.76,0.75,0.96,0.75,0.75,0.870558052954072
100,10,3,3,0.319523158705115,0.79,0.94,1.06,0.97,0.88,0.8,0.79,0.79,0.79,0.79,0.825215136472647
