"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
17,20,5,3,0.426075792952638,0.94,1.11,0.92,0.92,1.2,1.23,0.92,0.98,1.27,0.92,1.05,1.25,0.92,0.98,0.97,0.92,0.92,0.92,0.92,0.92,0.947020532864341
18,20,5,3,0.567718916067053,1.08,1.08,1.19,1.12,1.08,1.08,1.13,1.08,1.08,1.08,1.37,1.08,1.08,1.08,1.15,1.08,1.08,1.08,1.08,1.08,1.21348151596889
19,20,5,3,1.33959161269397,2.03,2.03,2.03,2.03,2.03,2.03,2.3,2.03,2.03,2.03,2.03,2.03,2.1,2.26,2.32,2.06,2.03,2.04,2.03,2.03,1.49805433886696
20,20,5,3,0.581069876770859,1.17,1.07,1.04,1.4,1.4,1.04,1.09,1.04,1.04,1.39,1.64,1.04,1.27,1.04,1.37,1.51,1.04,1.04,1.17,1.04,1.1090818553807
21,20,5,3,0.901555455297405,1.71,1.71,1.73,1.72,1.71,1.71,1.75,1.71,1.71,1.71,1.71,1.71,1.71,1.79,1.71,1.71,1.71,1.71,1.71,1.71,1.09012354510516
22,20,5,3,1.15048732110799,1.87,1.87,1.87,1.87,1.87,2.01,1.87,1.87,2.01,1.87,1.88,1.87,1.87,2.2,1.87,1.87,1.87,1.87,1.87,1.87,1.37617173082172
23,20,5,3,1.3393420733251,2.17,2.17,2.17,2.17,2.22,2.17,2.17,2.17,2.17,2.17,2.17,2.17,2.26,2.37,2.17,2.17,2.17,2.17,2.17,2.17,1.42699570192086
24,20,5,3,0.41204147341635,0.87,0.83,0.81,1.21,0.81,1.15,0.83,0.89,1.15,0.81,1.06,0.81,1.44,0.81,1.36,0.81,0.81,1.18,0.81,0.81,1.06464368975424
25,20,5,3,0.228690888314477,0.61,0.77,0.84,0.86,0.69,0.71,0.61,0.61,0.69,0.79,0.97,1.26,0.8,1.04,0.73,0.61,0.61,0.61,0.61,0.61,0.748690509746982
26,20,5,3,1.23235405715326,2.01,2.01,2.01,2.01,2.04,2.01,2.01,2.01,2.01,2.01,2.01,2.14,2.01,2.26,2.01,2.15,2.01,2.01,2.01,2.01,1.43418123803382
27,20,5,3,0.522796385585794,1.12,1.17,1.12,1.28,1.12,1.15,1.12,1.12,1.12,1.12,1.52,1.12,1.12,1.12,1.12,1.12,1.12,1.28,1.12,1.12,1.04808373777055
28,20,5,3,0.950216103406786,1.66,1.66,1.66,1.75,1.66,1.66,1.88,1.66,1.72,1.66,1.66,1.9,1.66,1.66,2.05,1.66,1.66,1.66,1.66,1.66,1.32461553517483
29,20,5,3,1.37072653352175,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.32,2.22,2.22,2.22,2.22,2.22,2.22,1.31848939123333
30,20,5,3,0.409916868520437,0.94,1.13,1.1,0.84,0.84,0.84,1.13,1.32,1.13,0.84,0.84,1.16,0.84,1.04,1.11,1.16,0.84,0.84,0.84,0.84,1.08089077437316
31,20,5,3,0.350493348922045,0.85,0.76,0.76,0.99,0.9,1.18,0.76,0.76,0.76,1.22,0.8,1.15,0.96,1.06,0.76,1.4,0.76,0.76,0.76,0.76,0.972994960976193
32,20,5,3,1.00537498260757,1.69,1.69,1.81,1.8,1.76,1.69,1.69,1.69,1.69,1.69,1.79,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.7,1.69,1.2972871831554
33,20,5,3,0.631071241969412,1.2,1.2,1.29,1.39,1.2,1.25,1.24,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.22,1.2,1.2,1.11371574060462
34,20,5,3,0.465698203214085,0.96,0.88,0.88,1,1.09,0.89,0.88,0.88,1.11,0.89,1.1,0.88,0.88,0.94,0.88,0.88,0.88,0.88,0.88,0.88,1.18913441627076
35,20,5,3,0.356219753569653,0.83,0.86,0.83,0.83,0.83,0.83,0.91,0.91,1.17,0.83,0.83,1.35,0.84,1.41,0.83,0.83,0.98,0.83,0.83,0.83,0.894084644120448
36,20,5,3,1.18859925335696,1.94,1.94,1.94,1.94,1.94,2.13,1.94,1.99,1.94,1.94,2.14,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.32632989106742
37,20,5,3,0.398640683364117,0.92,0.81,0.81,1.09,0.89,1.1,1.05,0.81,1.18,0.95,0.81,0.81,0.98,0.81,0.81,1.02,0.93,0.81,0.81,0.82,1.01348224949154
38,20,5,3,0.945132020687027,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.94,1.66,2.03,1.66,1.66,1.66,1.66,1.66,1.66,1.16577680505425
39,20,5,3,0.288615674642598,0.72,0.78,0.94,1.01,0.71,0.88,0.98,0.71,0.85,0.71,1.01,0.71,0.71,0.94,0.71,0.71,0.93,0.71,0.71,0.71,0.831048970219702
40,20,5,3,0.458390287072205,0.93,0.89,0.91,0.97,1.15,0.89,0.99,0.89,0.89,0.89,0.89,1.25,1.01,1.45,1.54,1.41,0.89,1.09,0.89,0.89,1.04664769272608
41,20,5,3,0.717343234262547,1.31,1.31,1.31,1.31,1.31,1.46,1.59,1.31,1.31,1.31,1.31,1.31,1.48,1.34,1.31,1.31,1.31,1.31,1.31,1.31,1.30295429037714
42,20,5,3,0.942412456299544,1.59,1.59,1.59,1.82,1.78,1.66,1.59,1.59,1.65,1.59,1.87,1.59,1.59,1.59,1.84,1.59,1.61,1.59,1.59,1.59,1.32161604137758
43,20,5,3,0.357893203037332,0.81,0.76,0.99,0.96,0.76,1.21,0.76,0.99,0.76,1.32,0.91,0.83,1.23,1.33,0.79,0.76,0.76,0.76,0.76,0.76,0.991286040859597
44,20,5,3,0.600754845924339,1.2,1.2,1.3,1.2,1.46,1.2,1.2,1.37,1.2,1.59,1.2,1.2,1.61,1.24,1.2,1.5,1.2,1.2,1.2,1.2,0.996094474390946
45,20,5,3,0.469281338913553,1,1.07,1,1.27,1,1,1,1.15,1.02,1.1,1.02,1,1.01,1.35,1.43,1,1,1,1,1,0.956443540676291
46,20,5,3,0.441471416774551,0.88,0.87,0.82,0.82,0.98,0.82,1.21,1.17,0.82,1.25,0.82,1.46,0.82,0.82,0.94,1.19,0.91,1.04,0.82,0.82,1.12052829712369
47,20,5,3,1.16329907055269,1.83,1.81,1.81,1.81,1.81,2.14,1.81,1.94,1.81,1.81,1.81,2.12,2.08,2.2,1.81,1.81,1.81,1.91,1.81,1.81,1.43763598836313
48,20,5,3,0.602964067507716,1.12,1.12,1.12,1.12,1.12,1.15,1.32,1.12,1.33,1.12,1.12,1.14,1.12,1.38,1.12,1.14,1.12,1.12,1.12,1.12,1.26793858286516
49,20,5,3,0.686252517791712,1.34,1.34,1.48,1.35,1.34,1.42,1.34,1.49,1.34,1.34,1.34,1.34,1.4,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.12019387426968
50,20,5,3,0.995439930237125,1.73,1.73,1.73,1.73,1.73,1.97,1.89,1.73,1.73,1.73,1.73,1.73,1.91,1.73,2.09,1.73,1.73,1.83,1.79,1.73,1.17482790453917
51,20,5,3,0.517337325318125,1.05,1.02,1.02,1.2,1.02,1.31,1.02,1.13,1.15,1.4,1.32,1.02,1.52,1.02,1.02,1.06,1.02,1.02,1.02,1.02,0.961827807303409
52,20,5,3,1.11897550996043,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.96,1.95,1.95,2.11,1.95,1.95,1.95,1.95,1.95,1.95,1.17401570731035
53,20,5,3,0.466745712050329,0.96,1.04,1.19,1.3,0.96,1.02,1.15,1.11,1.08,1.31,0.96,1.02,1.26,0.96,0.96,1,0.96,0.96,0.96,0.96,0.994818455399663
54,20,5,3,0.338118157898106,0.97,1.08,1.03,0.82,1.01,0.94,0.82,0.82,1.14,1.08,0.99,0.82,0.82,0.91,0.82,0.82,0.82,0.9,0.82,0.82,0.904127841229753
55,20,5,3,0.460075063042489,0.87,0.84,1.04,0.84,0.93,1.28,0.94,1.14,0.84,0.89,1.42,1.49,0.86,1.19,0.84,0.84,0.84,1.19,0.84,0.84,1.14998249168427
56,20,5,3,0.736493293203872,1.31,1.31,1.31,1.31,1.31,1.47,1.32,1.66,1.31,1.31,1.31,1.31,1.31,1.31,1.38,1.55,1.31,1.31,1.31,1.31,1.28876031248483
57,20,5,3,0.818898549672243,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.72,1.56,1.59,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.05117210638204
58,20,5,3,0.636356705957929,1.17,1.35,1.33,1.54,1.17,1.63,1.27,1.17,1.19,1.43,1.58,1.17,1.17,1.19,1.17,1.49,1.36,1.17,1.17,1.17,1.09325900388165
59,20,5,3,0.763776964452693,1.37,1.28,1.28,1.28,1.52,1.66,1.28,1.28,1.57,1.35,1.79,1.51,1.28,1.28,1.63,1.28,1.28,1.28,1.43,1.28,1.271367894221
60,20,5,3,1.19593839014357,1.77,1.77,1.89,1.77,1.77,1.77,2.1,2.06,1.77,1.77,1.77,1.86,1.87,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.47226576427025
61,20,5,3,0.293862474301085,0.9,0.78,0.78,0.9,0.82,0.68,1.07,0.7,0.78,0.9,0.68,0.87,0.68,0.71,0.68,0.68,0.68,0.68,0.68,0.78,0.900283834746095
62,20,5,3,0.494242707198379,1.06,0.93,1.02,1.18,0.93,1.27,1.23,1.46,0.93,0.93,1.16,0.93,0.96,1.25,0.93,1.05,0.93,1.13,0.93,0.93,1.12492952890654
63,20,5,3,0.332285658832965,0.78,0.81,0.78,0.97,0.79,0.78,1.21,1.05,1.28,0.78,0.86,1.25,0.78,0.78,0.78,0.91,0.78,0.78,0.8,0.78,0.915951040754342
64,20,5,3,0.430227741760762,0.93,0.99,0.91,0.97,0.91,0.97,0.91,0.91,1.25,1.35,0.91,0.91,1.32,0.91,0.99,0.91,0.96,0.91,0.91,0.91,0.978954546092474
65,20,5,3,0.486798037023617,1.04,1.04,1.14,1.04,1.04,1.43,1.04,1.25,1.4,1.23,1.11,1.04,1.04,1.12,1.04,1.04,1.04,1.27,1.04,1.04,0.886694582477923
66,20,5,3,0.318928907061724,0.72,0.86,0.8,0.73,0.72,0.93,0.72,0.72,0.8,0.74,0.72,0.72,1.3,0.72,0.72,0.72,0.83,1.07,0.72,0.72,0.881769881714084
67,20,5,3,0.478869819515934,1.05,1.05,1.05,1.2,1.05,1.07,1.39,1.11,1.45,1.05,1.05,1.14,1.05,1.05,1.05,1.2,1.05,1.05,1.05,1.05,0.925147835663066
68,20,5,3,0.709677223582348,1.34,1.34,1.47,1.34,1.34,1.34,1.34,1.62,1.34,1.39,1.57,1.36,1.34,1.43,1.34,1.5,1.34,1.34,1.34,1.34,1.0970578197003
69,20,5,3,0.55946855194608,1.12,1.27,1.15,1.35,1.1,1.08,1.2,1.08,1.08,1.41,1.09,1.21,1.08,1.13,1.13,1.08,1.08,1.08,1.08,1.08,1.14781401205111
70,20,5,3,0.405461498100367,0.92,1.04,1.09,1.21,0.88,0.86,1.1,0.8,0.8,1.07,1.12,0.8,0.8,0.96,1.29,0.8,0.8,0.8,1.05,0.8,1.0516602860819
71,20,5,3,1.05695865491048,1.92,1.92,1.92,1.92,1.92,2.02,1.92,2.04,1.92,1.95,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.31319185971506
72,20,5,3,0.923639540220614,1.59,1.51,1.6,1.51,1.51,1.51,1.55,1.65,1.51,1.51,1.51,1.88,1.89,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.35035622804753
73,20,5,3,0.668844663334131,1.2,1.2,1.2,1.2,1.27,1.2,1.2,1.2,1.58,1.43,1.2,1.25,1.2,1.2,1.24,1.2,1.2,1.2,1.2,1.2,1.25270168611109
74,20,5,3,0.542701274037887,1.13,1.24,1.45,1.33,1.13,1.25,1.13,1.31,1.13,1.25,1.17,1.13,1.13,1.29,1.58,1.13,1.26,1.13,1.13,1.13,0.934086559022923
75,20,5,3,0.486680901500485,1.08,0.89,1.25,1.16,0.89,0.89,0.92,1.33,1.25,1.22,0.89,1.19,0.89,1.21,1.02,0.89,0.89,0.99,0.89,0.89,1.22373777587069
76,20,5,3,1.01532859655076,1.73,1.73,1.73,1.73,1.73,1.74,1.73,1.9,1.73,1.73,1.73,1.73,1.73,1.78,1.73,1.73,1.73,1.73,1.73,1.73,1.26144280538379
77,20,5,3,0.325385416822341,0.92,0.79,0.74,0.88,0.74,1.06,0.99,0.74,0.86,1.14,0.83,0.74,0.74,1.37,0.77,0.74,0.74,0.74,0.74,0.92,0.901533274817821
78,20,5,3,0.711399796325729,1.27,1.31,1.31,1.27,1.27,1.27,1.42,1.27,1.38,1.58,1.27,1.3,1.4,1.27,1.27,1.27,1.27,1.28,1.27,1.27,1.27614858617967
79,20,5,3,0.675681391055896,1.37,1.37,1.37,1.46,1.37,1.55,1.37,1.45,1.37,1.61,1.37,1.37,1.37,1.37,1.55,1.37,1.37,1.37,1.37,1.37,0.930083883681095
80,20,5,3,0.687534868159016,1.2,1.2,1.29,1.24,1.2,1.2,1.58,1.2,1.2,1.21,1.2,1.53,1.2,1.2,1.2,1.51,1.2,1.48,1.2,1.2,1.22337594857219
81,20,5,3,0.593651271577984,1.11,1.15,1.25,1.09,1.16,1.09,1.17,1.41,1.09,1.09,1.09,1.22,1.09,1.52,1.09,1.25,1.09,1.09,1.09,1.09,1.16868384168574
82,20,5,3,0.558773297325962,1.05,1.17,1.05,1.05,1.37,1.15,1.27,1.58,1.05,1.36,1.05,1.43,1.3,1.05,1.22,1.05,1.05,1.05,1.05,1.05,1.0709763254174
83,20,5,3,0.668046746043322,1.41,1.37,1.44,1.32,1.33,1.32,1.35,1.32,1.42,1.32,1.61,1.32,1.32,1.32,1.32,1.32,1.49,1.32,1.32,1.32,1.00938259223791
84,20,5,3,0.895203262799783,1.66,1.66,1.66,1.66,1.66,1.66,1.7,1.66,1.66,1.66,1.66,1.88,1.66,1.66,1.66,1.76,1.66,1.66,1.66,1.66,1.0574255901162
85,20,5,3,0.534226135958882,1.02,1.1,1.17,1.02,1.02,1.02,1.22,1.02,1.09,1.02,1.55,1.32,1.39,1.25,1.02,1.02,1.02,1.02,1.02,1.02,1.12556232924636
86,20,5,3,0.654307758137968,1.22,1.18,1.18,1.18,1.18,1.18,1.36,1.46,1.59,1.18,1.38,1.18,1.23,1.45,1.18,1.18,1.18,1.18,1.18,1.18,1.21665469306481
87,20,5,3,0.764071802283032,1.41,1.41,1.41,1.41,1.48,1.51,1.41,1.81,1.48,1.41,1.45,1.88,1.55,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.19625972956425
88,20,5,3,1.51096588852806,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.59,2.3,2.46,2.3,2.3,2.3,2.3,2.3,1.42563045798409
89,20,5,3,0.811912621792456,1.46,1.43,1.43,1.43,1.51,1.66,1.43,1.54,1.52,1.43,1.44,1.68,1.43,1.43,1.43,1.43,1.43,1.43,1.53,1.43,1.24630312614004
90,20,5,3,0.576061388155935,1.08,1.23,1.21,1.37,0.96,0.96,1.17,1.09,0.96,0.96,1.2,1.16,1,1.58,1.39,0.96,0.96,1.18,0.96,0.96,1.2876278838161
91,20,5,3,0.491529616684701,1.16,1.03,1,1,1.05,1,1.27,1.32,1,1.15,1.2,1,1.05,1,1,1,1,1,1,1,1.07940661435436
92,20,5,3,0.484669731452869,0.98,1.09,1.07,1.03,0.99,0.98,0.98,1.11,1.22,0.98,0.98,0.98,1.1,0.98,1.19,1.47,0.98,0.98,0.98,0.98,1.13249645286788
93,20,5,3,0.629230409627495,1.2,1.2,1.31,1.46,1.39,1.34,1.39,1.2,1.23,1.2,1.2,1.36,1.2,1.27,1.24,1.2,1.2,1.2,1.2,1.2,1.20208468448254
94,20,5,3,0.457222759445303,1.02,1.31,1.02,1.41,1.02,1.04,1.02,1.35,1.16,1.31,1.02,1.27,1.33,1.02,1.16,1.07,1.02,1.02,1.02,1.02,0.896274538630054
95,20,5,3,1.34689775143749,2.06,2.06,2.06,2.09,2.06,2.06,2.06,2.28,2.06,2.06,2.06,2.06,2.06,2.06,2.23,2.06,2.1,2.34,2.06,2.06,1.41963948280066
96,20,5,3,0.831070345541855,1.46,1.46,1.5,1.46,1.63,1.46,1.46,1.87,1.46,1.56,1.46,1.46,1.67,1.57,1.46,1.55,1.46,1.46,1.46,1.46,1.24807696181513
97,20,5,3,0.310504864087871,0.75,0.79,0.92,0.71,0.71,1.03,0.89,0.71,0.79,0.98,0.72,0.9,1.2,0.71,0.71,1.14,0.71,0.76,0.73,0.71,0.916077537695384
98,20,5,3,0.307444491251728,0.81,0.77,0.82,0.71,0.88,1.19,1.24,0.71,0.71,0.85,1.03,0.86,0.98,1.26,0.8,0.71,0.71,0.71,0.71,0.71,0.861897623039878
99,20,5,3,0.50590213597239,1.06,1.17,1.18,1.11,1.06,1.25,1.06,1.06,1.06,1.2,1.06,1.08,1.06,1.37,1.23,1.06,1.06,1.06,1.06,1.06,0.939220462425707
100,20,5,3,0.588075069419164,1.13,1.13,1.13,1.13,1.13,1.13,1.45,1.16,1.13,1.13,1.46,1.4,1.13,1.13,1.27,1.13,1.13,1.13,1.13,1.13,1.15730948612905
