"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
57,10,1,3,0.233664494823092,0.65,0.87,1.18,1.11,0.65,0.86,0.67,0.79,0.65,0.65,0.644241193021591
58,10,1,3,0.363286804566804,0.88,0.88,1.11,0.88,1.36,1.08,0.88,1.01,0.88,0.88,0.705935079362339
59,10,1,3,0.24920194561381,0.72,0.74,0.79,0.99,0.81,0.68,0.78,0.68,0.79,0.68,0.704040520144002
60,10,1,3,0.296374839016627,0.98,1.02,0.84,0.82,0.82,1.13,0.94,0.82,0.82,0.82,0.661695690990768
61,10,1,3,0.199238661393881,0.72,0.59,0.76,0.59,0.68,0.74,1.24,0.62,0.59,0.59,0.617871044650852
62,10,1,3,0.165580621701206,0.75,0.6,0.89,0.74,0.74,0.54,0.72,0.62,0.54,0.54,0.588643750102632
63,10,1,3,0.302075924635008,0.86,0.97,0.91,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.676274490307315
64,10,1,3,0.177387069730548,0.61,0.73,1,0.57,1.17,0.98,0.69,0.57,0.57,0.57,0.595143322624775
65,10,1,3,0.216575431418377,0.72,0.67,0.67,0.67,0.91,1.25,0.67,0.67,0.73,0.67,0.62615080148832
66,10,1,3,0.175656366065302,0.99,0.6,0.59,0.83,0.59,1.01,1.13,0.86,0.59,0.59,0.538445916020454
67,10,1,3,0.598012346746105,1.3,1.3,1.41,1.3,1.3,1.3,1.3,1.32,1.3,1.3,0.849765920963478
68,10,1,3,0.569781753723317,1.38,1.41,1.47,1.38,1.38,1.38,1.75,1.38,1.38,1.38,0.771426774354021
69,10,1,3,0.470714625178326,1.2,1.26,1.2,1.2,1.2,1.2,1.2,1.26,1.2,1.2,0.755345760935748
70,10,1,3,0.185622806222488,0.71,0.59,0.83,0.57,1.12,0.56,0.87,0.6,0.56,0.56,0.598892913960883
71,10,1,3,0.267125052275465,0.79,0.79,0.79,1.05,1.17,0.79,0.98,0.79,0.79,0.79,0.629640524803316
72,10,1,3,0.247945714435119,0.75,1.08,0.75,0.99,0.79,0.75,1.1,0.75,0.75,0.75,0.635695977212712
73,10,1,3,0.232233825857773,0.73,0.95,0.96,1.16,0.7,0.7,0.7,0.88,0.7,0.7,0.654718714704974
74,10,1,3,0.289674617574012,0.85,1.03,0.85,0.9,0.85,0.97,0.85,0.85,0.85,0.85,0.658466815551772
75,10,1,3,0.21868527382147,0.7,0.7,0.94,1.08,0.7,0.81,0.7,0.7,0.7,0.7,0.588611888417505
76,10,1,3,0.516728274858016,1.23,1.23,1.23,1.23,1.23,1.57,1.23,1.23,1.45,1.23,0.721035973924265
77,10,1,3,0.27484970131591,0.87,0.84,1.05,0.84,1.07,0.88,1.02,0.84,0.84,0.84,0.612517330466698
78,10,1,3,0.275786363914516,0.74,1.25,1.15,0.74,1.12,0.74,0.86,0.74,1.08,0.74,0.678674186364273
79,10,1,3,0.448784709627642,1.13,1.41,1.13,1.13,1.13,1.38,1.13,1.13,1.29,1.13,0.685954855501015
80,10,1,3,0.205785422605928,0.79,0.65,0.93,0.58,0.69,1.1,0.58,0.58,0.89,0.58,0.674930920871702
81,10,1,3,0.151681638577354,0.88,0.83,0.68,0.46,0.62,1.17,0.46,0.58,0.93,0.46,0.558189393406637
82,10,1,3,0.322932008878365,0.9,0.87,1.04,0.79,0.79,0.97,0.79,0.8,0.79,0.79,0.773119470028565
83,10,1,3,0.265422757340767,0.8,0.66,0.64,0.87,1.09,0.64,0.64,0.78,0.64,0.64,0.767275336561888
84,10,1,3,0.265090825000189,0.86,1.04,0.72,1,0.82,1.01,0.72,0.72,0.79,0.72,0.673984017428689
85,10,1,3,0.241463528972687,0.79,0.92,1.14,0.71,0.74,0.88,1,0.78,0.71,0.71,0.675988691148292
86,10,1,3,0.208092862584921,0.71,0.62,0.97,0.75,0.62,0.62,1.06,0.62,0.62,0.62,0.629382842515701
87,10,1,3,0.503342336149651,1.23,1.23,1.23,1.23,1.29,1.23,1.23,1.23,1.23,1.23,0.769757919326766
88,10,1,3,0.2975309151456,0.79,1.07,0.79,0.79,0.79,1.03,0.79,1.19,0.85,0.79,0.711021154659097
89,10,1,3,0.182394539090168,0.61,0.92,0.6,0.6,0.88,1.09,0.79,0.76,0.6,0.6,0.597150705079818
90,10,1,3,0.448574616293299,1.14,1.14,1.14,1.14,1.36,1.22,1.14,1.14,1.14,1.14,0.72860647681147
91,10,1,3,0.240872317806604,0.74,0.85,1.06,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.633731349801188
92,10,1,3,0.352986348720741,1.19,1.06,1.06,1.06,1.06,1.06,1.06,1.37,1.06,1.06,0.655743645942547
93,10,1,3,0.270972188751864,0.79,0.9,0.86,0.79,0.91,0.79,0.79,0.79,0.81,0.79,0.669987656261833
94,10,1,3,0.460643127005934,1.26,1,1.3,1,1,1.36,1,1,1.23,1,0.798449695265782
95,10,1,3,0.310847104460009,0.89,1.08,0.89,0.89,1.2,1.41,0.91,0.89,0.89,0.89,0.658670771844166
96,10,1,3,0.273284179730295,1.01,0.72,0.71,0.71,0.71,0.87,1.11,1.25,0.71,0.71,0.679852471699403
97,10,1,3,0.49305778720869,1.28,1.28,1.45,1.38,1.28,1.28,1.28,1.28,1.39,1.28,0.69638209829611
98,10,1,3,0.249262970028937,0.74,0.69,1,0.69,0.69,0.81,0.69,0.69,1.31,0.69,0.655506394268052
99,10,1,3,0.158049952334223,0.57,0.87,0.76,0.71,0.66,1.06,0.52,0.52,0.68,0.52,0.555315359779459
100,10,1,3,0.476834091069418,1.14,1.23,1.14,1.14,1.47,1.14,1.14,1.61,1.33,1.14,0.723820533776825
