Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1,Ref for Attr2,Ref for Attr3,Ref for Attr4,Ref for Attr5
22,10,5,3,0.3080884585163226,1,1,0,1,0,0,0,0,0,0,3,3.4226097147829226,26,2430,1,P04,P02,P02,P04,P01,P02
23,10,5,3,0.5759766777071987,1,0,1,0,0,0,0,0,1,0,3,3.852580100622076,66,2430,2,P09,P03,P03,P09,P09,P09
24,10,5,3,0.2613922492064306,1,1,1,0,0,0,0,0,0,0,3,1.7476895287887162,52,2430,0,P03,P03,P03,P01,P01,P03
25,10,5,3,0.37323915109382894,1,1,0,0,1,0,0,0,0,0,3,3.6043787603581348,29,2430,1,P05,P05,P05,P01,P01,P05
26,10,5,3,0.3698200884388908,1,1,1,0,0,0,0,1,0,0,4,3.87576865911871,59,2430,1,P08,P01,P03,P02,P08,P01
27,10,5,3,0.4846933691188035,1,0,0,0,0,0,0,1,0,0,2,4.126025884749175,25,2430,1,P08,P08,P08,P08,P08,P08
28,10,5,3,0.518502152785554,1,1,0,0,1,0,0,0,0,0,3,3.0791457667183146,37,2430,1,P05,P05,P05,P02,P02,P05
29,10,5,3,0.288874211411168,1,1,1,0,0,0,0,0,0,0,3,2.2703392379095155,34,2430,0,P03,P01,P03,P01,P01,P01
30,10,5,3,0.32242266186100366,1,1,0,0,0,0,0,0,1,0,3,3.7565562032041173,30,2430,1,P09,P09,P02,P09,P02,P01
31,10,5,3,0.26713308948042014,1,1,1,1,0,1,0,0,0,0,5,2.455332656810682,46,2430,1,P04,P06,P01,P06,P01,P01
32,10,5,3,0.46553532077212073,1,0,0,1,1,0,0,0,0,0,3,5.006821836480451,35,2430,2,P04,P05,P04,P04,P01,P04
33,10,5,3,0.32440516014705656,1,1,1,1,0,0,0,1,0,0,5,2.3868623059113165,35,2430,1,P08,P08,P08,P01,P01,P08
34,10,5,3,0.46497474261812655,1,0,0,0,0,0,0,1,0,0,2,4.904783823210328,46,2430,1,P08,P08,P08,P08,P08,P08
35,10,5,3,0.3593601934385892,1,1,1,0,0,0,0,0,1,0,4,3.2966814661570676,35,2430,1,P09,P01,P09,P01,P09,P09
36,10,5,3,0.31174301815682814,1,1,1,1,0,0,0,0,0,0,4,2.6197486193441812,43,2430,0,P03,P03,P04,P03,P02,P01
37,10,5,3,0.30240448489763866,1,1,1,1,0,0,0,0,0,0,4,2.446281716979771,48,2430,0,P04,P04,P01,P02,P01,P04
38,10,5,3,0.46144717682426484,1,1,0,0,0,0,1,0,0,0,3,2.841269701857758,39,2430,1,P07,P01,P07,P07,P07,P01
39,10,5,3,0.41331768734885205,1,1,0,0,0,0,1,0,1,0,4,4.524662866374825,40,2430,2,P07,P07,P09,P07,P09,P07
40,10,5,3,0.29325483577890316,1,1,0,0,0,0,0,1,0,0,3,2.8276785466271517,21,2430,1,P08,P01,P01,P08,P08,P08
41,10,5,3,0.366004428056372,1,1,1,0,0,0,0,1,0,0,4,4.659297079563246,45,2430,1,P08,P08,P03,P08,P01,P08
42,10,5,3,0.47293011784334477,1,0,1,1,0,0,0,0,0,0,3,2.5325700417260983,47,2430,2,P04,P03,P04,P03,P03,P04
43,10,5,3,0.2690448144871552,1,1,1,1,0,0,0,0,0,0,4,3.533149455285626,40,2430,0,P04,P04,P01,P01,P01,P01
44,10,5,3,0.35389065589925667,1,1,0,0,1,1,0,0,0,0,4,2.179230693381971,32,2430,2,P05,P02,P05,P05,P06,P06
45,10,5,3,0.5379267395512806,1,0,0,0,1,1,0,0,0,0,3,3.136050937979328,44,2430,2,P06,P05,P05,P05,P06,P06
46,10,5,3,0.4590819542513312,1,1,0,1,1,0,0,0,0,0,4,2.439237281862077,53,2430,2,P05,P02,P04,P05,P02,P01
47,10,5,3,0.344906798538777,1,1,0,0,0,0,0,1,0,0,3,3.0715477159472364,38,2430,1,P08,P08,P08,P08,P02,P02
48,10,5,3,0.22332799098809863,1,1,1,1,0,1,0,0,0,0,5,1.63302815857713,39,2430,1,P03,P06,P03,P02,P01,P03
49,10,5,3,0.4200630622382314,1,1,0,0,1,0,0,0,1,0,4,3.9361363553629665,32,2430,2,P09,P09,P05,P09,P05,P09
50,10,5,3,0.39775649813353736,1,1,1,0,0,0,0,0,1,0,4,3.6936405763896025,46,2430,1,P09,P02,P09,P03,P01,P09
51,10,5,3,0.3713900779077097,1,1,1,0,0,1,0,0,1,0,5,4.678249848363376,23,2430,2,P09,P09,P02,P06,P09,P06
52,10,5,3,0.5539172317992883,1,1,0,0,0,0,1,0,0,0,3,3.0918214121324294,51,2430,1,P07,P07,P07,P07,P02,P07
53,10,5,3,0.4016151567769591,1,1,0,0,0,0,0,0,0,1,3,5.9059958920804405,36,2430,1,P10,P10,P10,P10,P10,P01
54,10,5,3,0.22504867695980418,1,1,1,1,0,1,0,0,0,0,5,5.006965605341285,44,2430,1,P04,P06,P01,P04,P04,P03
55,10,5,3,0.5205579983222552,1,1,1,0,0,0,0,0,0,0,3,2.8761140321580454,39,2430,0,P03,P02,P02,P03,P01,P03
56,10,5,3,0.42100416335188756,1,1,0,0,0,0,0,0,1,0,3,2.2020297949363523,49,2430,1,P09,P02,P09,P09,P09,P02
57,10,5,3,0.3331294247638173,1,1,0,0,0,1,0,0,0,0,3,4.228212461071262,33,2430,1,P06,P06,P01,P06,P02,P06
58,10,5,3,0.6144100676857673,1,0,0,0,0,0,0,0,1,0,2,2.9152339811972614,24,2430,1,P09,P09,P09,P09,P09,P01
59,10,5,3,0.3244595919643978,1,0,0,0,1,0,0,0,0,0,2,1.9055772392439891,33,2430,1,P05,P05,P01,P01,P05,P05
60,10,5,3,0.3442223024646286,1,1,1,0,1,0,0,0,0,0,4,3.648711621745478,29,2430,1,P05,P01,P05,P01,P05,P05
61,10,5,3,0.34309349458301724,1,1,1,1,0,0,1,0,0,0,5,3.680270996729223,42,2430,1,P04,P01,P07,P04,P02,P03
62,10,5,3,0.520454984282118,1,1,1,0,0,1,0,0,0,0,4,2.463575643203052,35,2430,1,P06,P06,P02,P06,P02,P03
63,10,5,3,0.32731373240557926,1,1,0,0,0,0,1,0,0,0,3,3.040648936413851,56,2430,1,P07,P07,P07,P02,P01,P01
64,10,5,3,0.44509912641650984,1,1,0,1,0,1,0,0,0,0,4,3.935509148364208,48,2430,2,P04,P06,P06,P04,P04,P04
65,10,5,3,0.4246419420276346,1,1,0,0,0,0,1,0,0,0,3,2.335193713102803,31,2430,1,P07,P07,P01,P07,P07,P07
66,10,5,3,0.26256832140116637,1,1,1,1,0,0,0,0,0,0,4,2.2385309538245006,51,2430,0,P04,P02,P01,P04,P03,P01
67,10,5,3,0.2760287912407088,1,1,1,1,0,0,0,0,0,0,4,1.8450296697362805,30,2430,0,P04,P02,P01,P03,P04,P03
68,10,5,3,0.38373597510502805,1,1,0,1,0,0,0,0,0,0,3,4.760644658052949,46,2430,1,P04,P01,P04,P02,P04,P04
69,10,5,3,0.2426380836816086,1,1,0,0,0,0,0,0,1,0,3,3.51982350596224,47,2430,1,P09,P01,P09,P01,P09,P01
70,10,5,3,0.38781022466740583,1,1,1,0,0,1,0,0,0,0,4,5.829116440857292,44,2430,1,P06,P06,P06,P03,P01,P03
71,10,5,3,0.4592079236249467,1,1,0,0,0,1,0,0,0,0,3,2.556866378192864,37,2430,1,P06,P06,P06,P06,P02,P06
72,10,5,3,0.3100455611697893,1,1,1,1,1,0,0,0,0,0,5,2.2303596864818624,56,2430,0,P03,P01,P03,P02,P03,P03
73,10,5,3,0.34950391693950156,1,1,1,0,0,1,0,0,0,0,4,1.7759500368080503,32,2430,1,P06,P01,P06,P01,P03,P06
74,10,5,3,0.43822699241186835,1,0,1,0,0,1,0,0,0,0,3,3.840218162317263,49,2430,2,P06,P03,P06,P06,P03,P06
75,10,5,3,0.37165950290251404,1,1,0,0,0,0,0,1,0,0,3,4.282863598977695,26,2430,1,P08,P08,P02,P08,P01,P08
76,10,5,3,0.2791406866008158,1,1,1,0,1,0,0,0,0,0,4,2.0860235001036647,83,2430,1,P02,P05,P01,P02,P05,P03
77,10,5,3,0.3355929127337512,1,1,1,0,0,1,0,0,0,0,4,2.993237911297434,34,2430,1,P06,P06,P06,P02,P01,P03
78,10,5,3,0.48613548840223314,1,1,1,0,1,0,0,1,0,0,5,3.3198683717248794,47,2430,2,P05,P05,P02,P05,P08,P03
79,10,5,3,0.29868002396943644,1,1,1,1,0,0,1,0,0,0,5,2.626825436877511,32,2430,1,P07,P07,P02,P07,P04,P07
80,10,5,3,0.4143090558044451,1,0,0,0,0,0,0,0,1,0,2,3.964312681964901,61,2430,1,P09,P09,P09,P09,P09,P09
81,10,5,3,0.3776804755322743,1,1,1,0,0,0,0,0,1,0,4,3.504809279406483,59,2430,1,P09,P03,P09,P02,P09,P09
82,10,5,3,0.3455923144599343,1,1,0,0,1,1,0,0,0,0,4,3.4127649352605407,40,2430,2,P06,P05,P06,P01,P01,P06
83,10,5,3,0.3513344507227014,1,1,1,1,0,0,0,0,0,0,4,2.7636882262315043,48,2430,0,P04,P02,P04,P01,P01,P03
84,10,5,3,0.4997775472374461,1,1,0,0,0,0,1,0,0,0,3,2.6144803522472846,51,2430,1,P07,P02,P01,P02,P07,P02
85,10,5,3,0.3297783434752872,1,1,1,1,0,0,1,0,1,0,6,3.3849022851855866,31,2430,2,P09,P07,P09,P09,P02,P07
86,10,5,3,0.27534238091990704,1,1,1,1,1,0,0,0,0,0,5,3.0363139153677237,58,2430,0,P05,P01,P04,P03,P05,P03
87,10,5,3,0.32959822185479165,1,1,0,1,0,0,0,0,0,0,3,2.337624653267086,43,2430,1,P04,P04,P02,P01,P04,P02
88,10,5,3,0.3513456742791964,1,1,1,0,0,0,1,0,0,0,4,3.399153035760012,27,2430,1,P07,P01,P02,P07,P01,P01
89,10,5,3,0.45429456895898046,1,1,1,1,0,0,0,0,0,0,4,2.3892746506185443,42,2430,0,P04,P03,P01,P04,P03,P03
90,10,5,3,0.48408342695794826,1,0,0,1,0,0,0,0,1,0,3,3.0785946743396075,63,2430,2,P09,P09,P09,P04,P09,P04
91,10,5,3,0.5310559086687093,1,0,0,0,0,0,1,0,0,0,2,3.7502179743872146,30,2430,1,P07,P07,P07,P07,P07,P07
92,10,5,3,0.5097338903065509,1,1,1,0,0,0,0,0,1,0,4,3.326377812909822,78,2430,1,P09,P09,P01,P09,P02,P09
93,10,5,3,0.46566512000833954,1,1,0,1,0,0,0,0,1,0,4,3.4630068474001257,41,2430,2,P09,P01,P09,P04,P09,P09
94,10,5,3,0.43618854819877284,1,1,0,0,1,0,0,0,0,0,3,3.43819955453698,35,2430,1,P05,P05,P01,P05,P01,P05
95,10,5,3,0.3966724104717401,1,0,0,0,0,0,1,1,0,0,3,3.670054731625764,65,2430,2,P07,P07,P07,P08,P01,P08
96,10,5,3,0.37173395461493497,1,1,1,0,0,1,0,0,0,0,4,3.680526813025302,35,2430,1,P06,P03,P06,P06,P01,P03
97,10,5,3,0.62206078248597,1,1,0,0,1,0,0,0,0,0,3,3.9560154532708656,51,2430,1,P05,P05,P05,P01,P05,P01
98,10,5,3,0.43185848021000056,1,0,0,0,0,1,0,0,0,0,2,3.684062271293821,41,2430,1,P06,P01,P06,P06,P06,P06
99,10,5,3,0.5433048175414398,1,1,0,1,0,0,0,0,0,0,3,2.796683264170147,42,2430,1,P04,P04,P04,P02,P04,P01
