Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1
79,20,1,3,0.38093202645436613,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5556549480934907,31,60,1,P05,P05
80,20,1,3,0.28191445181207725,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1.5344685082179972,32,60,1,P10,P10
81,20,1,3,0.3282569162653444,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.8331106778732318,36,60,0,P04,P03
82,20,1,3,0.23427825248031275,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.4559060895189253,29,60,1,P03,P05
83,20,1,3,0.2579969689463853,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.8556009990121733,35,60,0,P08,P06
84,20,1,3,0.2677194968665758,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.8336720638059827,37,60,0,P04,P04
85,20,1,3,0.2197353477580783,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2.0378203102000874,25,60,1,P15,P15
86,20,1,3,0.23080538379257376,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1.840448031458624,28,60,1,P17,P17
87,20,1,3,0.2948133994996771,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,9,2.0652694011416735,25,60,1,P14,P14
88,20,1,3,0.2473927692535104,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2.3542208246949716,38,60,0,P08,P03
89,20,1,3,0.2755740546757155,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.8551946869421836,33,60,0,P04,P02
90,20,1,3,0.2623305302553055,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,2.4949882501454845,36,60,0,P08,P09
91,20,1,3,0.258731564033327,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.7548017289671711,32,60,0,P06,P04
92,20,1,3,0.2650753785143125,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.8041655301441057,32,60,0,P08,P08
93,20,1,3,0.18939135876685242,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.5972696092500427,33,60,0,P08,P01
94,20,1,3,0.23191349409656356,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.8656197357502933,32,60,0,P08,P06
95,20,1,3,0.305912350478742,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1.8983396988426167,30,60,1,P10,P10
96,20,1,3,0.30199030716796094,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2.153827865567328,27,60,1,P12,P12
97,20,1,3,0.2962007891622268,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,2.0196404915916624,30,60,0,P09,P03
98,20,1,3,0.17113472283201506,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.4444746811786908,38,60,0,P05,P06
99,20,1,3,0.37164801306428485,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1.8455179124996874,34,60,1,P03,P11
