Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1
47,5,1,3,0.15576456279712267,1,1,1,1,0,4,1.404772019896599,6,15,0,P04,P04
48,5,1,3,0.12320684154334678,1,1,1,1,0,4,1.763534741100941,7,15,0,P04,P03
49,5,1,3,0.20056965442770053,1,1,1,1,0,4,1.5538883220257604,7,15,0,P04,P04
50,5,1,3,0.15078284883882326,1,1,0,0,0,2,1.2737819244948851,9,15,0,P01,P01
51,5,1,3,0.17150554947315372,1,1,1,0,0,3,1.1530807601504156,6,15,0,P02,P02
52,5,1,3,0.07407162753052803,1,1,1,1,0,4,1.2210720455390038,6,15,0,P03,P01
53,5,1,3,0.14054359395468502,1,1,1,1,0,4,1.2819847430432125,6,15,0,P03,P04
54,5,1,3,0.0854061528457786,1,1,1,1,0,4,1.1134068217691686,6,15,0,P04,P01
55,5,1,3,0.11164900436633116,1,1,1,1,0,4,1.5209807650895284,6,15,0,P03,P02
56,5,1,3,0.08327490264572161,1,1,1,1,0,4,1.4560954525474328,7,15,0,P04,P03
57,5,1,3,0.1835413362952334,1,1,1,1,0,4,1.75959871293841,5,15,0,P04,P04
58,5,1,3,0.14850044930049827,1,1,1,0,0,3,1.3875890398635025,7,15,0,P03,P02
59,5,1,3,0.12910862069146894,1,1,1,1,0,4,1.3599384550337903,5,15,0,P04,P01
60,5,1,3,0.14389445326253997,1,1,1,1,0,4,1.3498499642593806,7,15,0,P03,P03
61,5,1,3,0.11515504205861524,1,1,1,0,0,3,0.9396066463016592,5,15,0,P01,P01
62,5,1,3,0.16232169026708845,1,1,1,0,0,3,1.447470333266238,9,15,0,P03,P03
63,5,1,3,0.12916036676015574,1,1,1,1,0,4,1.593910887204689,6,15,0,P04,P02
64,5,1,3,0.09892256498158827,1,1,1,1,0,4,1.144663093194029,6,15,0,P02,P02
65,5,1,3,0.1526735721039916,1,1,1,0,0,3,1.1229955337771567,8,15,0,P02,P02
66,5,1,3,0.173172973774703,1,1,1,1,0,4,1.3583474650170313,6,15,0,P04,P04
67,5,1,3,0.14045368356027166,1,1,1,0,0,3,0.903302379387044,5,15,0,P03,P02
68,5,1,3,0.14747448148437892,1,1,1,1,0,4,1.6423887081619193,7,15,0,P04,P02
69,5,1,3,0.10722995688928448,1,1,1,0,0,3,0.9560091287512393,6,15,0,P02,P02
70,5,1,3,0.27818587898147834,1,1,1,1,0,4,1.8407127022552907,7,15,0,P04,P04
71,5,1,3,0.10280265043817186,1,1,1,0,0,3,1.2760963928065538,5,15,0,P02,P02
72,5,1,3,0.14037360018356398,1,1,1,0,0,3,0.9992122401149328,5,15,0,P03,P01
73,5,1,3,0.17096504355249065,1,1,1,0,0,3,1.2427468092278144,6,15,0,P03,P03
74,5,1,3,0.12328124961179421,1,1,1,0,0,3,0.8697767601601062,6,15,0,P03,P03
75,5,1,3,0.07517526205309408,1,1,1,1,0,4,1.1417035537198958,6,15,0,P03,P02
76,5,1,3,0.10158132887361153,1,1,1,0,0,3,1.2325550419758904,6,15,0,P01,P01
77,5,1,3,0.07817646606624086,1,1,1,1,0,4,1.4562360273055122,6,15,0,P04,P04
78,5,1,3,0.10496024188374012,1,1,1,1,0,4,1.4575284718379165,7,15,0,P03,P03
79,5,1,3,0.1160433222026682,1,1,1,1,0,4,1.4290751259228756,5,15,0,P04,P02
80,5,1,3,0.17939375781736397,1,1,0,0,0,2,1.1758555824077832,6,15,0,P01,P02
81,5,1,3,0.21563726894594581,1,1,1,1,0,4,1.6411534944456485,7,15,0,P04,P04
82,5,1,3,0.10265261657284758,1,1,1,1,0,4,1.2375619580097883,5,15,0,P04,P04
83,5,1,3,0.21968799583619467,1,1,1,0,0,3,1.1931560094457947,8,15,0,P03,P03
84,5,1,3,0.08075616868060181,1,1,1,1,0,4,1.1037931305763224,5,15,0,P03,P01
85,5,1,3,0.1181681894154108,1,1,1,0,0,3,1.27799924116872,7,15,0,P02,P02
86,5,1,3,0.19129863967946684,1,0,1,1,0,3,1.3978316241542437,7,15,2,P01,P03
87,5,1,3,0.09379012261441459,1,1,1,1,0,4,1.1696509981363565,6,15,0,P02,P01
88,5,1,3,0.15961216425694602,1,1,0,0,0,2,1.0190420609997832,6,15,0,P01,P01
89,5,1,3,0.09077448575645795,1,1,1,1,0,4,1.0750812498901978,6,15,0,P02,P01
90,5,1,3,0.20723066054654452,1,1,0,1,0,3,1.571342960907966,7,15,1,P04,P04
91,5,1,3,0.16293170481410216,1,1,1,0,0,3,1.2829504720605178,7,15,0,P03,P03
92,5,1,3,0.1827956744645664,1,1,1,0,0,3,1.2117632248377213,6,15,0,P03,P03
93,5,1,3,0.116622560941062,1,1,1,0,0,3,1.1915553432021362,6,15,0,P03,P03
94,5,1,3,0.07349966492298173,1,1,1,1,0,4,1.4179275896758612,8,15,0,P04,P03
95,5,1,3,0.06866254020133383,1,1,1,0,0,3,0.986959017002314,7,15,0,P03,P01
96,5,1,3,0.0742980195389008,1,1,1,1,1,5,4.111659657866083,5,15,0,P05,P01
97,5,1,3,0.13791581390445598,1,1,1,0,0,3,1.094392239114677,7,15,0,P02,P02
98,5,1,3,0.15780729344976532,1,1,1,1,0,4,1.3324159649973941,6,15,0,P04,P01
99,5,1,3,0.08077325889875793,1,1,1,0,0,3,1.008381502787257,5,15,0,P02,P01
