Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1,Ref for Attr2,Ref for Attr3
21,20,3,3,0.3339101433676911,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2.605638336806169,76,540,1,P03,P02,P02,P09
22,20,3,3,0.3961703452382107,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2.022632432054385,59,540,1,P17,P17,P01,P17
23,20,3,3,0.48534234406501775,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.770226327956145,75,540,1,P05,P05,P03,P05
24,20,3,3,0.3814587065268532,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1.9437370351225183,90,540,1,P13,P01,P13,P04
25,20,3,3,0.5332313256980848,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2.3951621165182,68,540,2,P05,P05,P05,P12
26,20,3,3,0.47831545713893303,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.9124506514412167,99,540,0,P05,P04,P05,P04
27,20,3,3,0.3330200063837857,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,3.2163119354459804,74,540,2,P10,P10,P05,P11
28,20,3,3,0.4436416309871265,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3.483214384523264,85,540,1,P10,P10,P10,P10
29,20,3,3,0.36862015866557685,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2.793921163136919,71,540,1,P04,P09,P09,P09
30,20,3,3,0.3939985300459944,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3.090432993946996,72,540,1,P04,P04,P13,P02
31,20,3,3,0.4530094289987825,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3.321204403679653,72,540,2,P11,P16,P11,P11
32,20,3,3,0.21712126456908581,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.033782062036555,71,540,0,P05,P02,P04,P03
33,20,3,3,0.3443360181975579,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2.442471201687068,86,540,2,P06,P15,P06,P15
34,20,3,3,0.38166068522355323,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2.2420449713889847,48,540,1,P09,P09,P04,P01
35,20,3,3,0.40527535047035623,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3.234536548665344,75,540,2,P16,P16,P16,P06
36,20,3,3,0.38209211045042674,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1.8636400394402552,61,540,1,P12,P12,P12,P01
37,20,3,3,0.4951590865514447,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2.5451501715285745,88,540,1,P13,P13,P13,P13
38,20,3,3,0.3342762396708111,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3.2870587678137517,85,540,1,P13,P01,P13,P13
39,20,3,3,0.4151826989308749,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2.8699430856799077,55,540,1,P12,P03,P12,P12
40,20,3,3,0.5542389068297103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.1721478732083273,89,540,1,P18,P18,P18,P02
41,20,3,3,0.4357537023026987,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.7529004826840295,86,540,1,P08,P04,P08,P04
42,20,3,3,0.3511935137645007,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2.2822566026290354,77,540,1,P06,P15,P03,P01
43,20,3,3,0.5260666111554789,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.621405431047848,100,540,2,P03,P07,P03,P03
44,20,3,3,0.29699588602755733,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9,2.1322042713968634,60,540,1,P07,P03,P01,P13
45,20,3,3,0.37299430671200406,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.274513242514493,77,540,1,P05,P05,P05,P11
46,20,3,3,0.4315831245987099,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3.2151538639721173,70,540,2,P13,P07,P13,P13
47,20,3,3,0.39021920588167547,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2.3201441821434394,79,540,1,P06,P04,P13,P05
48,20,3,3,0.3542917465144506,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.8884922572743705,68,540,0,P06,P05,P04,P06
49,20,3,3,0.4394132095414539,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.8056044814726127,93,540,1,P07,P07,P04,P07
50,20,3,3,0.3578502521976361,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,2.2656556656123183,82,540,2,P12,P02,P10,P12
51,20,3,3,0.3715480598867335,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.739144296950001,76,540,1,P07,P07,P07,P07
52,20,3,3,0.46339124909013,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3.1453492143055586,45,540,1,P16,P16,P16,P01
53,20,3,3,0.39328800026747757,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.988485695004524,65,540,1,P13,P13,P05,P13
54,20,3,3,0.3322239592498045,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0023608026484783,72,540,0,P07,P08,P04,P02
55,20,3,3,0.42807643009496527,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.1651135975385785,81,540,1,P11,P11,P03,P11
56,20,3,3,0.38982794088698336,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2.1106999269492506,96,540,1,P12,P12,P01,P02
57,20,3,3,0.2850622793113628,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2.7501058607634814,57,540,2,P11,P08,P11,P01
58,20,3,3,0.32819914079452145,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2.5741302983911076,75,540,1,P08,P03,P05,P08
59,20,3,3,0.47784400208227223,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,3.5405623897441925,53,540,2,P14,P14,P14,P08
60,20,3,3,0.3340018758303573,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2.2855015299793915,69,540,1,P06,P16,P06,P02
61,20,3,3,0.422317997180486,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2.979217931580743,53,540,1,P16,P16,P16,P02
62,20,3,3,0.5035632060684302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2.9883879193702834,76,540,2,P16,P05,P16,P05
63,20,3,3,0.5634332004729254,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2.544236076859934,72,540,1,P12,P12,P12,P12
64,20,3,3,0.5207001586903909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.3773634711565177,88,540,0,P03,P01,P03,P03
65,20,3,3,0.36914481149584355,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1.9426537070465528,59,540,1,P14,P14,P14,P03
66,20,3,3,0.45111068702928336,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.717177258178391,89,540,1,P03,P07,P07,P03
67,20,3,3,0.2716074185417311,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3685637336915804,72,540,0,P05,P05,P05,P01
68,20,3,3,0.5433218767572547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3.2284703996014876,59,540,1,P15,P15,P15,P01
69,20,3,3,0.36350668247497425,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2.8409064478344543,100,540,1,P17,P03,P17,P17
70,20,3,3,0.34721103649015217,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2.384906020225539,92,540,2,P12,P07,P12,P12
71,20,3,3,0.4066808391927429,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2.0262177096912297,72,540,1,P12,P01,P12,P12
72,20,3,3,0.27118209965623713,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.266762322262158,61,540,0,P04,P01,P01,P01
73,20,3,3,0.4266243187889618,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.2991655365177297,68,540,1,P05,P01,P05,P02
74,20,3,3,0.42408391362626335,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.6139333181281263,94,540,1,P06,P06,P01,P06
75,20,3,3,0.3099401914239873,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.572035200791139,70,540,2,P05,P02,P08,P05
76,20,3,3,0.3190580233078866,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2.5693697751594775,56,540,1,P11,P11,P03,P11
77,20,3,3,0.3500299758187917,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3.0450135127216935,99,540,2,P05,P08,P09,P04
78,20,3,3,0.3140129546985718,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,2.7294151184321174,87,540,2,P14,P14,P14,P10
79,20,3,3,0.33843383522534704,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.132189933258747,75,540,0,P06,P03,P03,P01
80,20,3,3,0.38412335073162973,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.258583205798414,83,540,0,P07,P07,P07,P02
81,20,3,3,0.4554141434490065,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,2.8248528463344216,59,540,2,P13,P14,P13,P13
82,20,3,3,0.4461455476623928,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.587822641192454,83,540,1,P06,P06,P06,P06
83,20,3,3,0.3455575182847505,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2.0791342622920226,68,540,1,P04,P14,P05,P04
84,20,3,3,0.3079097233733279,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2.155100304604173,59,540,1,P03,P01,P11,P03
85,20,3,3,0.2667969619462305,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.198369513581462,67,540,0,P06,P01,P03,P06
86,20,3,3,0.40372965581349707,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2.674077175609936,67,540,1,P14,P04,P14,P14
87,20,3,3,0.38585308770701043,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.309752171609712,68,540,0,P03,P02,P03,P03
88,20,3,3,0.42661605812292863,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.8067094423631866,75,540,0,P05,P05,P04,P02
89,20,3,3,0.4035500002301291,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.968265110279439,64,540,1,P07,P04,P07,P01
90,20,3,3,0.33896012893458183,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.270963860374,75,540,1,P02,P02,P06,P01
91,20,3,3,0.5174266181905297,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.841861307095859,70,540,1,P18,P18,P18,P18
92,20,3,3,0.4315317093229658,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2.657705010279196,58,540,2,P13,P05,P02,P13
93,20,3,3,0.31627347459685934,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.9176670724589768,86,540,0,P04,P01,P05,P04
94,20,3,3,0.4609397306736893,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.637484074343006,96,540,0,P02,P03,P02,P02
95,20,3,3,0.36550876473930793,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2.3790122955426853,59,540,1,P15,P01,P15,P15
96,20,3,3,0.30911186698654625,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2.2503763493181754,70,540,1,P10,P01,P10,P10
97,20,3,3,0.36156351369528794,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2.8081094169676795,61,540,2,P13,P13,P06,P13
98,20,3,3,0.48994998218703384,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2.458795473456315,67,540,1,P16,P16,P02,P16
99,20,3,3,0.33807920558888166,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.1593433409459832,82,540,0,P04,P04,P03,P04
