Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
55,5,5,3,0.10215305632904453,1,1,0,0,0,2,0.9003923145449975
56,5,5,3,0.12936421064553302,1,1,0,0,0,2,1.2154881108070716
57,5,5,3,0.012628035355032704,1,0,0,0,0,1,0.5912608764014443
58,5,5,3,0.14978630411824742,1,1,0,0,0,2,1.0001532999069784
59,5,5,3,0.18209341747282665,1,1,1,0,0,3,1.8614670950484262
60,5,5,3,0.13335282072390583,1,1,0,0,0,2,0.9236050948382535
61,5,5,3,0.16812099753920792,1,1,0,0,0,2,0.9697595086174438
62,5,5,3,0.06640148980805277,1,1,0,0,0,2,0.964304012407565
63,5,5,3,0.042342649474824294,1,0,0,0,0,1,0.6979783232674495
64,5,5,3,0.15500881775773298,1,1,1,0,0,3,1.9282990947688812
65,5,5,3,0.09345020750224449,1,1,0,0,0,2,0.7497570958852824
66,5,5,3,0.02103969101277658,1,0,0,0,0,1,0.6249265384406273
67,5,5,3,0.08353617545612374,1,0,0,0,0,1,0.8086808628661004
68,5,5,3,0.010844672703075757,1,0,0,0,0,1,0.593661558318326
69,5,5,3,0.1592535815962019,1,1,1,0,0,3,1.1358215300683534
70,5,5,3,0.17251624735699797,1,1,1,1,0,4,1.4562547493192248
71,5,5,3,0.15098154082884807,1,1,0,0,0,2,0.8753882845708719
72,5,5,3,0.1597661786723788,1,1,0,0,0,2,1.1742225165612223
73,5,5,3,0.06525477150928456,1,0,0,0,0,1,0.6875032780395971
74,5,5,3,0.018852625613260256,1,0,0,0,0,1,0.6003766864832475
75,5,5,3,0.10260663306675598,1,1,0,0,0,2,1.2843193421037142
76,5,5,3,0.02658441409937578,1,0,0,0,0,1,0.6213349534240685
77,5,5,3,0.033266298519317124,1,0,0,0,0,1,0.6207287438805286
78,5,5,3,0.20215912520716847,1,1,0,0,0,2,1.3283554672182984
79,5,5,3,0.05568093928238545,1,0,0,0,0,1,0.7238018344293665
80,5,5,3,0.07302732565048489,1,1,0,0,0,2,0.7601482043227104
81,5,5,3,0.17872713898729675,1,1,1,0,0,3,1.9342166538683525
82,5,5,3,0.13443542222792546,1,1,0,0,0,2,0.8446470207467918
83,5,5,3,0.1328402044392169,1,1,1,0,0,3,1.3222753191853935
84,5,5,3,0.013857900955477787,1,0,0,0,0,1,0.5899433363784149
85,5,5,3,0.2751078293241202,1,1,0,0,0,2,1.9868902458555682
86,5,5,3,0.009015801232181389,1,0,0,0,0,1,0.5896065898114228
87,5,5,3,0.18282324295121538,1,1,0,0,0,2,1.0744796759471882
88,5,5,3,0.13997409097933014,1,1,1,0,0,3,1.1759642976923521
89,5,5,3,0.08274644237790166,1,1,0,0,0,2,0.7864332490866038
90,5,5,3,0.06907917651876387,1,0,0,0,0,1,0.8072836390676038
91,5,5,3,0.043462866527703835,1,1,0,0,0,2,0.6931261823270221
92,5,5,3,0.07010943415523005,1,1,0,0,0,2,1.0380947845721349
93,5,5,3,0.04216377179717429,1,0,0,0,0,1,0.6817969741358488
94,5,5,3,0.07015239092750995,1,1,0,0,0,2,0.759480336525469
95,5,5,3,0.06376443359068278,1,0,0,0,0,1,0.7364251262126849
96,5,5,3,0.04128776473838515,1,0,0,0,0,1,0.7467728430696483
97,5,5,3,0.07367253522341415,1,1,0,0,0,2,0.793141948007732
98,5,5,3,0.1539728841328893,1,1,1,0,0,3,1.057376922154136
99,5,5,3,0.19696774401093098,1,1,0,0,0,2,1.0986121664898958
