"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
32,10,3,3,1.05438393146174,1.72,1.72,1.88,2.02,1.72,1.77,1.72,1.72,1.72,1.72,1.3409888724373
33,10,3,3,0.866084734379437,1.55,1.55,1.55,1.55,1.89,1.55,1.87,1.55,1.55,1.55,1.22255774877719
34,10,3,3,0.959367786860721,1.6,1.6,1.62,1.6,1.6,1.6,1.62,1.6,1.6,1.6,1.3193287165041
35,10,3,3,0.768636222430203,1.36,1.31,1.31,1.31,1.31,1.64,1.48,1.31,1.31,1.31,1.24635842489627
36,10,3,3,0.431229241265643,1.02,0.97,0.93,0.93,1.21,0.93,0.93,1.21,0.93,0.93,1.15657510513188
37,10,3,3,0.859841181060573,1.58,1.58,1.58,1.58,1.66,1.67,1.58,1.58,1.58,1.58,1.13727911089444
38,10,3,3,1.0292295058916,1.85,1.85,2,1.85,1.85,1.99,1.85,1.85,1.85,1.85,1.220962378788
39,10,3,3,1.28719047440226,2.04,2.09,2.04,2.04,2.04,2.32,2.04,2.15,2.04,2.04,1.35959705662655
40,10,3,3,0.954052811805064,1.68,1.68,1.89,1.7,1.68,1.68,1.68,1.68,1.68,1.68,1.45613246491358
41,10,3,3,0.688219274876426,1.31,1.4,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.19075104977526
42,10,3,3,0.484255884680422,1,1.11,0.89,1.03,1.13,0.9,0.89,1.31,0.89,0.89,1.22100654739895
43,10,3,3,0.751210072086553,1.36,1.28,1.28,1.36,1.28,1.73,1.56,1.28,1.28,1.28,1.34278634660049
44,10,3,3,1.4864391065507,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.50831921525065
45,10,3,3,0.343587607443702,0.88,1.07,0.95,1.05,0.73,0.81,0.73,1.05,0.73,0.73,0.924453654422981
46,10,3,3,0.721889294508968,1.32,1.32,1.45,1.32,1.33,1.44,1.32,1.32,1.32,1.32,1.22943347990041
47,10,3,3,0.579861475934441,1.15,1.04,1.33,1.04,1.56,1.27,1.58,1.04,1.04,1.04,1.12703110318336
48,10,3,3,0.492937525562428,0.95,1.09,0.95,0.98,0.97,0.95,1.33,0.95,0.95,0.95,1.19347578440271
49,10,3,3,0.668969145170602,1.21,1.35,1.21,1.26,1.28,1.21,1.57,1.21,1.21,1.21,1.13543513648938
50,10,3,3,0.492319315194245,0.86,0.99,1.25,0.87,1.27,1.05,0.88,0.86,0.86,0.9,1.21661074516598
51,10,3,3,1.61626642256651,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.47810207958839
52,10,3,3,0.567443511061839,1.27,1.02,1.06,1.17,1.33,1.02,1.02,1.02,1.02,1.02,1.15816934150369
53,10,3,3,1.50939135120501,2.26,2.26,2.3,2.26,2.26,2.36,2.26,2.26,2.26,2.26,1.47640712208373
54,10,3,3,0.845002273879252,1.54,1.54,1.55,1.54,1.54,1.62,1.56,1.54,1.54,1.54,1.15225913172637
55,10,3,3,0.643476029745318,1.18,1.18,1.57,1.18,1.53,1.5,1.18,1.18,1.18,1.18,1.13797718627658
56,10,3,3,0.521359303800568,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.34,1.23,1.03295484305736
57,10,3,3,1.29095903143205,2.02,2.02,2.02,2.06,2.02,2.02,2.31,2.02,2.02,2.02,1.37910843316596
58,10,3,3,0.52338340324385,1.04,1.04,1.12,1.04,1.06,1.04,1.41,1.04,1.04,1.04,1.06453929748684
59,10,3,3,0.580982258420264,1.14,1.14,1.14,1.4,1.19,1.14,1.14,1.14,1.14,1.14,1.14981753628212
60,10,3,3,0.439230705348421,0.91,0.89,0.93,0.89,0.91,0.89,1.13,0.89,0.89,0.89,1.1001063064898
61,10,3,3,0.415751855886688,0.84,0.86,1.15,0.84,0.84,1.13,0.84,0.84,0.84,1.13,1.04743961632999
62,10,3,3,0.494042977343322,0.98,0.95,0.95,1.42,0.95,0.95,1.18,1.28,0.95,0.95,1.06765753450111
63,10,3,3,1.55045625521003,2.24,2.42,2.24,2.24,2.63,2.45,2.41,2.24,2.24,2.24,1.44029139700533
64,10,3,3,0.816517089995393,1.49,1.49,1.49,1.66,1.49,1.49,1.49,1.68,1.49,1.49,1.17113322804987
65,10,3,3,0.499077203057299,0.98,1.15,1.05,1.04,1.34,0.98,0.98,1.1,0.98,0.98,1.04722190951829
66,10,3,3,0.745660739137773,1.33,1.33,1.41,1.74,1.33,1.33,1.33,1.33,1.52,1.33,1.1697778479507
67,10,3,3,0.461805417926067,1.07,0.92,1.1,0.95,1.07,0.92,0.95,0.92,0.92,0.92,1.09649794267894
68,10,3,3,0.422908922585252,0.85,0.83,0.89,0.83,0.83,0.83,1.35,1.46,0.83,0.83,1.04814299368192
69,10,3,3,0.496707035187063,1.09,1.28,1.09,1.09,1.09,1.21,1.09,1.43,1.09,1.09,0.991733941112431
70,10,3,3,0.628626689703958,1.3,1.33,1.5,1.3,1.66,1.77,1.3,1.39,1.3,1.3,1.03521279205635
71,10,3,3,0.41678681304448,0.95,1.06,0.95,1.1,1.03,0.95,1.4,1.05,0.95,0.95,0.873475845022095
72,10,3,3,1.22039739839808,2,2,2,2,2,2,2.05,2,2,2,1.26979724592621
73,10,3,3,0.663936700608945,1.32,1.43,1.32,1.32,1.48,1.32,1.32,1.32,1.32,1.32,1.10578126587995
74,10,3,3,0.741625650964705,1.36,1.13,1.22,1.13,1.66,1.18,1.13,1.14,1.34,1.13,1.50672120445527
75,10,3,3,0.670707544006071,1.16,1.28,1.16,1.4,1.16,1.16,1.28,1.16,1.16,1.16,1.33594620127928
76,10,3,3,0.916636834008612,1.77,1.77,1.77,1.77,1.77,2.04,1.77,1.77,1.77,1.77,1.08379272722623
77,10,3,3,0.647048062055258,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.15932912092001
78,10,3,3,1.11969689367442,1.98,1.98,1.98,2.1,1.98,1.98,1.98,1.98,1.98,1.98,1.18467622713927
79,10,3,3,0.751438243869108,1.61,1.45,1.39,1.41,1.39,1.68,1.39,1.39,1.39,1.39,1.21633808585785
80,10,3,3,0.619595523147463,1.27,1.33,1.32,1.26,1.26,1.26,1.38,1.26,1.26,1.26,0.994547950594741
81,10,3,3,0.473080623227179,0.94,0.88,0.88,1.23,0.88,1.4,0.88,0.88,1.21,0.88,1.14276437983139
82,10,3,3,0.557578222317448,1.15,1.05,1.03,1.03,1.03,1.33,1.03,1.03,1.03,1.03,1.13485376091642
83,10,3,3,0.775300500842485,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.68,1.41,1.41,1.1550073723563
84,10,3,3,0.853909182821133,1.63,1.63,1.63,1.63,1.63,1.96,1.76,1.63,1.63,1.63,1.04164529318007
85,10,3,3,0.518517386439696,0.99,1.07,1.2,0.99,1.12,0.99,0.99,1.3,1.12,0.99,1.16239408671206
86,10,3,3,0.381801295916511,0.8,1.08,0.88,0.8,1.22,0.8,0.8,1,0.8,0.8,1.06254012033688
87,10,3,3,0.542268068832583,1.1,1.1,1.35,1.1,1.25,1.1,1.1,1.1,1.19,1.1,1.05261891653484
88,10,3,3,0.980746409380327,1.6,1.6,1.71,1.6,1.71,1.91,1.6,2.13,1.6,1.6,1.23190148234458
89,10,3,3,0.915707478663728,1.49,1.49,1.49,1.49,1.82,1.49,1.49,1.49,1.73,1.49,1.3110605841037
90,10,3,3,0.611821535552774,1.25,1.27,1.39,1.25,1.25,1.25,1.25,1.34,1.25,1.25,1.08650680167716
91,10,3,3,0.793667737692667,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.10519593726897
92,10,3,3,1.05138121447722,1.84,1.84,2.04,1.84,1.84,2.02,1.84,1.84,1.84,1.84,1.20811211023635
93,10,3,3,0.431757572256378,1.06,1.2,0.86,1.08,0.95,1.06,1.3,0.86,0.86,0.9,0.983584962966887
94,10,3,3,1.34150370503123,2.23,2.23,2.23,2.23,2.23,2.23,2.29,2.23,2.23,2.23,1.34241112589302
95,10,3,3,0.729430613819299,1.24,1.24,1.39,1.69,1.24,1.42,1.24,1.24,1.24,1.24,1.36715380276468
96,10,3,3,0.35987087021779,0.9,0.95,0.9,0.9,0.9,0.9,1.03,1.35,0.9,0.9,0.924271521378361
97,10,3,3,0.627392012484337,1.2,1.2,1.43,1.2,1.69,1.2,1.2,1.32,1.2,1.2,1.22153988276587
98,10,3,3,0.868611988716508,1.74,1.74,1.74,1.74,1.83,1.74,1.95,1.74,1.74,1.74,1.12349350012282
99,10,3,3,0.753903909155088,1.64,1.49,1.51,1.49,1.68,1.49,1.49,1.49,1.49,1.49,1.28683587117445
100,10,3,3,0.621149877459797,1.32,1.27,1.41,1.27,1.27,1.27,1.27,1.55,1.27,1.27,1.07490931898234
