"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
70,20,1,3,0.273114787515672,0.72,0.7,0.65,1.05,0.74,0.98,0.65,0.69,1.15,0.97,0.65,1.24,0.65,0.74,1.17,0.91,0.65,0.72,0.65,0.65,0.861636660066074
71,20,1,3,0.453275821234803,1.06,1.13,1.09,0.95,1.26,0.99,1.31,0.95,1.16,0.97,0.95,0.95,1.25,1.11,0.95,1.32,1,0.95,0.95,0.95,0.92837964933695
72,20,1,3,0.742027192481451,1.41,1.41,1.41,1.41,1.57,1.62,1.41,1.41,1.41,1.61,1.41,1.41,1.41,1.41,1.66,1.41,1.41,1.41,1.41,1.41,1.07967602372978
73,20,1,3,0.304434126358856,0.8,0.86,0.76,0.72,0.81,1.19,1.02,0.77,0.82,0.72,0.74,0.94,1.14,0.72,0.72,0.76,0.84,0.72,0.72,0.72,0.884676425955294
74,20,1,3,0.656192487257868,1.26,1.33,1.26,1.26,1.26,1.32,1.26,1.26,1.5,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.65,1.26,1.26,1.26,1.01116092966973
75,20,1,3,0.603142177750979,1.18,1.18,1.38,1.36,1.18,1.27,1.5,1.18,1.62,1.18,1.21,1.18,1.18,1.32,1.45,1.18,1.18,1.36,1.18,1.18,0.99025614091397
76,20,1,3,0.293164248172724,0.79,0.87,0.76,0.64,0.64,1.08,1.03,0.95,0.64,0.91,0.64,0.88,1.31,0.74,1.21,0.64,0.86,0.64,0.64,0.65,0.882764533317784
77,20,1,3,0.418801557562754,0.9,0.9,1.07,0.9,0.97,1.08,0.9,0.9,1.01,1.25,0.9,1.06,0.9,1.46,0.94,0.9,0.9,0.9,0.9,0.9,0.967480076148529
78,20,1,3,0.489407518766776,1.05,1.03,1.03,1.08,1.14,1.03,1.37,1.13,1.03,1.06,1.03,1.3,1.03,1.06,1.03,1.03,1.03,1.03,1.03,1.03,1.01295562204774
79,20,1,3,0.636853191978175,1.3,1.3,1.37,1.49,1.47,1.37,1.3,1.33,1.3,1.3,1.76,1.48,1.3,1.34,1.3,1.64,1.3,1.3,1.3,1.3,0.943996619451442
80,20,1,3,0.358413164049722,0.85,0.81,0.73,1.03,0.8,1.03,1.02,0.73,0.76,0.83,1.25,0.73,0.73,0.93,0.73,0.73,0.92,0.84,0.75,0.73,0.927570305681624
81,20,1,3,0.487524321357663,1.05,1.03,1.03,1.01,1.01,1.23,1.01,1.01,1.01,1.3,1.01,1.03,1.31,1.27,1.01,1.01,1.01,1.01,1.01,1.01,0.978856447484228
82,20,1,3,0.807442948130723,1.52,1.63,1.52,1.52,1.58,1.52,1.52,1.8,1.73,1.52,1.52,1.52,1.63,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.04832803426889
83,20,1,3,0.367489750693025,0.87,0.8,0.92,0.8,0.96,0.8,0.8,0.8,1.05,0.89,1.33,0.86,0.8,1.29,0.8,1.13,0.8,0.8,0.8,0.81,0.928132849867097
84,20,1,3,0.723372225276775,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.48,1.6,1.39,1.39,1.39,1.39,1.39,1.41,1.39,1.39,1.39,1.39,1.04897628290862
85,20,1,3,0.769061844058342,1.49,1.49,1.49,1.49,1.49,1.57,1.49,1.5,1.49,1.49,1.49,1.49,1.49,1.49,1.66,1.49,1.49,1.49,1.49,1.49,1.02465295799011
86,20,1,3,0.535117646736039,1.23,1.15,1.29,1.15,1.21,1.15,1.43,1.15,1.25,1.15,1.35,1.15,1.17,1.15,1.15,1.64,1.15,1.15,1.15,1.18,0.967220531000902
87,20,1,3,0.895945436493462,1.69,1.69,1.71,1.69,1.69,1.69,1.69,1.95,1.69,1.75,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.03123444134622
88,20,1,3,0.422188795931968,0.92,0.92,0.96,1.02,1.27,1.23,0.92,0.96,0.95,0.92,1.29,1.11,0.92,1.01,0.92,0.92,0.92,0.92,0.92,0.92,0.979304109635159
89,20,1,3,0.568384567951567,1.14,1.14,1.14,1.17,1.24,1.14,1.14,1.53,1.46,1.28,1.17,1.14,1.29,1.16,1.14,1.14,1.14,1.14,1.14,1.14,1.08531106819632
90,20,1,3,0.454358036260231,1.03,1.19,1.05,1.12,1.03,1.03,1.03,1.03,1.03,1.27,1.03,1.03,1.05,1.03,1.25,1.03,1.37,1.03,1.03,1.03,0.952112759255049
91,20,1,3,0.567892350254648,1.15,1.27,1.15,1.32,1.15,1.15,1.15,1.15,1.15,1.49,1.15,1.36,1.15,1.41,1.15,1.15,1.15,1.15,1.15,1.15,0.967610379626266
92,20,1,3,0.620947763041025,1.18,1.18,1.18,1.18,1.44,1.34,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.65,1.76,1.49,1.37,1.18,1.26,1.18,0.994359078433904
93,20,1,3,0.83361068616184,1.68,1.68,1.81,1.8,1.68,1.68,1.68,1.79,1.68,1.85,1.68,1.68,1.68,1.68,1.68,1.75,1.68,1.68,1.68,1.68,1.01697780430697
94,20,1,3,0.538197342446964,1.01,1.27,1.05,1.03,1.01,1.17,1.12,1.01,1.01,1.08,1.01,1.01,1.41,1.36,1.47,1.01,1.01,1.01,1.01,1.01,1.03940937593531
95,20,1,3,0.544394980545541,1.08,1.15,1.07,1.07,1.07,1.19,1.08,1.07,1.07,1.07,1.07,1.17,1.11,1.54,1.07,1.07,1.07,1.07,1.08,1.07,1.05975700543307
96,20,1,3,0.31071308971042,0.99,0.64,0.93,0.83,1.04,0.69,0.65,0.87,1.18,1.04,1.01,0.69,0.64,0.64,0.69,0.64,0.72,1.02,0.64,0.64,0.915494358615412
97,20,1,3,0.462102609763576,1.05,1.09,1.07,1.05,1.23,1.05,1.05,1.22,1.06,1.05,1.05,1.05,1.05,1.05,1.05,1.39,1.21,1.05,1.05,1.05,0.952792699077678
98,20,1,3,0.572178513529293,1.18,1.18,1.18,1.18,1.44,1.34,1.43,1.18,1.43,1.18,1.23,1.18,1.18,1.43,1.18,1.31,1.18,1.18,1.18,1.18,0.986869999364852
99,20,1,3,0.739218152842921,1.4,1.4,1.4,1.4,1.46,1.4,1.68,1.4,1.4,1.4,1.5,1.4,1.51,1.56,1.4,1.4,1.4,1.4,1.4,1.4,1.05299238166863
100,20,1,3,0.518122109851784,1.19,1.06,1.15,1.13,1.06,1.06,1.17,1.06,1.06,1.24,1.06,1.18,1.51,1.06,1.06,1.06,1.06,1.19,1.06,1.06,1.00527672249495
