"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
22,20,3,3,0.624761551196921,1.03,1.1,1.27,1.03,1.28,1.21,1.03,1.25,1.17,1.03,1.24,1.03,1.03,1.49,1.03,1.19,1.24,1.03,1.03,1.12,1.41102138196344
23,20,3,3,0.542567569910789,1.25,1.1,1.04,0.98,1.13,0.98,1.2,1.44,1,0.98,0.99,0.98,1.25,0.98,0.98,1.52,0.98,1.02,1.17,0.98,1.22116719841406
24,20,3,3,1.089309169171,1.67,1.67,1.67,1.67,1.67,1.9,1.67,1.67,1.97,1.96,1.73,1.67,1.7,1.67,1.67,1.97,1.67,1.67,1.67,1.67,1.51551870929978
25,20,3,3,0.999391023340424,1.78,1.78,1.78,1.78,1.88,1.78,1.78,1.84,1.78,1.78,1.78,2.09,1.78,1.78,1.78,1.78,1.78,1.78,1.88,1.78,1.24198409512226
26,20,3,3,0.502818749250414,1.09,0.96,1.33,0.96,1.13,1.34,1.12,0.99,1.31,0.96,1.42,1.34,0.96,1.16,0.96,1.04,0.96,0.96,0.96,0.96,1.17371660481084
27,20,3,3,0.690037244476951,1.13,1.27,1.2,1.12,1.12,1.12,1.43,1.12,1.33,1.47,1.12,1.12,1.36,1.12,1.12,1.56,1.42,1.12,1.13,1.12,1.41769899602324
28,20,3,3,0.763448777993191,1.46,1.38,1.38,1.38,1.5,1.38,1.47,1.52,1.44,1.38,1.38,1.38,1.78,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.24441295581623
29,20,3,3,0.555635684995342,1.06,1.13,1.23,1.12,1.27,1.19,1.06,1.06,1.06,1.06,1.19,1.27,1.06,1.06,1.2,1.06,1.06,1.06,1.06,1.06,1.26190939180279
30,20,3,3,0.969613226463248,1.59,1.7,1.59,1.59,1.59,1.68,1.59,1.59,1.59,1.6,1.69,1.59,1.67,1.63,2.02,1.62,1.59,1.59,1.59,1.59,1.4255781587912
31,20,3,3,0.850362807174902,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.68,1.4,1.4,1.4,1.4,1.63,1.86,1.4,1.4,1.74,1.4,1.4,1.34561330925344
32,20,3,3,0.856331777397804,1.43,1.43,1.46,1.43,1.43,1.59,1.43,1.43,1.43,1.45,1.43,1.73,1.43,1.43,1.52,1.43,1.43,1.43,1.43,1.43,1.39951635627003
33,20,3,3,0.88564772633223,1.55,1.55,1.55,1.79,1.69,1.55,1.55,1.55,1.84,1.71,1.95,1.55,1.55,1.55,1.55,1.63,1.55,1.55,1.55,1.55,1.27143669062071
34,20,3,3,0.690386618070884,1.16,1.23,1.27,1.27,1.2,1.16,1.16,1.16,1.24,1.17,1.61,1.16,1.16,1.16,1.16,1.52,1.16,1.16,1.16,1.16,1.45714990611095
35,20,3,3,0.784846246235131,1.36,1.31,1.31,1.49,1.36,1.31,1.31,1.38,1.31,1.4,1.71,1.31,1.31,1.31,1.31,1.68,1.31,1.31,1.31,1.31,1.5078974895027
36,20,3,3,0.541167662539713,1.11,1.04,1.21,1.15,1.39,1.04,1.08,1.04,1.48,1.04,1.04,1.23,1.28,1.04,1.37,1.05,1.15,1.04,1.04,1.04,1.15046813497066
37,20,3,3,0.669927223067252,1.2,1.22,1.22,1.48,1.19,1.57,1.25,1.19,1.4,1.19,1.19,1.19,1.39,1.73,1.19,1.19,1.35,1.19,1.19,1.19,1.23601763842742
38,20,3,3,1.09073294621052,1.66,1.66,1.66,1.99,1.66,1.82,1.66,1.66,1.66,1.66,2.06,1.79,1.66,2.14,2.05,1.73,1.66,1.66,1.66,1.66,1.41427385234854
39,20,3,3,0.808758151240568,1.32,1.36,1.32,1.59,1.32,1.32,1.52,1.38,1.32,1.66,1.32,1.32,1.55,1.32,1.32,1.46,1.32,1.32,1.32,1.32,1.33783468893559
40,20,3,3,1.0883201410496,1.77,1.89,1.77,1.85,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,2.02,1.79,1.77,1.77,1.77,1.77,1.77,1.48326609140294
41,20,3,3,0.462994689863302,1.04,0.89,0.88,0.94,0.88,1.08,0.88,0.99,1.15,1.34,1.47,1.34,1.34,0.88,1.09,0.88,0.88,0.88,0.88,0.88,1.18297196528894
42,20,3,3,0.774465108667028,1.28,1.28,1.28,1.33,1.51,1.35,1.28,1.28,1.28,1.28,1.28,1.57,1.28,1.84,1.28,1.28,1.74,1.28,1.28,1.28,1.34071163271793
43,20,3,3,1.41091906408246,2.13,2.13,2.15,2.13,2.13,2.19,2.31,2.13,2.13,2.13,2.13,2.42,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,1.58852392893906
44,20,3,3,0.996302178023165,1.61,1.63,1.61,1.61,1.61,1.61,1.61,1.61,1.99,1.61,1.61,1.87,1.61,1.61,1.61,1.95,1.61,1.61,1.61,1.61,1.42818107840207
45,20,3,3,0.553783257547227,1.12,1.15,1.08,1.08,1.14,1.36,1.17,1.08,1.08,1.08,1.4,1.12,1.11,1.32,1.24,1.08,1.08,1.08,1.08,1.08,1.15775216455099
46,20,3,3,0.691048957818838,1.18,1.24,1.41,1.18,1.18,1.3,1.18,1.57,1.18,1.18,1.25,1.37,1.59,1.45,1.56,1.18,1.18,1.18,1.18,1.18,1.32045105429593
47,20,3,3,0.489812302039196,0.97,1.11,1.06,1,1.01,1.22,0.99,0.97,0.97,1.01,0.97,0.97,0.97,0.97,1.06,0.97,1.22,0.97,0.97,0.97,1.17359586997683
48,20,3,3,1.39563933856419,2.11,2.11,2.11,2.11,2.32,2.11,2.11,2.11,2.32,2.15,2.11,2.11,2.11,2.11,2.32,2.11,2.11,2.11,2.11,2.11,1.38431562175729
49,20,3,3,0.85306068965777,1.45,1.42,1.36,1.56,1.36,1.44,1.36,1.58,1.36,1.36,1.36,1.91,1.51,1.36,1.71,1.62,1.36,1.36,1.36,1.36,1.35405575598345
50,20,3,3,1.03396486353629,1.69,1.76,1.69,1.69,1.69,1.69,1.81,1.69,1.69,1.99,1.69,1.69,1.89,1.69,1.83,1.69,1.69,1.69,1.69,1.69,1.39038858785829
51,20,3,3,0.651493500435755,1.08,1.12,1.08,1.08,1.17,1.15,1.08,1.26,1.45,1.08,1.08,1.42,1.08,1.08,1.12,1.08,1.09,1.08,1.08,1.11,1.4287875731382
52,20,3,3,0.744490369843798,1.36,1.36,1.36,1.45,1.56,1.36,1.66,1.36,1.59,1.69,1.38,1.36,1.36,1.39,1.36,1.36,1.36,1.36,1.36,1.36,1.30195992343228
53,20,3,3,0.527741247168874,0.98,1.04,0.95,1.37,1.13,1.1,1.16,0.95,1.06,1.02,1.37,1.37,0.95,0.95,0.95,1.12,1.03,0.97,0.95,1.02,1.16294579275879
54,20,3,3,0.805775180211838,1.36,1.52,1.37,1.36,1.36,1.39,1.36,1.62,1.72,1.44,1.68,1.36,1.86,1.36,1.92,1.36,1.36,1.36,1.36,1.36,1.2962245555782
55,20,3,3,0.622918525619867,1.17,1.31,1.17,1.17,1.17,1.32,1.43,1.27,1.17,1.17,1.17,1.17,1.68,1.46,1.17,1.17,1.17,1.17,1.21,1.17,1.14994287002845
56,20,3,3,0.524526422863529,1.03,0.94,0.97,1.24,0.99,0.94,0.94,1.34,1.02,0.94,1.36,1.23,0.94,0.94,1.02,1.08,0.97,0.94,0.94,0.94,1.21586521702677
57,20,3,3,0.870453789793259,1.5,1.5,1.5,1.6,1.72,1.5,1.5,1.74,1.5,1.52,1.5,1.5,1.5,1.5,1.71,1.5,1.66,1.5,1.5,1.5,1.34379736443793
58,20,3,3,0.506445599715201,1.05,1.04,1.2,0.96,1.11,0.96,1.09,1,0.96,1.26,1.08,0.96,1.36,0.96,0.96,0.96,1.01,0.96,0.96,0.96,1.18268529509128
59,20,3,3,1.19382314910998,1.9,1.9,1.9,1.9,1.9,1.9,2.06,2.01,1.9,1.92,1.9,1.9,1.9,1.9,1.9,1.9,2.09,1.9,1.9,1.9,1.35586980579058
60,20,3,3,0.469807047220479,1.05,0.94,0.94,1.11,1.22,0.94,1.1,0.94,1.18,0.99,1.45,0.94,0.94,0.94,1.04,0.94,0.94,0.94,0.94,0.94,1.16715462808839
61,20,3,3,0.686191179823602,1.12,1.23,1.12,1.15,1.26,1.3,1.12,1.17,1.12,1.32,1.18,1.14,1.12,1.12,1.62,1.12,1.12,1.12,1.17,1.12,1.47397123023824
62,20,3,3,1.28245092718194,1.87,2.06,1.98,1.87,1.87,2.01,2.16,1.87,2.28,1.88,2.12,1.87,1.87,2.05,1.87,2.01,1.87,1.87,1.87,1.87,1.53802237978768
63,20,3,3,0.714650163162282,1.22,1.23,1.22,1.22,1.22,1.22,1.51,1.22,1.22,1.22,1.22,1.6,1.49,1.28,1.38,1.22,1.22,1.22,1.22,1.22,1.36855856222649
64,20,3,3,1.0499182483805,1.75,1.75,1.75,1.75,1.81,1.97,1.75,2.03,1.75,1.75,2,1.75,1.77,1.75,1.77,1.75,1.75,1.75,1.75,1.75,1.27392850526613
65,20,3,3,0.964460531284978,1.57,1.57,1.57,1.57,1.57,1.82,1.92,1.57,1.57,1.57,1.62,1.57,1.65,1.57,1.83,1.57,1.57,1.57,1.57,1.57,1.42086751736301
66,20,3,3,0.568025577379917,1.1,1,1,1.24,1.38,1,1.25,1.11,1.07,1.07,1.5,1,1,1.14,1,1.49,1,1,1,1,1.20438179684028
67,20,3,3,0.45326810365575,1.14,0.93,1.13,0.86,1.21,0.86,1.12,0.86,0.86,0.86,0.86,1.22,1.41,1.08,1.21,0.86,0.86,0.86,0.86,0.86,1.16434263232717
68,20,3,3,0.584945431462131,1.09,1.03,1.02,1.15,1.02,1.2,1.02,1.02,1.02,1.42,1.02,1.4,1.02,1.34,1.02,1.02,1.02,1.02,1.02,1.02,1.31707832582749
69,20,3,3,0.559607825969378,1.1,1.1,1.34,1.32,1.2,1.1,1.1,1.1,1.34,1.49,1.59,1.1,1.27,1.1,1.1,1.27,1.1,1.1,1.1,1.1,1.17172814550434
70,20,3,3,0.673675172951822,1.11,1.38,1.11,1.27,1.11,1.11,1.3,1.11,1.6,1.46,1.51,1.11,1.68,1.42,1.14,1.24,1.11,1.11,1.11,1.11,1.31538524920109
71,20,3,3,0.495134694770512,0.88,1.05,1.16,0.93,0.88,1.11,1.4,0.88,0.99,1.48,0.88,1.08,0.94,1.27,1.45,0.94,0.9,0.88,0.88,0.88,1.24723125007526
72,20,3,3,1.35309017447182,2.16,2.16,2.16,2.16,2.19,2.16,2.24,2.16,2.45,2.16,2.16,2.16,2.16,2.16,2.16,2.33,2.16,2.16,2.16,2.16,1.33538425105911
73,20,3,3,0.885639098620382,1.56,1.56,1.56,1.56,1.82,1.68,1.56,1.56,1.64,1.69,1.56,1.56,1.56,1.56,1.59,1.7,1.56,1.56,1.56,1.56,1.22439934190477
74,20,3,3,1.0374104179616,1.67,1.58,1.58,1.58,1.73,1.79,1.87,1.6,1.99,1.58,1.58,1.58,1.65,1.58,1.58,1.58,1.58,1.58,1.6,1.58,1.54509063803444
75,20,3,3,0.748955289986583,1.29,1.29,1.36,1.69,1.29,1.69,1.43,1.6,1.29,1.32,1.39,1.29,1.29,1.55,1.29,1.7,1.29,1.29,1.29,1.29,1.22694899000418
76,20,3,3,0.728798828722888,1.27,1.28,1.27,1.46,1.27,1.4,1.27,1.27,1.67,1.37,1.27,1.56,1.51,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.26027807746256
77,20,3,3,0.877837215428585,1.47,1.61,1.45,1.45,1.61,1.45,1.45,1.45,1.8,1.45,1.66,1.63,1.45,1.45,1.45,1.89,1.45,1.53,1.45,1.45,1.36415692229309
78,20,3,3,1.91308101135993,2.75,2.75,2.75,2.75,2.75,2.75,2.8,2.75,2.75,2.75,2.75,2.95,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,1.60731857711607
79,20,3,3,0.877534415396617,1.43,1.46,1.43,1.43,1.71,1.43,1.62,1.43,1.58,1.78,1.49,1.43,1.43,1.43,1.43,1.43,1.43,1.51,1.43,1.43,1.27716617223316
80,20,3,3,0.76636487856124,1.43,1.47,1.43,1.43,1.57,1.44,1.43,1.43,1.43,1.59,1.43,1.81,1.87,1.47,1.43,1.53,1.43,1.43,1.43,1.43,1.25338008281562
81,20,3,3,1.35305181387156,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.24,2.1,2.1,2.16,2.1,2.46,2.1,2.1,1.43091776759299
82,20,3,3,0.508052468191881,1.03,1.08,1.04,1.21,1.03,1.03,1.22,1.03,1.06,1.04,1.26,1.03,1.03,1.53,1.22,1.03,1.03,1.03,1.03,1.03,1.14027188112266
83,20,3,3,1.03803986973501,1.65,1.65,1.65,1.66,1.77,1.66,1.87,1.65,1.65,2.04,1.65,1.65,1.65,2.05,1.78,1.65,1.65,1.65,1.65,1.65,1.46736941074911
84,20,3,3,0.483474428225927,0.95,1.04,0.93,0.93,1.01,1.14,0.93,0.98,0.93,1.48,0.93,0.93,0.97,0.93,1.32,1.38,1.17,0.93,0.93,0.93,1.16448232460882
85,20,3,3,1.25709469170832,1.98,1.98,1.99,1.98,1.98,2.02,1.98,1.98,2.06,2.3,1.98,1.98,1.98,1.98,2.05,1.98,1.98,1.98,1.98,1.98,1.37919971847156
86,20,3,3,1.18920409711494,1.96,1.96,1.96,1.96,1.96,1.96,2.11,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.99,1.96,1.96,1.27916487535151
87,20,3,3,0.769605407670393,1.3,1.3,1.3,1.3,1.3,1.58,1.34,1.68,1.3,1.46,1.3,1.3,1.3,1.3,1.3,1.42,1.3,1.3,1.76,1.3,1.3894700868993
88,20,3,3,1.23352836924367,1.97,1.97,1.97,1.97,1.97,2.15,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.06,1.97,1.97,1.97,1.47649169563269
89,20,3,3,0.761954617770829,1.39,1.39,1.39,1.39,1.47,1.39,1.5,1.39,1.39,1.39,1.39,1.47,1.72,1.54,1.39,1.39,1.39,1.5,1.39,1.39,1.19330786536688
90,20,3,3,1.67655312182804,2.43,2.43,2.43,2.43,2.43,2.43,2.62,2.43,2.43,2.43,2.43,2.43,2.67,2.43,2.79,2.43,2.43,2.43,2.43,2.43,1.56285909747682
91,20,3,3,1.74534303234706,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.64,2.57,2.57,1.54956050698691
92,20,3,3,0.542746205072993,1.04,1.35,1.14,1.28,1.03,1.13,1.47,1.03,1.11,1.03,1.06,1.39,1.03,1.5,1.27,1.03,1.03,1.03,1.03,1.03,1.16167321281774
93,20,3,3,0.48243104558472,0.97,0.98,1.25,0.97,0.97,1.2,1.26,0.97,1.42,1.01,0.97,1.12,0.97,1.26,0.97,1.13,0.97,0.99,0.97,0.97,1.16611256866406
94,20,3,3,0.973075688139812,1.57,1.57,1.57,1.57,1.68,1.57,1.74,1.82,1.57,1.57,1.57,1.57,1.57,1.78,1.75,1.57,1.67,1.57,1.57,1.57,1.47963858945964
95,20,3,3,1.22585143769603,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.1,2.3,2.04,2.04,2.04,2.04,2.05,2.04,2.04,2.04,2.04,1.33652570913861
96,20,3,3,1.56012905917924,2.33,2.33,2.33,2.33,2.33,2.34,2.33,2.33,2.33,2.33,2.48,2.33,2.46,2.33,2.33,2.33,2.33,2.35,2.33,2.33,1.54308793782273
97,20,3,3,1.11887060793667,1.79,1.79,1.79,1.79,1.79,1.9,1.94,1.79,1.79,1.79,1.79,1.79,1.99,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.42830251803078
98,20,3,3,0.514449235124425,0.99,1.07,0.98,1.13,0.96,1,0.96,0.96,1.21,1.34,1.18,1.05,0.96,0.96,1.18,0.96,0.96,0.96,0.96,0.96,1.26427617756159
99,20,3,3,0.500268310549073,1.03,1.21,1.08,1.07,1.18,1.03,1.28,1.03,1.03,1.06,1.11,1.17,1.03,1.03,1.56,1.03,1.03,1.03,1.1,1.03,1.18173679321338
100,20,3,3,1.02608028063887,1.67,1.75,1.64,1.79,1.64,1.64,1.64,1.82,1.74,1.64,1.64,1.81,1.64,2,1.64,1.64,1.64,1.64,1.64,1.64,1.44313423933164
