"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
84,20,5,3,1.41518554746634,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.29,2.07,2.07,2.07,2.45,2.07,2.07,2.07,2.07,2.07,2.07,2.07,1.78379711179929
85,20,5,3,2.88352646489458,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,1.91369796241267
86,20,5,3,1.10024329544251,1.52,1.69,1.62,1.52,1.91,1.52,1.8,1.52,1.94,1.52,1.52,1.69,1.69,1.52,1.84,1.52,1.52,1.52,1.52,1.52,1.80072782453346
87,20,5,3,1.04543412547214,1.59,1.63,1.59,1.59,1.76,1.59,1.59,1.62,1.78,1.59,1.59,2.05,1.59,1.59,1.59,1.71,1.59,1.59,1.59,1.59,1.71496360486299
88,20,5,3,2.36576768702294,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.35,3.14,3.14,3.14,3.14,3.15,3.14,3.14,1.9002120730385
89,20,5,3,1.13629418492082,1.69,1.69,1.69,1.69,1.97,1.76,1.69,1.69,1.69,1.69,1.69,1.74,1.69,1.81,1.69,2.1,1.91,2.01,1.69,1.69,1.66561121014438
90,20,5,3,0.9161728223575,1.37,1.52,1.37,1.44,1.51,1.37,1.39,1.37,1.64,1.37,1.37,1.39,1.41,1.37,1.37,1.37,1.37,1.37,1.42,1.37,1.59933382475021
91,20,5,3,1.83287694193778,2.41,2.41,2.41,2.48,2.41,2.41,2.41,2.61,2.41,2.84,2.42,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.92968119255596
92,20,5,3,1.94268170057893,2.67,2.67,2.67,2.67,2.67,2.67,2.82,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.72,2.67,2.67,2.67,2.67,2.67,1.88482973832795
93,20,5,3,2.62180646809514,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.65,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,1.88296572954019
94,20,5,3,2.12102774676458,2.94,2.94,2.94,2.94,2.94,2.94,3.04,2.94,3.05,2.94,2.94,2.94,2.99,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.79562619867897
95,20,5,3,1.86993337983182,2.66,2.7,2.66,2.66,2.66,2.66,2.79,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.77,2.66,2.66,2.66,2.66,1.77486720059575
96,20,5,3,1.89509060644542,2.63,2.63,2.66,2.63,2.63,2.63,2.63,2.69,2.63,2.63,2.63,2.63,2.63,2.68,2.63,2.63,2.63,2.63,2.63,2.63,1.91165018750523
97,20,5,3,1.79500615309942,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.72,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.80147135307709
98,20,5,3,0.863538304932239,1.48,1.48,1.53,1.48,1.48,1.59,1.56,1.48,1.48,1.48,1.56,1.48,1.48,1.9,1.48,1.58,1.48,1.48,1.48,1.48,1.57364404699253
99,20,5,3,2.34737321022678,3.17,3.17,3.17,3.17,3.17,3.17,3.37,3.37,3.17,3.17,3.17,3.17,3.17,3.36,3.17,3.19,3.17,3.17,3.17,3.17,1.77360573904938
100,20,5,3,0.899181701228798,1.37,1.67,1.37,1.59,1.37,1.7,1.37,1.67,1.62,1.46,1.52,1.37,1.37,1.37,1.7,1.37,1.37,1.37,1.37,1.37,1.67396146858449
