"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
34,10,5,3,0.867834845946362,1.36,1.36,1.36,1.74,1.63,1.38,1.36,1.36,1.36,1.36,1.5387373563384
35,10,5,3,2.01727212437572,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,1.85369881687869
36,10,5,3,0.87186846713857,1.45,1.45,1.45,1.82,1.45,1.59,1.74,1.45,1.45,1.45,1.46842568708866
37,10,5,3,2.20055609357594,3.17,3.17,3.21,3.17,3.17,3.17,3.17,3.17,3.17,3.17,1.79390616703368
38,10,5,3,0.568136972953134,1.26,1.34,1.26,1.26,1.26,1.26,1.31,1.26,1.26,1.26,1.19861926504787
39,10,5,3,0.879280314146209,1.45,1.35,1.75,1.35,1.86,1.47,1.35,1.61,1.35,1.35,1.5413208929002
40,10,5,3,0.592404870417527,1.08,1.07,1.04,1.04,1.22,1.04,1.07,1.04,1.04,1.04,1.35101707073422
41,10,5,3,0.821023503121998,1.41,1.41,1.57,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.24773163910556
42,10,5,3,1.62088990986701,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,1.59098440844155
43,10,5,3,0.654780684186546,1.17,1.17,1.17,1.39,1.17,1.39,1.17,1.17,1.17,1.17,1.45297681115031
44,10,5,3,1.04293406513001,1.81,1.81,1.81,1.86,1.81,1.81,1.81,1.81,1.92,1.81,1.61626040757295
45,10,5,3,1.27302344298377,2.01,2.21,2.01,2.24,2.06,2.01,2.01,2.01,2.05,2.01,1.496864662376
46,10,5,3,0.466827103422902,0.85,0.79,1.42,0.79,1.38,0.79,1.13,1.03,1.26,0.79,1.19014834237435
47,10,5,3,2.49836354722158,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,1.84425632301429
48,10,5,3,0.456152895027587,0.88,1.24,1.19,0.93,0.88,1.08,0.88,0.88,0.89,0.88,1.10294841044619
49,10,5,3,0.803767329503735,1.32,1.32,1.32,1.61,1.32,1.38,1.34,1.32,1.32,1.32,1.59902962442304
50,10,5,3,0.578710102009463,1.27,1.29,1.11,1.44,1.16,1.11,1.3,1.11,1.11,1.11,1.1500905753183
51,10,5,3,0.785772782938528,1.59,1.59,1.59,1.59,1.84,1.59,1.59,1.59,1.59,1.59,1.43863317693587
52,10,5,3,0.579611427869423,1.08,1.08,1.31,1.56,1.48,1.08,1.08,1.41,1.08,1.08,1.1600574631071
53,10,5,3,0.547654187809121,1.06,1.06,1.43,1.06,1.28,1.08,1.06,1.06,1.06,1.06,1.30719052740765
54,10,5,3,1.09235150573401,1.71,1.75,1.77,1.71,1.71,1.71,1.8,1.71,1.71,1.71,1.47144754963521
55,10,5,3,1.58603556210407,2.35,2.35,2.35,2.35,2.54,2.35,2.68,2.35,2.35,2.35,1.77962827768286
56,10,5,3,1.51497560880749,2.36,2.36,2.36,2.36,2.36,2.39,2.36,2.36,2.36,2.36,1.48199748406753
57,10,5,3,0.502635775285492,0.93,1.11,0.93,1.04,0.93,1.3,1.51,0.93,0.93,0.93,1.17995933159396
58,10,5,3,1.67703534271225,2.35,2.35,2.35,2.55,2.35,2.35,2.35,2.35,2.35,2.35,1.66777542446789
59,10,5,3,1.33209487403875,2.01,2.01,2.01,2.01,2.01,2.01,2.34,2.01,2.3,2.01,1.45822187334735
60,10,5,3,0.971587024214794,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.46149244409762
61,10,5,3,0.534603589898731,1.08,1.07,1.28,0.98,1.15,0.98,0.98,1.08,0.98,0.98,1.25891937683102
62,10,5,3,1.3171788350782,2,2,2,2,2.02,2.34,2,2,2,2,1.49605050048452
63,10,5,3,1.80101861600198,2.62,2.67,2.62,2.62,2.62,2.82,2.62,2.62,2.62,2.62,1.58965563611816
64,10,5,3,0.98503499739065,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7171777093309
65,10,5,3,1.40389711640314,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1.58152310580125
66,10,5,3,0.496557445957172,1.12,1,1.2,1,1,1.44,1.19,1.05,1,1,1.09420945792232
67,10,5,3,0.511429317851793,1.18,1.14,0.94,0.94,1.18,0.94,0.94,1.15,1.39,0.94,1.25526541732145
68,10,5,3,0.601994743331027,1.13,1.13,1.26,1.66,1.17,1.13,1.13,1.42,1.13,1.13,1.22849293648847
69,10,5,3,1.01165295285386,1.52,1.54,1.74,1.48,1.48,1.55,1.48,2.06,1.48,1.48,1.55914319832479
70,10,5,3,0.836790326823151,1.46,1.44,1.44,1.65,1.86,1.44,1.44,1.48,1.44,1.44,1.3691499891282
71,10,5,3,1.62361864739353,2.34,2.34,2.34,2.42,2.34,2.34,2.34,2.34,2.34,2.34,1.70450970552404
72,10,5,3,0.653231686117998,1.42,1.42,1.42,1.42,1.42,1.55,1.69,1.42,1.42,1.42,1.42459418071774
73,10,5,3,1.88360952613524,2.64,2.64,2.7,2.64,2.64,2.68,2.64,2.64,2.64,2.64,1.71496018008457
74,10,5,3,0.598999667628895,1.21,1.13,1.05,1.05,1.05,1.29,1.05,1.05,1.05,1.05,1.26196940009377
75,10,5,3,0.427381327462482,0.9,0.78,0.78,0.92,1.06,1.41,0.78,1.23,0.78,0.78,1.11859878682413
76,10,5,3,0.76040761537196,1.24,1.21,1.32,1.21,1.63,1.25,1.75,1.48,1.21,1.21,1.40587916934206
77,10,5,3,1.21712372949218,1.91,1.91,2.08,1.91,1.91,1.91,2.01,1.91,1.91,1.91,1.71448571357564
78,10,5,3,1.86527472529777,2.67,2.67,2.67,2.67,2.74,2.67,2.67,2.67,2.67,2.67,1.56513420144449
79,10,5,3,0.534306203897083,1.16,1.27,1.02,1.02,1.02,1.18,1.02,1.42,1.32,1.02,1.2084673485041
80,10,5,3,0.944509733745603,1.54,1.7,1.54,1.54,1.54,1.54,1.54,1.54,1.96,1.54,1.3782303129246
81,10,5,3,0.709528595340757,1.47,1.47,1.47,1.56,1.57,1.47,1.47,1.55,1.47,1.47,1.27751073156148
82,10,5,3,0.989917927487728,1.66,1.66,1.89,1.66,1.66,1.66,1.7,1.66,1.66,1.66,1.37993293545893
83,10,5,3,1.57726118966468,2.28,2.28,2.28,2.28,2.33,2.28,2.28,2.28,2.28,2.28,1.79276232897755
84,10,5,3,1.39258112991215,2.06,2.02,2.02,2.02,2.02,2.02,2.22,2.02,2.02,2.02,1.74860160295432
85,10,5,3,1.03295570774717,1.69,1.69,1.85,1.69,1.69,1.69,2.06,1.69,1.69,1.69,1.36426269546956
86,10,5,3,1.06703794547865,1.63,1.8,1.63,1.66,1.63,1.63,1.63,1.63,1.63,1.63,1.66271983325477
87,10,5,3,2.47535227698511,3.42,3.42,3.42,3.42,3.42,3.55,3.42,3.42,3.42,3.42,1.81652387456961
88,10,5,3,1.62805876949478,2.52,2.52,2.52,2.57,2.52,2.52,2.52,2.52,2.52,2.52,1.44971966943854
89,10,5,3,1.08714799798329,1.69,1.69,1.69,2.02,1.73,1.69,1.69,1.69,1.69,1.69,1.63084522501884
90,10,5,3,0.507055028032191,1.29,1.48,1.08,1.41,1.04,1.33,1.04,1.15,1.04,1.04,1.0500400404427
91,10,5,3,0.447866185047882,1.03,1.17,0.9,1.14,1.27,1.1,0.94,0.9,0.9,0.9,1.12864819926556
92,10,5,3,1.06816910179531,1.61,1.76,1.61,1.61,1.68,1.61,1.61,1.61,1.61,1.61,1.55492334778081
93,10,5,3,1.08588530314917,1.77,1.77,1.77,1.99,1.77,1.77,1.83,1.77,1.77,1.77,1.68757100184081
94,10,5,3,0.886643247397061,1.39,1.39,1.53,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.67449154134408
95,10,5,3,1.14520787198391,1.77,1.77,1.99,1.77,1.77,2.12,1.77,1.77,1.77,1.77,1.46492755950043
96,10,5,3,1.78396322670515,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.70888532817798
97,10,5,3,0.933516527349289,1.39,1.53,1.47,1.62,1.39,1.39,1.39,1.62,1.39,1.39,1.73034856429844
98,10,5,3,1.83946496754768,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,1.62638029495162
99,10,5,3,0.6036492907443,1.09,1.09,1.09,1.53,1.49,1.09,1.26,1.09,1.09,1.09,1.28044461445902
100,10,5,3,0.820440982724666,1.52,1.31,1.31,1.31,1.6,1.31,1.65,1.31,1.31,1.31,1.59963022683348
