"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","surplus"
42,5,1,3,0.220181888721652,0.78,0.72,0.72,0.72,0.72,0.597756287001983
43,5,1,3,0.195080251294551,0.57,1.02,0.89,0.6,0.57,0.588408838336568
44,5,1,3,0.17739778659261,0.69,0.48,1.11,0.75,0.48,0.625615811456121
45,5,1,3,0.389931114463589,1.13,1.11,1.11,1.11,1.11,0.669574971654642
46,5,1,3,0.141411053755573,0.68,0.52,1.19,0.52,0.62,0.46438809727961
47,5,1,3,0.419471997183136,1.01,1.01,1.3,1.01,1.01,0.713008484150601
48,5,1,3,0.135824334042868,0.99,0.61,0.97,0.61,0.61,0.435825373316421
49,5,1,3,0.276729406268649,1.02,0.98,0.99,0.98,0.98,0.612773660655252
50,5,1,3,0.205481675827172,0.72,1,0.81,0.72,0.72,0.533561465578757
51,5,1,3,0.163399909880739,0.64,0.85,0.53,0.74,0.53,0.500410874594181
52,5,1,3,0.122620587581813,0.63,0.97,0.55,0.57,0.55,0.418620532366966
53,5,1,3,0.113678206510994,0.7,1.01,0.62,0.47,0.47,0.432755783128035
54,5,1,3,0.307280164301153,1.26,0.95,0.95,1.17,0.95,0.541482661046741
55,5,1,3,0.172522180913736,0.78,1.14,0.75,0.61,0.57,0.52708571502786
56,5,1,3,0.10567885382399,0.6,1.1,0.66,0.48,0.48,0.39759015380443
57,5,1,3,0.359535499220381,0.94,0.94,1.26,1.08,0.94,0.702415616959505
58,5,1,3,0.444336020883124,0.97,0.97,0.97,1.05,0.97,0.879485553323009
59,5,1,3,0.212229474863037,0.78,0.83,0.78,0.78,0.78,0.533857774141036
60,5,1,3,0.174897104229623,0.68,0.59,0.67,0.54,0.54,0.601362170216027
61,5,1,3,0.20194532426028,0.63,0.63,0.91,1.17,0.63,0.660550219101665
62,5,1,3,0.239000676055838,0.74,0.98,0.78,0.74,0.74,0.606714125914723
63,5,1,3,0.137931664700769,0.66,1.01,0.71,0.51,0.45,0.485693062295567
64,5,1,3,0.137358574574376,0.75,0.58,0.51,0.73,0.51,0.48018407017551
65,5,1,3,0.122858303276743,0.87,0.45,1.2,0.79,0.45,0.444220364663216
66,5,1,3,0.372144336582665,1.05,1.24,1.05,1.57,1.05,0.559534472282823
67,5,1,3,0.205884513760933,0.93,0.8,0.97,0.8,0.8,0.461006348246791
68,5,1,3,0.197235684206958,0.95,0.67,0.9,0.67,0.67,0.542204515456653
69,5,1,3,0.192883993392719,0.98,0.83,0.66,0.66,0.66,0.549047180404264
70,5,1,3,0.172393385446683,0.64,0.64,0.64,0.78,0.64,0.507128307679721
71,5,1,3,0.225906394448653,0.91,0.78,1.13,0.78,0.78,0.54091905955625
72,5,1,3,0.18413540628928,1.01,0.88,0.65,0.77,0.65,0.470905838019363
73,5,1,3,0.319949868891165,1.1,1.11,1.1,1.1,1.1,0.588474034756921
74,5,1,3,0.200570641806799,0.72,1.21,0.72,1.04,0.72,0.500245495145052
75,5,1,3,0.198396218919175,0.91,0.89,0.57,0.83,0.57,0.542641882360088
76,5,1,3,0.571897699649058,1.32,1.32,1.32,1.32,1.32,0.79546947269024
77,5,1,3,0.125587583922765,1,0.87,0.5,0.76,0.5,0.476300672036706
78,5,1,3,0.621861528001361,1.35,1.36,1.35,1.35,1.35,0.835632926034053
79,5,1,3,0.208516001790634,0.63,1.06,0.63,0.79,0.63,0.654198101740457
80,5,1,3,0.280782459479788,0.9,0.75,0.75,1.16,0.75,0.647238746344118
81,5,1,3,0.425594565219023,1.11,1.11,1.11,1.17,1.11,0.663759014583582
82,5,1,3,0.217655270441952,0.96,1,0.71,0.87,0.71,0.600239141796435
83,5,1,3,0.384456990592797,1.2,1.2,1.2,1.2,1.2,0.588238664083917
84,5,1,3,0.468675136908132,1.15,1.36,1.15,1.15,1.15,0.721524964710934
85,5,1,3,0.118671441855507,0.48,1.02,0.92,0.49,0.48,0.462848716929315
86,5,1,3,0.177032031876202,0.69,0.83,0.6,0.5,0.6,0.609775461759945
87,5,1,3,0.201152246970342,1.11,0.98,0.68,0.89,0.68,0.51036617371983
88,5,1,3,0.151492830489225,0.85,0.78,0.75,0.57,0.45,0.523722983760854
89,5,1,3,0.302689364621487,1.04,1.04,1.04,1.04,1.04,0.627672328652279
90,5,1,3,0.114820701650683,0.73,0.46,0.71,1.17,0.46,0.401928122951658
91,5,1,3,0.131005966520178,0.84,0.81,0.67,0.46,0.42,0.492459645776693
92,5,1,3,0.226207690553999,0.82,0.89,0.75,0.75,0.75,0.542027482393973
93,5,1,3,0.124097973967537,0.6,0.67,0.62,0.52,0.52,0.475988460863077
94,5,1,3,0.320942397632472,0.91,1.2,0.91,1.08,0.91,0.633775332264094
95,5,1,3,0.230044794543119,0.94,0.67,0.89,1.14,0.67,0.543819804363297
96,5,1,3,0.149181024157689,0.68,0.53,0.93,0.53,0.53,0.518671425643483
97,5,1,3,0.128452202747691,0.51,0.73,1.16,0.54,0.51,0.471297632725522
98,5,1,3,0.34981631666315,1.1,1.07,1.07,1.07,1.07,0.703709185958456
99,5,1,3,0.189633873673563,0.72,1.12,0.72,0.72,0.72,0.569202913254594
100,5,1,3,0.197673449908865,0.75,0.62,0.62,0.94,0.62,0.634799294594602
