Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
16,5,3,3,0.4953612628965073,0.5354078812063915,0.10564381527333488,0.3713054200974165,0.07122452439035448,1.0,0.775,0.325,0.55,0.1,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.3509514630362193,-4.233617917625747,1.366262032304855,1.2720194867513748,1.6062994443945842
17,5,3,3,0.25661411296979597,0.1824937093888469,0.8690735907894682,0.23705655034068002,0.04235442177935253,0.775,0.55,1.0,0.325,0.1,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.33411813599822454,-4.043331133903979,1.7682778600385893,1.4913667184220465,1.6336983097567903
18,5,3,3,0.23932759371697798,0.7749066539780247,0.4415521525030882,0.23299815448825956,0.06455142626853073,0.775,1.0,0.55,0.325,0.1,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.637272874008058,-4.547814003963294,1.4899916172108831,1.7455652913412587,1.6110005332599966
19,5,3,3,0.42385348262555533,0.47717616146697295,0.3056076866522975,0.14224470046869206,0.05186834716694545,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.4267825208980122,-5.191536441780882,1.4227086762408205,1.3819781955796346,1.6027685617093588
20,5,3,3,0.35827255821388215,0.24794794003440412,0.14589067127833544,0.19913810955931355,0.07444302556475811,1.0,0.775,0.55,0.325,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.37327132454719997,-3.892621945741578,1.0611191602763765,1.1609153090101036,1.0465580083521722
21,5,3,3,0.5381307669586923,0.09771316658553081,0.8383929434532733,0.4499669890605791,0.0435044138142502,0.775,0.325,1.0,0.55,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.3964318798826652,-4.989079347019187,1.6429674204568907,2.070428298994812,1.5071700662601053
22,5,3,3,0.6286968864603142,0.40435743850861733,0.21041257528253055,0.14894686579883265,0.04207544450973261,1.0,0.775,0.55,0.325,0.1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.3822698367875534,-4.441784653886436,1.3326307152153851,1.4763073291212816,1.2215181975895812
23,5,3,3,0.42798810661791475,0.18501361040509456,0.6278798896677134,0.21726795491359888,0.07858495525463782,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.061636018875677226,-4.126362402023054,1.2958777509772783,1.1302822360118618,1.3699173221514749
24,5,3,3,0.3767099140742727,0.5185111870842904,0.18036598393747386,0.4585199764951722,0.0760726641630624,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.34662309284255444,-4.850781894265253,1.5763712389380795,1.3873317230128415,1.5921045644169278
25,5,3,3,0.34913757695038694,0.22392298616223305,0.6870290592947497,0.2320779515556396,0.07578953164010144,0.775,0.55,1.0,0.325,0.1,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.22276245618653237,-4.297163606817305,1.7101071432023034,1.8870647531589684,1.7132859654730723
26,5,3,3,0.4387453459178675,0.2937361956574004,0.10583429800352157,0.3529061758380424,0.03903616724845972,1.0,0.775,0.325,0.55,0.1,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.03180558948381425,-4.883036451226524,1.6057612109347077,1.3987821451002875,1.5183747772807008
27,5,3,3,0.411612536266669,0.7584626140404077,0.3107801690607107,0.2555923046368157,0.07021258002205902,0.775,1.0,0.55,0.325,0.1,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.2829697043374875,-5.039452968995502,1.4760504237031171,1.4898284960996102,1.648256819286734
28,5,3,3,0.2614647120421363,0.45357345077529976,0.35688961393246865,0.21178283759731453,0.04446957476905344,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.2148103210734426,-3.68849543489326,1.2199686284418727,1.0556887202209164,1.1606466617219642
29,5,3,3,0.3332077925907142,0.2514670711484116,0.2131686281050732,0.1374989755535231,0.0752493684227149,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.12563525628571254,-4.6072178075399774,0.9344162621394385,1.0291861918677268,0.966517386529077
30,5,3,3,0.18886120425430747,0.6720536785114385,0.6769140055261403,0.02978471534982924,0.2632532139071616,0.55,1.0,0.775,0.1,0.325,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5658111735029195,-4.498268639500377,1.3571188307110278,1.4905543467683895,1.1885519603256933
31,5,3,3,0.3810413944368362,0.12348327532445469,0.369908819873324,0.8872200929284257,0.06242869915971425,0.775,0.325,0.55,1.0,0.1,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5510588486405918,-4.596102235224514,1.0697932329189639,1.2653603653365246,1.343335224908554
32,5,3,3,0.3604760479543314,0.1963245495082881,0.6239186367976552,0.22713183222614694,0.08791831136386231,1.0,0.55,0.775,0.325,0.1,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.23638824520237153,-5.046987844877774,1.742587434084188,1.6022698993710671,1.348512381312157
33,5,3,3,0.5099139877097093,0.6212978628338978,0.41434145597043853,0.04691220097812213,0.278677045628774,1.0,0.775,0.55,0.1,0.325,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.14846533621660224,-5.031116931757258,1.7299563170954495,1.5577154508120679,1.8355444329581228
34,5,3,3,0.4089270885134326,0.6341739157456092,0.1481940496064314,0.4035431906658391,0.03638362811861465,0.775,1.0,0.325,0.55,0.1,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5660082727752258,-4.705387265072553,1.6779896590113588,1.4480967404742404,1.6787095418817717
35,5,3,3,0.4791884535903842,0.8032688507793858,0.39681159153728585,0.2886466879186408,0.08310631634507924,0.775,1.0,0.55,0.325,0.1,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,-0.00921067893239427,-4.101219709301616,1.3493280655611097,1.0298676083214924,1.174716616504499
36,5,3,3,0.26893773362643225,0.3029168020777685,0.8549306751463093,0.056521649139036484,0.2848184252228142,0.775,0.55,1.0,0.1,0.325,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.06378488268332014,-4.191923317675972,1.0873652495025297,1.3509102151811705,1.229427755811076
37,5,3,3,0.37575507846158274,0.26207446314188454,0.5274440810697683,0.1336257982447288,0.07445452260776568,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.12402527784535027,-4.05722477276307,1.0545847886918491,1.3113399873707945,0.9710340824482894
38,5,3,3,0.5828486300579838,0.5947657749952429,0.4933032189030173,0.27996353522791506,0.08243069625781801,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.2664969176969552,-3.913981878014294,0.9455902358963393,1.099147807203109,1.1347141914032126
39,5,3,3,0.6372877399161694,0.12170976088187019,0.5822010176637925,0.40239153041369524,0.048856249720193465,1.0,0.325,0.775,0.55,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.008724810944862636,-4.107154288001886,1.4924323181915453,1.372626369080118,1.652169304053312
40,5,3,3,0.5993807759168283,0.21097861057991057,0.5544933367872414,0.2571499596464717,0.05410769280308961,1.0,0.55,0.775,0.325,0.1,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.4987694540125741,-4.817111237647518,1.6054237086079624,1.635410568251916,1.3038401289851218
41,5,3,3,0.2576424022669063,0.7328390773409863,0.5593835626803956,0.04941251758738685,0.2762061388013942,0.55,1.0,0.775,0.1,0.325,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.12363902348698859,-3.9212223582240013,1.2684828105986594,1.158662615170635,0.9260423812798986
42,5,3,3,0.47949351943780627,0.46299935877099085,0.6937872439967339,0.2546446775059091,0.05779042169869102,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.16506147704177895,-5.420316055408429,1.7849739097467783,1.7347245320446703,1.8886855178670365
43,5,3,3,0.25256006268788456,0.17478764684898362,0.16037463669293042,0.6201502276053776,0.08343259715899687,1.0,0.55,0.325,0.775,0.1,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,-0.022262116885376434,-5.5270541685967,1.7155857967021546,1.8223287168600915,1.8251193928554235
44,5,3,3,0.40751491361633485,0.20728022820932068,0.4832075624513781,0.257728754448666,0.07147131403876124,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.24561260911984734,-4.26627764362593,1.2371054025399504,1.1939715545074776,1.1767263381382176
45,5,3,3,0.2746726571557202,0.7913672936642431,0.364772910108678,0.24741747124203656,0.07737325081107026,0.775,1.0,0.55,0.325,0.1,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,-0.017123335610796115,-4.202508236584439,0.8713304864017245,1.2121388818271464,1.140335191372847
46,5,3,3,0.6832450109653914,0.32959766490219494,0.15599383619336019,0.6869684218344844,0.08916603007239046,1.0,0.55,0.325,0.775,0.1,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.1767734967488332,-4.0328851169122615,0.9411439314746288,0.9886771273857466,1.1179404811181268
47,5,3,3,0.19991788427442125,0.42833856976309315,0.3425907049194572,0.24381393232891135,0.026202846695676074,0.775,1.0,0.55,0.325,0.1,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.27829522791776373,-4.641998727325568,1.1173599711773845,1.2307924548719753,1.1733532850467459
48,5,3,3,0.36682820812083644,0.7778745265726831,0.1431911245943276,0.48080537692717307,0.031252691576504496,0.775,1.0,0.325,0.55,0.1,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.22307988130883866,-4.510682677007516,1.5500875614137182,1.8725203813108702,1.6591763030140674
49,5,3,3,0.5513206394361484,0.7965135000561018,0.21611675261023716,0.46560937713956074,0.069317532857139,0.775,1.0,0.325,0.55,0.1,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0015405378042719154,-4.150884096477941,1.5439010475553057,1.418705678479916,1.4301923539622028
50,5,3,3,0.5730527172801129,0.5682127321794352,0.13752952886660835,0.3739576175841533,0.06530271697036856,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.32262452230244326,-4.550145453919772,1.2369301686917427,1.1546871269477572,1.1497119243123721
51,5,3,3,0.2834697059854816,0.22995834120588765,0.18064754005361022,0.1914487370751814,0.0376085898061982,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0808440782590298,-3.530619120452262,1.012509773839357,1.2222343175659889,1.02517101892901
52,5,3,3,0.5870793763156866,0.5193844394788806,0.42145195426321613,0.24950494841350987,0.03951092996457944,1.0,0.775,0.55,0.325,0.1,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,-0.061278493873543984,-4.345233568489754,1.2965559525270864,1.2418890950759796,1.2864147056601984
53,5,3,3,0.5264783818809248,0.5624265479132821,0.1153706178293119,0.4020313921694356,0.061918407981921525,1.0,0.775,0.325,0.55,0.1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.056377438068421756,-4.074480529470865,1.3333376706723008,1.3116548352988793,1.297388258754522
54,5,3,3,0.34105090897800416,0.5791490493807665,0.19286491438924147,0.2791881733790944,0.066978681067415,0.775,1.0,0.55,0.325,0.1,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.20526497932098922,-4.722587848757859,1.1282303462120336,1.3228967624562324,1.1512365827834246
55,5,3,3,0.3296116772072018,0.559594371744882,0.8446990689047115,0.23749502100131398,0.08896698246776882,0.55,0.775,1.0,0.325,0.1,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.25130980179945,-4.4140658361000185,1.644207674848636,1.3697550107129886,1.6581879067925975
56,5,3,3,0.43146125665051993,0.2823559073362802,0.10492437519362616,0.3630430860157257,0.050709384254847036,1.0,0.775,0.325,0.55,0.1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.1998553571595354,-4.240312549762325,1.1064263829845795,0.9012742687876859,1.1128364203458054
57,5,3,3,0.5253163826290596,0.3554412779012074,0.4427611926934727,0.2635912288107068,0.07708161530540823,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.17951271681032008,-4.5361162381973665,1.16909835913429,1.42785253979911,1.5122370599764956
58,5,3,3,0.5202451010493794,0.2254469251093063,0.557626089896011,0.2619857600280888,0.06314582229132513,1.0,0.55,0.775,0.325,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.38489845972041725,-4.9120867463846,1.5975120883319627,1.7350277023121239,1.5753682564633285
59,5,3,3,0.596232967562729,0.09341332816332298,0.3258419393094594,0.618790065671228,0.05745878875630102,1.0,0.325,0.55,0.775,0.1,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.25918640739980525,-4.0039246132130994,0.9820991175225663,1.1145937002571569,0.9204778076657876
60,5,3,3,0.2973756997028021,0.14051680995349047,0.08703552588210056,0.5422479148067645,0.0587875654915214,1.0,0.55,0.325,0.775,0.1,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.4445487428305067,-5.198873188225048,1.115426139563092,1.0352329139316414,0.974579021143374
61,5,3,3,0.5444539626229146,0.15931180001234646,0.4814481009168854,0.24248177338053334,0.03426082049036697,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,-0.0057328976828364435,-4.141614884155705,1.6174616534376254,1.538087941115046,1.3036310410080183
62,5,3,3,0.11718771840393197,0.7936644111407126,0.5790566701433881,0.4292760689049798,0.05561916228990549,0.325,1.0,0.775,0.55,0.1,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.7615270208522417,-4.692833199416873,1.6438472282292433,1.6588651150384772,1.3921461181491754
63,5,3,3,0.20997350502766976,0.4995275133986863,0.3503181404277985,0.23386078490936205,0.08349630791720995,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.229306849524318,-4.382740665454622,1.5866857543321682,1.6411917146438877,1.641201754468801
64,5,3,3,0.6415856362791146,0.6008963153639431,0.17041666897081834,0.46932783786617,0.05942717868187484,1.0,0.775,0.325,0.55,0.1,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.15825934475292072,-3.704945436603525,1.2181818516322447,1.3471941406340504,1.3564869721713033
65,5,3,3,0.2583655093829452,0.48734133096647114,0.17429706128463412,0.4686357305974772,0.08835836743559855,0.775,1.0,0.325,0.55,0.1,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.3303360166981714,-4.105050661441858,1.4890554517719101,1.3951087366580355,1.4106484397121526
66,5,3,3,0.36904570186718877,0.3769381869992899,0.19155662414628855,0.0860983070085461,0.03455174697543495,1.0,0.775,0.55,0.325,0.1,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.2516494872513024,-4.220761189368716,1.2309077800977037,1.3854005858540845,1.530310798302041
67,5,3,3,0.1580163860609699,0.7575214804707271,0.10632116199871589,0.6433397697350045,0.07951155402017494,0.55,1.0,0.325,0.775,0.1,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.35722264745348214,-5.0068099547408025,1.3610939277573115,1.318271755916763,1.1965833351575221
68,5,3,3,0.25001610907673394,0.7929619981711103,0.6580558906803297,0.2477268892425226,0.05404546607088454,0.55,1.0,0.775,0.325,0.1,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.33334072161139555,-3.8796205145643845,1.0915030322912123,1.1586762067440206,1.1041123086444742
69,5,3,3,0.32629025678966234,0.6321988173034006,0.22741088349204397,0.4602167154458167,0.08271491692350327,0.775,1.0,0.325,0.55,0.1,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.4171569852978774,-4.707006365509576,1.376661474264903,1.67264580706795,1.4397623269948872
70,5,3,3,0.48542709519582505,0.7968169675250658,0.34920966389981656,0.1431623575610096,0.05922696095242104,0.775,1.0,0.55,0.325,0.1,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.26216375899657796,-3.7874884487389116,1.3524958342448474,1.524961988449197,1.3801426482657329
71,5,3,3,0.3814958699829527,0.7390844358403692,0.4369854637914741,0.029998811535063327,0.29105992744062714,0.775,1.0,0.55,0.1,0.325,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.22822883065184715,-4.0112664223036205,0.8284760270734621,1.0072283196426504,1.0017194245069667
72,5,3,3,0.2822665850676618,0.33094124188185514,0.42651729060376314,0.26295373950158335,0.041453249913594115,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5983214746227806,-4.561800057501024,1.761494367882269,1.7481520759421827,1.7167289572134043
73,5,3,3,0.40912146793705617,0.5446474242698246,0.1831345192457901,0.46603330654972347,0.08222628886850947,1.0,0.775,0.325,0.55,0.1,0.5,0.5,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.41561525693817647,-3.682017243810853,1.388132106662839,1.1587413620532667,1.3686325141367985
74,5,3,3,0.5313380995330101,0.3921491666136187,0.3501560772701449,0.24941188753869004,0.03857691806683114,1.0,0.775,0.55,0.325,0.1,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.18021021875015056,-3.7250775517375345,1.0910979055667684,1.13696225324531,1.297109235726649
75,5,3,3,0.37708424964937126,0.17908866849159566,0.4760694797599714,0.15527272181869153,0.026908353823841977,1.0,0.55,0.775,0.325,0.1,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.40824579222514756,-4.394506443339584,1.0157203626262723,0.9735150337575632,1.050898036194512
