Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,eta0,eta1
11,5,1,3,0.22462898093617067,0.5404103500500255,0.14318878605123744,0.3804843154218755,0.02563510929529675,0.775,1.0,0.325,0.55,0.1,0.5,1.0,0.5,0.5,0.5,0.20880363671828095,0.4494235370305676,0.2818983267404791,0.2694095382424564,0.4715311427201869,2.6838976309944758,4.58037002295072,3.5687348820099443,2.1675469382356014,4.638870731486549,1.8353366678559424,1.8353366678559424,1,1
12,5,1,3,0.5849872242209728,0.441049056688719,0.3350318930791664,0.1621860237258007,0.04796809775095246,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.0,0.0,0.5,0.454000591887538,0.49687831227014556,0.41558788168842054,0.36595904503228627,0.23512885265607886,2.58923628442785,4.2220780933837245,2.8642336205695087,2.6795704285354365,2.449534656334002,1.3593585237101298,1.3593585237101298,1,1
13,5,1,3,0.4395688702936637,0.2768756073506098,0.7369575241438748,0.14439527952216422,0.02692997373822796,0.775,0.55,1.0,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.2280396144689739,0.2382095726896693,0.2440017592632398,0.36938422452314823,0.2713086732235131,4.494616547211756,2.7013881202348795,4.548405799811304,4.070264457040986,3.0990643609091126,1.7948905296453423,1.7948905296453423,1,1
14,5,1,3,0.2526233918855751,0.7150703372691818,0.08991899982036419,0.5876613047444973,0.060719438538379404,0.55,1.0,0.325,0.775,0.1,0.0,1.0,1.0,1.0,0.5,0.23131413745427346,0.304032399968157,0.48033917870350357,0.3854873035580375,0.36328273329799404,2.6844715631820204,2.1798131291102196,2.218039906598409,3.0101447985895735,4.363179129345546,1.7198487698856662,1.7198487698856662,1,1
15,5,1,3,0.2677079847401692,0.5744595246824943,0.08756021166638603,0.41826534238067736,0.07433172960241202,0.775,1.0,0.325,0.55,0.1,0.5,1.0,0.5,0.0,0.5,0.3575482224432567,0.40861412225149857,0.31752739575818756,0.29829778040688204,0.35906020250350235,4.276797709815538,3.280865840221023,3.1599036947027117,4.197272215875161,4.5720884389694145,1.3908615325055238,1.3908615325055238,1,1
16,5,1,3,0.3791442766975247,0.2903759578528817,0.12560020057680793,0.5903911039452117,0.049676187784483475,1.0,0.55,0.325,0.775,0.1,0.5,1.0,0.5,0.5,0.5,0.37254452992332976,0.3440889314862261,0.4728880265606842,0.21707898560194666,0.32741796112491084,2.3343244699846846,2.800072224971823,3.382265563298891,2.997754852241107,4.770756277557631,1.3689958651407235,1.3689958651407235,1,1
17,5,1,3,0.1753221912539017,0.4123590228169218,0.6598321942042584,0.1961255002716685,0.02710910065467291,0.55,0.775,1.0,0.325,0.1,0.0,1.0,0.5,0.5,1.0,0.31602815241805743,0.44253172451097206,0.26328921976929054,0.3235442576433867,0.21030369191951515,2.365465513723964,3.8432331531086765,2.9947406741837055,2.601807474814594,3.1479378539902827,1.8807750970579051,1.8807750970579051,1,1
18,5,1,3,0.25538544966797727,0.3217778105849301,0.23237901480387968,0.08599530851464471,0.08693826157039268,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.5,0.3251472616420891,0.49654815984921036,0.2357138277394763,0.23279849561263324,0.43963651597603426,3.355280626737901,2.9022102287085527,3.1568214221863524,2.0032360456894853,4.03009549704587,1.3815784653368377,1.3815784653368377,1,1
19,5,1,3,0.2698285624158985,0.3119437313319121,0.11476382446650676,0.4361195730296921,0.029451801685046256,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,0.5,0.5,0.48389642724008286,0.471867943513745,0.2792466689962476,0.20737764300602968,0.2351475270813732,2.7523186682881047,2.3972975507089282,2.1505237319152073,3.017204327053068,4.48198696209343,1.4634298965926833,1.4634298965926833,1,1
20,5,1,3,0.303936845277051,0.21335262650669273,0.6105725264851607,0.2487906645160338,0.07386331589300775,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.0,0.0,0.5,0.38541936282339706,0.4389401852533452,0.43843506622600925,0.49015490901244685,0.37709498277346065,3.5624933922271858,4.032807071243807,3.936655172829721,4.870475575462356,2.043363515814943,1.7823705618313255,1.7823705618313255,1,1
21,5,1,3,0.40603082674524243,0.7106399900453256,0.39602869514443517,0.22958869359687625,0.05017546725205712,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.0,0.4331865770429916,0.20764361457212552,0.45660214467506854,0.36070850890347594,0.2656526509582515,3.4499447139528536,3.394652385269824,2.8980937845324046,4.570225510627941,3.1652641649325988,1.0643383545032754,1.0643383545032754,1,1
22,5,1,3,0.38933908145483453,0.7160582761758059,0.36011443316116026,0.18818593278416812,0.08131974767791589,0.775,1.0,0.55,0.325,0.1,0.0,1.0,1.0,0.5,0.5,0.3743391418717452,0.25587967021757496,0.3623282190445283,0.22425581026308417,0.3462556219004038,4.968323304971182,2.7050711082712886,3.9539929528198576,2.0142837588456897,4.695768482547738,1.8766733562169775,1.8766733562169775,1,1
23,5,1,3,0.11063804899864293,0.8507178459296385,0.653064653399806,0.031139741843858315,0.48808975171176344,0.325,1.0,0.775,0.1,0.55,0.0,1.0,1.0,0.0,0.5,0.36402480816416743,0.2944390408846829,0.21158451570265058,0.4527991280983925,0.4443168738588976,4.155390484767301,3.73199139403573,2.574054700570349,2.2768264951034656,3.169735453930312,1.6469284930773933,1.6469284930773933,1,1
24,5,1,3,0.3503046516318208,0.2695498054435172,0.7650669621562262,0.17267654737707205,0.05506203070269186,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.5,0.5,0.5,0.20969373233015226,0.2601108291142026,0.2600405497390046,0.49330578059501096,0.2765825642735553,3.7012841874325995,3.340517368757232,4.1167637883862565,2.888206731033314,3.560702683201226,1.9171664926581427,1.9171664926581427,1,1
25,5,1,3,0.3202248178485446,0.3246876658149288,0.29436353016406025,0.2685113229360289,0.06268375421764312,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.5,0.4901102525559985,0.2597550851932122,0.4760452647381623,0.2587380219190295,0.26274253901472305,2.597762286928801,4.690257478319152,3.3642947556329155,4.446989896944618,4.736827832999245,1.8767382099422307,1.8767382099422307,1,1
26,5,1,3,0.620181832771687,0.5807556819099573,0.4256549116969049,0.2259689592932693,0.028958198663970286,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.31618069207045063,0.3268178893750081,0.4675281336481739,0.33832324636206956,0.22002714995602415,2.995459275058288,4.2635597675120875,3.7151879113956454,2.9520006310642284,2.1826887314597245,1.9361855611415362,1.9361855611415362,1,1
27,5,1,3,0.2530375935204453,0.4095560212357838,0.34417971336671555,0.0469501364258442,0.2825560813643317,1.0,0.775,0.55,0.1,0.325,0.5,1.0,0.0,0.0,0.0,0.41656274972339735,0.2805394847850957,0.27142585517415035,0.26623637996172606,0.21680465175551716,3.1659158320079257,2.6647489030791554,3.38019976841424,2.6981557359705146,3.5388458062399315,1.075095548623509,1.075095548623509,1,1
28,5,1,3,0.4885866291862528,0.7180152769825024,0.08816235475957734,0.33865495558937103,0.026541775258624903,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.0,1.0,0.0,0.302948833672305,0.38396026799132843,0.46793591344865476,0.2535642267065694,0.24713264011518718,4.4300031916921085,3.1147037222994736,4.632121837347072,3.857896313707814,3.95801838896189,1.0819517971587955,1.0819517971587955,1,1
29,5,1,3,0.44125461859640047,0.4240653926831202,0.20928425057677202,0.1186209757464618,0.08387991523166013,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.26131481627825565,0.4225272912259956,0.3650231896674488,0.33221067919669756,0.23217415509151607,2.77198923216071,4.392718598674711,2.239716287931717,4.9397650396249535,2.206881310326762,1.9983699360959948,1.9983699360959948,1,1
30,5,1,3,0.21001674924843228,0.2550163627878935,0.7744760573844657,0.1727750746780385,0.04136982584228738,0.775,0.55,1.0,0.325,0.1,1.0,0.5,1.0,0.5,0.5,0.2997484694206828,0.354363862547996,0.4917559375310103,0.35861819626265234,0.24114253319957582,3.2294201048842255,2.6158238357443455,4.465854793789945,2.0030028254432013,3.7587398906666194,1.336774013869485,1.336774013869485,1,1
31,5,1,3,0.2870985095676095,0.49042431988107604,0.3208857119486865,0.19146451809852993,0.038982595744849524,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.5,0.5,0.367635695894296,0.207520064416814,0.3225820629381165,0.34226979974097693,0.31508827258646277,3.5290793597270316,2.785629488048451,3.663276937373684,2.405625062105058,4.167220251222758,1.1913317567449924,1.1913317567449924,1,1
32,5,1,3,0.3368687075746296,0.14317148400339097,0.5171529430730942,0.17737745724169246,0.030270490057897184,1.0,0.55,0.775,0.325,0.1,0.5,0.5,1.0,0.0,0.0,0.37396056144673506,0.4271318823021174,0.4201874044604466,0.39681247386278706,0.44235376307789,2.8146448406569378,2.3899192191890095,3.8541087248855286,3.2043167203371077,2.690001173750131,1.0216057133596657,1.0216057133596657,1,1
33,5,1,3,0.2534982184981823,0.6076789976171664,0.24135846251837112,0.17924581144793644,0.05548949255226557,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.5,0.5,0.5,0.3014170245551025,0.48412872604268803,0.43667316139250856,0.40504269001375026,0.39839590168822747,2.941152553233944,2.0412998433895657,2.540325287412663,3.2611138496166503,3.9714819437175866,1.1040058702391202,1.1040058702391202,1,1
34,5,1,3,0.21255046662295074,0.7176561067874068,0.29837300899982966,0.1759882812807189,0.046235528917126345,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.0,0.5,0.0,0.36243245303083577,0.4591174120098321,0.24421771699436906,0.2680028143930351,0.3618676479342194,4.736077931624802,3.9871233980834697,2.718916518778226,4.8469084057671985,2.505724041389101,1.3026017237564425,1.3026017237564425,1,1
35,5,1,3,0.26455060275502196,0.4844104984100816,0.4233674402504543,0.26579911943277057,0.07965208819614648,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.5,0.26187369779128883,0.2968219026052992,0.2955718001302155,0.3717522397002675,0.2247811723194598,2.287102337801406,3.967033763824422,2.266769663282758,3.363781429136105,2.60120507134357,1.7891662463499691,1.7891662463499691,1,1
36,5,1,3,0.2710071628442645,0.6933076970444041,0.1215955517982355,0.4868575114172678,0.06574311489112553,0.775,1.0,0.325,0.55,0.1,0.5,1.0,0.5,0.5,0.0,0.3790460940038043,0.48021466884067393,0.26183701504415297,0.31351612553441305,0.4127362949722937,4.349491071328218,2.7913990899932517,3.112828659626065,4.665788584630445,2.110639875666988,1.9619381273577623,1.9619381273577623,1,1
37,5,1,3,0.2400941563976744,0.7237775508650998,0.6213292736940571,0.2520857479048205,0.07142377181936699,0.55,1.0,0.775,0.325,0.1,0.5,0.5,1.0,0.0,0.5,0.2914052429088917,0.38122186324236773,0.47487055180692317,0.31815836839161504,0.21942470120896151,4.33513620879019,4.87952906861915,4.654266502851973,4.239768438997541,2.671389086563688,1.73202549008575,1.73202549008575,1,1
38,5,1,3,0.1969814684664733,0.45821440159496585,0.8936670812542644,0.24459928432288433,0.07199192608125064,0.55,0.775,1.0,0.325,0.1,1.0,1.0,0.5,1.0,0.5,0.2580556242130959,0.49855063871652827,0.3395216755695101,0.2512006078402982,0.4963811622242712,2.1532833061069176,2.014661463187844,4.542355863095934,2.2034495235723908,4.04976400382918,1.5576594204514693,1.5576594204514693,1,1
39,5,1,3,0.6762374409856411,0.2643528445207038,0.1389294690615045,0.6729991381584661,0.05438007959917495,1.0,0.55,0.325,0.775,0.1,1.0,1.0,0.0,0.5,0.5,0.3349098683943632,0.2619621625448222,0.29129160235741003,0.265858155156478,0.2042491390644182,3.9111953525855574,3.7710083522937046,4.672285775943962,3.4693044521085024,2.417858271670271,1.7461367975264517,1.7461367975264517,1,1
40,5,1,3,0.17432293274276367,0.47556607783607946,0.755741608829274,0.10788337606690346,0.0736869814604784,0.55,0.775,1.0,0.325,0.1,0.5,1.0,0.5,0.0,0.0,0.3933963897714638,0.22802871804128844,0.26797021449972025,0.38161963645361247,0.3041371089852557,4.152719743333121,4.050829251598094,2.104282750515364,2.8359734929663682,3.114626882379326,1.5378413962893651,1.5378413962893651,1,1
41,5,1,3,0.5875009364460151,0.38383988944818226,0.1035891038517999,0.34477246470319073,0.03279640531453776,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.5,0.5,0.5,0.4952499501361031,0.36604775206211804,0.49912387668094343,0.49108010367575405,0.4024989977028258,4.150219571680393,3.2062809211372563,4.035471773066306,3.0182319338507453,3.0220835739705416,1.4888910301925924,1.4888910301925924,1,1
42,5,1,3,0.5002404048981218,0.17521137945133441,0.547253500791837,0.15534536159540618,0.057956036016251294,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.5,0.0,0.34336713143960973,0.29519989048251116,0.27329100537498546,0.2543671352451964,0.2586549239250828,4.036211527144573,3.9115959005957244,3.4914487160865084,2.322528110492074,4.820163450318924,1.8325437490012046,1.8325437490012046,1,1
43,5,1,3,0.20169550039774176,0.47060726341795245,0.20709335037972354,0.2635333796726905,0.08313566306329086,0.775,1.0,0.55,0.325,0.1,1.0,0.5,1.0,0.0,0.0,0.30433639869904294,0.46053124672046114,0.33011810763542837,0.22907347911157178,0.3735485050338096,4.573410879946037,3.3007803054353286,3.355210614354087,4.885889714195763,2.8818840878123817,1.225271597890603,1.225271597890603,1,1
44,5,1,3,0.4932195492984057,0.331413639721784,0.253450182590274,0.28128036254515415,0.06563885709614381,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.5,0.24099240594339427,0.4356918956232506,0.2881113283149259,0.2604691493723006,0.4263168647364775,2.0254960898047614,3.193806184119722,4.232969728382027,4.677563322294967,3.3848716910874215,1.8561952543398832,1.8561952543398832,1,1
45,5,1,3,0.370495737985147,0.6095641673061126,0.4179002874395369,0.28431252668640905,0.06337646517610898,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,0.5,0.5,0.22087622838394347,0.24276285594184638,0.22165670195314263,0.4031690983596261,0.2227597977679645,2.6748640771785404,3.0143726051232003,4.597528544391285,4.072013668548826,4.756844146155609,1.207585395148353,1.207585395148353,1,1
46,5,1,3,0.5774145616396493,0.21463755289065534,0.1732074072513438,0.647786034088553,0.06109205723976139,1.0,0.55,0.325,0.775,0.1,0.5,0.5,0.5,0.0,0.5,0.268088934666574,0.49667302931413987,0.35885478879838484,0.49535651810362663,0.3564736631075389,2.491893021289295,2.374322953384547,4.875071342268344,2.032416329338858,3.433352504561285,1.4548951500873022,1.4548951500873022,1,1
47,5,1,3,0.25926050511058707,0.37702031682131515,0.8871813707147965,0.24712972591398935,0.04569945255215659,0.775,0.55,1.0,0.325,0.1,0.5,0.5,0.5,1.0,0.5,0.23955933192817006,0.2149652976027864,0.24033527336951352,0.293470350621236,0.46299812546951646,4.493636104835142,2.059550746722051,4.844615226430998,4.454866440049043,4.295345325887951,1.5625215137142412,1.5625215137142412,1,1
48,5,1,3,0.30932905514244224,0.43103855871447655,0.11890116368222434,0.4599903718697641,0.04606551599347278,1.0,0.775,0.325,0.55,0.1,0.5,0.5,0.5,0.0,0.0,0.49452340863720706,0.32905214457259,0.4218866399298932,0.20118283423845462,0.24631771122416107,3.505658190141939,2.602798329992509,3.5006966508211,2.213174063629285,3.334791905825961,1.5767881307849423,1.5767881307849423,1,1
49,5,1,3,0.8625111151819953,0.6505490327408168,0.44278156334103086,0.23590307954659956,0.07197564001138443,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.5,0.3974104712663195,0.4816970967946498,0.4315173814689529,0.4478093560169002,0.3236138197939926,4.979565776350492,4.711513838567007,3.9939185552535656,2.1379668088046695,2.5002100944945163,1.9791003167634829,1.9791003167634829,1,1
50,5,1,3,0.36003915449862967,0.43995302140530396,0.2404268499214972,0.2625864121722056,0.08884336203324142,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.5,0.4373972875280802,0.40922323148072715,0.28212655688367094,0.479575022852698,0.43397068163684527,2.2432070334108056,3.740426814509001,3.189452525507681,3.2148069982218583,3.7438571800651594,1.6516863352046942,1.6516863352046942,1,1
51,5,1,3,0.5653685515264897,0.4244772070441799,0.1334925060357808,0.3899910543910852,0.05128620283661922,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.5,0.5,0.0,0.3419984703280092,0.30226406346973095,0.33170858190078834,0.3881946541394129,0.49539918625734936,2.590226705249256,3.509800810639336,3.7444365207208903,2.48975321788031,2.4210504048164627,1.3955724150961575,1.3955724150961575,1,1
52,5,1,3,0.5867925169095343,0.37143317221429684,0.4067171553235375,0.22228099566027162,0.036202462631785476,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,0.5,0.0,0.29063898959991336,0.4573812761684988,0.42790664700856906,0.41292528541970563,0.29373805410358417,4.088886362350396,2.8023477361704843,2.222808344924432,2.1918360534235157,2.3386797418537766,1.907720869223072,1.907720869223072,1,1
53,5,1,3,0.43729979381553213,0.8173384909673161,0.21638255963533673,0.4864969820904908,0.0767206866573694,0.775,1.0,0.325,0.55,0.1,0.0,1.0,0.5,1.0,0.5,0.48131621296976007,0.2232535103388554,0.3274952248735551,0.25872647737752497,0.4248331407258135,3.750872441567872,3.5637617036394484,2.7997080020573275,3.8453965803170336,3.718709086144155,1.0515311089879305,1.0515311089879305,1,1
54,5,1,3,0.389545364949504,0.18257635960792146,0.1605591929236292,0.6664130891750067,0.058186305981235024,1.0,0.55,0.325,0.775,0.1,0.5,1.0,0.5,1.0,0.5,0.23451342195440877,0.4613471273557736,0.49703698442601396,0.31515357776992725,0.41338031663319086,2.2818943341301474,2.140655749892953,2.1595717253576923,2.1932825485009246,3.4632712624305086,1.7894695065286792,1.7894695065286792,1,1
55,5,1,3,0.2961182585784237,0.23009200421967257,0.6999716792994224,0.26526547248583854,0.06877327943724025,0.775,0.55,1.0,0.325,0.1,0.5,0.5,1.0,0.5,0.0,0.24959489085204,0.43816270567451343,0.41418579667175104,0.24125395720502807,0.4436490988291855,4.477651149609322,3.1064388031130905,2.7034973956734776,3.474403034493954,4.63494992690279,1.033302753902337,1.033302753902337,1,1
56,5,1,3,0.4570686367455392,0.40560916890005705,0.1782091624326048,0.40662559745618404,0.07353837872538282,1.0,0.775,0.325,0.55,0.1,0.5,0.5,0.5,1.0,0.5,0.2929320479838187,0.3767963317429137,0.3222985931436241,0.3400715413996075,0.33536545983183985,3.6117228118173235,4.314237752328154,2.824179034626625,3.442859351830325,4.291067328985039,1.4557851407053377,1.4557851407053377,1,1
57,5,1,3,0.4582560971311995,0.6071696394278193,0.22120862205732872,0.45296207258069376,0.05478309283057286,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,0.0,0.0,0.31195600853752814,0.46075456056000885,0.3436424654708141,0.4598913599980679,0.3487503777495158,3.454091793837714,3.788517694856318,2.64024886598419,4.646797217923993,3.4444781394933974,1.0315654499647184,1.0315654499647184,1,1
58,5,1,3,0.4202027342653697,0.685660299998055,0.4407499305240285,0.2402404090805637,0.05830208219847813,0.775,1.0,0.55,0.325,0.1,0.0,1.0,0.5,0.0,0.0,0.32072990443922633,0.46220946189161494,0.4174892451909923,0.2059501339271595,0.41702627987973084,4.227198910644994,3.2900261004583164,4.935541966668632,3.2944600983896875,3.440318644312352,1.6115862303244073,1.6115862303244073,1,1
59,5,1,3,0.26219482165234,0.41700306849339047,0.39574567306471364,0.04410210663751851,0.290776970975494,1.0,0.775,0.55,0.1,0.325,0.5,1.0,0.5,0.5,1.0,0.20741642499113408,0.4228836381069946,0.4749520542826435,0.49929914890846233,0.48915651813996786,2.3651063481702503,2.1430039816676514,2.22173081902012,4.032222284005554,4.441142345684602,1.6209330502697106,1.6209330502697106,1,1
60,5,1,3,0.34789292031516733,0.804946499384485,0.1334388695054274,0.4013938414689216,0.05330944944851153,0.775,1.0,0.325,0.55,0.1,0.0,0.5,1.0,0.5,0.0,0.24514270602514673,0.2570445443512667,0.3892922512646664,0.24014869660378482,0.24945739743084613,2.4503267770168167,2.2116773989459717,2.2323139760640593,4.908055705944024,2.1103325626579976,1.1207452397194386,1.1207452397194386,1,1
61,5,1,3,0.4389051198177579,0.25332961431172313,0.5651814495823695,0.14827111656012257,0.06433721394916152,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,1.0,0.0,0.24520029323501016,0.25620255783944396,0.4103274995895848,0.28540783036749423,0.46859868465762716,2.740907830723217,4.422011323822106,2.4981522149811677,3.9274262828398974,2.8044520389622516,1.0014209234536011,1.0014209234536011,1,1
62,5,1,3,0.5125184844598739,0.8188963931102631,0.1491109154725349,0.47263304492909397,0.05251076173124763,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.0,0.5,0.5,0.4022178173132924,0.42743528357095284,0.35977954467245926,0.21774800893418345,0.48589563475903536,4.641328069659529,3.2020695232441163,2.826647273685484,2.8142981003376732,2.793011581764045,1.7670746881187718,1.7670746881187718,1,1
63,5,1,3,0.25620173326484663,0.18816189261173422,0.44970248967024545,0.04976720612199185,0.2771456637691398,1.0,0.55,0.775,0.1,0.325,1.0,0.0,0.5,1.0,0.0,0.4671194011301839,0.29546482470298846,0.26475858433256383,0.478947821463584,0.43200863776943416,4.427827491771767,4.273692597156908,4.1022262112787615,2.4446595862199283,3.594669983231124,1.8777710750507794,1.8777710750507794,1,1
64,5,1,3,0.6917633463125894,0.5999991330596577,0.45409693473003315,0.27734845147156745,0.0697882815108289,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.5,0.41210903949856303,0.3035315591835446,0.22434837765995158,0.270920596367612,0.2323141625590541,4.866769521397254,2.10151009609749,4.326627547185366,2.8957551840036166,2.2250359380420437,1.9487351106454374,1.9487351106454374,1,1
65,5,1,3,0.6499768973199687,0.24949008402127615,0.5209399146295968,0.20554831536845355,0.08707715800687349,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.5,1.0,0.0,0.3456751820611891,0.4657595247670374,0.305984338971677,0.46701508398392805,0.4307186377458865,3.410632752980296,2.5750003592882744,2.1942647733600644,3.0925216613820887,3.4555376916384355,1.6033585852087882,1.6033585852087882,1,1
66,5,1,3,0.27094430032279415,0.3577192427216162,0.15327830168409215,0.8490266799625709,0.05012127474028602,0.775,0.55,0.325,1.0,0.1,1.0,0.5,0.0,0.5,0.0,0.24623291927845178,0.39837483573121824,0.23883087435558548,0.33731263950731666,0.24868833876282723,3.974405089135684,3.176141175418784,4.372721119852537,2.2220233440586155,3.7861695555425867,1.5434440312659032,1.5434440312659032,1,1
