Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,beta_0,beta_p,beta_theta1
10,20,1,3,0.32099881844051603,0.5723563207329232,0.4295699871866719,0.1212660318696046,0.5962451019580411,0.27627320351915613,0.33243648881617693,0.4560494092716955,0.10696907008272216,0.31208837849873233,0.21921429384325114,0.08689255741732524,0.42347205110841013,0.14228155070521473,0.296090842341917,0.7502889682961655,0.11489586643090756,0.6360970620487546,0.12036821010707725,0.07846476650636097,0.9052631578947369,1.0,0.8105263157894737,0.4789473684210527,0.9526315789473684,0.6210526315789474,0.6684210526315789,0.7631578947368421,0.33684210526315794,0.5263157894736842,0.38421052631578945,0.24210526315789474,0.5736842105263158,0.2894736842105263,0.43157894736842106,0.8578947368421053,0.19473684210526315,0.7157894736842105,0.1473684210526316,0.1,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.42278256516795404,-3.791776083726768,1.3857045569272026
11,20,1,3,0.3672337562636614,0.4542061420166411,0.37308751045146527,0.5380966826041772,0.2784860905808697,0.4963623920342958,0.42316133443573783,0.6165338549164738,0.4064838676001729,0.2644503712326107,0.5133445723592428,0.17405452250163,0.13842003182710114,0.06513852667055786,0.04712809103036636,0.14596907832511027,0.3419830480864827,0.46267182380623306,0.0368181414791101,0.32656976101961277,0.9526315789473684,1.0,0.8105263157894737,0.9052631578947369,0.5736842105263158,0.7631578947368421,0.6684210526315789,0.8578947368421053,0.6210526315789474,0.4789473684210527,0.7157894736842105,0.33684210526315794,0.2894736842105263,0.19473684210526315,0.1473684210526316,0.24210526315789474,0.43157894736842106,0.5263157894736842,0.1,0.38421052631578945,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.6593091187066499,-4.948203476502374,1.724965039893044
12,20,1,3,0.24967102591942647,0.4391055337847233,0.3150206548065776,0.21085589863582033,0.38453820385857573,0.4383894787151428,0.32338516883135654,0.6233651375632372,0.1832594847632678,0.0904408120997702,0.3776062437065432,0.24878505383658925,0.19210884775883538,0.3837935501591628,0.7278467409094439,0.3680494999003129,0.1256753582987159,0.03964440542697129,0.10772902980266018,0.2056670169692572,0.9526315789473684,1.0,0.8105263157894737,0.6684210526315789,0.7157894736842105,0.7631578947368421,0.6210526315789474,0.9052631578947369,0.38421052631578945,0.2894736842105263,0.5736842105263158,0.43157894736842106,0.33684210526315794,0.5263157894736842,0.8578947368421053,0.4789473684210527,0.19473684210526315,0.1,0.1473684210526316,0.24210526315789474,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.2425417943209174,-4.0828756538740505,1.3418555303723683
13,20,1,3,0.3465829499929255,0.2223957016125111,0.4332400374507742,0.27122150342338514,0.45580944539954354,0.22402239703590132,0.1511724445271524,0.4163139564003226,0.25610182724068026,0.6358810320308109,0.344192052664294,0.14975691732212593,0.21278702712284153,0.07961904104980853,0.6206299343895302,0.5390219570477858,0.06909410053939012,0.31321311414606334,0.18405969752935325,0.06676753701161794,0.9526315789473684,0.8105263157894737,1.0,0.7631578947368421,0.9052631578947369,0.5736842105263158,0.43157894736842106,0.6684210526315789,0.4789473684210527,0.8578947368421053,0.5263157894736842,0.2894736842105263,0.33684210526315794,0.19473684210526315,0.7157894736842105,0.6210526315789474,0.1473684210526316,0.38421052631578945,0.24210526315789474,0.1,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.48910551710412836,-4.696686702572948,1.9021890682553677
14,20,1,3,0.33916286941299867,0.465615349427709,0.3478291206402028,0.3038736323940389,0.5455905990179623,0.6579537852058228,0.21738335151312166,0.46114497911575186,0.4239462517466594,0.3819950518895128,0.18227226442191022,0.04002348173402488,0.1872649107679365,0.3306728961073962,0.7170997967660424,0.44565059814834357,0.3074758287854131,0.18282744144260019,0.17474687457657045,0.08416674519242952,0.8578947368421053,0.9526315789473684,0.7631578947368421,0.7157894736842105,0.9052631578947369,1.0,0.4789473684210527,0.6684210526315789,0.6210526315789474,0.5736842105263158,0.33684210526315794,0.1473684210526316,0.2894736842105263,0.43157894736842106,0.8105263157894737,0.5263157894736842,0.38421052631578945,0.24210526315789474,0.19473684210526315,0.1,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6776069023630392,-4.7955954656250865,1.5755643165972573
15,20,1,3,0.4261109439824614,0.2982469303500748,0.16388340174159155,0.4119788436954673,0.2226282682511207,0.3264723827032202,0.5725591137900369,0.20160957649428557,0.07607227811608852,0.363557857566663,0.6406076801728496,0.18087074990981525,0.7733394300306422,0.35607963480977906,0.334498624636792,0.12352827752525451,0.3187898312121609,0.08925421151775405,0.04529799380940881,0.1955811473362721,1.0,0.7631578947368421,0.6210526315789474,0.8578947368421053,0.6684210526315789,0.7157894736842105,0.9526315789473684,0.5263157894736842,0.2894736842105263,0.5736842105263158,0.8105263157894737,0.33684210526315794,0.9052631578947369,0.4789473684210527,0.43157894736842106,0.19473684210526315,0.38421052631578945,0.1473684210526316,0.1,0.24210526315789474,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.1274995197348474,-4.302498815592199,1.471353508634869
16,20,1,3,0.2271664574705542,0.36966273510098674,0.5156245146938414,0.2337622773713312,0.4690448541624165,0.3280987720303431,0.09782445923152455,0.09052250126973599,0.19303928054082292,0.8141056419258399,0.5894595724928074,0.5623628180386592,0.39951851804519795,0.36910634655451874,0.08548033074953156,0.4765662867356637,0.08099945019252192,0.1821807249415157,0.25363496067385166,0.08145062295290156,0.9052631578947369,0.8105263157894737,0.9526315789473684,0.6684210526315789,0.8578947368421053,0.6210526315789474,0.38421052631578945,0.33684210526315794,0.43157894736842106,1.0,0.7631578947368421,0.7157894736842105,0.5263157894736842,0.4789473684210527,0.19473684210526315,0.5736842105263158,0.1473684210526316,0.24210526315789474,0.2894736842105263,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.6140395380497361,-4.675937473223148,1.362959753775749
17,20,1,3,0.2695922009427816,0.45563086937338737,0.3180978899418461,0.45688143185015156,0.252957533260999,0.20740298632997312,0.26184874085316134,0.5380273897760357,0.25643057271832204,0.11545358886625451,0.6467649807619423,0.2677138014565689,0.5693961368945175,0.09574441709816048,0.28226718690653824,0.10610251362360427,0.5358585501384652,0.06852535449553061,0.25959597260658734,0.07369890664979899,1.0,0.9526315789473684,0.8105263157894737,0.9052631578947369,0.6684210526315789,0.5263157894736842,0.5736842105263158,0.7631578947368421,0.4789473684210527,0.33684210526315794,0.8578947368421053,0.43157894736842106,0.7157894736842105,0.24210526315789474,0.38421052631578945,0.19473684210526315,0.6210526315789474,0.1473684210526316,0.2894736842105263,0.1,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.6834662524153395,-4.502027270260371,1.216244705007374
18,20,1,3,0.33761092929749403,0.2558337674062976,0.30723124185576856,0.3830390716579667,0.2462625863958282,0.3793789754076604,0.1473804756525724,0.3465832171219277,0.18479490563424467,0.09292061961355405,0.15816378325526237,0.5509599828833355,0.5532766453849128,0.47096643232320995,0.3788962537022953,0.05871006454615593,0.038899499085469844,0.34105573830100544,0.15359088278967745,0.2025430857850319,1.0,0.8578947368421053,0.9052631578947369,0.9526315789473684,0.7631578947368421,0.8105263157894737,0.5263157894736842,0.6210526315789474,0.43157894736842106,0.2894736842105263,0.33684210526315794,0.7157894736842105,0.6684210526315789,0.5736842105263158,0.4789473684210527,0.1473684210526316,0.1,0.38421052631578945,0.19473684210526315,0.24210526315789474,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.6202320787251752,-4.65706112078651,1.5271357853477325
19,20,1,3,0.37131483031771007,0.16723519504836337,0.41970911144959333,0.3906427921760995,0.35755343409223106,0.24320844251077156,0.26937289790639257,0.527020704598077,0.10449624932126084,0.7782544483564704,0.17271084656760288,0.0967316326268754,0.7777508045822126,0.3133381005307409,0.49321479703759274,0.07070118010902517,0.17140034302517762,0.38606389026361837,0.11111478130012731,0.07824724782117337,0.9052631578947369,0.6684210526315789,0.8578947368421053,0.8105263157894737,0.7157894736842105,0.5736842105263158,0.5263157894736842,0.7631578947368421,0.33684210526315794,1.0,0.38421052631578945,0.2894736842105263,0.9526315789473684,0.4789473684210527,0.6210526315789474,0.19473684210526315,0.24210526315789474,0.43157894736842106,0.1473684210526316,0.1,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.6264085711116538,-5.437529553547764,1.9008018918230358
20,20,1,3,0.25004827139536323,0.46658529710134516,0.43904082196518346,0.16320646536579253,0.4270045390134886,0.19209608037783388,0.4880093358101413,0.15952525175825244,0.4130344600444643,0.10468530392783876,0.7793294603351792,0.20406991016109685,0.1196362403904096,0.3729414601496687,0.4747638235261923,0.1089437825667571,0.0684418469222978,0.6954737929880035,0.09368685035438358,0.059809669988733986,0.9526315789473684,0.9052631578947369,0.8578947368421053,0.5736842105263158,0.7157894736842105,0.4789473684210527,0.7631578947368421,0.43157894736842106,0.6684210526315789,0.33684210526315794,1.0,0.38421052631578945,0.2894736842105263,0.5263157894736842,0.6210526315789474,0.24210526315789474,0.19473684210526315,0.8105263157894737,0.1473684210526316,0.1,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.4896884792672458,-4.614199973799492,1.0846853310911797
21,20,1,3,0.19179017492573702,0.30437557770923507,0.22251269601995305,0.24001298355846967,0.17729061621330766,0.5848857049078767,0.3128002542746167,0.8142043896328492,0.2521918364288058,0.1651365540682151,0.7901780844942246,0.3845328488236369,0.14882494303337906,0.7656784336482142,0.08493301519071672,0.1440196628762927,0.05082522386365271,0.29003907938740453,0.5579097414553787,0.08090217726233015,0.7631578947368421,0.8105263157894737,0.7157894736842105,0.6684210526315789,0.4789473684210527,0.8578947368421053,0.5736842105263158,1.0,0.43157894736842106,0.33684210526315794,0.9526315789473684,0.5263157894736842,0.2894736842105263,0.9052631578947369,0.19473684210526315,0.24210526315789474,0.1473684210526316,0.38421052631578945,0.6210526315789474,0.1,0.5,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.39362692648960473,-4.8978687146108335,1.3186737972314468
22,20,1,3,0.29734120176163636,0.2366935073920413,0.4989111717889519,0.5644658867950468,0.32404694397968015,0.12783088597315717,0.5782399780479438,0.3991939962657875,0.34161170020080966,0.3104506612148639,0.08194957074845033,0.41385741289234745,0.24691812814680844,0.7000100484557262,0.07270746235412309,0.1201976208555231,0.18021128352649632,0.3414801485014476,0.30039051883622786,0.06379318122985818,0.8578947368421053,0.7631578947368421,0.9526315789473684,1.0,0.7157894736842105,0.4789473684210527,0.9052631578947369,0.6684210526315789,0.5736842105263158,0.5263157894736842,0.2894736842105263,0.6210526315789474,0.43157894736842106,0.8105263157894737,0.1473684210526316,0.19473684210526315,0.24210526315789474,0.38421052631578945,0.33684210526315794,0.1,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.6491757089633224,-5.092924201426227,1.6048627827583986
23,20,1,3,0.23339357986058484,0.45860895288016645,0.446810778887314,0.2956866914647815,0.1867427908796659,0.482381473595916,0.36327994786058737,0.14442160924449332,0.3585760464823953,0.458268354995733,0.2825347413804452,0.7244365335345133,0.37998371524858215,0.11762527953202857,0.3079828930740007,0.17297385917161112,0.07912830891127773,0.28800029876408945,0.12023244092608494,0.07679981436743787,0.8105263157894737,1.0,0.9526315789473684,0.7631578947368421,0.6210526315789474,0.8578947368421053,0.7157894736842105,0.38421052631578945,0.5736842105263158,0.6684210526315789,0.4789473684210527,0.9052631578947369,0.5263157894736842,0.24210526315789474,0.43157894736842106,0.2894736842105263,0.19473684210526315,0.33684210526315794,0.1473684210526316,0.1,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5138165385766433,-4.4945406085796185,1.4528935798938145
24,20,1,3,0.3049087069733195,0.1962403008181438,0.3785657204570821,0.3852923311502916,0.1364656080662099,0.158245762310243,0.37319694066715176,0.7147304718681443,0.6772698844332247,0.2189211486829878,0.4586664603076754,0.41885359297327696,0.1690871944874932,0.2198166928204124,0.32571350960014617,0.167119015172101,0.6422672075906181,0.13900112808196874,0.060421536945556846,0.12806221296287582,0.9052631578947369,0.7631578947368421,0.8578947368421053,0.8105263157894737,0.5263157894736842,0.4789473684210527,0.6684210526315789,1.0,0.9526315789473684,0.38421052631578945,0.6210526315789474,0.5736842105263158,0.2894736842105263,0.33684210526315794,0.43157894736842106,0.24210526315789474,0.7157894736842105,0.19473684210526315,0.1,0.1473684210526316,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.4245834892325503,-3.828373512270452,0.9752910066913104
25,20,1,3,0.2377183332276599,0.4476328175686418,0.4162090168946132,0.43736186865400734,0.20821597179279627,0.3519081900949866,0.19200253425063735,0.4867609460898408,0.27316295214873426,0.3700079607724104,0.18813232145729006,0.2799997543674324,0.1512874253706268,0.7712743905946509,0.21478449525433754,0.5649662198701494,0.03374918749255193,0.17999787881293522,0.14137854383153814,0.10690021207508374,0.8105263157894737,1.0,0.9526315789473684,0.8578947368421053,0.6210526315789474,0.7157894736842105,0.4789473684210527,0.7631578947368421,0.5263157894736842,0.5736842105263158,0.38421052631578945,0.43157894736842106,0.2894736842105263,0.9052631578947369,0.33684210526315794,0.6684210526315789,0.1,0.24210526315789474,0.19473684210526315,0.1473684210526316,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5193951905600317,-3.640726204338482,0.9286088246397551
26,20,1,3,0.2861026043876981,0.35934361858500274,0.26645003388502975,0.22895635477136578,0.3838521616184733,0.10044981627002386,0.6425487710427908,0.34840010173972646,0.3143201580804312,0.22004082839858238,0.11388882120359986,0.31155528187768117,0.5604761552760076,0.10263755281057965,0.4822727070458665,0.640858763338554,0.2366346641966501,0.05902322222840553,0.12384615432189748,0.08518193036950082,1.0,0.9526315789473684,0.8578947368421053,0.8105263157894737,0.6684210526315789,0.38421052631578945,0.9052631578947369,0.5736842105263158,0.5263157894736842,0.43157894736842106,0.2894736842105263,0.4789473684210527,0.7157894736842105,0.24210526315789474,0.6210526315789474,0.7631578947368421,0.33684210526315794,0.1473684210526316,0.19473684210526315,0.1,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.4359132008853554,-4.579273107157576,1.1595209590005047
27,20,1,3,0.33826867106981207,0.2847053195971454,0.49280076082942914,0.187636013870979,0.22646601013399725,0.672904289580745,0.5264686521251636,0.24269773160436958,0.1850406850670484,0.6784970873372005,0.5026760729205582,0.5507457702865054,0.11984669623131057,0.079208573017503,0.23825068223383586,0.5227643389286315,0.04846747603540938,0.3860213461805298,0.2485349607453305,0.12707458954516454,0.9052631578947369,0.8105263157894737,1.0,0.5736842105263158,0.5263157894736842,0.9526315789473684,0.7631578947368421,0.4789473684210527,0.38421052631578945,0.8578947368421053,0.6684210526315789,0.7157894736842105,0.24210526315789474,0.19473684210526315,0.33684210526315794,0.6210526315789474,0.1,0.43157894736842106,0.2894736842105263,0.1473684210526316,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.3801323789489168,-4.520519827364915,1.6203763389064005
