Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
10,5,5,3,0.5381691288050154,0.48559804506805826,0.36072930286052063,0.18012982979439862,0.05005791259223311,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.4191129029549564,0.36257206895117544,0.42932139625022214,0.4944245478369748,0.47998114651843365,2.287638713918387,2.3663995532739714,4.226594424307477,2.831351401554708,2.1235750099153865,1.8846799622353605,1.8846799622353605,1.8846799622353605,1.8846799622353605,1.8846799622353605,1.8846799622353605,1,1,1,1,1,1
11,5,5,3,0.3727495455540694,0.15848053057511025,0.8617888520219745,0.22882488090767478,0.040349537149768556,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.4536642723552509,0.30028650860582695,0.24172452899947752,0.25701427454950115,0.43426366730766425,3.867985500574405,4.769123929391668,3.2535698001266375,2.3133004227956975,4.4130278497433135,1.9582175221131928,1.9582175221131928,1.9582175221131928,1.9582175221131928,1.9582175221131928,1.9582175221131928,1,1,1,1,1,1
12,5,5,3,0.3802932204554379,0.30975842230787926,0.21953204615554678,0.027617849775784326,0.28384787971141806,1.0,0.775,0.55,0.1,0.325,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.2335697477324789,0.49674913781009966,0.26554645716515995,0.3251918747544392,0.29209137135692054,4.101090014939734,4.708673625272357,2.6305592222684435,2.6143100330209394,4.164129780844155,1.7470935454209682,1.7470935454209682,1.7470935454209682,1.7470935454209682,1.7470935454209682,1.7470935454209682,1,1,1,1,1,1
13,5,5,3,0.32173012406261636,0.6411851986367236,0.3376706377786845,0.2683798500991688,0.06656052783160904,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.29583203814618036,0.2578393238825922,0.24406331268109693,0.46622650200795696,0.3024313218374578,4.997119789503188,4.5290516628300415,2.7678275078768912,4.187724414155961,3.5104761884169307,1.851869375202159,1.851869375202159,1.851869375202159,1.851869375202159,1.851869375202159,1.851869375202159,1,1,1,1,1,1
14,5,5,3,0.49037731137332163,0.19013726657048602,0.20454825764702148,0.6774366067634021,0.031994208070501906,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.38974339177907835,0.3495473153270454,0.47849886465790165,0.45664357820837903,0.4072575730559398,4.635510599137517,4.688266798131421,4.9900087982487795,3.504368308452354,4.186265947720828,1.9541774958434304,1.9541774958434304,1.9541774958434304,1.9541774958434304,1.9541774958434304,1.9541774958434304,1,1,1,1,1,1
15,5,5,3,0.22613591677334643,0.5517506692420913,0.02521960997128811,0.26045312772287416,0.4911214790440707,0.775,1.0,0.1,0.325,0.55,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.20670592283571113,0.20008042726651906,0.23884026712039247,0.20646953768179382,0.46111035302047115,4.789378811860532,3.597469578980488,3.0190924486090616,4.728168247644959,4.193340310768003,1.5913851944285209,1.5913851944285209,1.5913851944285209,1.5913851944285209,1.5913851944285209,1.5913851944285209,1,1,1,1,1,1
16,5,5,3,0.3127097569013284,0.32096198125748787,0.567082269100682,0.12544685489829024,0.03478280758315681,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.4085582965981982,0.4017327571654549,0.3292683073409304,0.4803555024564869,0.31287014492675097,2.812712206294629,4.053249333181744,2.438364150912985,3.6546300402970373,3.07492413976797,1.4379085123522617,1.4379085123522617,1.4379085123522617,1.4379085123522617,1.4379085123522617,1.4379085123522617,1,1,1,1,1,1
17,5,5,3,0.6445604227425302,0.5343336348708969,0.40227528426604425,0.2539331208742807,0.08480868015594457,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.4673461633700714,0.34082994710065706,0.22300643018057642,0.23795315050037535,0.2212254953536966,3.03033883094823,3.2316807982233886,4.799885767689634,3.5788589610684913,2.2328673830334163,1.677029267786462,1.677029267786462,1.677029267786462,1.677029267786462,1.677029267786462,1.677029267786462,1,1,1,1,1,1
18,5,5,3,0.5180471576558373,0.09648431022656284,0.6419374002648951,0.4774066152065537,0.08025696203852117,1.0,0.325,0.775,0.55,0.1,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.3229775498365942,0.33905054645000954,0.23329005900916328,0.2566041942287947,0.39041660671949485,2.3204231822807433,4.439321395847893,2.8980034592885398,4.220345161460745,2.109996876895675,1.5633845120982404,1.5633845120982404,1.5633845120982404,1.5633845120982404,1.5633845120982404,1.5633845120982404,1,1,1,1,1,1
19,5,5,3,0.15336380390807952,0.49945688493594087,0.7578170275012802,0.18007726240104993,0.06525917193425589,0.55,0.775,1.0,0.325,0.1,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.29575438544151944,0.48590643013177315,0.489155314865692,0.35645661673919987,0.39331523979819494,3.29584684487796,4.978181488101673,4.607595293388609,3.6830283070636005,3.286318182758084,1.5695840048504262,1.5695840048504262,1.5695840048504262,1.5695840048504262,1.5695840048504262,1.5695840048504262,1,1,1,1,1,1
20,5,5,3,0.7335881215772697,0.5646675864638073,0.1960292437419094,0.47426431135450725,0.07491279979617964,1.0,0.775,0.325,0.55,0.1,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.22928053123618553,0.2449152272947015,0.4404501720826227,0.2533977182729727,0.4809830508706889,3.8092184086491274,4.6605862841357055,3.563017197564709,3.7269935732871065,4.7088775888319105,1.2273720540423807,1.2273720540423807,1.2273720540423807,1.2273720540423807,1.2273720540423807,1.2273720540423807,1,1,1,1,1,1
21,5,5,3,0.3933214840201126,0.8866077242370649,0.681356426053609,0.2855265797809713,0.08831511581136578,0.55,1.0,0.775,0.325,0.1,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.3318010250657165,0.4702346703879934,0.3165946250867723,0.35131467101417524,0.3020651660014271,4.254079695817923,2.2590826898489036,2.69820984118672,2.4212191227632713,2.7257942683166023,1.4959190875962678,1.4959190875962678,1.4959190875962678,1.4959190875962678,1.4959190875962678,1.4959190875962678,1,1,1,1,1,1
22,5,5,3,0.4757952284490865,0.4108432953660616,0.320520792823983,0.22087207246145824,0.06256419228424237,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.3804288758089246,0.4072228500962986,0.4486463521659213,0.43771824894015143,0.3498582719354557,4.361022116917109,3.748353813708469,4.096545380456083,2.8782760802577556,4.479790074880318,1.6156222484059912,1.6156222484059912,1.6156222484059912,1.6156222484059912,1.6156222484059912,1.6156222484059912,1,1,1,1,1,1
23,5,5,3,0.27257399476213573,0.37085393253669324,0.24545901918501267,0.2565995208558786,0.07908392269125152,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.25852056458956324,0.2206166216788671,0.3563006425202915,0.27989204430190723,0.35690622230286806,3.6790486893938406,4.6121095207133305,4.524624294458267,4.381540351694006,2.277183384640847,1.5832866240538852,1.5832866240538852,1.5832866240538852,1.5832866240538852,1.5832866240538852,1.5832866240538852,1,1,1,1,1,1
24,5,5,3,0.779733414060517,0.10814344349870805,0.5946471340559248,0.47120732203198346,0.07122096884256306,1.0,0.325,0.775,0.55,0.1,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.29528590586918846,0.3495463535184268,0.24751960861539662,0.21945850821214585,0.3561329851421777,4.625417079928798,2.151950023042497,4.007585349035091,4.760385725369492,4.391842644839312,1.8656256480470912,1.8656256480470912,1.8656256480470912,1.8656256480470912,1.8656256480470912,1.8656256480470912,1,1,1,1,1,1
25,5,5,3,0.235075066601091,0.2784551613120065,0.098280502293,0.8059501794719597,0.08743479602973947,0.775,0.55,0.325,1.0,0.1,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.38610147261603345,0.4147064216854914,0.2783691191184206,0.22299931304415896,0.3611388781584087,4.556048385081491,3.265036246619676,2.6375063054779773,2.441429817397156,2.5739963680100786,1.5553619480164445,1.5553619480164445,1.5553619480164445,1.5553619480164445,1.5553619480164445,1.5553619480164445,1,1,1,1,1,1
26,5,5,3,0.3445687055596176,0.16208736972257465,0.49845854176210136,0.2313711897515383,0.032915154477638056,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.22277608337920482,0.3460275317062719,0.2740134707711929,0.34470503878482184,0.486395814720158,4.19025324931686,4.349776025535239,4.034999181547784,3.7828480078203444,3.8246317276444755,1.0519691295373375,1.0519691295373375,1.0519691295373375,1.0519691295373375,1.0519691295373375,1.0519691295373375,1,1,1,1,1,1
27,5,5,3,0.31346929381322863,0.7069610049468458,0.29303266076490087,0.23037823883049544,0.08447420913297247,0.775,1.0,0.55,0.325,0.1,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.2959376718777718,0.40519627514090917,0.4097775532607544,0.2502206412294075,0.43901621422575837,4.534615190728476,3.425884309943015,3.512389602597046,4.327513815241867,3.3358444698336096,1.1816373667179265,1.1816373667179265,1.1816373667179265,1.1816373667179265,1.1816373667179265,1.1816373667179265,1,1,1,1,1,1
28,5,5,3,0.34523124383342185,0.21046344734325706,0.531998776472321,0.22597101911455908,0.036995618761693494,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.27577657994371946,0.24452078938182403,0.30947412665583923,0.26711141403399574,0.3276934801184748,4.398629852228585,3.3431324968338636,3.009915282775739,2.8775298800176676,3.9633559050538736,1.838835441919568,1.838835441919568,1.838835441919568,1.838835441919568,1.838835441919568,1.838835441919568,1,1,1,1,1,1
29,5,5,3,0.33009926521394983,0.49607922687974465,0.21996260904468604,0.44859373806899,0.08952446711866967,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.4900337640060664,0.436380848123615,0.44852351313963057,0.4020480321488729,0.44022948089136765,3.884090330354661,4.407739578601749,4.466775795316578,2.087231482582023,3.9734422264741687,1.4332585235141153,1.4332585235141153,1.4332585235141153,1.4332585235141153,1.4332585235141153,1.4332585235141153,1,1,1,1,1,1
30,5,5,3,0.22717932838770027,0.7750822198484405,0.12708360206228433,0.38425010554467626,0.04536385355246868,0.775,1.0,0.325,0.55,0.1,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.2693443445903353,0.4190449093677185,0.4003165528547131,0.42262292631027176,0.26551780625487037,2.337400859612357,3.726864205832135,2.322649714382454,4.786294202368761,2.4442284264801644,1.5827266398722384,1.5827266398722384,1.5827266398722384,1.5827266398722384,1.5827266398722384,1.5827266398722384,1,1,1,1,1,1
31,5,5,3,0.30751032097806513,0.7522814175938072,0.08598321226663472,0.4159600435896849,0.0825234628993165,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.33690259160502,0.26520886752464123,0.40043468094222756,0.467782208600687,0.3811669645325143,3.365151853634414,4.917981299335384,2.133846892445434,3.4475920053411793,3.629813004582398,1.2505989910027369,1.2505989910027369,1.2505989910027369,1.2505989910027369,1.2505989910027369,1.2505989910027369,1,1,1,1,1,1
32,5,5,3,0.39513427450114347,0.6272052506301722,0.2906404997793265,0.22814614963789545,0.08527138192099837,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.37559571274780057,0.3665147353945884,0.27438865955747394,0.276127981605083,0.28411705031347917,2.1770945016120957,2.300398498204525,4.253866849155587,2.3087402129085497,2.8031721337541384,1.3219508235658193,1.3219508235658193,1.3219508235658193,1.3219508235658193,1.3219508235658193,1.3219508235658193,1,1,1,1,1,1
33,5,5,3,0.5172306813107295,0.8000344396612971,0.40026119764058743,0.18290144853266582,0.08704480966897934,0.775,1.0,0.55,0.325,0.1,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.43781721568031484,0.4111681011580235,0.36550104768724173,0.42743076707469585,0.35216231595092684,4.194413045281038,3.679697140239128,3.0996577156702916,4.994355661023214,2.463276227562127,1.81810466692014,1.81810466692014,1.81810466692014,1.81810466692014,1.81810466692014,1.81810466692014,1,1,1,1,1,1
34,5,5,3,0.40868770043428815,0.5282947347147431,0.40880544813576836,0.21152773951921774,0.031049333130775028,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.2726591600615309,0.3076997435737948,0.422914109732685,0.46856472019856604,0.252278953416965,3.9309266449890936,4.8705059254026795,4.448641690246003,2.569724796880187,2.5870857730787886,1.5304970899649142,1.5304970899649142,1.5304970899649142,1.5304970899649142,1.5304970899649142,1.5304970899649142,1,1,1,1,1,1
35,5,5,3,0.2432176011506112,0.6931394992665112,0.32629048886348266,0.11062445092272899,0.05408870956059525,0.775,1.0,0.55,0.325,0.1,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.35797068217561756,0.33877607637284046,0.4351129527398092,0.30535299043384356,0.24577768768861663,3.9275235725636426,3.432232396092878,4.098300491937378,4.007151769436486,4.985138554698949,1.0108500153839606,1.0108500153839606,1.0108500153839606,1.0108500153839606,1.0108500153839606,1.0108500153839606,1,1,1,1,1,1
36,5,5,3,0.3601932725924377,0.2087867302812993,0.7511109876789149,0.2508611627451984,0.061957548174511046,0.775,0.55,1.0,0.325,0.1,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.20811690749905928,0.49752709711496973,0.4881029195555004,0.46248364717467616,0.37044821156621005,4.479495182851517,2.395922980793495,3.590767881694317,2.418062603860312,2.601991001657652,1.6719958212810988,1.6719958212810988,1.6719958212810988,1.6719958212810988,1.6719958212810988,1.6719958212810988,1,1,1,1,1,1
37,5,5,3,0.3123755942114532,0.22506702019238345,0.1213028820115451,0.5834371301258987,0.058932437673050744,1.0,0.55,0.325,0.775,0.1,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.28302445470889304,0.22229512873792578,0.41349401267974845,0.42819244543597035,0.49368814454629345,2.7331076430820183,3.7987253139868606,4.797395280120893,3.0262340317424,4.039995374634793,1.9932620501184957,1.9932620501184957,1.9932620501184957,1.9932620501184957,1.9932620501184957,1.9932620501184957,1,1,1,1,1,1
38,5,5,3,0.41224826159402145,0.8593820573532426,0.18883785004594725,0.4393013724823426,0.07520216370682604,0.775,1.0,0.325,0.55,0.1,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.33205037138379334,0.4799468262710044,0.3472459166968317,0.4412215595983067,0.26939674496438953,4.218987889264367,2.870258947617881,3.9520421338430842,4.926268998066745,4.855611848621336,1.4003859700159897,1.4003859700159897,1.4003859700159897,1.4003859700159897,1.4003859700159897,1.4003859700159897,1,1,1,1,1,1
39,5,5,3,0.28564974799245,0.3181391720599267,0.6917653968531468,0.03715235429410682,0.2625025296344223,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.29368182041867386,0.2959545116727327,0.3644212228669579,0.346876698224591,0.2097358280638254,3.7387952214379423,4.837869341091432,3.41087754249068,3.566551654078524,4.875837921732921,1.4955721507023298,1.4955721507023298,1.4955721507023298,1.4955721507023298,1.4955721507023298,1.4955721507023298,1,1,1,1,1,1
40,5,5,3,0.3511844813619187,0.383593762961358,0.6779846742998762,0.24236380838907293,0.045468659273703,1.0,0.55,0.775,0.325,0.1,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.23729260142066086,0.4362326052223779,0.24460346779377123,0.21967167154267042,0.41721315863120273,4.519611509774921,4.179349793762732,4.88919899830879,2.1246952745525385,2.3193405380237726,1.7688479662483538,1.7688479662483538,1.7688479662483538,1.7688479662483538,1.7688479662483538,1.7688479662483538,1,1,1,1,1,1
