Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
17,10,5,3,0.3267284278700576,0.45308863844181646,0.18328240410638674,0.4007514945993805,0.19577292191880813,0.33849840029760153,0.22483434494782797,0.09583825631065154,0.21645204726573986,0.034936383566005785,0.9,1.0,0.7000000000000001,0.8,0.5,0.6,0.4,0.2,0.30000000000000004,0.1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,-0.44654309873179027,-5.195214509282281,1.9121972172750334,1.946426773284036,1.9027793595194171,1.695394116985077,1.9724278918034024
18,10,5,3,0.3418220857556826,0.24553180881584913,0.37932218898418046,0.28162429991333593,0.21059304497270143,0.5461467418897388,0.4709148053676114,0.1832372591910058,0.10400523769003073,0.06158172641873969,1.0,0.8,0.9,0.5,0.4,0.7000000000000001,0.6,0.30000000000000004,0.2,0.1,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.12003470109290686,-4.430004587001761,1.008999272869659,1.3484633353999582,1.1554728695417276,1.30591296652936,1.0156675531469423
19,10,5,3,0.5251039175193731,0.7235874464431017,0.5613604836512224,0.07505014105144786,0.22307489174812367,0.5893659944198689,0.1056201748664887,0.42297197209938225,0.539493058422413,0.05689388211633013,0.9,1.0,0.8,0.30000000000000004,0.4,0.7000000000000001,0.2,0.5,0.6,0.1,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,-0.03785306922477234,-4.690319197652097,1.5111639534728218,1.8493641294929881,1.7043762370380497,1.644742131232211,1.7024236306189307
20,10,5,3,0.382453684509496,0.22385282367727322,0.597348476439493,0.43838931707435286,0.142388277670131,0.1445872039784069,0.35434198384151927,0.15014786028039287,0.09180236223646483,0.03311502948988876,0.9,0.7000000000000001,1.0,0.8,0.5,0.4,0.6,0.30000000000000004,0.2,0.1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.2042235195225815,-4.423918861256739,1.430142653757087,1.5939332424248709,1.550079008319056,1.5890697991298515,1.5097679691031618
21,10,5,3,0.1710895891484686,0.5993602695541316,0.41843444500917326,0.5577524066542879,0.4073962072477203,0.17643778409424235,0.0876861332443698,0.28887873459863056,0.04395685973320536,0.14992710648887644,0.6,1.0,0.8,0.9,0.7000000000000001,0.4,0.30000000000000004,0.5,0.1,0.2,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.02525300773581904,-5.01290982990445,1.412751312076731,1.3881515838091867,1.477822178680406,1.5694975822027255,1.4931805111977752
22,10,5,3,0.2512321065783212,0.394162777926893,0.21403031270318534,0.5253037061325229,0.19637103083769591,0.28658375655779544,0.20242698129898248,0.054667800157603086,0.032829454285441054,0.2575530021498477,0.8,0.9,0.7000000000000001,1.0,0.6,0.5,0.4,0.2,0.1,0.30000000000000004,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.7271572297865964,-4.405221911558741,1.8150459346108685,1.4485312268338901,1.660186712638801,1.5999230023660342,1.6094210297252174
23,10,5,3,0.5403301354090506,0.36620445602583956,0.30062209076237195,0.2229234653167308,0.13145090161526285,0.6075167585318519,0.09699512694842816,0.09582800248486914,0.3299208722369269,0.08355580976634981,1.0,0.8,0.7000000000000001,0.6,0.5,0.9,0.30000000000000004,0.2,0.4,0.1,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.09418253333511664,-4.503480315711023,1.3435497425302434,1.4741026612120305,1.336245947256997,1.3091096690064719,1.2059715784975538
24,10,5,3,0.27184343360249685,0.6744439514035969,0.7950725704209006,0.19699504804887824,0.3186518024937097,0.42414625438203285,0.6200958354911518,0.23074491226577032,0.14835975788441852,0.0527918439927354,0.8,0.9,1.0,0.4,0.5,0.6,0.7000000000000001,0.30000000000000004,0.2,0.1,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.2681883721609508,-5.016379927406374,1.061521538563763,0.842242766908233,1.1194215563168401,1.0124625967485759,1.2364142973648322
25,10,5,3,0.45688259527497616,0.3749270984115894,0.2050815928008039,0.38665400406776346,0.13409649945614344,0.7727306777458957,0.08364064276644112,0.0978573806089108,0.42645805807314496,0.04012343088883796,0.9,0.8,0.6,0.7000000000000001,0.4,1.0,0.30000000000000004,0.2,0.5,0.1,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.12832048228316925,-4.686364961819046,1.043237741516804,1.298336285411223,1.309325142066579,1.275681940180731,1.2601425270536162
26,10,5,3,0.28039995937368367,0.3165659923145334,0.548649477794159,0.29817292964507564,0.23156841404954262,0.15647610792139982,0.7797847268577894,0.5038284186406544,0.1790667562091266,0.0899339436580109,1.0,0.7000000000000001,0.8,0.5,0.4,0.30000000000000004,0.9,0.6,0.2,0.1,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,-0.12910802131763416,-4.653534417612982,1.6916417163437791,1.74691652176757,1.7562264757152701,1.609798749169153,1.431534380293334
27,10,5,3,0.15153630687272474,0.14643868845258012,0.40091842225349594,0.6518208329052237,0.6807712337380744,0.883886632151781,0.21771649227057036,0.03072559969818242,0.1405288426521279,0.35444983697331883,0.6,0.5,0.7000000000000001,0.9,0.8,1.0,0.30000000000000004,0.1,0.2,0.4,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.17843175909898285,-4.363746418641184,1.349712296264655,1.5399202806843437,1.4503680113021131,1.5315808776614612,1.4366520792876145
28,10,5,3,0.46863888393038966,0.409033813043922,0.17228566824690095,0.311040989493208,0.21682380879729157,0.21588326301129326,0.7187938332841018,0.12598320027416268,0.33297579822098505,0.0775192497278927,1.0,0.9,0.6,0.7000000000000001,0.5,0.30000000000000004,0.8,0.2,0.4,0.1,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,-0.0727943452507224,-4.881991310123385,1.2646849772158477,1.3801244962397263,1.1897148723341762,1.4335785147692413,1.3795516576765359
29,10,5,3,0.33769353949851266,0.32969366710374465,0.464738231635303,0.2875011239223253,0.18680794833585657,0.7869323492390922,0.33618492417984397,0.21252964736410915,0.13621138737631272,0.07751479599889421,0.9,0.7000000000000001,0.8,0.6,0.4,1.0,0.5,0.30000000000000004,0.2,0.1,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.06786499531875993,-4.500269933251437,1.4951108784725293,1.5124359948272628,1.3577468723352706,1.575358271959861,1.5583087761495
30,10,5,3,0.32952013096321187,0.1815716747089895,0.46876034721916815,0.1977191317120116,0.17033019708262961,0.11079394902966716,0.4604844455498411,0.6938345751045042,0.038613437070489025,0.1666293887105006,1.0,0.7000000000000001,0.9,0.5,0.4,0.30000000000000004,0.6,0.8,0.1,0.2,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.2753906700012268,-4.80908526380017,1.5870475253554537,1.410825277758517,1.5785348622768605,1.6110007125407302,1.429496806048264
