Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta2.P11,theta2.P12,theta2.P13,theta2.P14,theta2.P15,theta2.P16,theta2.P17,theta2.P18,theta2.P19,theta2.P20,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta3.P11,theta3.P12,theta3.P13,theta3.P14,theta3.P15,theta3.P16,theta3.P17,theta3.P18,theta3.P19,theta3.P20,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta4.P11,theta4.P12,theta4.P13,theta4.P14,theta4.P15,theta4.P16,theta4.P17,theta4.P18,theta4.P19,theta4.P20,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,theta5.P11,theta5.P12,theta5.P13,theta5.P14,theta5.P15,theta5.P16,theta5.P17,theta5.P18,theta5.P19,theta5.P20,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
10,20,5,3,0.39326666472204896,0.1952363427550869,0.33319596661857265,0.5076954222575499,0.665237062453677,0.338356522601856,0.2563544295895352,0.5857226308117192,0.21678492498382654,0.32700717146409725,0.056181136937642207,0.7258112086429913,0.7838216581170755,0.6244765751702329,0.1636035660374384,0.27216009574946637,0.052060396366738204,0.3850471348053499,0.10544884046484931,0.25561657815556393,1.0,0.5736842105263158,0.6684210526315789,0.8105263157894737,0.9526315789473684,0.6210526315789474,0.5263157894736842,0.7631578947368421,0.38421052631578945,0.4789473684210527,0.19473684210526315,0.8578947368421053,0.9052631578947369,0.7157894736842105,0.24210526315789474,0.33684210526315794,0.1,0.43157894736842106,0.1473684210526316,0.2894736842105263,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.7032728996558869,-4.822853079615854,2.015824976624944,1.7871110464447755,1.9701241183952933,1.8615178729436215,1.8243816403641482
11,20,5,3,0.3662865199414942,0.24673909720913367,0.2580897696288892,0.190556623265406,0.3958546665098015,0.29242326530373575,0.24632630394781307,0.5992296808248802,0.31408125669202874,0.19305244801898133,0.29069794233280744,0.2634268384946346,0.5578871452991236,0.13532592224488882,0.21574076703161515,0.8396057501353339,0.05079474965756148,0.11607990426268405,0.2159816486823158,0.07729585627899585,1.0,0.8578947368421053,0.7631578947368421,0.6684210526315789,0.8105263157894737,0.6210526315789474,0.5736842105263158,0.9052631578947369,0.5263157894736842,0.38421052631578945,0.4789473684210527,0.43157894736842106,0.7157894736842105,0.2894736842105263,0.33684210526315794,0.9526315789473684,0.1473684210526316,0.19473684210526315,0.24210526315789474,0.1,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,-0.3789918795147752,-4.812482826831184,1.7872522454727067,1.8081011487697862,1.8283581200108043,1.6610262746629827,1.7277210918797257
12,20,5,3,0.22629141552764964,0.32321829337492536,0.41117240096490704,0.331242157047017,0.21412272041411073,0.38268007995224657,0.7145552445491413,0.15157182327943897,0.34195441298836576,0.45902479532934876,0.3322093344523585,0.2724247550684183,0.20749851681565348,0.6494542409692082,0.1122922672783803,0.19236920360287524,0.3411891945803257,0.10760084006806497,0.2552966500608972,0.08311033478919244,0.8105263157894737,0.9052631578947369,0.9526315789473684,0.8578947368421053,0.5263157894736842,0.6684210526315789,1.0,0.43157894736842106,0.6210526315789474,0.7157894736842105,0.5736842105263158,0.4789473684210527,0.33684210526315794,0.7631578947368421,0.19473684210526315,0.24210526315789474,0.38421052631578945,0.1473684210526316,0.2894736842105263,0.1,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.38669101667131567,-4.496495327005348,1.4286961416202906,1.5069866175141058,1.4282646973305375,1.47719507389958,1.4532021394195493
13,20,5,3,0.2428641592414169,0.19855578201908075,0.3504577100207442,0.3635016208300808,0.26378471898451683,0.24866751906606416,0.6989092896143037,0.13971959564150288,0.3363712561008583,0.2845690254094713,0.33263014005304087,0.8616893132633978,0.10853034702033279,0.06856523236153067,0.7414361254715849,0.8045733828923199,0.051542395148813716,0.24385959338771107,0.29880623861006017,0.0703703745871426,0.7157894736842105,0.6684210526315789,0.8105263157894737,0.7631578947368421,0.6210526315789474,0.5263157894736842,0.9526315789473684,0.38421052631578945,0.5736842105263158,0.43157894736842106,0.4789473684210527,1.0,0.24210526315789474,0.19473684210526315,0.8578947368421053,0.9052631578947369,0.1473684210526316,0.2894736842105263,0.33684210526315794,0.1,0.5,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.9318584445969785,-5.2449192745453725,1.9247912495921864,1.7947181777681693,1.7629985962142236,1.665182711214811,1.9175215008974376
14,20,5,3,0.36033728121432007,0.22411260126689225,0.5472314645520906,0.4749721650195656,0.25416506541817213,0.3141452003028353,0.19963001055082796,0.11101839932097624,0.25571547154273894,0.36512388835662346,0.23103968845552242,0.26073397101027257,0.6197114360338117,0.22164836330185989,0.7493277838269007,0.13527408625158988,0.1320281178657295,0.09464034593429248,0.2458226586428685,0.0865810325777986,0.9526315789473684,0.8105263157894737,1.0,0.9052631578947369,0.6684210526315789,0.7157894736842105,0.5736842105263158,0.38421052631578945,0.5263157894736842,0.6210526315789474,0.4789473684210527,0.43157894736842106,0.7631578947368421,0.33684210526315794,0.8578947368421053,0.24210526315789474,0.19473684210526315,0.1473684210526316,0.2894736842105263,0.1,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0419340092184008,-4.657703017144795,1.236619730307057,1.4268958863711554,1.4493811919061674,1.3387928168704288,1.4246480037905158
15,20,5,3,0.3796103493894212,0.574840271553208,0.15650539651971263,0.2914879193561372,0.445234523387839,0.26549842293028286,0.44484875024324505,0.683736981392425,0.7639950674231298,0.20258101129253928,0.05015669429949432,0.10085552504754547,0.3010912725627331,0.20818625541140426,0.4205270930058746,0.20215782290635453,0.6759493912314243,0.41046428173405686,0.1242959039587539,0.07707370482234813,0.8578947368421053,1.0,0.5736842105263158,0.6684210526315789,0.8105263157894737,0.6210526315789474,0.7157894736842105,0.9052631578947369,0.9526315789473684,0.38421052631578945,0.19473684210526315,0.24210526315789474,0.43157894736842106,0.33684210526315794,0.5263157894736842,0.2894736842105263,0.7631578947368421,0.4789473684210527,0.1473684210526316,0.1,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.06326376439833328,-5.106415237819716,1.6074028697498053,1.5773148372141907,1.8950025623126958,1.5326601679168717,1.81871106435716
16,20,5,3,0.2734725246570663,0.23717136073081468,0.3216843771581146,0.22774609764921866,0.1826956266478787,0.287456002876545,0.2542082674448743,0.4712353310543158,0.12211024502106049,0.3181810656599873,0.747904766007539,0.08913990574156128,0.2692428641755294,0.3553836517298889,0.890806236988561,0.2894608475071045,0.15832894039270703,0.11857896074291924,0.17327441121871742,0.08390821393350455,0.9052631578947369,0.8105263157894737,0.8578947368421053,0.7157894736842105,0.6684210526315789,0.6210526315789474,0.5736842105263158,0.7631578947368421,0.33684210526315794,0.5263157894736842,0.9526315789473684,0.2894736842105263,0.43157894736842106,0.4789473684210527,1.0,0.38421052631578945,0.24210526315789474,0.1473684210526316,0.19473684210526315,0.1,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.3795840691570813,-4.1113660827881695,1.0086029193103205,1.2395775941267329,1.0385596169276472,0.8317926770049225,1.1383743477860784
17,20,5,3,0.2573770790313411,0.42813427642573304,0.39204440506759225,0.4993780354060212,0.74886800729096,0.18850348407690515,0.1623257950138966,0.09312939503147719,0.3428206019311267,0.07288000236809555,0.43957147921380485,0.5430338526782602,0.7818174338919296,0.08022858703391472,0.6138589374201676,0.5401808478451933,0.2571496459810228,0.40198837863891856,0.03435128374319979,0.1186525627911168,0.9526315789473684,0.8578947368421053,0.7631578947368421,0.8105263157894737,1.0,0.43157894736842106,0.38421052631578945,0.2894736842105263,0.5263157894736842,0.24210526315789474,0.5736842105263158,0.6684210526315789,0.9052631578947369,0.19473684210526315,0.7157894736842105,0.6210526315789474,0.33684210526315794,0.4789473684210527,0.1,0.1473684210526316,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.6757553704769136,-4.794562068613707,1.8220975938641233,1.6410068260230508,1.8063343176627162,1.9239869057811412,1.8063963264513652
18,20,5,3,0.3272676654002613,0.5431750429538769,0.18374747550450876,0.5660298595348503,0.260395287417896,0.36274892419253163,0.13396325069937265,0.49498435410562747,0.4742047282335762,0.8129348810311281,0.6345398943407788,0.2851209779638787,0.10735647642629476,0.35656040227290003,0.17098681819041292,0.6471745424034433,0.24304977028407018,0.11710482265944201,0.047394842274700436,0.13251953399419092,0.8578947368421053,0.9526315789473684,0.5263157894736842,0.9052631578947369,0.5736842105263158,0.6210526315789474,0.38421052631578945,0.7157894736842105,0.6684210526315789,1.0,0.8105263157894737,0.43157894736842106,0.24210526315789474,0.4789473684210527,0.2894736842105263,0.7631578947368421,0.33684210526315794,0.19473684210526315,0.1,0.1473684210526316,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.2333299218399511,-4.3244354275272565,1.134687342843816,1.3212458261932714,1.4560851365929142,1.2109813543731334,1.305024606484195
19,20,5,3,0.25466409910157173,0.2954409174666519,0.46603476918308284,0.4709268993538065,0.28840712945514524,0.4505104642961633,0.32758059698413466,0.19547400656117575,0.17120870707162117,0.2763030781630085,0.3367551719122598,0.0807574731188676,0.6001537986568045,0.5222820610731298,0.16279868188510954,0.30761704237350584,0.07423436693972277,0.26454511984169227,0.13060255993781897,0.0453200506477804,0.9052631578947369,0.8578947368421053,1.0,0.9526315789473684,0.7157894736842105,0.8105263157894737,0.6684210526315789,0.4789473684210527,0.43157894736842106,0.5263157894736842,0.5736842105263158,0.2894736842105263,0.7631578947368421,0.6210526315789474,0.24210526315789474,0.38421052631578945,0.1473684210526316,0.33684210526315794,0.19473684210526315,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.09290912793308925,-4.832766665756444,1.2442999048129755,1.250881876212382,1.3808429448373971,1.1965006290766058,1.274279538339826
20,20,5,3,0.37263321182934017,0.35473387762432274,0.5205415571914664,0.39993881674732207,0.2048701420697378,0.30328673663925537,0.6897859951837342,0.4542343082621991,0.4342336690664006,0.150201805254351,0.3549778276970289,0.30324372677974226,0.17846448261636846,0.11822021047179661,0.18211080797001883,0.571145272934562,0.06525258531741794,0.35327875898970834,0.046133312779085014,0.16990030437221368,0.9052631578947369,0.8578947368421053,0.9526315789473684,0.8105263157894737,0.5263157894736842,0.6210526315789474,1.0,0.7631578947368421,0.7157894736842105,0.38421052631578945,0.5736842105263158,0.4789473684210527,0.33684210526315794,0.24210526315789474,0.2894736842105263,0.6684210526315789,0.1473684210526316,0.43157894736842106,0.1,0.19473684210526315,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,-0.0011275695213560255,-4.4316172195138686,1.527498475105018,1.710510140075845,1.6827155311106337,1.8187392162964358,1.7058505347915227
21,20,5,3,0.21574307038598872,0.3681611902569949,0.2828416971267357,0.6448187985676899,0.29069563991986874,0.12780561746119812,0.753203014967617,0.11102085729418187,0.6058383514603084,0.4867026699275825,0.5817598324253255,0.07027621861408297,0.2698013291994587,0.557324527564133,0.13504888788161265,0.33146627737940126,0.48716480097525305,0.39678461719059444,0.034580168657521976,0.09797108571684052,0.8578947368421053,1.0,0.8105263157894737,0.9052631578947369,0.5263157894736842,0.33684210526315794,0.9526315789473684,0.2894736842105263,0.7631578947368421,0.6210526315789474,0.7157894736842105,0.19473684210526315,0.38421052631578945,0.6684210526315789,0.24210526315789474,0.43157894736842106,0.5736842105263158,0.4789473684210527,0.1,0.1473684210526316,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.7337320860937783,-4.5266772327011875,1.655985586557104,1.5756229684142469,1.7653844246928292,1.7888997677312897,1.7407143980554731
22,20,5,3,0.26023441260420166,0.4388549750600205,0.4271788668548009,0.24963721268845396,0.7189520579881932,0.4033741909081248,0.5960922171634172,0.12628555968930458,0.1936797082927615,0.30648827851742616,0.47401488466530556,0.1163664975131741,0.7861171249705713,0.4109676378708196,0.03880085738636588,0.20744830932289746,0.6372977092913776,0.36167876787384157,0.05101841023359909,0.14728813356167725,0.9526315789473684,0.8105263157894737,0.7631578947368421,0.5736842105263158,1.0,0.6684210526315789,0.8578947368421053,0.33684210526315794,0.38421052631578945,0.4789473684210527,0.6210526315789474,0.24210526315789474,0.9052631578947369,0.5263157894736842,0.1473684210526316,0.2894736842105263,0.7157894736842105,0.43157894736842106,0.1,0.19473684210526315,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,-0.08736726307586812,-5.513536923539622,2.075951970224289,1.823562090822067,1.9467811811945537,2.036951269171808,1.955221822081668
23,20,5,3,0.3045463105755769,0.21662203247984113,0.40786572176489877,0.5612128157718358,0.13211304044709438,0.7513838451816831,0.23150783250270981,0.7065497913869613,0.5043956878796476,0.36392596309771064,0.625095849785325,0.17457167649366723,0.13639574759101464,0.06317657415467998,0.2602185184677272,0.5082349669171979,0.17162127109540606,0.03492640441693308,0.46964892294755356,0.13185762241315366,0.8578947368421053,0.6684210526315789,0.7631578947368421,0.9052631578947369,0.43157894736842106,1.0,0.4789473684210527,0.9526315789473684,0.7157894736842105,0.5736842105263158,0.8105263157894737,0.33684210526315794,0.2894736842105263,0.19473684210526315,0.38421052631578945,0.6210526315789474,0.24210526315789474,0.1,0.5263157894736842,0.1473684210526316,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.14533112675809468,-4.2054903272720665,0.8728871412178321,1.03638292122325,1.0686419156824776,1.0498053682349138,1.0387094277702595
24,20,5,3,0.25049349301351886,0.36723851868119484,0.20838568712516065,0.383490998143956,0.3007564372230463,0.5545735968202212,0.626530459244383,0.29381392900026065,0.16131567415060286,0.2636876572407009,0.4536686924299861,0.09629418518402424,0.34241589115223975,0.2598898792824138,0.6407504053334219,0.44680428381687654,0.1015796779949162,0.2457143016996734,0.16619693876132316,0.08121619180855842,0.9052631578947369,0.8578947368421053,0.6684210526315789,0.8105263157894737,0.7157894736842105,0.9526315789473684,1.0,0.5736842105263158,0.33684210526315794,0.43157894736842106,0.6210526315789474,0.24210526315789474,0.4789473684210527,0.38421052631578945,0.7631578947368421,0.5263157894736842,0.1473684210526316,0.2894736842105263,0.19473684210526315,0.1,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.2809191256919058,-4.381160900054494,1.0276685434356023,1.0050378392294073,1.141057061101785,1.0365708368397746,1.0708939829427022
