Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta2.P11,theta2.P12,theta2.P13,theta2.P14,theta2.P15,theta2.P16,theta2.P17,theta2.P18,theta2.P19,theta2.P20,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta3.P11,theta3.P12,theta3.P13,theta3.P14,theta3.P15,theta3.P16,theta3.P17,theta3.P18,theta3.P19,theta3.P20,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
10,20,3,3,0.40200717189743795,0.4652834804649838,0.3631265501814663,0.45213812824926,0.2973620771332177,0.2066010483928689,0.6366831310299171,0.18076474560404687,0.14446951998257823,0.10057780673805095,0.46380939995614473,0.5669783914054295,0.3824392534092958,0.16294064898775087,0.658675041688254,0.5791292061109939,0.1772763858316971,0.09337346336662794,0.07389194948415519,0.17320714492984002,0.9526315789473684,1.0,0.8578947368421053,0.8105263157894737,0.5736842105263158,0.4789473684210527,0.9052631578947369,0.43157894736842106,0.38421052631578945,0.33684210526315794,0.6210526315789474,0.7157894736842105,0.5263157894736842,0.2894736842105263,0.7631578947368421,0.6684210526315789,0.24210526315789474,0.1473684210526316,0.1,0.19473684210526315,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.296087432174144,-4.933745959416527,1.7064697598913208,1.6238271740235133,1.675235919083289
11,20,3,3,0.23399310083471525,0.5331321167089583,0.12512186997701957,0.21439798791852877,0.6982371270781843,0.4772051395801745,0.4448760399418617,0.07552391489232393,0.2352299360715796,0.4492543771226819,0.834565547452382,0.40984610426068707,0.7480091321808244,0.13501587916816923,0.2957643541316565,0.7226914443500654,0.27733365808863253,0.04587856453677225,0.10824704743047771,0.1731515469631742,0.7631578947368421,0.9052631578947369,0.4789473684210527,0.5263157894736842,0.9526315789473684,0.7157894736842105,0.6684210526315789,0.2894736842105263,0.43157894736842106,0.6210526315789474,1.0,0.5736842105263158,0.8578947368421053,0.24210526315789474,0.38421052631578945,0.8105263157894737,0.33684210526315794,0.1,0.1473684210526316,0.19473684210526315,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.539740390390557,-4.8769982629697255,1.7730059656882908,1.8101683679160614,1.8289100157430778
12,20,3,3,0.2816226908264383,0.21604445800286504,0.17054183705910414,0.19375459566646708,0.4988158257368341,0.44608475831965894,0.6715906336582116,0.7213863501256015,0.3078928481822677,0.2192712538962578,0.8109379904241019,0.3900453495404546,0.10686308851470558,0.22173357543459124,0.6780570967545255,0.36020290640726327,0.23278026001581,0.10912592898826949,0.1610572401044047,0.07924907123764648,1.0,0.6684210526315789,0.6210526315789474,0.5736842105263158,0.8105263157894737,0.7157894736842105,0.8578947368421053,0.9052631578947369,0.4789473684210527,0.38421052631578945,0.9526315789473684,0.5263157894736842,0.24210526315789474,0.33684210526315794,0.7631578947368421,0.43157894736842106,0.2894736842105263,0.1473684210526316,0.19473684210526315,0.1,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.38443990762901975,-4.819026753989088,1.54509076897789,1.6468169521391236,1.6632215784093454
13,20,3,3,0.2666581410781481,0.31920559725009423,0.298071728656086,0.3361707906212156,0.17582632027408923,0.31302304120116786,0.512242081324955,0.4437178370454276,0.46956543971789216,0.2357344159695041,0.14447988718385976,0.232479437054179,0.1802203959578905,0.37455493884297997,0.0673158039998844,0.508091670307632,0.14655528070484244,0.21448908199224598,0.09666425167030905,0.07518317101542808,0.9526315789473684,1.0,0.9052631578947369,0.8105263157894737,0.5736842105263158,0.6684210526315789,0.8578947368421053,0.7631578947368421,0.7157894736842105,0.4789473684210527,0.38421052631578945,0.43157894736842106,0.33684210526315794,0.5263157894736842,0.19473684210526315,0.6210526315789474,0.24210526315789474,0.2894736842105263,0.1473684210526316,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5010206249488663,-5.0470001680121515,1.553924729765347,1.5569992963726516,1.7751880411224177
14,20,3,3,0.5143635708710885,0.407194648513234,0.5287527082243233,0.31016477303396034,0.16370511313154135,0.6486094359540593,0.1422796488812813,0.5417671677767404,0.5982739081882056,0.4343493857103026,0.3885288757874885,0.3765457245921638,0.34531306318831667,0.2080481703960486,0.5666885624130561,0.2012034542304441,0.12017356321186874,0.18500921762732514,0.092763240975928,0.08933487568282453,1.0,0.8578947368421053,0.9526315789473684,0.7157894736842105,0.43157894736842106,0.9052631578947369,0.38421052631578945,0.7631578947368421,0.8105263157894737,0.6210526315789474,0.5736842105263158,0.5263157894736842,0.4789473684210527,0.33684210526315794,0.6684210526315789,0.2894736842105263,0.19473684210526315,0.24210526315789474,0.1473684210526316,0.1,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.657535892822535,-4.658625935453896,1.7809605474725667,1.7001024150004673,1.7307141187983446
15,20,3,3,0.5137053296047999,0.42490557693738834,0.6841672354796726,0.7116232806592178,0.11164634148691666,0.31968843997300384,0.2407339491604344,0.7146962584676446,0.4955963925360973,0.12362704547392586,0.4553402830356751,0.7053185987362057,0.056296105189760914,0.10376593707017448,0.2994588728713823,0.6330671694018257,0.5391335623440767,0.4003699037503945,0.21553243874273817,0.034798875862922574,0.8578947368421053,0.7631578947368421,1.0,0.9526315789473684,0.33684210526315794,0.5263157894736842,0.43157894736842106,0.9052631578947369,0.6684210526315789,0.24210526315789474,0.5736842105263158,0.8105263157894737,0.1473684210526316,0.19473684210526315,0.38421052631578945,0.7157894736842105,0.6210526315789474,0.4789473684210527,0.2894736842105263,0.1,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.11828190612411066,-4.234382665829582,1.2835297590926547,1.1890113703291392,1.1934718195873693
16,20,3,3,0.2566435753755453,0.17942921240089493,0.2394553248467518,0.22261945260195354,0.42333425731441554,0.5172930414263426,0.6377216235744537,0.27501229481602435,0.36043286730126584,0.2860353961599741,0.30034961461817034,0.7871503365519444,0.22088058528668586,0.24703300667563904,0.1574960604342994,0.36841517462126266,0.23695882188597,0.05115350691630596,0.1630299727377168,0.13157381311926958,0.8105263157894737,0.7157894736842105,0.7631578947368421,0.6684210526315789,0.8578947368421053,0.9052631578947369,1.0,0.5736842105263158,0.6210526315789474,0.5263157894736842,0.4789473684210527,0.9526315789473684,0.38421052631578945,0.33684210526315794,0.24210526315789474,0.43157894736842106,0.2894736842105263,0.1,0.19473684210526315,0.1473684210526316,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.7715368337076192,-5.164705478072281,1.8598904900523139,1.7447470502503062,1.6371664383374118
17,20,3,3,0.29713999760719545,0.4396560028471894,0.39560556711513545,0.3175741128882192,0.2562889994946503,0.4476269803545426,0.10752063568048748,0.26005470356315435,0.7551472091591431,0.4490728079966115,0.15131088227104644,0.0735383471304189,0.4531489515239862,0.7061346081562324,0.15769964200348974,0.3450241377591893,0.42361590956020906,0.05798789411769783,0.1651275399004794,0.12156369907214527,0.9052631578947369,0.9526315789473684,0.8105263157894737,0.7157894736842105,0.5736842105263158,0.7631578947368421,0.38421052631578945,0.5263157894736842,1.0,0.6684210526315789,0.33684210526315794,0.24210526315789474,0.6210526315789474,0.8578947368421053,0.2894736842105263,0.43157894736842106,0.4789473684210527,0.1,0.19473684210526315,0.1473684210526316,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.3209891415303199,-4.063049714271591,1.0933284630351152,0.9766717220817325,1.0309491524627301
18,20,3,3,0.2123175143500894,0.2114071559611761,0.46618453082350775,0.4594875285245861,0.4438052715920806,0.6558077417411646,0.2957002329220041,0.3941657085434534,0.3574422078907123,0.15498732206247035,0.29777933559888947,0.11823274889571334,0.12790831705065242,0.3672078819721571,0.47347006275224485,0.29014274079051655,0.0783486723437594,0.03463373661779082,0.1784108479332771,0.14476376283325373,0.8105263157894737,0.7631578947368421,0.9526315789473684,0.9052631578947369,0.8578947368421053,1.0,0.6210526315789474,0.7157894736842105,0.6684210526315789,0.43157894736842106,0.5263157894736842,0.33684210526315794,0.2894736842105263,0.4789473684210527,0.5736842105263158,0.38421052631578945,0.1473684210526316,0.1,0.24210526315789474,0.19473684210526315,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.04048034605523381,-5.301845655942167,1.9356112477888703,2.0720196787039273,2.1339672856411203
19,20,3,3,0.24454162505899724,0.24333897486556455,0.5107564447020624,0.44615971089098483,0.39915262548146524,0.1278956215405599,0.24880198042846158,0.37464212601992014,0.7122657393143546,0.6412662401943033,0.11745979320984548,0.21611058548808304,0.31486228122931575,0.08777900641000227,0.43877768490562663,0.07192655751405867,0.156123855620358,0.32765743868420727,0.04444870527271027,0.10494014732794935,0.7631578947368421,0.7157894736842105,0.9526315789473684,0.8578947368421053,0.8105263157894737,0.4789473684210527,0.5736842105263158,0.6684210526315789,1.0,0.9052631578947369,0.33684210526315794,0.43157894736842106,0.5263157894736842,0.2894736842105263,0.6210526315789474,0.19473684210526315,0.24210526315789474,0.38421052631578945,0.1,0.1473684210526316,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6411829304366674,-4.412577434436185,1.1712163256450572,1.1919391428789188,1.364577561307063
20,20,3,3,0.2888412322083803,0.4905646254239322,0.3866981722790078,0.20466189229925097,0.554357812957198,0.4940012414500065,0.11756473934387818,0.2937972517660997,0.48083519494699306,0.7401261029960623,0.26819368634657553,0.571890607820766,0.1574949440231395,0.48909428774619357,0.07317128209145665,0.22415373995520443,0.058712861224645266,0.40164462296338205,0.0416775776904698,0.2066034706049491,0.9526315789473684,1.0,0.8105263157894737,0.5736842105263158,0.8578947368421053,0.7631578947368421,0.38421052631578945,0.5263157894736842,0.6684210526315789,0.9052631578947369,0.43157894736842106,0.7157894736842105,0.2894736842105263,0.6210526315789474,0.19473684210526315,0.33684210526315794,0.1473684210526316,0.4789473684210527,0.1,0.24210526315789474,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.314394815837476,-4.624060772276619,1.8990228984410575,1.7812939650957211,1.9887877472240456
21,20,3,3,0.26051639359433776,0.4521630077495814,0.2220294142093895,0.5726506491439872,0.2779867593868609,0.47192250375932043,0.3070531947667358,0.18331665791542484,0.14399660908841055,0.3023695496871907,0.5941034250801132,0.16807032809340572,0.7411016818063222,0.5283651115195717,0.1624730139163827,0.11793069171867172,0.36693499984077804,0.07532930498780635,0.048942270279609804,0.16142668693861986,0.8578947368421053,1.0,0.7157894736842105,0.9526315789473684,0.6210526315789474,0.7631578947368421,0.5736842105263158,0.43157894736842106,0.38421052631578945,0.5263157894736842,0.8105263157894737,0.33684210526315794,0.9052631578947369,0.6684210526315789,0.2894736842105263,0.24210526315789474,0.4789473684210527,0.1473684210526316,0.1,0.19473684210526315,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.7486230854889462,-4.44590709252745,1.359928026671176,1.467138073129343,1.4719458685791653
22,20,3,3,0.25680809245691116,0.4571571871956237,0.5756892331881347,0.48378789539770956,0.23052362886406796,0.6073499676291775,0.47565576777005003,0.10612919235123824,0.44613472920572045,0.7412482679929068,0.42049541171671506,0.23484260755692374,0.2045504743368054,0.11179758039068247,0.4137251404743155,0.052456740808078745,0.16140781771740786,0.41533621682002153,0.04772952122209682,0.11425722189498345,0.7631578947368421,0.9052631578947369,1.0,0.8105263157894737,0.5263157894736842,0.8578947368421053,0.7157894736842105,0.33684210526315794,0.6684210526315789,0.9526315789473684,0.6210526315789474,0.43157894736842106,0.38421052631578945,0.2894736842105263,0.5736842105263158,0.19473684210526315,0.24210526315789474,0.4789473684210527,0.1,0.1473684210526316,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.37169293669278725,-5.184467117555845,1.8482403805356642,1.992851336172675,1.8830189367392909
23,20,3,3,0.21282799816039477,0.3529978622309877,0.6799178133895071,0.2212046401518638,0.6507447082152377,0.6462165184617222,0.42021510452580213,0.3731725966699942,0.2452577134378506,0.3490519356905356,0.24782720862931493,0.20806848082865934,0.6120625696513365,0.11113619911638961,0.08614272577008518,0.19247484596832223,0.6355081379622907,0.27472331223494634,0.0872352940368249,0.07109008344056851,0.8105263157894737,0.8578947368421053,1.0,0.5263157894736842,0.9526315789473684,0.9052631578947369,0.6684210526315789,0.6210526315789474,0.4789473684210527,0.5736842105263158,0.43157894736842106,0.38421052631578945,0.7631578947368421,0.24210526315789474,0.19473684210526315,0.2894736842105263,0.7157894736842105,0.33684210526315794,0.1473684210526316,0.1,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.4346979006276677,-4.0177553170127815,1.080278469640109,1.0727957660661693,0.9992544201436646
24,20,3,3,0.32636849830530296,0.31473864683115044,0.25179901779055486,0.5147894415405065,0.1938150779878277,0.5747674384633674,0.4195613035281228,0.14770344220282533,0.6983534022229599,0.22746173683328513,0.8774383952524197,0.46381204678817445,0.571403009841963,0.14857794955628695,0.11108835238445929,0.21398106660139385,0.07486991746663574,0.268958156950945,0.3310734767467914,0.07728715819947826,0.8105263157894737,0.7631578947368421,0.6210526315789474,0.8578947368421053,0.5263157894736842,0.9052631578947369,0.7157894736842105,0.43157894736842106,0.9526315789473684,0.4789473684210527,1.0,0.5736842105263158,0.6684210526315789,0.24210526315789474,0.19473684210526315,0.2894736842105263,0.1473684210526316,0.33684210526315794,0.38421052631578945,0.1,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.22173613757968247,-4.179880891869754,1.5206707628565572,1.3925868491303168,1.3476223891600518
25,20,3,3,0.4236121967226927,0.296739125337825,0.2429043562888562,0.3968521465348576,0.16640079806703273,0.5058555074420843,0.6137584509861872,0.18374221167497753,0.5772045154089293,0.39139773673072364,0.3116412221810515,0.5238524796401984,0.09929358903181854,0.1484693101796729,0.06971317367594515,0.2622538605789671,0.4527497827449436,0.03203980352007299,0.300293424051204,0.1212468314093886,1.0,0.8105263157894737,0.7157894736842105,0.8578947368421053,0.6210526315789474,0.9052631578947369,0.9526315789473684,0.43157894736842106,0.7631578947368421,0.5736842105263158,0.4789473684210527,0.6684210526315789,0.24210526315789474,0.2894736842105263,0.19473684210526315,0.38421052631578945,0.5263157894736842,0.1,0.33684210526315794,0.1473684210526316,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.23265174528971436,-5.0788154658077325,1.946174879845179,1.9352826970823283,1.73165134299639
26,20,3,3,0.2299549571327384,0.4029161035819583,0.5033127475307777,0.2313404051712757,0.3521138547300894,0.1783586514217258,0.134589410351329,0.6728735701338059,0.2943494417064573,0.2767036576793422,0.5786420142502402,0.11475353186952408,0.4954680687654267,0.6813087489764716,0.12168283277372674,0.598937347823896,0.05319349500414154,0.27146978981514547,0.13350870116293861,0.04445708597599818,0.8578947368421053,0.9526315789473684,1.0,0.5736842105263158,0.6210526315789474,0.43157894736842106,0.38421052631578945,0.9052631578947369,0.5263157894736842,0.4789473684210527,0.7631578947368421,0.2894736842105263,0.6684210526315789,0.8105263157894737,0.24210526315789474,0.7157894736842105,0.1473684210526316,0.33684210526315794,0.19473684210526315,0.1,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.2966433446321478,-4.184669791684946,1.245682760439463,1.1028299545509295,1.105124646535969
27,20,3,3,0.2579857695294612,0.2543986881194248,0.2219864884879138,0.16963932007989596,0.36586374906512686,0.58345076171302,0.21176911809860113,0.34369256911172735,0.40035166888850404,0.32495297062834655,0.7715658635541832,0.7307295498240369,0.8342167523637466,0.1846720346464366,0.26443750539326505,0.07903359055503284,0.31729758827213456,0.06306749768656342,0.20549818645739612,0.1593457671327932,1.0,0.7631578947368421,0.7157894736842105,0.6210526315789474,0.6684210526315789,0.8105263157894737,0.43157894736842106,0.5263157894736842,0.5736842105263158,0.4789473684210527,0.9052631578947369,0.8578947368421053,0.9526315789473684,0.2894736842105263,0.33684210526315794,0.1473684210526316,0.38421052631578945,0.1,0.24210526315789474,0.19473684210526315,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5396308113758315,-5.311364370574922,1.5605380083330405,1.6722682729926406,1.5879481404523894
28,20,3,3,0.2631438312697788,0.2878772784493594,0.20944876106438792,0.36388278700171595,0.43252920171359677,0.2958066737916343,0.45516667220055423,0.17198553808856476,0.22463814695666953,0.38459971104733454,0.5872633188484071,0.17222439364438635,0.7031448825195447,0.3412433193676395,0.11241059160990365,0.40033828351162865,0.5507534808879937,0.04377646111422641,0.0995374082753245,0.19461630697371807,1.0,0.8578947368421053,0.7631578947368421,0.9052631578947369,0.9526315789473684,0.5736842105263158,0.6684210526315789,0.33684210526315794,0.38421052631578945,0.5263157894736842,0.7157894736842105,0.2894736842105263,0.8105263157894737,0.43157894736842106,0.19473684210526315,0.4789473684210527,0.6210526315789474,0.1,0.1473684210526316,0.24210526315789474,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.46412078769843157,-5.363901523270552,1.9778055936755063,1.91189615832658,1.9452068534601572
29,20,3,3,0.4468447513911944,0.3461624026836122,0.4552854033544271,0.17821137087246902,0.36034284194782334,0.14732628040280615,0.5450684136499271,0.5047653763964474,0.7179576558055433,0.26197485321089947,0.3257421137033392,0.10864424201981865,0.06917177564200783,0.46537397704029004,0.2403725293209203,0.5361630877253902,0.04075329023928578,0.24008358404647528,0.03833819026874983,0.15709912901617146,1.0,0.8578947368421053,0.9052631578947369,0.5736842105263158,0.7157894736842105,0.43157894736842106,0.8105263157894737,0.7631578947368421,0.9526315789473684,0.4789473684210527,0.5263157894736842,0.2894736842105263,0.24210526315789474,0.6210526315789474,0.38421052631578945,0.6684210526315789,0.1473684210526316,0.33684210526315794,0.1,0.19473684210526315,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.3287368875944882,-4.097834557145063,1.3385802537025746,1.4651439341673111,1.223239977843843
