Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
12,5,5,3,0.3802932204554379,0.30975842230787926,0.21953204615554678,0.027617849775784326,0.28384787971141806,1.0,0.775,0.55,0.1,0.325,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.4838383749415354,-4.98963547004668,1.665939867094597,1.4894276107502264,1.436450848634174,1.3616054633588899,1.712847278428015
13,5,5,3,0.32173012406261636,0.6411851986367236,0.3376706377786845,0.2683798500991688,0.06656052783160904,0.775,1.0,0.55,0.325,0.1,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.031371604788925894,-5.2464226692106966,1.7279561282477691,1.8513376516362081,1.7532108877910557,1.6039330355142143,1.6812499948815176
14,5,5,3,0.49037731137332163,0.19013726657048602,0.20454825764702148,0.6774366067634021,0.031994208070501906,1.0,0.55,0.325,0.775,0.1,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.18896201763629875,-5.612124131502496,1.8546494061306964,1.6010153649717962,1.9365934007640888,1.7685654064239726,1.7451312840092412
15,5,5,3,0.22613591677334643,0.5517506692420913,0.02521960997128811,0.26045312772287416,0.4911214790440707,0.775,1.0,0.1,0.325,0.55,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,-0.4371750997960334,-5.153586060018145,1.4605364318408942,1.4231809873141343,1.6026753604147754,1.5801708141169049,1.5162910926825255
16,5,5,3,0.3127097569013284,0.32096198125748787,0.567082269100682,0.12544685489829024,0.03478280758315681,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,-0.1381241158097452,-4.363123019181003,1.5119742417504132,0.969314973804475,1.3221012774187242,1.2298531143779636,1.431672338831674
17,5,5,3,0.6445604227425302,0.5343336348708969,0.40227528426604425,0.2539331208742807,0.08480868015594457,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.5,-0.2464491955287717,-5.130114098584688,1.8886460048234883,1.7563449896231937,1.6708731945238386,1.6832707813541414,1.4863607845748374
18,5,5,3,0.5180471576558373,0.09648431022656284,0.6419374002648951,0.4774066152065537,0.08025696203852117,1.0,0.325,0.775,0.55,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.08100126548875919,-4.001778561839628,1.4005778212369386,1.3565962219764207,1.4009455355255391,1.2877948168619167,1.2186386885090177
19,5,5,3,0.15336380390807952,0.49945688493594087,0.7578170275012802,0.18007726240104993,0.06525917193425589,0.55,0.775,1.0,0.325,0.1,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0729579874293625,-4.919258639713721,1.6496642776645585,1.4035671733225676,1.265206680779482,1.5462714833171698,1.3930540400187599
20,5,5,3,0.7335881215772697,0.5646675864638073,0.1960292437419094,0.47426431135450725,0.07491279979617964,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.018604336038495935,-4.69247212323004,1.060600211844061,0.9247469866172043,1.1380273720260359,1.2251298212767767,0.9438573548903919
21,5,5,3,0.3933214840201126,0.8866077242370649,0.681356426053609,0.2855265797809713,0.08831511581136578,0.55,1.0,0.775,0.325,0.1,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.4448692154512543,-3.7304250686405322,1.274163572735972,1.291407196839117,1.2678309630044082,1.386187460063932,1.4721762314888902
22,5,5,3,0.4757952284490865,0.4108432953660616,0.320520792823983,0.22087207246145824,0.06256419228424237,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.13427663883141044,-5.100082946035303,1.6039807455627448,1.4576076507124234,1.4790089414002945,1.4308504479929678,1.264072647228188
23,5,5,3,0.27257399476213573,0.37085393253669324,0.24545901918501267,0.2565995208558786,0.07908392269125152,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.05348070158025417,-5.007223984838198,1.3785847653092884,1.483510692012454,1.4241397758948766,1.4822949799943614,1.5327922950986923
24,5,5,3,0.779733414060517,0.10814344349870805,0.5946471340559248,0.47120732203198346,0.07122096884256306,1.0,0.325,0.775,0.55,0.1,0.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.30902717947586067,-5.228921366748708,1.5197552550189575,1.516713140792175,1.6824575826475983,1.7215304321803615,1.8308111462474197
25,5,5,3,0.235075066601091,0.2784551613120065,0.098280502293,0.8059501794719597,0.08743479602973947,0.775,0.55,0.325,1.0,0.1,0.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.33411590894640325,-4.429082132179999,1.4614532764261898,1.4099963897108745,1.2138657888608109,1.7306714579673144,1.3341086026086235
26,5,5,3,0.3445687055596176,0.16208736972257465,0.49845854176210136,0.2313711897515383,0.032915154477638056,1.0,0.55,0.775,0.325,0.1,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.13666618733765706,-4.7161911605908635,0.9353873063724562,1.0043842326383148,1.023703464521211,0.9989543353850645,0.8486722039365269
27,5,5,3,0.31346929381322863,0.7069610049468458,0.29303266076490087,0.23037823883049544,0.08447420913297247,0.775,1.0,0.55,0.325,0.1,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.1473612630423797,-4.552722293439205,0.9825440836533536,1.2065562746505,1.0523044367513705,1.113010455344732,0.9843208746807505
28,5,5,3,0.34523124383342185,0.21046344734325706,0.531998776472321,0.22597101911455908,0.036995618761693494,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,-0.2761918567940452,-4.70819952679706,1.479715306004524,1.8478912465082522,1.633489413470371,1.780610782027551,1.6492680544379357
29,5,5,3,0.33009926521394983,0.49607922687974465,0.21996260904468604,0.44859373806899,0.08952446711866967,1.0,0.775,0.325,0.55,0.1,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5232454328165884,-4.8287513111931375,1.10679889902257,1.2819755667979102,1.1336227681373716,1.2521951824098716,1.3468561183878376
30,5,5,3,0.22717932838770027,0.7750822198484405,0.12708360206228433,0.38425010554467626,0.04536385355246868,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,-0.0020341042801791834,-4.488905543628085,1.6500278946769893,1.5910498509116329,1.7349025946670011,1.4137990916086671,1.4989352700852598
31,5,5,3,0.30751032097806513,0.7522814175938072,0.08598321226663472,0.4159600435896849,0.0825234628993165,0.775,1.0,0.325,0.55,0.1,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.10191129879278414,-3.8158854391026242,0.9926983158264315,1.03231888154739,0.9782557368836446,1.1360477015652304,1.1493515407484811
32,5,5,3,0.39513427450114347,0.6272052506301722,0.2906404997793265,0.22814614963789545,0.08527138192099837,0.775,1.0,0.55,0.325,0.1,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.10282955427027139,-3.700771277392113,1.4630115686068514,1.2228703278520925,1.5724406941960793,1.2000166120700417,1.1781815392504555
33,5,5,3,0.5172306813107295,0.8000344396612971,0.40026119764058743,0.18290144853266582,0.08704480966897934,0.775,1.0,0.55,0.325,0.1,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.2828830254064663,-4.782846879191089,1.538071409621857,1.7365430197745797,1.5689440741426874,1.3962638464831976,1.4979333607231147
34,5,5,3,0.40868770043428815,0.5282947347147431,0.40880544813576836,0.21152773951921774,0.031049333130775028,1.0,0.775,0.55,0.325,0.1,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,-0.2989006647227255,-4.23062023067758,1.4501363837914332,1.423562110870709,1.2141394718580851,1.3945426639150686,1.3722265139423504
35,5,5,3,0.2432176011506112,0.6931394992665112,0.32629048886348266,0.11062445092272899,0.05408870956059525,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.06518721072881441,-5.048530433351914,1.0090208665677924,1.0562872404825023,0.814249687169681,0.9512231344029589,0.9941874836787795
36,5,5,3,0.3601932725924377,0.2087867302812993,0.7511109876789149,0.2508611627451984,0.061957548174511046,0.775,0.55,1.0,0.325,0.1,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.11842565080960889,-4.338915224137672,1.498889014056015,1.4317478975495677,1.624148509345433,1.6105053056286711,1.428068798484811
37,5,5,3,0.3123755942114532,0.22506702019238345,0.1213028820115451,0.5834371301258987,0.058932437673050744,1.0,0.55,0.325,0.775,0.1,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.138456793063031,-4.951367984474703,1.9715884316563748,1.7787668390093068,1.8078214790665001,1.6915409005921906,1.581198234363558
38,5,5,3,0.41224826159402145,0.8593820573532426,0.18883785004594725,0.4393013724823426,0.07520216370682604,0.775,1.0,0.325,0.55,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.15443229912151224,-4.720052339249054,1.3549828287139927,1.1979325800000968,1.2305061247645541,1.2300228797564325,1.2140371058938024
39,5,5,3,0.28564974799245,0.3181391720599267,0.6917653968531468,0.03715235429410682,0.2625025296344223,1.0,0.55,0.775,0.1,0.325,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-0.16420021684979969,-4.944682765491058,1.5213543658111297,1.2807573619782842,1.5665515247805242,1.404339698082713,1.352349658651558
40,5,5,3,0.3511844813619187,0.383593762961358,0.6779846742998762,0.24236380838907293,0.045468659273703,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1.0,-0.13145707829299821,-4.343767603395299,1.529725261809869,1.673693832028288,1.3712025610298495,1.40305603245717,1.739826110874234
41,5,5,3,0.33076948561574504,0.228216493137131,0.5665147096490265,0.2522676589282972,0.0643882188503301,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,-0.11426774897534342,-4.941695813591752,1.407857022761149,1.3532340359782318,1.1895914774439984,1.595964447651464,1.4076798916638316
42,5,5,3,0.42037454468283153,0.28213856120388786,0.24894010482670792,0.2700132135803976,0.08374146683714145,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.09445041653153828,-4.0279102195249,0.9429421369548336,1.0902111461237447,1.1183475588698304,1.0689814681843381,1.1323265606568418
43,5,5,3,0.385739944473294,0.7275169699295694,0.29578650487355146,0.256751619487028,0.06834571497043639,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,-0.19018272824874383,-5.240927331807132,1.857043789517621,1.6776155960878152,2.083093267902488,1.7421735678221748,1.697836728197256
44,5,5,3,0.26204796063501956,0.572404075404497,0.2261295620753495,0.29057300106278844,0.08118909149428287,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.02546036234846269,-4.878666797255896,1.2211751119247056,1.241373446524552,1.2913436966017353,1.0338826902280458,1.1031696438768868
45,5,5,3,0.26054602071516697,0.75239596553093,0.2267357472926677,0.4900985316414748,0.0661407028519093,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.11175884948778209,-4.61059222616824,0.9682373713674335,1.013406752515866,0.8345325153952644,0.8637085188960046,0.9150286582273324
46,5,5,3,0.40803966148408843,0.28874508206144545,0.10336039477273584,0.587198369362278,0.07423201105006257,1.0,0.55,0.325,0.775,0.1,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,-0.2041105254187035,-4.635443154432413,1.6228649552848409,1.5830341079876526,1.6016136580143074,1.6860329377073178,1.5996893946039765
47,5,5,3,0.4189117125851609,0.28198495235549975,0.18425085434597893,0.2266666496172452,0.028023365828526714,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.0783806379360816,-4.996798220417623,1.89899292905789,1.83534364421921,1.6243404978463831,1.6478269363734865,1.8536182852713268
48,5,5,3,0.4130081116247498,0.19914052001782379,0.5601247112677227,0.17397584892587797,0.07662259626063637,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.17897580087903162,-4.111946877384903,1.121104287344114,1.4072101479000068,1.1597811874464246,1.5382256581070874,1.3904374356115177
49,5,5,3,0.4085093843439781,0.3729323343730166,0.3017154767434066,0.08274513491228333,0.06714379039019734,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.20647164126134782,-4.611571323093897,1.2559530199927862,1.0338319288297615,1.27253732948414,1.22177860444724,1.1869620601466293
50,5,5,3,0.29447985379034336,0.2515237996096802,0.4159939524122295,0.23608292322901567,0.06969086760402608,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.4487207523648249,-4.709420667143493,1.2140281498197083,1.041957691735672,1.1007642081930236,1.5377168587781,1.3733552068605395
51,5,5,3,0.3355459540985977,0.22065739098566822,0.7787374412544795,0.2259687321502485,0.05702597631057406,0.775,0.55,1.0,0.325,0.1,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.2547199002704442,-4.164560600012585,0.9843900876172066,0.8438731052088427,0.8797836244784469,0.8609969863570286,0.9761253206711673
52,5,5,3,0.23969325706664824,0.5958719657468527,0.23383162830077386,0.2642922762877115,0.07323441860150197,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0286100473573164,-5.031353155138842,1.0641940186651924,1.199018461952467,1.1940652877425486,1.2784324762217596,1.1568634860179834
53,5,5,3,0.8397326506656677,0.3911265835922372,0.6356544283662029,0.21724225382284218,0.08021017098690304,1.0,0.55,0.775,0.325,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.1756753924239616,-3.8827028760819022,1.1203388978277697,1.263934032635893,1.0961326895693915,1.0786720237640888,1.085832022778194
54,5,5,3,0.37285313843689294,0.1684453396677824,0.557583999559742,0.14328251272518588,0.02500636324118584,1.0,0.55,0.775,0.325,0.1,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,-0.7398758411547338,-4.5399562086478715,2.1462730338628075,1.9039720162391736,1.9713858634814236,1.8357379132151577,1.7771111133657496
55,5,5,3,0.3458910103091376,0.33745302734252625,0.33801576240598097,0.16534661471548645,0.048101625233161506,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,-0.137985550257958,-4.584190224255511,1.4893056943143348,1.299565816010426,1.5690773145299906,1.5594682359879246,1.4085555095647757
56,5,5,3,0.17091363658699232,0.6388545160178212,0.1225689646344057,0.6931361432227973,0.044755873677889565,0.55,1.0,0.325,0.775,0.1,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,-0.0658605344538734,-4.897682781784282,1.6915540431971288,1.6817702805475447,1.8696194932356727,1.5859579999261608,1.7242488893467633
