Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
10,10,5,3,0.33059923918321965,0.3988931064692688,0.3472394428070771,0.27538097870631395,0.49074444243573645,0.2576646555385921,0.16530729843900333,0.5190966996895384,0.05341809151528146,0.15963368827369112,1.0,0.9,0.8,0.5,0.7000000000000001,0.4,0.30000000000000004,0.6,0.1,0.2,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.2543827854256178,0.4457157456684473,0.2089495307033936,0.41050602364902594,0.26724869642147775,0.34896822131941163,0.48627765973568565,0.3484203560651545,0.47889248850909377,0.2562332380113665,2.2136131139435653,2.9974144752636405,2.813829185865309,3.779655650590489,3.09992869350602,2.674826837354308,2.0392605627983746,2.8158268033226843,2.530470555928062,2.06286901903336,1.0372823443774637,1.0372823443774637,1.0372823443774637,1.0372823443774637,1.0372823443774637,1.0372823443774637,1,1,1,1,1,1
11,10,5,3,0.47759928690311165,0.23379120643446505,0.3687804871864176,0.10795203118316471,0.20980904997902006,0.7234616729571776,0.595863099090332,0.05055288547136183,0.25915795197552,0.16544150261780388,0.9,0.6,0.7000000000000001,0.4,0.5,1.0,0.8,0.1,0.30000000000000004,0.2,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.3494956408454587,0.2614636398569632,0.33465855697096747,0.2063698911842337,0.22739077880140374,0.2903153908457236,0.34610616007849954,0.35892194135763034,0.46694208349263894,0.30294666152605054,2.3038591066796217,3.3786047391940124,4.423403498023484,3.885965971579131,2.746308230038041,2.535682061045411,2.556331753079033,2.0404547509084643,3.5077251668729548,3.9653653933449533,1.5192605396264138,1.5192605396264138,1.5192605396264138,1.5192605396264138,1.5192605396264138,1.5192605396264138,1,1,1,1,1,1
12,10,5,3,0.644277986675506,0.16953504480916948,0.4001757727332975,0.11014898345159052,0.6471682204666859,0.38068484019312354,0.6188163570545027,0.24823367875862476,0.16395890476850972,0.08687074994774181,1.0,0.5,0.7000000000000001,0.4,0.9,0.6,0.8,0.30000000000000004,0.2,0.1,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.4967833598708268,0.3274727372348277,0.32743827303329376,0.37298954350883334,0.27147663606882405,0.49194432330922616,0.35427750273691244,0.26377433957759255,0.4789240047753394,0.45722965319588826,3.124551301873607,2.2745665674764197,4.452891966956293,2.2186647406017164,2.521581402815213,4.165926684592825,4.102732423466846,2.379760670448046,4.858961825930985,3.7969754878682638,1.853164196434982,1.853164196434982,1.853164196434982,1.853164196434982,1.853164196434982,1.853164196434982,1,1,1,1,1,1
13,10,5,3,0.340965820841745,0.3118275062786168,0.4177775810350235,0.2005937459310012,0.5446365636340135,0.06407954494880952,0.40441214925501706,0.2158143367100296,0.5264680582206002,0.06185000627382582,1.0,0.9,0.8,0.4,0.7000000000000001,0.2,0.5,0.30000000000000004,0.6,0.1,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.2732485357073481,0.2600628182793312,0.3062578599230171,0.20295838884156342,0.2902281314430768,0.4007456738004954,0.3252585780653881,0.36518591562106606,0.36922041448148046,0.2915586700725664,2.903898739551126,2.1633467930925776,4.657151966048299,3.929679328420935,2.796517874100108,2.4824361181787573,2.4693642413643535,4.003236086040805,3.803826365617886,3.8730593589118376,1.4863904448922654,1.4863904448922654,1.4863904448922654,1.4863904448922654,1.4863904448922654,1.4863904448922654,1,1,1,1,1,1
14,10,5,3,0.5117387682836076,0.3395832554094147,0.18933176056939371,0.2283351089597117,0.6859135766714468,0.1278780161386218,0.5508247804317659,0.05510602680243648,0.3442087979370281,0.08716958443758932,1.0,0.8,0.6,0.5,0.9,0.30000000000000004,0.7000000000000001,0.2,0.4,0.1,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.22148488448798376,0.3171349296288819,0.32129112215503075,0.4315297816339087,0.41521447936317346,0.43737336823041995,0.418317274470412,0.3010775133103719,0.34233715469862513,0.29493940115428097,2.645941866216837,4.458307239380524,4.869980196042302,4.6938653315361965,2.275727792803531,3.29375392422196,3.046213691034661,3.5600722289670688,2.322580436207655,2.8437375152936575,1.3635792036669385,1.3635792036669385,1.3635792036669385,1.3635792036669385,1.3635792036669385,1.3635792036669385,1,1,1,1,1,1
15,10,5,3,0.3451609962764767,0.24712470050651003,0.21841583841581236,0.6611431453653609,0.1859112854703141,0.1783925826980991,0.46564222681371925,0.08868148585123325,0.23845984937491352,0.07758347408667644,0.9,0.8,0.7000000000000001,1.0,0.5,0.4,0.6,0.2,0.30000000000000004,0.1,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.3166487798902163,0.36462576629467225,0.4460917478102879,0.34739356839470914,0.3631432540965857,0.3705471122958425,0.48420048956466616,0.2991968476271003,0.3657384066047513,0.2376648880144887,4.9836876044189395,2.697682629876701,4.418064748736125,4.756794530827534,4.48051014859896,3.981616446950708,2.756217571658187,4.934919121951928,3.0281205553251027,4.000492583629917,1.2556304240496645,1.2556304240496645,1.2556304240496645,1.2556304240496645,1.2556304240496645,1.2556304240496645,1,1,1,1,1,1
16,10,5,3,0.2488830355016317,0.6486495432752126,0.305688602995277,0.6073028216407514,0.18914092114339354,0.5075238151338639,0.1423940850673797,0.3841894201393627,0.09989469966074148,0.046761650675899324,0.8,1.0,0.6,0.9,0.4,0.7000000000000001,0.30000000000000004,0.5,0.2,0.1,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.4188356300270762,0.39423149764991183,0.20677632975772137,0.48409425090468666,0.392124174065308,0.2476174943597371,0.41500034386074103,0.3884497161515137,0.25002457926031013,0.27293632613280194,4.039242356380991,4.464557969168812,3.7040339435862912,4.056183681908657,4.824595604332057,4.544544295789526,4.287482578481046,3.875456777796666,4.58635001536157,4.352935454932724,1.731928288063778,1.731928288063778,1.731928288063778,1.731928288063778,1.731928288063778,1.731928288063778,1,1,1,1,1,1
17,10,5,3,0.3267284278700576,0.45308863844181646,0.18328240410638674,0.4007514945993805,0.19577292191880813,0.33849840029760153,0.22483434494782797,0.09583825631065154,0.21645204726573986,0.034936383566005785,0.9,1.0,0.7000000000000001,0.8,0.5,0.6,0.4,0.2,0.30000000000000004,0.1,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4119215714510267,0.47490288706501893,0.26494352695812845,0.383373633817471,0.2389513757126236,0.3544338290246666,0.37586163690701896,0.20110496522057755,0.2801676065758987,0.33392048248796913,3.6271104020667218,3.239283936379523,3.345241820872139,2.491634139327023,3.1024805722494824,4.011271342333071,3.69735438435563,3.2230729150224438,3.047821330371332,3.558772017148348,1.7945902356672545,1.7945902356672545,1.7945902356672545,1.7945902356672545,1.7945902356672545,1.7945902356672545,1,1,1,1,1,1
18,10,5,3,0.3418220857556826,0.24553180881584913,0.37932218898418046,0.28162429991333593,0.21059304497270143,0.5461467418897388,0.4709148053676114,0.1832372591910058,0.10400523769003073,0.06158172641873969,1.0,0.8,0.9,0.5,0.4,0.7000000000000001,0.6,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.49183162748955295,0.3202361578676205,0.23192359645834904,0.23541447125753379,0.24266996012098402,0.3386446119452946,0.4656106871090305,0.45647501544924013,0.23455628971669007,0.2824754204910805,3.4906114518615667,4.45689635612427,4.661954775104349,4.386429797061775,2.5903616718380063,3.907937866613163,2.4835332374702013,2.297473224060589,2.330683206999507,3.5967226823616354,1.2307146224678869,1.2307146224678869,1.2307146224678869,1.2307146224678869,1.2307146224678869,1.2307146224678869,1,1,1,1,1,1
19,10,5,3,0.5251039175193731,0.7235874464431017,0.5613604836512224,0.07505014105144786,0.22307489174812367,0.5893659944198689,0.1056201748664887,0.42297197209938225,0.539493058422413,0.05689388211633013,0.9,1.0,0.8,0.30000000000000004,0.4,0.7000000000000001,0.2,0.5,0.6,0.1,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.41451928782338937,0.35306512103002585,0.36747099943483275,0.48747021665639273,0.3498542644160648,0.4939116892626258,0.26269735129864735,0.36050020632247004,0.42268495872799944,0.2744764411970073,2.3092570010263787,3.0305636108784206,3.441713796492576,2.8673768307825576,3.7063336252159083,2.297869936828117,4.752077370754959,2.7059074978158515,2.7024861726905494,3.769232240823647,1.7712267864074298,1.7712267864074298,1.7712267864074298,1.7712267864074298,1.7712267864074298,1.7712267864074298,1,1,1,1,1,1
20,10,5,3,0.382453684509496,0.22385282367727322,0.597348476439493,0.43838931707435286,0.142388277670131,0.1445872039784069,0.35434198384151927,0.15014786028039287,0.09180236223646483,0.03311502948988876,0.9,0.7000000000000001,1.0,0.8,0.5,0.4,0.6,0.30000000000000004,0.2,0.1,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.26742547119847215,0.2773193410257181,0.3585522585710854,0.4365624039348717,0.34293371128374434,0.21191809859943864,0.3279413724708217,0.23857191533596156,0.20229629589335835,0.4250628324570797,3.772358110290267,3.4560934310406184,4.313883971366499,2.7676236816913393,2.5235215270927958,2.091095360377924,3.4916138054040258,2.4915817232074087,3.6740255976866383,3.936682775884692,1.5696130473088834,1.5696130473088834,1.5696130473088834,1.5696130473088834,1.5696130473088834,1.5696130473088834,1,1,1,1,1,1
