Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,eta0,eta1
10,10,1,3,0.3792122698661341,0.2687442679037342,0.21619359447624242,0.7450885026954199,0.3571401161488723,0.2724624015877207,0.612859619364759,0.13049146424618185,0.04001978505941983,0.24452489974331235,1.0,0.8,0.6,0.9,0.5,0.4,0.7000000000000001,0.2,0.1,0.30000000000000004,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.31454214779152817,0.4590082921452833,0.3826292702874294,0.2474622964556077,0.36369995482139966,0.4257433003351122,0.4480668725597006,0.33586686734625243,0.359274345487401,0.21613478035566103,3.793362574099195,4.968723261151942,3.3134765600520577,2.4939668038741876,3.710603654960756,4.2355833165442665,3.0705349915783033,4.333922246797683,4.108634781020516,2.9883987320414294,1.8153111546519327,1.8153111546519327,1,1
11,10,1,3,0.5405476325853927,0.5082407439524367,0.30369069326553183,0.44310541033888434,0.2826180081984977,0.6564892011984897,0.21911418906437174,0.3497674243558789,0.052249580131699704,0.16502597359249274,1.0,0.9,0.6,0.7000000000000001,0.5,0.8,0.30000000000000004,0.4,0.1,0.2,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.47039118280479136,0.3620938901807976,0.274523037696996,0.2422517377696426,0.20467204607207146,0.343677325836792,0.38286550889569926,0.4324474859376479,0.4293879422964878,0.29529672078639513,4.446348930389018,4.4938881309083705,4.916368766842491,4.360750329006278,2.9378391619690154,4.755533547728119,4.648848601997923,3.747796449738623,2.3417185655927053,2.034969446397787,1.1675395127157357,1.1675395127157357,1,1
12,10,1,3,0.48569595538450533,0.4072626636174812,0.2501624055499743,0.7892195222606136,0.11724456400571825,0.6267132049535573,0.07110622008308115,0.49344872194474443,0.027065353396636876,0.3513394238501208,0.9,0.7000000000000001,0.5,1.0,0.30000000000000004,0.8,0.2,0.6,0.1,0.4,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.2921258557310277,0.3831528865052507,0.4773763038783991,0.20016695825224606,0.40472717007051406,0.4404468769876013,0.29709753257403954,0.29975749167940335,0.3821354743022973,0.4370423468088437,3.239884651048273,3.721606822018953,3.398486011865192,4.228021341399885,3.6825249333216075,3.2036170427372497,3.2791793313897033,4.6318905251818325,4.6104596522792765,4.595581380602654,1.3336015721887091,1.3336015721887091,1,1
13,10,1,3,0.5992228402987843,0.5139705649395387,0.825525018399973,0.633582208988558,0.25235176840735324,0.4632989478448438,0.18516168876308542,0.09028228537300831,0.41933387871208055,0.038703757664853095,0.9,0.7000000000000001,1.0,0.8,0.4,0.6,0.30000000000000004,0.2,0.5,0.1,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.4497300702626719,0.31602764978238174,0.2597093067315076,0.49315369078934784,0.2189914504594151,0.47367787861899946,0.36337466403129504,0.4361488894561234,0.2816863381923446,0.3135102062507232,3.162889775902199,4.966810016671939,4.3480580641758495,2.5923082529849406,2.9715170969855946,4.075646590816352,3.5645204672308237,2.669120217918779,3.7004343709553016,3.4911047489196942,1.9200575600918302,1.9200575600918302,1,1
14,10,1,3,0.45381357570868164,0.4513118531964498,0.33713602825145145,0.17715853381928237,0.3173036880027213,0.23072346528840795,0.663219982062674,0.18743481529997394,0.11583099016008652,0.03369669068004372,1.0,0.9,0.7000000000000001,0.5,0.6,0.4,0.8,0.30000000000000004,0.2,0.1,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.4075771596479418,0.4670704333452225,0.31206426655452585,0.21358503692290493,0.3927627745231281,0.45790466544337444,0.4020653654927958,0.2747586060273389,0.22748013758558489,0.48950202299701717,3.3904013616088595,4.516645363823345,4.36613949038241,2.9025710089382804,3.722944813312503,3.4950717705125025,4.609725304624403,2.5038085623360065,2.5799222651082037,3.6920740352544024,1.9128446489868989,1.9128446489868989,1,1
15,10,1,3,0.3019964349710913,0.36542582336265406,0.16868751496360807,0.32361579345982894,0.23606822729532173,0.549248104055059,0.6570505939445209,0.20528205042625822,0.1332933213425496,0.065698281865111,1.0,0.9,0.6,0.5,0.4,0.7000000000000001,0.8,0.30000000000000004,0.2,0.1,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.3427260311161249,0.22607956210804495,0.40335372913398904,0.40236348969453245,0.25008858660384486,0.44622700933409665,0.340256491322422,0.3624009342151131,0.37469508445537947,0.3003822936736922,4.444439173576892,3.239446004061955,3.817409537471066,3.715193656120699,3.8002416271028294,4.67553903780788,3.0456840083088776,3.4042865835124982,3.9402564555750748,3.1588201940034164,1.302807029071722,1.302807029071722,1,1
16,10,1,3,0.1839470176410587,0.21267300785451682,0.42269764931075554,0.19031404944462527,0.17700866794449518,0.7234701695278115,0.8373114008742518,0.18762762403323238,0.09465666299416194,0.034685829618370134,0.7000000000000001,0.6,0.8,0.5,0.4,0.9,1.0,0.30000000000000004,0.2,0.1,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.22873323500309495,0.2608415465562117,0.3893242050573611,0.29730377653113294,0.38431214866162466,0.40848540124645294,0.4046388165009023,0.36529505212749447,0.43564011172735323,0.2941967857147049,2.197229426393065,3.78227718477004,4.70487374759216,4.765777593751476,2.522324146210831,2.040516065057404,3.6092006937596652,2.869484327488943,3.717756467718369,3.104754303236863,1.6810154064189158,1.6810154064189158,1,1
17,10,1,3,0.43495317620247476,0.4238229824277733,0.4393011513384673,0.33732076910887837,0.19418887898934073,0.4973212339825677,0.16271558587339938,0.36290614889609984,0.13207865951036865,0.06613484552221485,1.0,0.9,0.8,0.6,0.4,0.7000000000000001,0.30000000000000004,0.5,0.2,0.1,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.4720218090989796,0.43285307285970154,0.31199186645586063,0.49282627630319537,0.3959260416034156,0.24475838378033316,0.21512719879883255,0.29274683882744906,0.2608865262508522,0.3337146723219302,2.1376583016769573,3.0617220330949704,3.8826298994375468,3.5869642948563616,4.416705548355333,4.766592135791569,3.452498936868187,4.313375510801238,3.8848212841733427,4.755393742769861,1.6915815712446738,1.6915815712446738,1,1
18,10,1,3,0.26758822704664276,0.3141755469963079,0.18419392585407363,0.5634043814835228,0.20995018935964493,0.08407257585554284,0.5142702145475494,0.22692098807729597,0.037524817422075744,0.178340566029157,1.0,0.8,0.6,0.9,0.5,0.30000000000000004,0.7000000000000001,0.4,0.1,0.2,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.2811036765824149,0.4194885943045787,0.3412823514329232,0.48355012267668457,0.22380576961281096,0.4417579092959953,0.33418284567316037,0.2671947437132545,0.48059971280889674,0.3857013517341948,3.112529650902651,4.361264852451683,4.744277869218504,2.9887237933606885,4.515610598169223,3.5446741614362915,2.5179047829558785,4.660556315569672,4.817992092843872,4.096495299539955,1.724847034079969,1.724847034079969,1,1
19,10,1,3,0.2957893880319654,0.5093061891806079,0.1107438476940436,0.21845745409148237,0.7429112636134261,0.3551982492670156,0.4728301469839457,0.12099093108252629,0.09563932210113567,0.05896703732903598,0.8,0.9,0.4,0.5,1.0,0.6,0.7000000000000001,0.30000000000000004,0.2,0.1,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.4091846203367249,0.21308576787632744,0.2553779327802514,0.24059486649255643,0.24643461103700937,0.3068059297786531,0.48889032138061417,0.3758533744827567,0.3735330159417896,0.3919744447108637,3.3184238852925976,2.8206776028523293,2.0814092875144494,4.184283196426591,2.6112003884429433,3.2846322395903402,2.6157372787665567,3.865198245962771,3.164589483056943,2.880755742532657,1.614877352972428,1.614877352972428,1,1
20,10,1,3,0.3466754941344091,0.4662352130020332,0.7834024252690394,0.634951006594481,0.2435947005079735,0.3569030146044137,0.47653082396134855,0.21977328171451818,0.04547443345458616,0.1745745872277734,0.9,0.7000000000000001,1.0,0.8,0.4,0.5,0.6,0.30000000000000004,0.1,0.2,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.4827324629926181,0.24757291776216997,0.2374519068793114,0.26710504370691857,0.3272135208632634,0.2794484875689491,0.3675942746835287,0.3859412789684411,0.22747699303058785,0.2636909172344819,3.3551802658809384,3.7193195390465617,4.970230761583816,4.460714034041715,2.7737272454325717,3.700168743022528,2.7755908591618317,2.5278824502687613,3.1871598310316203,3.5630862827451026,1.795989584110788,1.795989584110788,1,1
21,10,1,3,0.2163141096887522,0.6105102199140093,0.31272095033401726,0.5599607207975247,0.37653396053473603,0.3191147600650286,0.17667001988882688,0.28409977426274724,0.17676744724729182,0.07903512283648856,0.8,1.0,0.7000000000000001,0.9,0.6,0.5,0.30000000000000004,0.4,0.2,0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.3848941272530121,0.31908028748252515,0.41097393271435234,0.3168691276237673,0.380563576442576,0.3743311881227542,0.4152778231100185,0.4080042498872641,0.34101486150613447,0.28895449896179937,3.0129754695431648,3.9419388471892725,4.537870433350507,4.2245365900489205,2.2554885654144985,2.437094754233181,3.684010239626238,2.116767881576508,3.830347370589779,4.1606304259585425,1.3942095949188802,1.3942095949188802,1,1
22,10,1,3,0.5002924816304511,0.4083577735645423,0.37785592821293057,0.2639521124422255,0.1656827951539561,0.8822006536305171,0.18573091065596634,0.11863179095707457,0.5223629664056255,0.04606267098312718,0.9,0.8,0.7000000000000001,0.5,0.4,1.0,0.30000000000000004,0.2,0.6,0.1,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.4975569925075089,0.31858212272215625,0.4846291982187548,0.4149478347209271,0.45055853426488435,0.3767190240225806,0.3602970699450244,0.2478895812038091,0.3629583978835007,0.4557469000257372,3.6454604353232236,2.893577111038583,3.33658215661329,2.2197811254220756,3.2821822127922538,4.577264898058175,3.7787569845334863,2.162869180553891,4.0918001649616,4.209816705894475,1.3338214401720496,1.3338214401720496,1,1
23,10,1,3,0.28799217268131116,0.22154994903841052,0.5110857112757641,0.3856735708643039,0.34804454858663136,0.18255404655339028,0.09078031811400916,0.0559472794548361,0.36750390587651527,0.0628496375035266,0.9,0.8,1.0,0.7000000000000001,0.6,0.4,0.30000000000000004,0.2,0.5,0.1,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.2559936123422056,0.2633526203906479,0.4928606658375986,0.37918670482872985,0.4112024252275711,0.34298666380433473,0.41618761703674656,0.2883114234966306,0.4775625019142925,0.4355010900709129,4.629292533143158,3.5672928176991037,2.587689601616967,3.7627281512372925,3.397368002181346,2.509383080458495,4.569366833385578,3.918275181116321,3.819774177897196,2.979534522289919,1.8455342580381493,1.8455342580381493,1,1
24,10,1,3,0.46253213675119276,0.2561231331444533,0.41489652786423775,0.13857838550110185,0.7034405173817609,0.15715605387656398,0.4687542555752197,0.04069363455982618,0.4411261390407529,0.15034454168251168,1.0,0.7000000000000001,0.8,0.4,0.9,0.30000000000000004,0.6,0.1,0.5,0.2,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.22893462739049178,0.47538360755893677,0.23850284561284527,0.3166168962311582,0.4150237580157849,0.421485184779331,0.343627496691568,0.30360568002032695,0.21243365251155907,0.3078688760210533,2.8233979806516585,4.5818079364420985,2.0913278741643078,3.0320936698383942,3.5370739383555767,3.001921255175816,3.214104896589314,3.4124280450607714,3.6391630039727354,3.4164899495234144,1.3398717147938384,1.3398717147938384,1,1
25,10,1,3,0.4377142289348679,0.3951189867832243,0.23090152942495956,0.33475237069290126,0.2483385264650908,0.12761754363095135,0.28079827068351515,0.06412067692804041,0.22739832089198508,0.056267848035836045,1.0,0.9,0.7000000000000001,0.8,0.6,0.4,0.5,0.2,0.30000000000000004,0.1,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.3298048998046441,0.2948389896022601,0.2621864657375555,0.4422074616345486,0.24269265659436343,0.46019394629579563,0.3733516903437375,0.33850952514993327,0.31495147960527303,0.24586899914274288,4.676797421595264,2.4415817831978863,4.794844870383269,3.9727556592241218,3.74518861726433,3.026174400378702,2.0643550571997116,2.9275960143080235,3.0445787458369797,3.62087888734776,1.253743587794852,1.253743587794852,1,1
26,10,1,3,0.28552407758885046,0.43837100340379787,0.597790765151263,0.7210193852608762,0.19268193864849842,0.4504831158893897,0.20109035840770578,0.4436996621053139,0.0716565556493334,0.17578115932604021,0.7000000000000001,0.8,0.9,1.0,0.4,0.6,0.30000000000000004,0.5,0.1,0.2,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.20748360363210847,0.4657883630478777,0.357930276842755,0.45396636978572585,0.4558498842498853,0.3351100720932716,0.46613958970437847,0.2420445337373908,0.2226730687336113,0.2865358439897217,3.9334818306982653,3.3938694258066704,2.3930102993933366,2.0758965827364326,2.6601342159430974,4.3007090068260325,2.482144048287827,2.656474548046046,2.2410013841405108,3.051506720081702,1.9862144949965648,1.9862144949965648,1,1
27,10,1,3,0.16288250319580744,0.36422043774734486,0.6033463366749666,0.721153423052699,0.2353508332992351,0.08982155009111491,0.19315858960177382,0.7115685584885008,0.5239149823200031,0.07557993199269444,0.5,0.7000000000000001,0.9,1.0,0.4,0.2,0.30000000000000004,0.8,0.6,0.1,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.39788378708177374,0.4863658909894522,0.441060367350114,0.2199116565518034,0.40010629838719874,0.23659072476388998,0.2513540000808861,0.4116541257240448,0.37130978054316166,0.4060133443080734,4.429035700235444,3.570305436511781,3.0008405184479776,3.8084011415615757,2.2727612730497726,4.007631289495382,4.428707601937964,2.361968777617315,2.998594641861008,2.8739154381841265,1.2623604116824745,1.2623604116824745,1,1
28,10,1,3,0.4424375358049142,0.4253557876208234,0.6401592515594224,0.10547628970023482,0.5072410069928778,0.48401834454700515,0.39273236033295295,0.30689872385124384,0.12366942006441484,0.054223861076808766,0.9,0.8,1.0,0.30000000000000004,0.7000000000000001,0.6,0.5,0.4,0.2,0.1,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.3641733108708872,0.2555883712282301,0.47300720894810827,0.2607664631122045,0.41014105451156835,0.42523253540234174,0.3258810987910024,0.3240325949133893,0.42434909136552323,0.37424310038586384,3.8699913354135154,2.7102899012299004,4.003119099090609,3.4259880616165206,4.469531385023168,4.322358566700334,2.6301988677700123,2.8989094916933427,2.6056325065337025,4.110670803274171,1.689727851203227,1.689727851203227,1,1
29,10,1,3,0.22830159136161898,0.20717801282474957,0.6259011738151977,0.24888606502390864,0.4419713033512557,0.25906522804001964,0.21242566218580256,0.18914353452416932,0.16950595831686302,0.0881550165847159,0.9,0.8,1.0,0.6,0.7000000000000001,0.5,0.4,0.30000000000000004,0.2,0.1,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.4358940069557319,0.4192522195410938,0.3028450759754339,0.36506910227977046,0.4899029024050998,0.26548091057483075,0.4166329252844609,0.41862958755118107,0.29119704840614197,0.3943044053149966,3.092546245128581,2.6294748694672516,3.302034879582721,4.03370975665205,2.417216426171665,2.317577883999408,2.1999713747145506,4.705859835955367,4.8000648587236565,2.9656895669601226,1.1796107081061635,1.1796107081061635,1,1
30,10,1,3,0.29302864040526766,0.23509511119957227,0.17417317888521008,0.48743817557124663,0.32997986172851923,0.6437673182533246,0.861830574294421,0.1965144290050133,0.15135289764277549,0.067572971270538,0.9,0.6,0.4,0.7000000000000001,0.5,0.8,1.0,0.30000000000000004,0.2,0.1,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.272375571060239,0.2606417663787295,0.258785762679946,0.3654046171083558,0.2878836283460678,0.44675963733879964,0.4988883139488947,0.4253065733655588,0.46813507938913307,0.4430531303428461,2.540672808669987,4.275006914258006,3.106410801737747,3.262620777068852,3.0490275898013737,2.0771139481410543,3.0424725908105663,4.871817612517565,2.4234107534082354,2.4420252766523767,1.9598273678182625,1.9598273678182625,1,1
31,10,1,3,0.6460218768084582,0.38647698568735095,0.8018714508950455,0.3475801190989064,0.5726385974909397,0.6943593623328059,0.2982794060894582,0.10888008422249787,0.25609080030836623,0.05842167086397158,0.9,0.6,1.0,0.5,0.7000000000000001,0.8,0.4,0.2,0.30000000000000004,0.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.4243029108148301,0.34238367900512734,0.20327477469075894,0.4217926651109388,0.2548288243573584,0.22735995804685594,0.2635053521316207,0.49083992254951564,0.4810088190513202,0.45505709314886633,4.939920127475228,4.209025684610299,4.824033219576078,2.3114990168907217,2.665124120374591,2.84975171487464,3.886280625263417,3.6267204855070974,3.9032481085264323,3.969266853895035,1.8080825217211096,1.8080825217211096,1,1
32,10,1,3,0.18056658330895659,0.29773695927517463,0.6280032294197773,0.20377043130351852,0.5716063664860814,0.2207749751294344,0.05923136544023655,0.79165921832938,0.25644512407448455,0.0785287748300907,0.6,0.7000000000000001,1.0,0.5,0.8,0.4,0.2,0.9,0.30000000000000004,0.1,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.365915890763152,0.4503033724273811,0.4296285827644519,0.29483159134583237,0.22673901733211863,0.38808178755495126,0.33192322929405405,0.36461636599490144,0.4144249150816548,0.4104515532834604,2.715681941534219,2.286521896397251,4.4357629608194,2.7259159744030854,2.5586382285756724,2.7913222178157095,3.774350729806499,4.260309091849935,2.588835762531744,4.441320829461922,1.1164376564589023,1.1164376564589023,1,1
33,10,1,3,0.3690808945933088,0.6768580971312854,0.4016412126209537,0.2103598808381149,0.13596916645314322,0.7577357893475587,0.471863059563294,0.25003355519467624,0.1688540098450876,0.08389992287298008,0.8,1.0,0.7000000000000001,0.5,0.4,0.9,0.6,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.49411057337549624,0.45793963213282823,0.37275448580519865,0.4675042571940248,0.32671768222592135,0.27581400697030733,0.38465545867500517,0.24315696900919181,0.4332018804316452,0.4331760639676989,3.7266726799650796,2.7604700927395482,3.8242746637443967,3.503751043769584,3.9030534266656387,4.521872273243272,2.7207455803136176,4.913740723794987,3.2031175491990687,4.635777392929801,1.2033989429974437,1.2033989429974437,1,1
34,10,1,3,0.3582796673815304,0.28587241350003845,0.20006519007339318,0.24123986121901658,0.2505291465160716,0.1296072513887965,0.6469103318642495,0.2675902850287263,0.10430504796677052,0.07912493593541298,1.0,0.9,0.7000000000000001,0.6,0.5,0.30000000000000004,0.8,0.4,0.2,0.1,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.2885574161720888,0.22603525794552093,0.3203253880145172,0.49917561365903595,0.4024174256492123,0.23080441810907706,0.2595886268089215,0.28938433828498006,0.24401932923363,0.47014282986320044,4.3019357083507614,2.150911292944948,2.974418412810122,3.2132997778970864,4.050591262663739,3.487910746075988,2.2279193755324345,4.6106409959787795,4.439833996835599,3.3832409271575603,1.83459269320815,1.83459269320815,1,1
