Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,eta0,eta1
10,10,1,3,0.3208308638734163,0.2656701135590309,0.49353479676398637,0.39989527772320094,0.30224962582131304,0.11900971770659236,0.837007672864037,0.09791469058236722,0.3435474332380768,0.08981390261490081,0.9,0.6,0.8,0.7000000000000001,0.5,0.30000000000000004,1.0,0.2,0.4,0.1,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.4987039537726286,0.43439667480370214,0.2668399067725634,0.4268866054271569,0.49811718543288275,0.3129709823998978,0.4658403620559357,0.49630432678539904,0.4272099049858905,0.2995353317687069,4.209049154501269,4.489755348763173,3.6401018315913323,2.572084690363625,4.212960808901116,4.915812441932877,4.385827059070223,3.5898410453397314,4.466161470240087,3.772428543726543,0.41626976908549596,1.2117445329560446,1,1
11,10,1,3,0.48489999599705824,0.1903421309950054,0.44768840426586526,0.35235667539651866,0.07549284738097631,0.20810261942615582,0.09216338304195881,0.70723111683975,0.41572163788451827,0.08765547231195278,1.0,0.7000000000000001,0.9,0.6,0.30000000000000004,0.4,0.2,0.8,0.5,0.1,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.4035060078504079,0.3278027850394798,0.40260262466153407,0.3690093238243186,0.2256609977500066,0.4015400411063917,0.41143705261825037,0.36164771393973577,0.20495976924143472,0.28620443355151015,2.9687051549818175,2.632947906976535,2.407349767053927,3.5926486075457627,2.539020149899142,2.506660340574578,3.704654779522552,3.5091474631398216,2.8309425450473653,2.3235418396113743,0.4956782680381281,1.6086735951005984,1,1
12,10,1,3,0.39020574401321895,0.20228743938870203,0.44916564542529597,0.44151339536750744,0.4002314971674657,0.1605192746800359,0.09538722193221079,0.4070861727763191,0.3378117188024368,0.05929212245399618,1.0,0.7000000000000001,0.9,0.8,0.6,0.30000000000000004,0.2,0.5,0.4,0.1,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.21471831311930667,0.4333870383292115,0.31922453571390924,0.25172928161918817,0.20464478207074727,0.45389737278489173,0.3127011124572439,0.4732992088956192,0.4755503227163538,0.23118359118348064,4.180826338598884,2.2692598699658957,2.6794412105366443,2.536500554056416,4.189454995567645,2.157340411669939,2.373402555047721,2.8511408158822977,3.16439971146795,2.586883563479375,0.8106793616502498,1.517637829475705,1,1
13,10,1,3,0.4933669144289806,0.3296856751138549,0.5097052097017413,0.26864287887046523,0.381806013265192,0.24093254607966222,0.3555200378611678,0.09663434343503974,0.25677449685390197,0.06874317902788483,1.0,0.8,0.9,0.6,0.7000000000000001,0.4,0.5,0.2,0.30000000000000004,0.1,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.47870309821027685,0.2512171624397415,0.4485430258709746,0.3205467717581839,0.28316952468743994,0.40820345291737603,0.29928223547531313,0.23548280045594588,0.40593422723322803,0.31825539221348026,3.7053030221294723,4.0356063456777775,2.858172202538149,4.607106151868363,4.335868095389124,3.84093643616873,3.0488943614984922,2.7737431899689824,3.7981860233435545,4.964985897519859,0.5351380198341728,1.3602422339865803,1,1
14,10,1,3,0.4604900526813197,0.5439173686591986,0.17770018351580064,0.08820089227068983,0.5232946649856156,0.7565680640053237,0.07084766978974327,0.4965329054306781,0.3974140875917149,0.0467080110315936,1.0,0.8,0.4,0.30000000000000004,0.7000000000000001,0.9,0.2,0.6,0.5,0.1,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.39802954932731754,0.24477375967265477,0.38783369334348405,0.4462144215801252,0.21206938638667985,0.3040712523896522,0.48606617901106136,0.3238091216630994,0.3429813047956005,0.2399747209672874,2.899211269537597,3.3316630832682685,4.567919227506977,4.455972001730013,2.9259775812633633,4.1031048322037655,2.6619350692964896,3.9856991554585144,2.905391486033638,2.4552940558092695,0.5996035201551752,1.3020522681345648,1,1
15,10,1,3,0.21315112112663503,0.6819270571547913,0.5920823589835172,0.2364112184516794,0.1574082762383512,0.11888703409673651,0.43983477062428206,0.06610310957589721,0.6112555576980874,0.06363662834367086,0.8,1.0,0.9,0.5,0.4,0.30000000000000004,0.6,0.2,0.7000000000000001,0.1,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.24873577564699795,0.2755021003633683,0.47732423203333846,0.4716636572171409,0.35716287157371773,0.2247124208904748,0.2591169548500495,0.28623938821846584,0.3002214053564819,0.2727511396489916,4.228419206806944,2.123424381762332,3.326563106245502,2.8893099187884697,3.2007170086738554,3.631346818758826,2.962907382328609,3.9903560256088824,2.0137461646272015,2.6897845292625027,0.6639909842376756,1.116219940880572,1,1
16,10,1,3,0.4983036552818049,0.3057411367977133,0.6348288107061315,0.5717158206425829,0.09471990406202274,0.4011657762378173,0.3384540712909322,0.297908328836901,0.05601656224243354,0.17034423272129035,0.9,0.7000000000000001,1.0,0.8,0.30000000000000004,0.6,0.5,0.4,0.1,0.2,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.33230166376656833,0.4106992053873256,0.49041521561586476,0.44469762398508694,0.21165123334950703,0.4953273760475076,0.4819745355570286,0.4062018637505142,0.37666985777210527,0.4887998065482615,4.406580669502342,3.0789880014379962,4.972908045215673,2.7311143324035467,4.1595669664522354,2.18318928670923,2.4443318675103494,2.4163622683372488,3.638005900368249,3.6104664233197594,0.4843574156617072,1.1190146220372443,1,1
17,10,1,3,0.3416305773539623,0.3251232422550744,0.2954962316457102,0.4541955313414725,0.16373032936740628,0.38535151959760067,0.11783795756692478,0.2904081624193655,0.09929804894471589,0.07417407770127774,1.0,0.9,0.7000000000000001,0.8,0.5,0.6,0.30000000000000004,0.4,0.2,0.1,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.4415785014436686,0.47169792542087796,0.211648502437745,0.44256334637691924,0.4061148713839388,0.31585823421799786,0.45363594495877985,0.3936194482322693,0.2010637497264135,0.2492150409406403,3.5062336441561945,2.1258961530455998,4.981348271454404,4.308798210366421,2.4597148317866275,4.813913876235651,4.992914787261335,3.5749673628243483,3.8599726066897073,4.112652570718569,0.29931802763769366,1.4325258815649318,1,1
18,10,1,3,0.34592529133439676,0.23114649019249245,0.6668888292632278,0.49511726768104225,0.2092848429465918,0.15236290331258734,0.3562315050439807,0.4803818115924513,0.14873664156320174,0.049294400705975266,0.9,0.7000000000000001,1.0,0.8,0.4,0.30000000000000004,0.5,0.6,0.2,0.1,0.5,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.4874320229965574,0.4750857459431059,0.34882605742550254,0.23062396621304912,0.33417653476054654,0.2050634940638046,0.21567280720725227,0.3107134787645298,0.29192642498555665,0.35689920850840395,4.9581108839497565,4.546389213839897,4.835661064438421,2.055885757841673,3.081820607436862,3.458009337343265,3.7524915388650664,4.046867700833782,2.17835372927083,3.9380860465216103,0.9406209597939887,1.0209143063062187,1,1
19,10,1,3,0.38341542082226987,0.1778780869970802,0.5136487006167836,0.4594000944536649,0.1670861515348755,0.1974597478027782,0.5507671649281526,0.05603206444360376,0.17077557885801312,0.05905915638104903,1.0,0.6,0.9,0.8,0.5,0.4,0.7000000000000001,0.2,0.30000000000000004,0.1,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.497823234922289,0.23144387123143495,0.2916838494194933,0.3368257318831066,0.43294623643733354,0.29653958173024686,0.283746313481811,0.21994213271810484,0.2543086459326222,0.27111866030313836,4.663684887542587,2.990173183588552,3.1531462417249148,3.447898426896125,4.343062480142225,4.043435730136577,4.842579735956979,4.955090925273709,2.953187140761218,2.30290809163066,0.4410338399769932,1.2331263048035004,1,1
20,10,1,3,0.3713374293312868,0.6515690998669841,0.2541713544499338,0.3708488655797262,0.19993743746471815,0.6307236447710967,0.10253105872103485,0.3292953476388346,0.03995889234596942,0.16476128246060515,0.8,1.0,0.6,0.7000000000000001,0.5,0.9,0.30000000000000004,0.4,0.1,0.2,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.21011326417738338,0.4095141987450961,0.4160247968348322,0.4073112241530783,0.3140538357068972,0.44084731931754206,0.42793226922180194,0.20322255937653586,0.3102326165700155,0.36214473725041785,3.0638362516596755,4.156270978487053,3.5036187090272213,4.194020240262969,2.450165492868634,3.4674980766093424,2.8748938035502625,2.9759397343205958,4.24693018998723,2.0777991373152895,0.2574292325334503,1.8890065826277835,1,1
21,10,1,3,0.26773022220805587,0.25379745170393697,0.3488393636742203,0.15445279672224888,0.28019802647649417,0.15080680710667854,0.5212088737499765,0.13828102868097553,0.10163343189422228,0.03276774148327016,1.0,0.9,0.8,0.5,0.6,0.4,0.7000000000000001,0.30000000000000004,0.2,0.1,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.27849192884561735,0.281976469799434,0.2719048222546194,0.43357571905983416,0.2892525129168384,0.32763356331520754,0.3927442609035693,0.2200140518647937,0.28047315343795676,0.49082400447762325,4.00563873466716,4.820476803884993,4.1925631181166825,4.434559934244031,4.741996195820799,2.244838973732568,4.257475770084378,4.985193965138761,3.426803030846312,2.8362778106732387,0.5679386432494677,1.6365286703204256,1,1
22,10,1,3,0.2554315211848527,0.31081571638818745,0.24873198526885282,0.7605311474430293,0.6307790199845329,0.17107531548483654,0.2817595845661758,0.0888371015316638,0.7959080579054278,0.08042942325881818,0.7000000000000001,0.6,0.5,1.0,0.8,0.30000000000000004,0.4,0.2,0.9,0.1,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.41467819708902465,0.38121775564933313,0.26822849614896416,0.46936474279929735,0.4555694565033213,0.32471455338543503,0.20708259930932982,0.33589750497859927,0.255527921900919,0.4590606961173943,3.4374764583103357,2.3769338846470807,2.0575577508309526,4.433179332362695,3.1936558872515124,4.637220019867952,3.012842058903186,2.865321076707039,4.963793285942776,4.689266131410698,0.1367180108526679,1.2558717303202642,1,1
23,10,1,3,0.23352083011349345,0.4732339449392755,0.14634192970953386,0.6715982485822627,0.10031613359810876,0.5765246756422681,0.495960930587054,0.1025128732524153,0.44312814758425345,0.051231084101247326,0.8,1.0,0.4,0.9,0.30000000000000004,0.7000000000000001,0.6,0.2,0.5,0.1,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.42982440242484854,0.3909576470070521,0.34640326708466307,0.2709921583435944,0.49864469738572476,0.3168877017336747,0.3880521382211679,0.3807726604583147,0.3972349457504717,0.27472350890076297,4.701538343110827,4.58395349674294,4.740583032939278,4.987641180582435,3.1708474223342096,2.923338635461923,2.9592735046090786,2.773490513142683,3.0886893409859306,3.7629332469567927,0.888320073852908,1.4917688484844263,1,1
24,10,1,3,0.2726779409761687,0.6035416178831935,0.3500450732488963,0.10323333456301786,0.22893836193206918,0.5681437459853316,0.11586085310775224,0.4830567426078781,0.04233614540400593,0.16460072538121867,0.9,1.0,0.7000000000000001,0.4,0.5,0.8,0.30000000000000004,0.6,0.1,0.2,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.30223112144106584,0.3356896229040036,0.2847957242763712,0.4904125428850296,0.4045826066727766,0.36981259135798494,0.25755716284499314,0.3137202858741319,0.21161318920387967,0.30218351409556443,3.5977075298061636,3.1763871824775,2.1156001376655706,2.5677017040161867,4.741383156333597,4.2983346462428,2.6731597542981005,3.9148665399184353,4.56584395309787,4.131168648352034,0.2915024326962442,1.2532464922475701,1,1
25,10,1,3,0.37211529597498016,0.24351362432255996,0.1838445063324865,0.3508892968509183,0.15630385522906298,0.07256818646586174,0.38707357762638156,0.8022951073092982,0.34225400784966115,0.05910437535027764,1.0,0.8,0.7000000000000001,0.6,0.30000000000000004,0.2,0.5,0.9,0.4,0.1,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.44432916570625036,0.21443379586190664,0.2856604541648185,0.45634868171180054,0.484322023398938,0.23128086027081052,0.24572077499292194,0.25869435107666255,0.24552625976973996,0.45393782104953084,4.209991444366891,4.914460481284628,3.177194703188057,4.505168484803577,2.89940528394684,2.2467147522183866,2.5858963449470305,4.855123797476081,4.933296043772929,3.3788193713560566,0.33234597829340407,1.6967360056337797,1,1
26,10,1,3,0.3071864790621579,0.2840048772371169,0.6495460590772837,0.6764861498749101,0.396800621624718,0.24628743851326826,0.410001803830316,0.12528113293105989,0.028291660313808198,0.23255024864194113,0.8,0.7000000000000001,1.0,0.9,0.6,0.4,0.5,0.2,0.1,0.30000000000000004,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.25949198232489573,0.3527293586364114,0.33104406055754676,0.4554322482481675,0.46725210124546285,0.45067183588779375,0.20843889498478366,0.2067269302737366,0.22439178844718174,0.20908897272049728,4.38796957255739,4.357126233656881,2.325249168543982,3.243699557815594,3.3382202062912283,4.957898938068963,3.538281429601471,2.9024425020303113,3.227116170538307,2.249444977948569,0.8172386094945905,1.0062679280720657,1,1
27,10,1,3,0.19699420173274718,0.4523362502286027,0.17419809946326947,0.6198274458987731,0.32729487791341244,0.83479625981915,0.1698328776457518,0.3124271840689954,0.02670461515460347,0.17902033853172153,0.7000000000000001,0.8,0.5,0.9,0.6,1.0,0.30000000000000004,0.4,0.1,0.2,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.35492102394362857,0.48616172501017807,0.23962712465974315,0.2485978940319224,0.2566310843169076,0.49090667127012394,0.3794605334894863,0.49827592675965093,0.38090689906676845,0.29490263346797513,3.8120653721509052,4.7487548720061525,2.5442321836973836,2.189266544614117,3.5182400469683754,4.434047903665713,4.27298698535939,3.965987346924571,4.243533830792044,4.287513216680358,0.7425414233676578,1.1662923050789922,1,1
28,10,1,3,0.36261175028946546,0.15111941021234296,0.5596550994153667,0.3769856397269202,0.11291496279729873,0.8199932292651166,0.329591374114646,0.09165503336644806,0.6258735715523163,0.07837665138910756,0.9,0.4,0.8,0.6,0.30000000000000004,1.0,0.5,0.2,0.7000000000000001,0.1,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.3337331257012258,0.4205097536045572,0.3620325981962613,0.251307775693733,0.4600296181022689,0.3360507886045371,0.3909872507610128,0.21453051771746245,0.34958922810236137,0.23780435597267452,4.945449954633764,2.71703779442816,3.5680831571337905,3.2274862107928786,2.550387497471895,4.574166559655964,4.055776436596403,3.153116450938274,3.7642409250371225,3.348634810654266,0.654771233366707,1.6056904493616857,1,1
29,10,1,3,0.2292852730506203,0.43378248516851414,0.23814568276677306,0.5028565365817116,0.25060063067039245,0.20124324495933676,0.23238478370320914,0.19517779831943624,0.06481236462059924,0.1707420591059579,0.8,1.0,0.7000000000000001,0.9,0.6,0.5,0.4,0.30000000000000004,0.1,0.2,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.20671212432674424,0.37236881812655986,0.31649979850087145,0.2011237598875302,0.2299687536137193,0.31773259169417634,0.2749864453339691,0.2671939445003897,0.46239609064489295,0.23584655571735486,3.132470710758765,3.2538685955378925,3.141072606993587,2.5805624891758243,4.042506920550002,4.075537830465554,2.2929899524514514,4.6125709479995685,4.6177537013412255,4.805568339383625,0.8238514244249135,1.8178996610250286,1,1
30,10,1,3,0.42774310472011456,0.44404097115496743,0.20518394624778036,0.414751427404489,0.22925933344162186,0.4362288014546972,0.1772628097544943,0.16031963678115452,0.08427475796827126,0.0689838664056898,1.0,0.9,0.6,0.8,0.5,0.7000000000000001,0.4,0.30000000000000004,0.2,0.1,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.2895539015008453,0.22709143233241227,0.3148141767569387,0.46938531717611714,0.4188225595746426,0.4755285749242281,0.3451043030351597,0.4863077129485419,0.48743493530397153,0.4734702283906732,3.895601305064153,3.584356299484288,4.685868597653723,2.2491730599243565,4.246339003621603,3.545673644602381,2.7138869767281535,2.9778685378680207,4.5695093695832085,4.6154333370875715,0.6455594424769054,1.6198472557416959,1,1
31,10,1,3,0.4224523598565404,0.27337357268405604,0.5816551011770771,0.49127073832216495,0.2647710530254578,0.4736393205989423,0.23028315709422487,0.0878505731016054,0.24945873291132922,0.0557734894444206,1.0,0.6,0.9,0.8,0.5,0.7000000000000001,0.4,0.2,0.30000000000000004,0.1,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.38011256171892793,0.373323883026366,0.30163350795496424,0.3509450355087899,0.45686559500097795,0.4814231482809089,0.25633408846536876,0.482704125734492,0.291917366201608,0.31530939933900093,4.875981565112866,3.619676917288149,4.2729245245226375,3.5207604953809755,3.9947478159385845,4.688750168180613,4.732443690176584,3.8327615049554735,4.0654977660951905,2.9228106598239125,0.17887616217984958,1.4517434073426956,1,1
32,10,1,3,0.350461829585512,0.3711803657463252,0.43454057760147013,0.2599667730712612,0.17157246419362265,0.49666909675904863,0.25014503230735824,0.07176876488881637,0.2109668771912096,0.06476531922946283,1.0,0.9,0.8,0.6,0.5,0.7000000000000001,0.4,0.2,0.30000000000000004,0.1,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.28701604770923844,0.20300006062886056,0.4103113378053126,0.4146707235905385,0.489190518099779,0.37285112794744674,0.4156375387978567,0.29886887401962065,0.4486783435255675,0.20323650145316646,2.22653045510113,2.5096755616159654,3.984153113799163,3.52333011675037,2.07255003587399,3.042057649819626,2.928868854685412,2.8880929145173293,4.68014927668519,4.588545620187422,0.5076237015520304,1.2554636922886981,1,1
33,10,1,3,0.3551106884263162,0.42511092008506246,0.4019527087412981,0.2035748189361759,0.42920166371371704,0.42893861985336007,0.2965452139559237,0.10135443920837282,0.21159753959266103,0.04191525972732821,1.0,0.9,0.8,0.5,0.7000000000000001,0.6,0.4,0.2,0.30000000000000004,0.1,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.46073829830423485,0.3931765294595749,0.3675006344095392,0.2663810145563623,0.27387236691618283,0.2886887157340664,0.4212287047438734,0.21285361378083653,0.26543553844663503,0.3117646705521008,4.136172946316821,4.6016207129941415,2.974589578814035,2.5707994471808937,3.2284991786881574,3.737387904187954,2.539243647792993,3.6241265090063166,2.07122914558565,4.204997601642629,0.1327531253974183,1.592015829468147,1,1
34,10,1,3,0.3786848499288259,0.5258626539914443,0.30355308061674374,0.5164524471996005,0.4276731960565486,0.059093705619021525,0.18890782191345196,0.4125586851569883,0.04223845629591511,0.3439881512702265,0.9,1.0,0.6,0.8,0.7000000000000001,0.2,0.30000000000000004,0.5,0.1,0.4,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.3153561259718035,0.37117041997623507,0.47650275669203435,0.39124541287027625,0.30539629869951745,0.3926982627610839,0.45423405275726453,0.4020194048313331,0.3484310138381266,0.3943424706179401,4.522522305146113,2.1800633616229494,4.51306095624169,2.6443146929595542,2.8290718906103214,2.0528467837275146,3.8270593729233235,2.495721743627692,4.066924741368307,2.454479377775945,0.1197641341282446,1.593623305493411,1,1
