Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,beta_0,beta_p,beta_theta1
27,10,1,3,0.19699420173274718,0.4523362502286027,0.17419809946326947,0.6198274458987731,0.32729487791341244,0.83479625981915,0.1698328776457518,0.3124271840689954,0.02670461515460347,0.17902033853172153,0.7000000000000001,0.8,0.5,0.9,0.6,1.0,0.30000000000000004,0.4,0.1,0.2,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.41059217289642536,-4.3971636937353855,1.2140055757514567
28,10,1,3,0.36261175028946546,0.15111941021234296,0.5596550994153667,0.3769856397269202,0.11291496279729873,0.8199932292651166,0.329591374114646,0.09165503336644806,0.6258735715523163,0.07837665138910756,0.9,0.4,0.8,0.6,0.30000000000000004,1.0,0.5,0.2,0.7000000000000001,0.1,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.22773371247587695,-3.953730640510057,1.7547214255230026
29,10,1,3,0.2292852730506203,0.43378248516851414,0.23814568276677306,0.5028565365817116,0.25060063067039245,0.20124324495933676,0.23238478370320914,0.19517779831943624,0.06481236462059924,0.1707420591059579,0.8,1.0,0.7000000000000001,0.9,0.6,0.5,0.4,0.30000000000000004,0.1,0.2,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.4078385529890943,-4.091691963494046,1.6611843169885865
30,10,1,3,0.42774310472011456,0.44404097115496743,0.20518394624778036,0.414751427404489,0.22925933344162186,0.4362288014546972,0.1772628097544943,0.16031963678115452,0.08427475796827126,0.0689838664056898,1.0,0.9,0.6,0.8,0.5,0.7000000000000001,0.4,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.38092919686975113,-3.9104637168110727,1.5177032593802517
31,10,1,3,0.4224523598565404,0.27337357268405604,0.5816551011770771,0.49127073832216495,0.2647710530254578,0.4736393205989423,0.23028315709422487,0.0878505731016054,0.24945873291132922,0.0557734894444206,1.0,0.6,0.9,0.8,0.5,0.7000000000000001,0.4,0.2,0.30000000000000004,0.1,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.42295366759375336,-4.154402518475492,1.4004747939755031
32,10,1,3,0.350461829585512,0.3711803657463252,0.43454057760147013,0.2599667730712612,0.17157246419362265,0.49666909675904863,0.25014503230735824,0.07176876488881637,0.2109668771912096,0.06476531922946283,1.0,0.9,0.8,0.6,0.5,0.7000000000000001,0.4,0.2,0.30000000000000004,0.1,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.48034007114663113,-3.5441551320648212,1.2223392405523306
33,10,1,3,0.3551106884263162,0.42511092008506246,0.4019527087412981,0.2035748189361759,0.42920166371371704,0.42893861985336007,0.2965452139559237,0.10135443920837282,0.21159753959266103,0.04191525972732821,1.0,0.9,0.8,0.5,0.7000000000000001,0.6,0.4,0.2,0.30000000000000004,0.1,0.5,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.3591525848427932,-3.235388117502089,1.408426016031712
34,10,1,3,0.3786848499288259,0.5258626539914443,0.30355308061674374,0.5164524471996005,0.4276731960565486,0.059093705619021525,0.18890782191345196,0.4125586851569883,0.04223845629591511,0.3439881512702265,0.9,1.0,0.6,0.8,0.7000000000000001,0.2,0.30000000000000004,0.5,0.1,0.4,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5352885955097003,-3.4229715158421348,1.457669992683784
35,10,1,3,0.500633573158027,0.405106044116691,0.18511851946496105,0.13467816553379758,0.5815193469942824,0.49777244992536346,0.225139264306533,0.16976363926231422,0.029222252674016236,0.17477708502551337,1.0,0.9,0.6,0.5,0.8,0.7000000000000001,0.4,0.30000000000000004,0.1,0.2,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.12863628061288515,-3.2763165288202067,1.6306401502954564
36,10,1,3,0.23745905012124524,0.22515439867214515,0.7016482882842947,0.23727098060562307,0.6508885419910144,0.5049062009424893,0.2243812715514203,0.2311062678757893,0.13428578405166292,0.08323368185066463,0.8,0.6,1.0,0.5,0.9,0.7000000000000001,0.4,0.30000000000000004,0.2,0.1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.32050582136385675,-3.56323927572768,1.1978291598754478
37,10,1,3,0.46876308408548617,0.23929583945436228,0.19549996396672126,0.5134650131385118,0.11595901007580817,0.5867012452239617,0.11094149893309516,0.07062294284722431,0.41223534526833505,0.08661413891320734,1.0,0.7000000000000001,0.6,0.9,0.4,0.8,0.30000000000000004,0.2,0.5,0.1,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.20733702019467828,-3.0836179315779226,1.0356731471534915
38,10,1,3,0.41270343748241856,0.22030073262575556,0.2736402311399278,0.11371043679106058,0.6410163646777058,0.2707552645345729,0.7808206212770239,0.42466183175469674,0.043028115959209745,0.16004066598589628,1.0,0.7000000000000001,0.6,0.30000000000000004,0.8,0.4,0.9,0.5,0.1,0.2,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.15398762636574828,-3.3133790672762684,1.6737775654081437
39,10,1,3,0.5513442404967397,0.3988549398400596,0.297363068694117,0.22278258915753346,0.6720316815522088,0.48610201084553184,0.1188572273352349,0.346468143833908,0.07761142650103653,0.17831889516507457,1.0,0.8,0.6,0.5,0.9,0.7000000000000001,0.30000000000000004,0.4,0.1,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.1442693409055364,-2.8062106043011172,1.3445659560724448
40,10,1,3,0.49415195985892213,0.22763350323901688,0.28178033737718583,0.5239616163289977,0.22528477044968165,0.19245519349116236,0.7789708256667942,0.05619694693699254,0.25747971402218744,0.1740074727999552,1.0,0.7000000000000001,0.6,0.8,0.5,0.4,0.9,0.1,0.30000000000000004,0.2,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2371186662457634,-3.958875586623412,1.7927768322611808
41,10,1,3,0.23789262091936925,0.3494033854733368,0.7002664285187783,0.4447055223228467,0.2774227067019802,0.11489021617582812,0.2285404263833967,0.4505385164925433,0.06821895813890216,0.08106942379210208,0.8,0.9,1.0,0.7000000000000001,0.5,0.30000000000000004,0.4,0.6,0.2,0.1,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5161502025292156,-4.152904246763934,0.9661209945156667
42,10,1,3,0.3599432427744089,0.3241681147681229,0.18879467327255417,0.40105831337510617,0.3698635940346761,0.28394976361519003,0.10469389781032344,0.42377488331796576,0.22381352763641502,0.04588881557184083,1.0,0.9,0.6,0.8,0.7000000000000001,0.4,0.2,0.5,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0718894630158528,-3.1007201003784646,1.769532806694908
43,10,1,3,0.2731731008609528,0.2955399019293471,0.21108136860983046,0.24182666001905562,0.586599232589995,0.30980654089771226,0.30604160240050327,0.12362684159111728,0.22695180271349596,0.06237849842614965,1.0,0.9,0.7000000000000001,0.6,0.8,0.5,0.4,0.2,0.30000000000000004,0.1,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.2306943921307325,-4.760530719144359,2.098752144848099
44,10,1,3,0.4414804661573717,0.32157390869512065,0.4557764043480941,0.28831770940922213,0.45202695386456426,0.079572003808207,0.34733126532759084,0.2817910981007275,0.15177878641011613,0.052551378217502345,1.0,0.8,0.9,0.6,0.7000000000000001,0.30000000000000004,0.5,0.4,0.2,0.1,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.2687435682449538,-3.6203887215552437,1.5603897706863104
45,10,1,3,0.3140879993911221,0.5876292603729719,0.48572570540806415,0.22889099910459332,0.4550183398532031,0.38172152799992426,0.1917289419447804,0.13231888484138296,0.10527924958451096,0.06267678632001226,0.9,1.0,0.8,0.5,0.7000000000000001,0.6,0.4,0.30000000000000004,0.2,0.1,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.14013227945162704,-3.52852518000064,1.689803193139384
46,10,1,3,0.2518178205802608,0.17608872159828015,0.37791718330773605,0.6557670720558393,0.2721487232468443,0.3113918890276939,0.03610574241303327,0.23833967318325017,0.3396492684246782,0.17744678871797237,0.8,0.7000000000000001,0.9,1.0,0.6,0.5,0.1,0.30000000000000004,0.4,0.2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.4260420762560318,-3.571924424686216,1.0233363541707268
47,10,1,3,0.3404800840063872,0.23312780908057995,0.3418747027568342,0.41146987617054587,0.33816773815019013,0.39665653939600737,0.11298439160439791,0.32699495347822943,0.2674540559927331,0.08623244900607137,1.0,0.8,0.9,0.7000000000000001,0.6,0.5,0.2,0.4,0.30000000000000004,0.1,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.15534721660991718,-3.0094128442535664,1.326321571074801
48,10,1,3,0.2564971182951181,0.18199751007090215,0.3143265655254305,0.18109775115115845,0.7457829379634595,0.3501032092239504,0.256121163992916,0.028134702900374647,0.24492213150587702,0.15387592642355674,0.9,0.7000000000000001,0.8,0.6,1.0,0.5,0.4,0.1,0.30000000000000004,0.2,0.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.07560390813430842,-3.1509358392779747,1.9814255223890345
49,10,1,3,0.39160051992909206,0.32037203401422665,0.5171679448025805,0.28802861773389987,0.3012172275427303,0.2629929346753387,0.16335739321480636,0.09413617666506027,0.6161947940932181,0.07234263193405314,1.0,0.8,0.9,0.6,0.5,0.4,0.30000000000000004,0.2,0.7000000000000001,0.1,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3749644377753601,-4.294465120301685,1.9254081447443747
50,10,1,3,0.29786722939374455,0.30116286762020766,0.3096330590514345,0.2291873141342496,0.1792335772939131,0.8092038089571186,0.7497688115557366,0.24240829482777262,0.1443614398874376,0.05662473833059224,0.8,0.7000000000000001,0.6,0.5,0.4,1.0,0.9,0.30000000000000004,0.2,0.1,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.1767573945261319,-3.3169775823025947,1.4507958210015
51,10,1,3,0.1527715435268382,0.5793241654174752,0.46094176843896784,0.30845383850858454,0.6153102152028822,0.16735423355473988,0.7694872406437793,0.301631716619303,0.05225048460833964,0.17037576539134214,0.6,1.0,0.7000000000000001,0.5,0.8,0.30000000000000004,0.9,0.4,0.1,0.2,1.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.2837718475891358,-3.7066192718603563,1.5667205361452714
52,10,1,3,0.37887257688394516,0.48642858055301297,0.3059988695958047,0.2062024786543905,0.26577905115953304,0.1975366517134731,0.6079577037139199,0.10949547704836515,0.33905774913206693,0.07831907279827514,0.9,1.0,0.8,0.6,0.5,0.30000000000000004,0.7000000000000001,0.2,0.4,0.1,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7463766095234946,-4.593149599980312,1.8403751434898485
53,10,1,3,0.31824497553720044,0.5404319807895663,0.2773849396128163,0.592997669424294,0.3918593560291635,0.1293413378825448,0.25231595225427667,0.4039172421287756,0.13628419498323563,0.07632121299148842,0.8,1.0,0.7000000000000001,0.9,0.6,0.30000000000000004,0.4,0.5,0.2,0.1,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.4195941259340667,-4.017377323277863,0.9518770970693489
54,10,1,3,0.44871184627842503,0.44972099510756075,0.6645911323856838,0.1262166333226364,0.5278980802926495,0.0684032040639887,0.3802200424814932,0.324597606737033,0.5348691220730099,0.048304783615766074,0.9,0.8,1.0,0.30000000000000004,0.7000000000000001,0.2,0.5,0.4,0.6,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5117063181919115,-4.493162659824886,1.2495825061408485
55,10,1,3,0.43061356931891837,0.3080610259774421,0.34164203515054165,0.2634318739141065,0.5934381405771054,0.7308824318738654,0.23797905034421662,0.20168035221217556,0.049989443424982176,0.15164669432855038,1.0,0.7000000000000001,0.6,0.5,0.8,0.9,0.4,0.30000000000000004,0.1,0.2,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.24342393903200144,-3.3776314541853596,1.498881351194283
56,10,1,3,0.29982308943572433,0.4474929460562936,0.7077631229215,0.24701156766212645,0.37070015573809106,0.1921735447332388,0.5127257190922626,0.15504400864357354,0.05268213935624993,0.16406808579116458,0.8,0.9,1.0,0.5,0.6,0.4,0.7000000000000001,0.30000000000000004,0.1,0.2,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.4767034262901784,-3.235164846000067,1.2685431105606846
57,10,1,3,0.3545757299752723,0.2642707558711299,0.2283200505388983,0.40843791368570004,0.7342853734970192,0.061231853504453815,0.8884062191837495,0.3095582969600767,0.23394979591141388,0.0731179320278859,0.8,0.7000000000000001,0.5,0.6,0.9,0.2,1.0,0.4,0.30000000000000004,0.1,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.25424267024231995,-3.697668973087626,1.1000380487208532
58,10,1,3,0.654283370910717,0.35478823466935877,0.6393168550205968,0.0765211668177731,0.42558522984816083,0.6262484894552931,0.3823404688698823,0.0883857192486559,0.2964554098191778,0.03230422288986748,1.0,0.7000000000000001,0.9,0.30000000000000004,0.6,0.8,0.5,0.2,0.4,0.1,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.15416667026488462,-4.117677304945651,1.4390755593375775
59,10,1,3,0.2546614241372882,0.24321317353565686,0.4559786199796735,0.6734238993131638,0.08820410301382475,0.34358160935771587,0.6471392190246051,0.2801018937008499,0.13072135426969475,0.0711061345417397,1.0,0.6,0.7000000000000001,0.9,0.30000000000000004,0.5,0.8,0.4,0.2,0.1,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26664351882477233,-3.6445260656076903,1.9441105197204887
60,10,1,3,0.47283871528114607,0.29284864321505977,0.479827770842174,0.14610180652921578,0.462827420826149,0.8801381115872199,0.28285458486286297,0.10675309513637608,0.43947094967014766,0.07452959805417927,0.9,0.7000000000000001,0.8,0.30000000000000004,0.6,1.0,0.4,0.2,0.5,0.1,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.31489298075308825,-3.8632990838878385,1.8638082479363733
61,10,1,3,0.3206665975568752,0.2722636750187797,0.2756584248323302,0.1766878243157604,0.4557781519562576,0.21297840680429303,0.7754326682169564,0.08189764578482914,0.19152787918530875,0.05479912854262962,1.0,0.8,0.6,0.5,0.7000000000000001,0.4,0.9,0.2,0.30000000000000004,0.1,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.31714175807144945,-3.659105153296565,1.0686333176373675
62,10,1,3,0.2083779431552315,0.3172409088907461,0.2294483814425856,0.6250138262474441,0.1103330273882287,0.3613385784442713,0.31282346211302414,0.0680891318959263,0.02568855510640808,0.2453164504450258,0.8,0.9,0.7000000000000001,1.0,0.4,0.6,0.5,0.2,0.1,0.30000000000000004,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.38666689081969363,-3.5072885896690207,1.7242385351438114
