Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta2.P11,theta2.P12,theta2.P13,theta2.P14,theta2.P15,theta2.P16,theta2.P17,theta2.P18,theta2.P19,theta2.P20,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta3.P11,theta3.P12,theta3.P13,theta3.P14,theta3.P15,theta3.P16,theta3.P17,theta3.P18,theta3.P19,theta3.P20,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta4.P11,theta4.P12,theta4.P13,theta4.P14,theta4.P15,theta4.P16,theta4.P17,theta4.P18,theta4.P19,theta4.P20,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,theta5.P11,theta5.P12,theta5.P13,theta5.P14,theta5.P15,theta5.P16,theta5.P17,theta5.P18,theta5.P19,theta5.P20,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
10,20,5,3,0.4620754707011707,0.4389875707875736,0.26380731314888484,0.13482462574740572,0.6284054256267988,0.6245121888145059,0.20184666998891931,0.4954771124463935,0.3103777473944905,0.12755490244999346,0.5622703273308621,0.18360542395028728,0.38610152276488247,0.16919630699181418,0.22411348554170366,0.13678605405867902,0.625137693691805,0.03376570387839821,0.1522902664253075,0.11917365026838662,0.9052631578947369,0.8578947368421053,0.6684210526315789,0.5263157894736842,1.0,0.9526315789473684,0.4789473684210527,0.7631578947368421,0.5736842105263158,0.38421052631578945,0.8105263157894737,0.43157894736842106,0.6210526315789474,0.2894736842105263,0.33684210526315794,0.24210526315789474,0.7157894736842105,0.1,0.19473684210526315,0.1473684210526316,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,-0.5858794657202668,-3.9203564698556828,1.7966954697510629,1.8643778318894135,2.007576898259479,1.888404694922301,1.8577893506195091
11,20,5,3,0.3354625278861597,0.4135185915542009,0.354574455740965,0.42054957994702535,0.2792283581355837,0.38464760434990836,0.7099651584107827,0.41714166226408367,0.35325383038023045,0.553074358921741,0.08927112270049106,0.14253126843754374,0.4455643067959458,0.3650095237865492,0.274321811579071,0.35586772989893817,0.12451111726794507,0.2857494167085223,0.11679274018470781,0.07499701530514936,0.9052631578947369,0.9526315789473684,0.8578947368421053,0.8105263157894737,0.6684210526315789,0.7631578947368421,1.0,0.6210526315789474,0.5263157894736842,0.7157894736842105,0.24210526315789474,0.2894736842105263,0.5736842105263158,0.4789473684210527,0.38421052631578945,0.43157894736842106,0.19473684210526315,0.33684210526315794,0.1473684210526316,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,-0.25598479555583853,-4.005785756689452,1.6953609457134318,1.7743797506229388,1.8919131809801621,1.8460037760425638,1.6800985986757047
12,20,5,3,0.2659163750061991,0.15709853602611812,0.2607460235372463,0.41246393518488195,0.6437581715118541,0.6248052216500691,0.14711954380305398,0.48334367620399865,0.4312063898306807,0.06725652523751316,0.2726710919073519,0.055219764515380326,0.821597264871627,0.231976260009326,0.7675586859636078,0.45800507884482483,0.09236773799353792,0.23667558519576162,0.4283819046908639,0.05686007966230216,0.7631578947368421,0.5736842105263158,0.6684210526315789,0.8105263157894737,1.0,0.9052631578947369,0.38421052631578945,0.7157894736842105,0.6210526315789474,0.24210526315789474,0.43157894736842106,0.19473684210526315,0.9526315789473684,0.33684210526315794,0.8578947368421053,0.5263157894736842,0.1473684210526316,0.2894736842105263,0.4789473684210527,0.1,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.3318570598155557,-3.392168538652658,1.5211630340184599,1.633507825608218,1.5668597380147384,1.5278968920805476,1.4603142257815578
13,20,5,3,0.2747445712260572,0.514060540302133,0.4254656905427812,0.24097681921714936,0.29567413007811527,0.21654676469409812,0.6289303727358369,0.22331086230533614,0.4979264143066271,0.3654541387439915,0.10304539804127683,0.1569400060227727,0.05450860677593741,0.2535402745092493,0.31177366916404003,0.8039176572810799,0.14642411999740307,0.08124936175014207,0.4212894648079368,0.07481560192145056,0.8105263157894737,1.0,0.8578947368421053,0.6684210526315789,0.7157894736842105,0.5736842105263158,0.9526315789473684,0.5263157894736842,0.7631578947368421,0.6210526315789474,0.2894736842105263,0.33684210526315794,0.19473684210526315,0.38421052631578945,0.43157894736842106,0.9052631578947369,0.24210526315789474,0.1473684210526316,0.4789473684210527,0.1,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.003612753008808301,-3.5718495079507275,1.660704610197227,1.6733648008199886,1.897137755186374,1.8208972646890973,1.7033293254998352
14,20,5,3,0.22215112896799594,0.506352770613299,0.4794064443596963,0.34997110904260886,0.4049400910375037,0.17493000761383223,0.2309474152710142,0.10700541466501653,0.669167140376917,0.38759907216489603,0.5307168748618311,0.35242414090930246,0.7473527246273275,0.8987671600617825,0.668983257704977,0.15721185175340177,0.27415694030267246,0.03778895103475053,0.1327044603808605,0.10347338955960748,0.7157894736842105,0.9526315789473684,0.9052631578947369,0.5736842105263158,0.6210526315789474,0.38421052631578945,0.43157894736842106,0.2894736842105263,0.8105263157894737,0.5263157894736842,0.6684210526315789,0.4789473684210527,0.8578947368421053,1.0,0.7631578947368421,0.24210526315789474,0.33684210526315794,0.1,0.19473684210526315,0.1473684210526316,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.0,-0.4672016425749294,-4.144795381392694,1.5837362404519293,1.4869359266640951,1.3954109559827597,1.4756597476927351,1.550156562688831
15,20,5,3,0.3147842786121302,0.17459196357434803,0.19310995852173796,0.44083662181180366,0.16224370732415572,0.40365531431195617,0.5500667999613181,0.6118902605439318,0.23483670026275755,0.12289887303164537,0.17469543976948,0.5913695524026311,0.1208928086685207,0.4845760915973824,0.8300771911154262,0.08770942577980599,0.07106002769816815,0.1898256382525943,0.23737440170170945,0.06045186757562254,1.0,0.6684210526315789,0.5736842105263158,0.7631578947368421,0.4789473684210527,0.7157894736842105,0.8578947368421053,0.9052631578947369,0.5263157894736842,0.38421052631578945,0.43157894736842106,0.8105263157894737,0.33684210526315794,0.6210526315789474,0.9526315789473684,0.19473684210526315,0.1473684210526316,0.24210526315789474,0.2894736842105263,0.1,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.04435006568393578,-3.8043162695382895,1.0601533780679235,1.182242378089574,0.879176859794012,0.9151838757283677,0.9605012009956083
16,20,5,3,0.26398300595884094,0.2604893496524826,0.21734423863366825,0.3846297890012849,0.17556099118073887,0.31185724647420465,0.18467805115846758,0.15730757508748305,0.7140532466242082,0.44546628003589167,0.6947366431106341,0.3880130750568386,0.10622337568641352,0.2124979118819872,0.30902477116457056,0.2713689786455619,0.05834531345767966,0.10632719311539232,0.2537056504659782,0.17219302505408896,0.9526315789473684,0.8105263157894737,0.7631578947368421,0.8578947368421053,0.6210526315789474,0.6684210526315789,0.5263157894736842,0.4789473684210527,1.0,0.7157894736842105,0.9052631578947369,0.5736842105263158,0.24210526315789474,0.33684210526315794,0.43157894736842106,0.38421052631578945,0.1,0.1473684210526316,0.2894736842105263,0.19473684210526315,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.16812549815095076,-4.320050200437741,1.5391293461595377,1.4031241999791708,1.538074070703605,1.4779280566112034,1.487165538638068
17,20,5,3,0.3609587008358066,0.3623840772777339,0.2556241003261241,0.4534800875163613,0.33596569061263354,0.18545339645751718,0.3615710836983644,0.5235852038333644,0.23204566645057811,0.7224429558502916,0.06760075313268663,0.24511143595062504,0.15940105429696053,0.07555243078478913,0.22734627991042353,0.0439913080287655,0.32931938352094775,0.5424442106857105,0.4572334347251646,0.07630539894743117,1.0,0.8578947368421053,0.7157894736842105,0.9052631578947369,0.7631578947368421,0.5736842105263158,0.6684210526315789,0.8105263157894737,0.4789473684210527,0.9526315789473684,0.24210526315789474,0.38421052631578945,0.2894736842105263,0.19473684210526315,0.33684210526315794,0.1473684210526316,0.43157894736842106,0.6210526315789474,0.5263157894736842,0.1,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,1.0,-0.060615249048097515,-3.898205494744414,1.2799062016388658,1.4704915828055913,1.2465344721247307,1.575378730629165,1.4748961411639248
18,20,5,3,0.310321059069668,0.440958457203572,0.519523602177551,0.3402349772109626,0.3389658551578857,0.29563260464136504,0.21390667272977154,0.12967591320703886,0.13344669605260917,0.5726239863543898,0.2909139756450793,0.3917005913966479,0.7719727649134924,0.16837310422984633,0.12579947816997597,0.8453093663085819,0.11625592168242471,0.08307501640900633,0.04513975277867676,0.10858619779577594,0.8105263157894737,0.8578947368421053,0.9052631578947369,0.7157894736842105,0.6684210526315789,0.6210526315789474,0.5263157894736842,0.43157894736842106,0.38421052631578945,0.7631578947368421,0.4789473684210527,0.5736842105263158,0.9526315789473684,0.33684210526315794,0.2894736842105263,1.0,0.24210526315789474,0.19473684210526315,0.1,0.1473684210526316,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,-0.5662186352875481,-2.9216270903482013,1.4776763957235013,1.5257604432011076,1.7064814707901386,1.679019517870357,1.5445622540704853
19,20,5,3,0.36619741267237216,0.32750698863355154,0.26283391836113656,0.5386229328608416,0.1910811790103103,0.2596902738313817,0.3275820639422313,0.15078233098282628,0.40351321562089815,0.1267503458510162,0.2907279342758034,0.119126251757849,0.2382739504774637,0.06571718188079914,0.6716421637795106,0.814138519901986,0.21154708165352765,0.126979639996788,0.08270807226755272,0.06530070717204743,1.0,0.8578947368421053,0.7631578947368421,0.9526315789473684,0.5736842105263158,0.6210526315789474,0.6684210526315789,0.4789473684210527,0.7157894736842105,0.38421052631578945,0.5263157894736842,0.33684210526315794,0.43157894736842106,0.24210526315789474,0.8105263157894737,0.9052631578947369,0.2894736842105263,0.19473684210526315,0.1473684210526316,0.1,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,-1.0691063643364087,-3.5215566735529404,1.8454006274036483,1.9525014939647902,1.8457551285469231,1.9081641512202605,1.8447430536510656
20,20,5,3,0.3585930390034682,0.28994678515406713,0.30300263439738223,0.5123064999857061,0.5074359882674145,0.3255604185456653,0.31553868423810305,0.2063038506689211,0.4211517678996772,0.19506132806807072,0.3410301413803665,0.5818226197599857,0.07213253436747238,0.3882814654196427,0.260646564438283,0.23695738336130584,0.19774486932305474,0.0564366473730782,0.04605130133364689,0.16225348088708136,1.0,0.8578947368421053,0.7631578947368421,0.9526315789473684,0.9052631578947369,0.7157894736842105,0.6210526315789474,0.4789473684210527,0.6684210526315789,0.43157894736842106,0.5736842105263158,0.8105263157894737,0.24210526315789474,0.5263157894736842,0.38421052631578945,0.33684210526315794,0.2894736842105263,0.1473684210526316,0.1,0.19473684210526315,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.31026718345695836,-3.7732298575150454,1.0915219402405412,1.1285357223544126,1.0389890967687798,1.0665466159342503,1.0405112709728797
21,20,5,3,0.2588047987996317,0.21563894982773557,0.555580702281866,0.29664039781719076,0.590368718029057,0.4102636959876391,0.16076384348126405,0.5896654539565523,0.5575402394166817,0.4004271791875481,0.33976073703360854,0.16990114011763474,0.22421148414038566,0.33658793495975553,0.1924840460270149,0.07198901459755189,0.510873344873707,0.1642203502351653,0.21303402297173515,0.07661933133760308,0.9526315789473684,0.7631578947368421,1.0,0.6684210526315789,0.9052631578947369,0.7157894736842105,0.43157894736842106,0.8578947368421053,0.8105263157894737,0.6210526315789474,0.5263157894736842,0.33684210526315794,0.38421052631578945,0.4789473684210527,0.2894736842105263,0.1473684210526316,0.5736842105263158,0.19473684210526315,0.24210526315789474,0.1,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.600732324297201,-3.6579537362788255,1.7792906974863514,1.7562982000693756,1.8556248773079551,1.9107344561005801,1.6193507887403116
22,20,5,3,0.2667187651320759,0.46771205221357576,0.6100574984332244,0.4729738276984551,0.2011090120406107,0.4863597465892069,0.2864295767271046,0.34869676711976105,0.7114499874483325,0.1123620962852932,0.17102170471219874,0.5875157048929768,0.6371850920149064,0.17315045279980834,0.3177829200017499,0.41614068252506464,0.3687934442090355,0.10613108168196096,0.0776819793960702,0.174309120442699,0.7631578947368421,0.9052631578947369,1.0,0.8578947368421053,0.5263157894736842,0.8105263157894737,0.5736842105263158,0.6210526315789474,0.9526315789473684,0.2894736842105263,0.33684210526315794,0.6684210526315789,0.7157894736842105,0.24210526315789474,0.38421052631578945,0.4789473684210527,0.43157894736842106,0.1473684210526316,0.1,0.19473684210526315,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.3908216781378924,-3.6445529378307997,1.9954862307165968,2.0200658561961604,1.9367318656980863,1.91018962798249,1.956871348531044
23,20,5,3,0.32396269601815453,0.28096762347183124,0.25999738004044604,0.36147668683550155,0.6227763355924296,0.7771083786008147,0.5951362915528725,0.1372105394129249,0.332021507565359,0.2863651562590639,0.24234389294668182,0.3876407341073797,0.10970153027003399,0.20884573346811694,0.49493515424150486,0.10138965293838265,0.092809277190137,0.6665172440711227,0.07882037542119495,0.1320692961505359,0.9052631578947369,0.8578947368421053,0.6210526315789474,0.7157894736842105,0.9526315789473684,1.0,0.8105263157894737,0.33684210526315794,0.5263157894736842,0.4789473684210527,0.43157894736842106,0.5736842105263158,0.2894736842105263,0.38421052631578945,0.6684210526315789,0.24210526315789474,0.19473684210526315,0.7631578947368421,0.1,0.1473684210526316,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,-0.11976246903508674,-3.6125676935003748,1.1859654936842157,1.1452388049844542,1.2583511774441112,1.2211201741768825,1.1374375029424628
24,20,5,3,0.25301589477153796,0.18648015134870843,0.5004759309172071,0.3016478653528229,0.12987962676951104,0.35557632104120346,0.701517820845348,0.33065459610237014,0.43329154687929033,0.6748351194940646,0.11490029657500586,0.10548274628410675,0.07511651562007099,0.38449979317610594,0.7247136812837776,0.2595422186427739,0.5936030498893935,0.09114274711988002,0.3807532700477605,0.07845819768829314,0.9526315789473684,0.7157894736842105,1.0,0.7631578947368421,0.38421052631578945,0.5736842105263158,0.9052631578947369,0.5263157894736842,0.6210526315789474,0.8578947368421053,0.2894736842105263,0.24210526315789474,0.19473684210526315,0.4789473684210527,0.8105263157894737,0.33684210526315794,0.6684210526315789,0.1473684210526316,0.43157894736842106,0.1,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,-0.6291873071133139,-3.8018742547782898,1.7746951789440653,1.638523178412248,1.7595162936141144,1.8284866962576547,1.5222508654086961
