Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,beta_0,beta_p,beta_theta1
25,5,1,3,0.46540008329825355,0.2574472275641785,0.3987270629249999,0.27686428265198754,0.07678010413480515,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.5,0.3309261809944752,-3.380563416158401,1.2289391258593398
26,5,1,3,0.32625491117958183,0.20537340082883415,0.5171566558459859,0.11036459884876468,0.08757361839370775,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.5,0.5,1.0,0.19897136518949513,-4.105099095182091,1.5823145561998406
27,5,1,3,0.5053526797236552,0.28549539144217856,0.23015142982445586,0.2259092617363731,0.03238337419933124,1.0,0.775,0.55,0.325,0.1,0.5,0.0,1.0,1.0,1.0,0.06149281921767183,-3.1962546515406784,1.667143569576323
28,5,1,3,0.4197625796623369,0.31449696875885863,0.5686112843657504,0.1938443174957585,0.04935987721806643,1.0,0.55,0.775,0.325,0.1,0.0,0.5,0.0,0.5,0.5,0.28911005683667207,-3.3988179247201473,1.0414282568360544
29,5,1,3,0.2997717077301483,0.40708235194206044,0.23877840507169534,0.2558074247806988,0.03988260481028462,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.0,0.5,0.5,0.15687429639699255,-3.996678815484215,1.263514404936429
30,5,1,3,0.26474484824126454,0.3367238159316198,0.1579627214801984,0.15230823183346925,0.07694984280982421,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.5,0.5,0.0,0.2406450097420984,-3.7320663397793257,1.412524541341197
31,5,1,3,0.25909128458971964,0.23720632174477874,0.2185820756307823,0.2379110006187489,0.08514074911419117,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,0.0,1.0,0.5595376100674989,-4.248865615555649,0.7902786617579497
32,5,1,3,0.4157150299625507,0.2053294681085146,0.16006067201130797,0.6274849467538316,0.08789032016184939,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.5,1.0,0.0,0.0913548698295771,-3.942790995379231,1.611234516519572
33,5,1,3,0.23221250953111883,0.7690889401344952,0.3349428123721183,0.12371511836770588,0.0416138452248431,0.775,1.0,0.55,0.325,0.1,1.0,0.0,1.0,0.0,0.0,0.42663800153291154,-3.6294883067077577,1.3288123392139901
34,5,1,3,0.25481381246175805,0.23176419549300198,0.20739010127563906,0.15275224015258396,0.051817562287507314,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.0,1.0,0.0,0.20655605062568824,-3.437101816762659,1.480118225681737
35,5,1,3,0.7770353118736502,0.5531502513158465,0.3397934100236835,0.2342626719578025,0.06556228249659922,1.0,0.775,0.55,0.325,0.1,0.0,0.5,1.0,0.0,1.0,0.291832576592647,-3.5802019711581976,1.7015923790591347
36,5,1,3,0.2274761260337841,0.5584205291599007,0.3922996299639752,0.2857902535211357,0.08338470461844891,0.775,1.0,0.55,0.325,0.1,0.5,1.0,1.0,0.5,0.0,0.18271279874860236,-3.72372748011045,1.2635283338822407
37,5,1,3,0.43122963555546734,0.7324637664031035,0.4471022697363622,0.2633890852187306,0.054246410453290844,0.775,1.0,0.55,0.325,0.1,0.5,1.0,1.0,0.5,1.0,0.3166001686460169,-3.43584079133455,1.227073103326191
38,5,1,3,0.3366791056442622,0.16827435170290783,0.5222518227544817,0.09760027138563615,0.06958747284759881,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.0,0.5,0.13115105388359538,-3.0439981936407947,1.5684264265375665
39,5,1,3,0.29029453436352903,0.25803753061831824,0.14494777339688714,0.6786770800300171,0.06751991323302996,1.0,0.55,0.325,0.775,0.1,0.5,0.5,1.0,1.0,0.0,0.4853819899716319,-3.6195029880997382,1.5660318147457597
40,5,1,3,0.47170718916741294,0.7855498090856539,0.38729747964174716,0.1965725283149248,0.029905691320275374,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.0,0.0,0.0,0.17282195757661561,-3.038641999098078,1.3209125073777948
41,5,1,3,0.5972480398908966,0.1314318482718878,0.6259448110722088,0.4945734084057865,0.060771438212366725,1.0,0.325,0.775,0.55,0.1,0.0,1.0,1.0,0.0,0.5,0.18372958395614522,-4.373718604750268,1.8621827427664905
42,5,1,3,0.28583404603073326,0.40873268024657833,0.8625044097392389,0.20069945426376798,0.0892248491461553,0.775,0.55,1.0,0.325,0.1,0.0,1.0,0.0,1.0,0.5,0.30772997956398157,-3.079943748534646,1.2589534420134056
43,5,1,3,0.3503345567392676,0.4363830490909166,0.19962463258762725,0.4350397606636802,0.08629707173803192,1.0,0.775,0.325,0.55,0.1,0.5,1.0,0.0,0.5,0.0,0.1924119857303417,-3.6191784578731534,1.127537983054731
44,5,1,3,0.3428834949315114,0.08876157954733876,0.862965037692004,0.4256354928270309,0.045209564260260994,0.775,0.325,1.0,0.55,0.1,1.0,1.0,1.0,1.0,0.0,0.2923127755983384,-2.957901201491163,1.2135848348292437
45,5,1,3,0.2687122621796263,0.5692044400911658,0.4173394587517733,0.22071160875115037,0.039449738039174176,0.775,1.0,0.55,0.325,0.1,1.0,0.0,0.0,1.0,0.5,0.12032452399056645,-3.21020442159834,1.5003645950880706
46,5,1,3,0.4826505630131017,0.23732432139469184,0.15353688525611048,0.6859384711737724,0.07386913794081705,1.0,0.55,0.325,0.775,0.1,0.0,0.5,0.5,1.0,0.5,0.47673586404698176,-3.1308320767485154,1.0284204812359123
47,5,1,3,0.20585032965532418,0.43250739316485415,0.7655437171057782,0.21408073241474956,0.032026994790572055,0.55,0.775,1.0,0.325,0.1,0.0,0.5,0.5,0.0,1.0,0.24545656696267754,-3.2728052823142146,0.8151529029636613
48,5,1,3,0.2656668580025584,0.639511243590355,0.22646133737509372,0.1825606499534248,0.07324152102034527,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.0,0.5,0.0,0.23860769602668455,-3.9707077717228785,1.0665815647070649
49,5,1,3,0.3724703847403009,0.26573877290516557,0.27969800555233465,0.1587839738344092,0.06343079005844411,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.0,0.0,1.0,0.17995061759591022,-2.9936749173110235,1.1211454496895938
50,5,1,3,0.18585070442262613,0.4852616190111942,0.17538493525766768,0.8997898284809366,0.05905172143703563,0.55,0.775,0.325,1.0,0.1,0.5,0.5,0.5,1.0,1.0,0.3295640004881243,-3.00797151925163,1.4446157442276395
51,5,1,3,0.32116178198815903,0.32529284801343145,0.5944570872567402,0.19836579772971294,0.035812342786738754,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.0,0.5,1.0,0.28129444944248166,-3.3252390659265,1.3784408091404323
52,5,1,3,0.2682296461796993,0.8412206142364091,0.22588534688077008,0.6838854494226999,0.03432425540664352,0.55,1.0,0.325,0.775,0.1,0.5,1.0,0.5,1.0,0.0,0.40985129184955804,-3.854565098202963,1.382506250081203
53,5,1,3,0.47583887296867045,0.339580252339793,0.10097808499793776,0.4103242783355912,0.0814099306839095,1.0,0.775,0.325,0.55,0.1,1.0,0.0,1.0,0.0,0.5,0.3566355565537049,-4.6144492706131555,1.4553722686796235
54,5,1,3,0.6814724058038226,0.29567045405993725,0.5565687028405996,0.1525563736496749,0.0653475121841851,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.5,0.0,1.0,0.3180515895502116,-4.14772582595742,0.9954177509364207
55,5,1,3,0.32816689841763025,0.4439936171716167,0.15238170356671085,0.4261020467102074,0.025863956808772307,1.0,0.775,0.325,0.55,0.1,0.0,0.0,1.0,0.0,1.0,0.39652341489531323,-3.433904896615884,1.3789201417948298
56,5,1,3,0.4771919398447495,0.7204001480661888,0.3774249381971027,0.22360725104375703,0.08613474195240199,0.775,1.0,0.55,0.325,0.1,1.0,0.0,0.0,0.0,1.0,0.14102845299435177,-3.8257510610779426,1.7788765467393286
57,5,1,3,0.3910258779351182,0.3566175390310292,0.21283942984957144,0.02699214900752124,0.2603570482667645,1.0,0.775,0.55,0.1,0.325,1.0,1.0,1.0,0.5,0.5,0.2153458163855813,-3.1622220383185358,1.3615188869034092
58,5,1,3,0.3409172817067857,0.23539744717549016,0.10956338069449098,0.4189206698114423,0.08580370170499685,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.0,0.0,1.0,0.3391793875141311,-4.143942547335719,1.0154631224654895
59,5,1,3,0.39923325721044467,0.25822890677232546,0.5101023880607881,0.13374976356937737,0.0500869732157265,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.5,0.5,0.20091169033782078,-2.9893128018262574,1.4096615832496942
60,5,1,3,0.3364695877660357,0.20809384811853293,0.1322178807257979,0.8348942844162264,0.079117065125754,0.775,0.55,0.325,1.0,0.1,0.5,1.0,0.0,0.5,0.5,0.22068560341633817,-4.013812793781482,1.4753747928689505
61,5,1,3,0.13828137616083552,0.6286589808365057,0.508851894454197,0.03836654848915186,0.28295517712037077,0.55,1.0,0.775,0.1,0.325,0.5,0.0,1.0,1.0,0.5,0.27901390693977457,-3.582140570886693,1.2698861701930466
62,5,1,3,0.37332849351718633,0.48150171460188945,0.12151563464749382,0.4483690108186723,0.07336843435731076,1.0,0.775,0.325,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.07147958899020308,-3.8078370832074753,1.9871833510794796
63,5,1,3,0.33379097211725284,0.3578562749791395,0.5924931879073201,0.166066475402856,0.08211103485986637,1.0,0.55,0.775,0.325,0.1,0.5,0.5,1.0,0.5,0.0,0.3388849622681073,-3.2254752301658574,1.299584876990905
64,5,1,3,0.5625943567894593,0.08773557523677855,0.5687338936907566,0.36649940673908726,0.058049000110844344,1.0,0.325,0.775,0.55,0.1,0.5,0.5,0.5,0.0,0.5,0.4081051047643756,-4.559763776768457,1.3701269001603191
65,5,1,3,0.38240261595613406,0.16920969790691065,0.7729784026162366,0.22022380605550404,0.0826054453018951,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.5,1.0,0.0,0.20845250344037972,-3.256023374081705,1.654239644851566
66,5,1,3,0.2555126948423764,0.7440960041029431,0.3050389303248514,0.21243292957952017,0.05593280027153812,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.0,0.4995359994272473,-3.7773912347532317,0.8575673861719215
67,5,1,3,0.3015271152062535,0.31774920167256443,0.24307731153110734,0.23979845413099743,0.059358220365943896,1.0,0.775,0.55,0.325,0.1,0.0,0.5,1.0,1.0,0.5,0.3025769366126579,-3.548237102602678,1.480881683807897
68,5,1,3,0.365961602166887,0.19160389265344469,0.44828636156066415,0.14337784617620677,0.08734069466837571,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.5,1.0,0.5,-0.02003471097792086,-3.1548744466086616,1.2567243970764121
69,5,1,3,0.32201458008637107,0.18936414794326112,0.7906520919984117,0.0321164416535385,0.2754182179114245,0.775,0.55,1.0,0.1,0.325,1.0,0.5,0.0,0.0,0.0,-0.06265058386335715,-3.257959307181204,1.4103172371773087
70,5,1,3,0.4345792399208396,0.322857023779758,0.140112946777331,0.2563824641124243,0.08278192405812992,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,1.0,0.0,0.27408727485164275,-3.2150468141717035,1.6969058213899686
71,5,1,3,0.3742456476258661,0.13748420015050863,0.44257377800414704,0.680349175656748,0.03966097620292078,1.0,0.325,0.55,0.775,0.1,0.5,0.0,0.5,0.0,1.0,0.09697661981817794,-3.1751263323731482,1.4206691963731342
72,5,1,3,0.2617277423189529,0.3800079342226014,0.18231944036822512,0.19378979703591337,0.04107058587116952,1.0,0.775,0.55,0.325,0.1,1.0,0.0,1.0,0.0,0.5,0.4650319807580302,-3.525613730559231,1.932970427577405
73,5,1,3,0.25658991383354157,0.5056338928214724,0.10611067819737349,0.3883394261851911,0.08080925387508471,0.775,1.0,0.325,0.55,0.1,0.5,0.5,1.0,0.0,0.0,0.42780583854293086,-3.6399034115706734,1.228249111078879
74,5,1,3,0.37040912782169,0.20992795791328844,0.36840109222096107,0.23757849338569711,0.025138790408376716,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,1.0,1.0,0.48772711317435397,-3.624981933942248,1.095396026326852
75,5,1,3,0.27734662446019365,0.7852338815192669,0.20484329050930283,0.47277613648517053,0.05868639250674269,0.775,1.0,0.325,0.55,0.1,0.0,0.5,0.5,0.0,0.0,0.34757951633561857,-4.045857166797024,1.7226235537532957
76,5,1,3,0.2446078821374238,0.8351705482002578,0.6331091663270886,0.2014581857119845,0.07868526308836551,0.55,1.0,0.775,0.325,0.1,0.5,1.0,0.0,0.0,0.0,-0.03190755326513677,-3.1800758599245214,1.8471994609595646
77,5,1,3,0.4882654965930321,0.39841633649678276,0.2473470688240359,0.032855463885984926,0.2713484459568767,1.0,0.775,0.55,0.1,0.325,1.0,0.0,0.0,0.0,0.0,0.3596136926980588,-4.481643391306627,0.9649303281939526
78,5,1,3,0.25158720124706924,0.23865973069884067,0.18208534467410398,0.6620732096228735,0.059227674784954276,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.5,0.5,1.0,0.1824979663754753,-3.720021162357621,1.7937026381785577
79,5,1,3,0.6486663513904236,0.29786842546189835,0.5778038585254617,0.15262067421666942,0.03749598252341879,1.0,0.55,0.775,0.325,0.1,1.0,1.0,1.0,0.0,0.5,0.08694316673472947,-2.894985763327392,1.1862721552464557
80,5,1,3,0.14743635646434006,0.5815122507722377,0.8866237322651873,0.2515574068548162,0.07923821011567127,0.55,0.775,1.0,0.325,0.1,0.5,1.0,0.0,0.0,0.5,0.25797992724361724,-4.016908730422657,1.5013397300853981
81,5,1,3,0.31111113479733304,0.1481279268363206,0.6848902480045869,0.1031924810689624,0.05558748141659238,0.775,0.55,1.0,0.325,0.1,0.0,0.5,0.0,0.5,1.0,0.1112128496215056,-3.0984374998155104,1.8460195817037788
82,5,1,3,0.4362631254810184,0.35924963816883504,0.31054482458814503,0.19941580097675346,0.08721798194988431,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,1.0,1.0,-0.022168111977121093,-3.2511495698504294,1.7731606066684613
83,5,1,3,0.387342473209797,0.3001637392241792,0.19302723703270297,0.15298336199109328,0.06335245358026181,1.0,0.775,0.55,0.325,0.1,0.0,1.0,1.0,0.5,1.0,0.2884884212047663,-3.6257694733720744,1.411993794591445
84,5,1,3,0.18961141278533222,0.453896182264466,0.20332212165455718,0.8995466358139014,0.02915277622901498,0.55,0.775,0.325,1.0,0.1,0.5,0.0,1.0,0.0,0.0,0.12999567929058573,-3.735583878082545,1.947911919744892
85,5,1,3,0.20969556865514094,0.11388756214413717,0.6266095199283586,0.8846025014421469,0.07532920552062196,0.55,0.325,0.775,1.0,0.1,1.0,0.0,0.0,1.0,0.0,0.19295955276491,-3.510724534200197,1.55564321813995
86,5,1,3,0.1864551735445562,0.09314701893149713,0.5508060800542428,0.7833740999447105,0.03512048007737115,0.55,0.325,0.775,1.0,0.1,0.0,1.0,1.0,1.0,0.5,0.3833049748100295,-3.3367590391354196,1.297585247892899
87,5,1,3,0.3227268142885996,0.12143652881173891,0.5789802633890495,0.8970433089601005,0.05983961612619986,0.55,0.325,0.775,1.0,0.1,1.0,0.0,1.0,0.0,0.0,0.2443398303110305,-3.652437167494199,1.39141699553384
88,5,1,3,0.20448589582737797,0.7452902662423536,0.34488760387762474,0.25800228514894163,0.08191873295613955,0.775,1.0,0.55,0.325,0.1,0.0,0.5,1.0,1.0,0.0,0.4902660004375622,-3.580999681548288,1.5434645236552937
89,5,1,3,0.3429632451650333,0.10317245959953636,0.8075120082789722,0.41342077458436505,0.035092675646215515,0.775,0.325,1.0,0.55,0.1,1.0,0.5,0.5,1.0,0.0,0.3152608836836323,-3.9857494570954484,1.1533034025128204
90,5,1,3,0.16414627761223854,0.49998644272607284,0.8252139029914713,0.1703073935310567,0.08732214250025962,0.55,0.775,1.0,0.325,0.1,0.0,0.5,0.0,1.0,1.0,0.3222919145514325,-3.4901831601368905,1.4231827008951403
91,5,1,3,0.2608240095135551,0.4799433474790963,0.2212175045083489,0.45335488657067624,0.06691728827496986,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.5,0.5,0.5,0.05245389271444752,-3.0707486654383414,1.4097348087559793
92,5,1,3,0.4980308761256649,0.3429413957796515,0.2799748459637976,0.13842400758080772,0.0892011452777932,1.0,0.775,0.55,0.325,0.1,0.0,1.0,1.0,0.5,0.5,0.3372794136210609,-3.5131876905026282,1.0205174278444609
93,5,1,3,0.4772502590079668,0.47799139614616837,0.39105427683223953,0.2887084157571509,0.08271398336233121,1.0,0.775,0.55,0.325,0.1,0.0,1.0,1.0,1.0,0.5,0.3525399151927598,-3.0574257738290074,1.0657583563708004
94,5,1,3,0.3785479158189446,0.8496839387189785,0.44851066626182723,0.225799649857453,0.0868438813848165,0.775,1.0,0.55,0.325,0.1,0.5,0.0,1.0,0.5,0.5,0.25759788077124357,-4.600050302954957,1.8169792687290176
95,5,1,3,0.480264658759022,0.321430247943255,0.20107842757481462,0.4858892781271469,0.03780965105852127,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,0.0,0.0,0.26409024782247986,-3.7175736154782433,1.1897388591704445
96,5,1,3,0.5945387699451767,0.5095047642728636,0.40914873811969427,0.24688842945101627,0.02531190989685976,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,0.5,1.0,0.3127956830173524,-3.301859600342105,1.1631368009649505
97,5,1,3,0.6210635349167208,0.21315602992411742,0.44624004052831695,0.19056041750250638,0.08991446930370278,1.0,0.55,0.775,0.325,0.1,0.0,0.5,0.5,1.0,1.0,0.270677010874066,-4.008671956014842,1.1723673801053842
98,5,1,3,0.3690384630097949,0.3163601165039844,0.30426450577513686,0.0916986879846502,0.05186401995653325,1.0,0.775,0.55,0.325,0.1,0.5,0.0,1.0,0.5,0.0,0.5784659255574099,-3.6306892615339574,0.9453085673900892
99,5,1,3,0.5085843662667117,0.3230846069635457,0.8722340688512167,0.2684634377584928,0.05826976111748433,0.775,0.55,1.0,0.325,0.1,0.5,0.5,0.5,1.0,1.0,0.6249723338023598,-4.039907870952931,1.182585802806899
