Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
10,10,5,3,0.44813429961840856,0.3202111670318182,0.1802178501103538,0.4960266274728143,0.3063010119360523,0.1787007921654428,0.2832366267505111,0.08339823035744742,0.03892821949737442,0.1482741791478531,1.0,0.8,0.6,0.9,0.7000000000000001,0.4,0.5,0.30000000000000004,0.1,0.2,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,-0.3791349078374046,-4.089418180617819,1.5541668249528549,1.6643319058031667,1.6526098917308683,1.4719725747821784,1.6821382413063877
11,10,5,3,0.5041645707341251,0.21119919830264133,0.5569955813006969,0.25441663612233933,0.5591474945976248,0.3703476708085149,0.06041513344401106,0.3125379396739403,0.2186634801912646,0.06991460209483887,1.0,0.7000000000000001,0.9,0.5,0.8,0.6,0.2,0.4,0.30000000000000004,0.1,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,-0.08336154206106978,-4.595904742175424,1.6075052469636932,1.6654742026545388,1.5185303635987917,1.8879842601167613,1.7162803428042115
12,10,5,3,0.35240747959784713,0.27218219972635316,0.25791439277889694,0.18222524916908667,0.20674370453978008,0.14583949626934112,0.13685450895072104,0.6453997477701535,0.061425888735193585,0.0720960982713326,1.0,0.9,0.7000000000000001,0.6,0.5,0.4,0.30000000000000004,0.8,0.2,0.1,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,-0.06876070287736448,-4.1790614335147165,1.0222768633025285,0.9968194539139686,1.2114074287726568,1.169670244763744,1.0718125577133812
13,10,5,3,0.23639518263602127,0.4822045486679167,0.16905898735850705,0.6732483087821929,0.5096884253516798,0.4048676914506152,0.16287941068465647,0.2685765385420529,0.07172766558122959,0.0702808760581942,0.7000000000000001,0.9,0.5,1.0,0.8,0.6,0.30000000000000004,0.4,0.2,0.1,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.04766586644134895,-3.949843625900457,1.3669827371694616,1.3142967626314392,1.3784081782209618,1.2938810596828572,1.348532007942058
14,10,5,3,0.40503894788686207,0.5501637335368466,0.19707339445817323,0.5354661479607311,0.8355976233661578,0.19708667412611433,0.30490744900083594,0.5311695993346803,0.14689436923675844,0.08232271997229171,0.8,0.9,0.5,0.7000000000000001,1.0,0.30000000000000004,0.4,0.6,0.2,0.1,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,1.0,-0.20862128317381826,-3.6589974878470373,1.1011860816751773,1.1987602112568683,1.272443967332715,1.1019268216582867,1.0556432600401677
15,10,5,3,0.28793174418581013,0.3511104987573139,0.37228422014063967,0.21164028422336667,0.1321763857515023,0.816406576404415,0.19833557681503583,0.10946761325821824,0.5355472212315255,0.06739974475438522,0.9,0.8,0.7000000000000001,0.5,0.4,1.0,0.30000000000000004,0.2,0.6,0.1,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,-0.32401628756049844,-4.153807883087552,1.351732657550063,1.620480384354239,1.680674295949386,1.6575150385312538,1.4549165629525649
16,10,5,3,0.26470016529263785,0.2453153849388573,0.5469724479283146,0.32347084159242295,0.16223629542217502,0.11634551914518654,0.592065117146123,0.4218939840659414,0.1373617161767212,0.06813090234348576,1.0,0.8,0.9,0.6,0.4,0.30000000000000004,0.7000000000000001,0.5,0.2,0.1,1.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,-0.13135026206277198,-3.7724030217658058,2.1290523418507226,1.768855192928428,1.6947937874344416,1.8201750638977123,1.7369275945512614
17,10,5,3,0.34212087506358296,0.5813417228956789,0.28875266234204533,0.6919328530066888,0.10266464687204696,0.5468183080465183,0.3743809088406268,0.2618897814990314,0.17130789173330144,0.0747837699515336,0.7000000000000001,0.9,0.6,1.0,0.4,0.8,0.5,0.30000000000000004,0.2,0.1,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,-0.028995501814961792,-4.233880118142814,1.0038807951669593,0.9705217632640631,0.9282923048673136,1.1319668840665429,1.2498260733777442
18,10,5,3,0.2258881204172144,0.295152249994995,0.4276273248526556,0.6963615367693794,0.10271505824074689,0.31171126289477963,0.2309822537463913,0.12574498319851282,0.08091346654724299,0.0716422470248027,0.9,0.7000000000000001,0.8,1.0,0.4,0.6,0.5,0.30000000000000004,0.2,0.1,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.03977782756464151,-3.919179397709295,1.7126226478317157,1.6552012847838227,2.0052413149194668,1.8705598600923652,1.9297975676436718
19,10,5,3,0.2630805043669062,0.26267932889356327,0.3425392586410334,0.3746760179100054,0.20524474008015992,0.37534127359713837,0.25207389475270947,0.06977878481635857,0.025091873208156257,0.24842047155519717,1.0,0.9,0.8,0.7000000000000001,0.5,0.6,0.4,0.2,0.1,0.30000000000000004,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.39756319469311613,-3.768692823670242,0.9258933593067998,0.8730033691143997,1.046779475232199,0.982905024522125,1.0303006329108355
20,10,5,3,0.2785054629675998,0.257529090148254,0.507503347721549,0.8201610677060454,0.23876852734083975,0.4582330648311287,0.36368163700855405,0.10717043914646714,0.24655774230053126,0.06419760714824131,0.8,0.7000000000000001,0.9,1.0,0.4,0.6,0.5,0.2,0.30000000000000004,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,-0.4626551851411757,-3.466726106853113,1.8526643918648478,1.9160947111045294,1.6213314411297404,1.772814256982996,1.6278219640099416
21,10,5,3,0.14193096870276978,0.65707140721702,0.1674662395733249,0.496303856755479,0.39683522598461834,0.8463509051612957,0.07846707513325946,0.17930687114953447,0.7022394491257244,0.06168883104465418,0.5,0.9,0.4,0.7000000000000001,0.6,1.0,0.2,0.30000000000000004,0.8,0.1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.11272642417027105,-3.286953228358508,1.6884785434135496,1.4249274570688928,1.4911806653182067,1.4505490746134093,1.4872641909353257
22,10,5,3,0.43355496129168936,0.24052058450634073,0.6212557054962518,0.25339526065420703,0.5143720769260371,0.22375754441810136,0.8551528426165909,0.12693069194475134,0.03335443955223805,0.259283667139154,0.8,0.6,0.9,0.5,0.7000000000000001,0.4,1.0,0.2,0.1,0.30000000000000004,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,-0.10930595521942807,-3.707775858727289,1.5274125982310374,1.5618326199052552,1.6797924426302804,1.9459872868243941,1.5583369783959826
23,10,5,3,0.3485374959847167,0.3288718216790817,0.2262746879924159,0.43206959904049524,0.16259394238332786,0.4581964145840232,0.17711942608668366,0.07870147957657302,0.3911929568833433,0.05980699760728845,1.0,0.9,0.7000000000000001,0.8,0.4,0.6,0.30000000000000004,0.2,0.5,0.1,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.22835699944938548,-3.604745748339716,1.391318290217902,1.5579146030742312,1.7308533277466003,1.600280643499537,1.4262523924332609
24,10,5,3,0.4354464281891489,0.4476507192421247,0.37250383362970557,0.2056715643385123,0.09151353648779409,0.7152951822990703,0.42765937913048946,0.24028137401390764,0.1073188556334527,0.06386350627204761,1.0,0.8,0.7000000000000001,0.5,0.30000000000000004,0.9,0.6,0.4,0.2,0.1,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,-0.1430772349757217,-4.070578212615864,1.1839818525964008,1.3644540157808365,0.9200600891313624,1.0577011598232005,1.1793377833240126
25,10,5,3,0.4493987610143758,0.5103117399471419,0.38766862939857955,0.19164115671415693,0.1314598326929025,0.08821010743115007,0.4392216067131186,0.6535353848379346,0.1275480784885725,0.08308253447983699,1.0,0.9,0.7000000000000001,0.5,0.4,0.30000000000000004,0.6,0.8,0.2,0.1,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04208370860435173,-3.8215305982101513,1.3411174476668202,1.265983421174507,1.2895462359193208,1.26552525154582,1.3585152619047545
26,10,5,3,0.27748967339769326,0.4172872120690528,0.3348070539263981,0.7837627259416061,0.37917263496319725,0.7848027409548498,0.0932161649238356,0.31338033976600377,0.028480135253862532,0.26315398690582664,0.7000000000000001,0.8,0.6,1.0,0.5,0.9,0.2,0.4,0.1,0.30000000000000004,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,-0.7007581023725288,-3.6725235460100842,1.7574623592111613,1.7813865200598122,1.566411716710188,1.832272167259969,1.8450130472196202
27,10,5,3,0.3908824828927798,0.3563524993599326,0.35242763651107595,0.7664013061354445,0.2805935541972012,0.6399715972527603,0.1806292315867616,0.09840878954416339,0.303498596225971,0.02635143340386889,0.9,0.7000000000000001,0.6,1.0,0.5,0.8,0.30000000000000004,0.2,0.4,0.1,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.06766860862659188,-2.977934729639084,1.4509012037994362,1.305440306595898,1.2396068030827556,1.3547502025457177,1.417908993595101
28,10,5,3,0.22349094144232062,0.4343265883943439,0.425422530109126,0.19562250644732626,0.1227534665323749,0.4628298125571309,0.2672205069276661,0.15340657755078774,0.03220507856307281,0.1549786155259345,0.8,1.0,0.9,0.6,0.4,0.7000000000000001,0.5,0.30000000000000004,0.1,0.2,0.5,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,-0.43350961508834845,-3.964001094504592,1.5889054708500219,1.3756607890685069,1.5564001342293965,1.6245920653617265,1.5004243793227794
29,10,5,3,0.21467036753372304,0.3941739906168044,0.2286176136160063,0.09910661882447136,0.7083762018638973,0.8128623693805568,0.09132345483686295,0.30506045075544,0.5107158503055902,0.04718250667329191,0.7000000000000001,0.8,0.5,0.30000000000000004,0.9,1.0,0.2,0.4,0.6,0.1,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.3404087494349927,-3.7984709877204295,1.2055762863089603,1.0861136107966727,1.3650468428669034,1.2870159999387156,1.2988918836426846
30,10,5,3,0.5658071679650633,0.3726688087721023,0.5717342011423581,0.7095230394447125,0.22466492028593957,0.45444352095273466,0.38067388361033117,0.20696540843119654,0.027295546630802234,0.1423774166028283,1.0,0.7000000000000001,0.8,0.9,0.4,0.6,0.5,0.30000000000000004,0.1,0.2,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,-0.23278852155233798,-3.1910078457968774,1.8356305007355789,1.7797233108556034,1.7072355500271286,1.9320611815385782,1.7699446533574454
