Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
10,5,3,3,0.23462391900206836,0.5771331204253736,0.21739221543668297,0.11194389544580466,0.0848246076954873,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.06029686960086641,-3.733866645550916,1.894285662505561,1.8119632451469094,1.7135061306985564
11,5,3,3,0.30853672311247915,0.1932336915939823,0.8720398746209803,0.037613215575167974,0.48967604633581185,0.775,0.325,1.0,0.1,0.55,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,-0.17666925747020804,-3.602004592867797,1.761955125214794,1.690350161312087,1.7405894385746181
12,5,3,3,0.4398970447498671,0.7746481071893355,0.441225091517357,0.21691669094813432,0.07463585084152173,0.775,1.0,0.55,0.325,0.1,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.2725946659701462,-3.7481881241937605,0.9339305979948919,0.9037002213931188,0.8859850142450467
13,5,3,3,0.3907613543772046,0.42651203334173865,0.29349243734901603,0.13867599672158293,0.08747358118684612,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.37105131101682043,-4.34589028550222,1.3299379466026697,1.450071216954715,1.519506560085226
14,5,3,3,0.3144974705152327,0.3275491159343231,0.5767326239551793,0.21234600479495866,0.05430016656912946,1.0,0.55,0.775,0.325,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.3811264340276681,-3.3600444278518267,1.065999351864354,0.9813522153634386,1.2579334492089727
15,5,3,3,0.5006758818318726,0.5382877215896937,0.25897764833812,0.49064602953369174,0.07575781834987244,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,-0.17596121549116234,-4.184895992795017,1.997665046699915,1.8458651023931465,1.8637055271502743
16,5,3,3,0.4941577581444877,0.817233483859741,0.18543255417282462,0.457343541912821,0.07007067600332784,0.775,1.0,0.325,0.55,0.1,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.16741174836452438,-3.047782730672411,1.404980144301956,1.0615665998179347,1.4333390005525566
17,5,3,3,0.4067518726273458,0.14560547997745993,0.5024060665702134,0.2403735692179685,0.08901908237670697,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.26143717751488493,-3.653843843744016,1.8788659005812924,1.8618992382318278,1.7683606006589698
18,5,3,3,0.6224680731428558,0.20689557948494042,0.6721769007097075,0.24538335804804892,0.07470445685066679,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.3800039466603654,-4.831863949629895,1.3201552274015838,1.252277582922808,1.2469123551850037
19,5,3,3,0.2592355415775287,0.155033776075563,0.5184490354686228,0.22160716929198435,0.07423786199603041,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,-0.05958262433763442,-3.385758501358739,0.9737160102974102,0.8719527841224574,1.0608489161920585
20,5,3,3,0.3280772554003044,0.6270765571260393,0.19419340608365632,0.19386511720676858,0.02990613863893908,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.5,-0.03628562929555979,-3.228998798590029,1.4126871185355123,1.2818077376944228,1.2633247111049697
21,5,3,3,0.18053352828386365,0.09598715673641867,0.7902345973330166,0.5821002597069368,0.06801574708233833,0.55,0.325,1.0,0.775,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.14843448456383096,-3.577284898833729,1.2914772564017298,1.4972184945470834,1.3835772496183638
22,5,3,3,0.2541272402898065,0.1656743118076106,0.5928786679808257,0.19706695258172638,0.06183014232708659,1.0,0.55,0.775,0.325,0.1,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,-0.17555863145683426,-2.843292544519372,1.632241677751835,1.450577861117838,1.5279937258869687
23,5,3,3,0.46534975090083464,0.3565477525002808,0.2857838433522664,0.21260798506064896,0.050067170398028105,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,-0.005771910252516681,-3.962943545337394,1.2906765738632466,1.2905744948445168,1.3937530783190777
24,5,3,3,0.3821209950406286,0.4651386792087241,0.3124406233220561,0.18051118682284123,0.0820847925262942,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.16249373156240052,-3.8566943713582265,1.2986543800431893,1.1657015073016659,1.492557731529299
25,5,3,3,0.5514359393966111,0.43490948908834837,0.09875611844770929,0.4736789290970588,0.028459875628258302,1.0,0.775,0.325,0.55,0.1,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.12013726824678096,-3.1903630377002443,1.1707456454965608,1.1145259622306962,1.1864204113432981
26,5,3,3,0.38783668164147,0.26511431956509046,0.10940753321839813,0.6279810063003581,0.08759469495555584,1.0,0.55,0.325,0.775,0.1,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,-0.048814524551272734,-3.821824638367143,1.306428242003288,1.2166071507014093,1.0798928203202818
27,5,3,3,0.35803830169211603,0.13942101045980437,0.559531621364548,0.032364833350643746,0.2916132034876154,1.0,0.55,0.775,0.1,0.325,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.24202300241254598,-3.8023703016849835,0.9657027414906931,0.8555559022064861,0.830331696587735
28,5,3,3,0.23966506527848408,0.7096740603832148,0.17448731887325575,0.45138133757001714,0.026484606949168044,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.10477015731640155,-3.043034756068165,1.7626813207427963,1.699629182807939,1.7370578228318474
29,5,3,3,0.2703033383861533,0.5241766851539529,0.10825646105581038,0.8678327645969088,0.08471705204323707,0.55,0.775,0.325,1.0,0.1,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.024260842657467148,-3.500868162473482,1.1821616510866708,1.0378313263581191,1.287617385143547
30,5,3,3,0.23178117047629931,0.2715846657140881,0.1565668920925362,0.8481755535840493,0.057092295469575484,0.775,0.55,0.325,1.0,0.1,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.12086172939737878,-3.691534196537813,1.5964710009901866,1.7082022054552835,1.915900638945195
31,5,3,3,0.2715963347728917,0.8271967234808988,0.6210239234105389,0.1841176523696411,0.04071203777931126,0.55,1.0,0.775,0.325,0.1,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.19620921946151196,-4.247359996423395,1.29592230391173,1.2028942964348186,1.276445810384429
32,5,3,3,0.27735349643577967,0.1830843739468314,0.48783684788955745,0.26266663342661867,0.07985525915805826,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,-0.26086292803026445,-4.0160537487744286,1.5818662360422064,1.9940867704281904,1.771109931263313
33,5,3,3,0.3218701143664107,0.40107150440649847,0.8824754643612635,0.21669813771511864,0.06796703945584308,0.775,0.55,1.0,0.325,0.1,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.10439345903021427,-3.4904307899689044,1.1683178212304746,1.3725290617312051,1.4363555793766263
34,5,3,3,0.34326389362025533,0.7085768760236593,0.14231495554330753,0.4036729985150526,0.05602264187385134,0.775,1.0,0.325,0.55,0.1,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.22347022220796292,-3.4919174132163904,1.2459427059871007,1.2603315175804295,1.2094604366733646
35,5,3,3,0.4211857083099856,0.28180881790576584,0.42317178572770087,0.2533656320325462,0.04158124169485796,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,-0.07179817256887781,-3.3560666216623187,1.2387210775122732,1.4552771811773129,1.3728481943024655
36,5,3,3,0.3902004147508195,0.8451888900436042,0.6352212476637953,0.2272959238714072,0.04121423320107265,0.55,1.0,0.775,0.325,0.1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.046366512683811555,-4.916906667195368,1.6378576785521952,1.847924163936133,1.9563426095153391
37,5,3,3,0.25718836949301416,0.19460190943162403,0.5972777512558786,0.1695416061436029,0.04449151992431923,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,-0.120816643828451,-3.075268916184621,1.3424068296532445,1.4476018458468112,1.3662088789463451
38,5,3,3,0.2606888144607604,0.39934922955349117,0.8854197233193635,0.2615277386292513,0.044975868572415034,0.775,0.55,1.0,0.325,0.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.2879619813366448,-2.790342755041199,0.7520781435159004,0.5674862092773614,0.9246701999053076
39,5,3,3,0.3440765150511993,0.20211614434825398,0.5734412817600062,0.21354586041508092,0.08513958610856591,1.0,0.55,0.775,0.325,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5058309145511398,-4.381595447737883,1.089901789080752,1.0989557025734211,0.9386625274316592
40,5,3,3,0.482777311567831,0.40636296718585796,0.11064908475229701,0.39119195863327816,0.07725065843908135,1.0,0.775,0.325,0.55,0.1,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,-0.3247612928641136,-2.945620908200916,1.8793761217713711,1.8273263073470654,1.5910644681690722
41,5,3,3,0.25847613710839346,0.6091033663075154,0.17302986527009173,0.2413806458502838,0.0547263596896181,0.775,1.0,0.55,0.325,0.1,1.0,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.049267418569029,-2.9864411080005704,1.0576218786050038,1.1201119792352539,0.9768974391175245
42,5,3,3,0.5211137028688853,0.3286921232261586,0.20934854787835125,0.6745622949232043,0.0702093117597704,1.0,0.55,0.325,0.775,0.1,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.2746618263707782,-3.381131016009708,1.0203141152342343,1.0853248468152243,1.314764621964265
43,5,3,3,0.3548167386700347,0.3154289449153914,0.6609103830889987,0.21131515461333766,0.06575351892582264,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.16467885312942493,-4.355584134171227,1.3318811052951707,1.4959531970227455,1.3455434380668212
44,5,3,3,0.4314386630538689,0.15042720419631705,0.47369337638240044,0.23933943932756846,0.05414757685355942,1.0,0.55,0.775,0.325,0.1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,-0.154136579529437,-2.7687134697670035,1.2509835244575398,1.2388024224829328,1.4232712575861681
45,5,3,3,0.4437542720780374,0.3198879455140557,0.19673035993286,0.6680616920282989,0.045263446671397506,1.0,0.55,0.325,0.775,0.1,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,-0.15415974100759824,-3.760837932250357,1.6567178016838502,1.4451685489849266,1.6435818458908322
46,5,3,3,0.55101559177417,0.3783090965509187,0.17493871714360654,0.21745311689104196,0.08532923949629977,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.1744927082339859,-3.8445396112815162,1.1594196734817954,1.043137168198746,1.2402612750291666
47,5,3,3,0.5661781481698054,0.5167054606499608,0.44083892112255807,0.02952518002963289,0.2643849872031214,1.0,0.775,0.55,0.1,0.325,0.5,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,-0.10274105556660881,-3.0135612340805515,1.4237417879141834,1.4309652769002945,1.4404779926409856
48,5,3,3,0.6116439343010349,0.28103946357056103,0.1084264035237566,0.6557097702539718,0.06795610505149642,1.0,0.55,0.325,0.775,0.1,0.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.04852760694574666,-3.8556202359444622,1.3362171523397333,1.4190101295119733,1.253405692503116
49,5,3,3,0.45975131470678665,0.28772024878046737,0.7801182672025878,0.17688525715606837,0.07288143964370368,0.775,0.55,1.0,0.325,0.1,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.0,-0.022946387404413474,-3.546821617808291,1.5225879290525834,1.5879070269954247,1.6529053079346283
50,5,3,3,0.4061232780257177,0.8662219888995115,0.22447509448181735,0.02992703591003798,0.48578783893191535,0.775,1.0,0.325,0.1,0.55,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.44804336801570854,-4.131475777702223,0.9929231026846607,1.0178432905379686,1.3054041180063876
51,5,3,3,0.4212548630654529,0.3088041797330178,0.18500670723781812,0.4145028422332575,0.07530363205573001,1.0,0.775,0.325,0.55,0.1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.12693568174602296,-4.000464496406401,1.4328784744027976,1.2577779734617267,1.6015840968832467
52,5,3,3,0.3939818605978761,0.6615834347524916,0.2870113808705028,0.22715117309681257,0.030022668724780863,0.775,1.0,0.55,0.325,0.1,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,-0.13579229042009355,-3.394265631059894,1.6371713887537187,1.5892183753871232,1.4441666042089583
53,5,3,3,0.41595199345544004,0.7114031625160615,0.2665168221290198,0.15754882438799828,0.05830305989260376,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.1524800182630866,-4.119623139580782,1.6823322421612232,1.693519052872324,1.5975235316030905
54,5,3,3,0.5205371959865237,0.31628491428956657,0.23699536991256806,0.4940700821358315,0.057975041936618225,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.12117025812949916,-4.017747737835314,0.855161222958155,1.2213059248947395,1.0869825381110307
55,5,3,3,0.36266896526392567,0.5911006138058748,0.2676301698370978,0.24534796235335418,0.030140659847673612,0.775,1.0,0.55,0.325,0.1,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,-0.11433430641373318,-3.2998465149303295,1.518744876549122,1.5347143865961403,1.5197035282364275
56,5,3,3,0.3795947858935611,0.5351275762171201,0.1252996256307662,0.4331010634931102,0.03379480889316541,1.0,0.775,0.325,0.55,0.1,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.14065914105706123,-3.7118910698156546,0.8700818899520673,0.8895996979477402,0.9548131590319796
57,5,3,3,0.14592006139094804,0.6907213209781624,0.536162310592786,0.12028658097814682,0.07475427716229154,0.55,1.0,0.775,0.325,0.1,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.4413643760293011,-4.896547841225598,0.9542169305181776,1.0662638798920048,0.9013008762893764
58,5,3,3,0.32126887690935385,0.6099726409636861,0.09290447556175005,0.37986937842037694,0.030159558978561166,0.775,1.0,0.325,0.55,0.1,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.1579631759848728,-5.586698659682385,1.581433530643683,1.4373551410290222,1.909059853178417
59,5,3,3,0.321203795401814,0.25327039994100675,0.302891209325703,0.2225583825124424,0.08194308689800732,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,-0.2792287932795583,-3.0340464214930103,1.3134535512884344,1.330956899140309,1.1733429871073064
60,5,3,3,0.5006802596999677,0.5479315107916692,0.2517928747492215,0.48858696599680157,0.04939790480917048,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.04321619835264154,-3.365260386337801,1.0905212672078994,1.2537989830599054,1.0792037434128767
61,5,3,3,0.3331253194151519,0.30007759378174204,0.16077826955939814,0.3931316064327135,0.07692686419775971,1.0,0.775,0.325,0.55,0.1,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.3427986994589985,-3.2884354217009477,1.0277057009922297,1.0090337924012414,1.0157336830764774
62,5,3,3,0.236755443138016,0.2730099345753608,0.8998003618305384,0.24033763933642052,0.07960435849480249,0.775,0.55,1.0,0.325,0.1,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,-0.1653600997949817,-3.5352987255294512,1.3680835624816636,1.2894481683020367,1.30021047433352
63,5,3,3,0.4901175163371001,0.27902876438134727,0.5191383661458363,0.18528134324111586,0.03594586604690181,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.033128088917300694,-4.211170858789757,1.6283955676831037,1.8739764157605168,1.8607122605109858
64,5,3,3,0.27832730236521075,0.7820915404783104,0.18369441599869007,0.45389037771904395,0.025024986438469038,0.775,1.0,0.325,0.55,0.1,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.022780416079683605,-3.862201214485521,1.276334167643461,1.374130502952683,1.1468581487090581
65,5,3,3,0.6330374916602177,0.5091816083057519,0.12227949708552904,0.4385022145969355,0.03350158292967864,1.0,0.775,0.325,0.55,0.1,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,-0.09841688214140781,-3.4795207022178865,1.2451579788521407,1.303066137876518,1.3604846896588882
66,5,3,3,0.2718866081841419,0.59807076485208,0.8366593612718979,0.26765022446414666,0.06648120331994788,0.55,0.775,1.0,0.325,0.1,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,-0.2663199579323264,-4.298242035151216,1.6070484604334112,1.502397376784993,1.8597318020416447
67,5,3,3,0.296682704429748,0.5834896905779022,0.13551036773323713,0.3690438537358491,0.02702525700859859,1.0,0.775,0.325,0.55,0.1,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.2551211746514873,-3.3691376885977187,1.1624395499664777,1.1083578411484858,1.1624241138933467
68,5,3,3,0.7250188190437543,0.09426859890370717,0.5902669215979744,0.4559622707556415,0.05023459133275741,1.0,0.325,0.775,0.55,0.1,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.19711377030469787,-4.612197400346766,1.3345044206385241,1.2129789433536462,1.436627083395797
69,5,3,3,0.7194492305263549,0.10964275068851159,0.33709569731939093,0.6693427891229572,0.0701386126143692,1.0,0.325,0.55,0.775,0.1,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.10797633296720138,-3.9803901579631633,1.5201574960977613,1.5426948466388666,1.3588970654234478
70,5,3,3,0.7271146033663961,0.4002001749062188,0.19602212223290638,0.6515522454976038,0.03908281561891918,1.0,0.55,0.325,0.775,0.1,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.1937155520038681,-3.7244009632813264,1.4641163682580207,1.6629388274403762,1.4443864120618242
71,5,3,3,0.3379582586672425,0.2387338951240714,0.5691066268149829,0.22695662174684508,0.06300371054785599,1.0,0.55,0.775,0.325,0.1,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,-0.04993669099879055,-3.6392216913657895,1.68532272911205,1.5090874256753095,1.9520135342571872
72,5,3,3,0.26497664973469115,0.7402700983712325,0.30093383199657125,0.22107237476239555,0.05914773662477361,0.775,1.0,0.55,0.325,0.1,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.13780047951628183,-4.625963487127259,1.34546841304304,1.2199012098429824,1.3548321967489219
73,5,3,3,0.358721998598063,0.46995705788153896,0.34209374838948386,0.25649124415975844,0.050769740109015554,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.14542843409575948,-4.342941603443245,0.863949962882738,0.8438057483728487,0.987990535633724
74,5,3,3,0.2481851177036597,0.8663977139180803,0.030156161920641175,0.4861448476029079,0.2778524627933033,0.775,1.0,0.1,0.55,0.325,1.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,-0.009514730533411122,-3.8604117448908566,1.7679169042101746,1.5539706210405528,1.8068369161533426
75,5,3,3,0.08991067671988454,0.5519139141801135,0.8121512201660778,0.3798194294962407,0.04739234568921311,0.325,0.775,1.0,0.55,0.1,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,-0.3153588277543793,-3.2237854975306255,1.3479453526657612,1.6890830732120004,1.6001129822086078
