Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,beta_0,beta_p,beta_theta1
10,20,1,3,0.22208769475851053,0.2998680494007147,0.47305827934678546,0.6375419471342003,0.3296246140915648,0.6611431592187685,0.21477892547526317,0.16754289635376549,0.36805189684379064,0.14550339496850065,0.29901943840284,0.5426892962365226,0.49601962284496587,0.7832625087964996,0.16247957194873971,0.21916706817506265,0.12495605450106236,0.030828904801277368,0.461948596425299,0.11575347297480133,0.8105263157894737,0.7631578947368421,0.8578947368421053,1.0,0.6684210526315789,0.9526315789473684,0.43157894736842106,0.38421052631578945,0.5736842105263158,0.33684210526315794,0.4789473684210527,0.7157894736842105,0.6210526315789474,0.9052631578947369,0.24210526315789474,0.2894736842105263,0.19473684210526315,0.1,0.5263157894736842,0.1473684210526316,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.37118069409139415,-3.701701234200144,1.7527361788846136
11,20,1,3,0.2745153941986017,0.4229143465712014,0.15979123460528732,0.3974077601877697,0.18236141444065312,0.13225660998106975,0.6977026477358936,0.40102025950820613,0.12032648929329837,0.5168948087965853,0.30883073710917525,0.7416296033346728,0.5621707210376349,0.1981552309014414,0.11433729793780967,0.3297273320411311,0.02573377855912444,0.21817401795211241,0.14089630359320063,0.10232995186742276,0.8578947368421053,0.9526315789473684,0.6210526315789474,0.8105263157894737,0.5736842105263158,0.4789473684210527,1.0,0.6684210526315789,0.38421052631578945,0.7631578947368421,0.5263157894736842,0.9052631578947369,0.7157894736842105,0.33684210526315794,0.24210526315789474,0.43157894736842106,0.1,0.2894736842105263,0.19473684210526315,0.1473684210526316,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.36899230185781945,-4.009849966626439,1.3493094511403112
12,20,1,3,0.2604787465403213,0.3419028853885677,0.14637791319993743,0.47858217726557084,0.6417722191279605,0.5777926529419108,0.6386722541439034,0.34384341349520664,0.44964403791425994,0.1612851747003066,0.4485684506867223,0.28203822848206705,0.3926318033390056,0.1769758558918859,0.32079356102714485,0.16658383669512766,0.1305410634033176,0.2822116714369605,0.09865578352352446,0.05669841373168514,0.8105263157894737,0.7631578947368421,0.5263157894736842,0.8578947368421053,1.0,0.9052631578947369,0.9526315789473684,0.6210526315789474,0.7157894736842105,0.38421052631578945,0.6684210526315789,0.4789473684210527,0.5736842105263158,0.2894736842105263,0.43157894736842106,0.24210526315789474,0.19473684210526315,0.33684210526315794,0.1473684210526316,0.1,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4338541449001314,-4.191103361337726,1.7371714148929616
13,20,1,3,0.2682708988485931,0.46185143568475695,0.3595065226741562,0.42939951673307397,0.6070410406145375,0.2804884717746404,0.2411547905917225,0.1790968150280553,0.343520099580207,0.2651572084746679,0.07575425213190978,0.5124497661659824,0.4660726114320094,0.18306629217417353,0.655180390137885,0.14524556397977995,0.2509112954965658,0.10469542445613234,0.16521153999378294,0.08720326847400327,0.8105263157894737,1.0,0.8578947368421053,0.9052631578947369,0.9526315789473684,0.6210526315789474,0.5263157894736842,0.43157894736842106,0.5736842105263158,0.4789473684210527,0.2894736842105263,0.7157894736842105,0.6684210526315789,0.38421052631578945,0.7631578947368421,0.24210526315789474,0.33684210526315794,0.1473684210526316,0.19473684210526315,0.1,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2286021757402657,-3.3616801788332578,1.3334061062136722
14,20,1,3,0.2784792896512843,0.23983110405458308,0.1842848326341091,0.44460593523341596,0.1756582888782361,0.4163543614625303,0.3449847907919039,0.5096083948953869,0.4221943671020729,0.3228036052753481,0.7296807906744841,0.31452871574421204,0.28964133518540713,0.2187374072909483,0.14143307279094822,0.20648594151835736,0.304559196195179,0.025120483086010545,0.09124085894003484,0.1550353081086535,1.0,0.8578947368421053,0.7157894736842105,0.9526315789473684,0.5736842105263158,0.8105263157894737,0.6210526315789474,0.7631578947368421,0.6684210526315789,0.5263157894736842,0.9052631578947369,0.4789473684210527,0.43157894736842106,0.33684210526315794,0.24210526315789474,0.2894736842105263,0.38421052631578945,0.1,0.1473684210526316,0.19473684210526315,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.37100058190831864,-4.004796450405722,1.1995862100255172
15,20,1,3,0.2623751930110322,0.19107582261131317,0.3446167383471582,0.3000480485269688,0.20520806344809883,0.6297591792471142,0.25276401844312996,0.6399985543188236,0.3201484388382326,0.18180916080403653,0.580437286527265,0.12099626293850274,0.2742430014829506,0.49689488612933363,0.11971637504835803,0.2215798293946048,0.0827599239298412,0.18202186006543944,0.05219962997572215,0.10765971675702735,0.9526315789473684,0.7157894736842105,0.8578947368421053,0.7631578947368421,0.6210526315789474,1.0,0.5263157894736842,0.9052631578947369,0.5736842105263158,0.43157894736842106,0.8105263157894737,0.33684210526315794,0.4789473684210527,0.6684210526315789,0.2894736842105263,0.38421052631578945,0.19473684210526315,0.24210526315789474,0.1,0.1473684210526316,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.2230813156887043,-3.595751318020777,1.5378628303807926
16,20,1,3,0.2431529652741301,0.19225320418201874,0.4805026374107541,0.18222844373416824,0.6673103343214664,0.18280822435915167,0.2612392296314587,0.5855281485602595,0.49975800726891356,0.11206483786182503,0.46685086676724713,0.19030354222673507,0.2873928664714745,0.0787308593204813,0.2787734430591263,0.7553302359040844,0.5767629295476592,0.15613547777770465,0.1004969900550013,0.05315830848728175,0.9052631578947369,0.7631578947368421,0.9526315789473684,0.5736842105263158,1.0,0.4789473684210527,0.5263157894736842,0.8105263157894737,0.7157894736842105,0.2894736842105263,0.6210526315789474,0.33684210526315794,0.43157894736842106,0.19473684210526315,0.38421052631578945,0.8578947368421053,0.6684210526315789,0.24210526315789474,0.1473684210526316,0.1,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.30768890472396115,-3.587136835746816,1.7052762045381995
17,20,1,3,0.31546664348351183,0.4235574277639601,0.48912529036844127,0.564081265844549,0.24722454755825096,0.33804918441441567,0.10367474301763607,0.5345177102697977,0.33506990441315815,0.2438702233391329,0.672552808313881,0.1531030472255162,0.34386038644239925,0.6176532125059748,0.5872505520230468,0.13766936349534056,0.09043842950544297,0.37840823390312667,0.21548708984664855,0.0869726886399847,0.9526315789473684,1.0,0.8578947368421053,0.9052631578947369,0.5736842105263158,0.6210526315789474,0.33684210526315794,0.7631578947368421,0.5263157894736842,0.38421052631578945,0.8105263157894737,0.2894736842105263,0.4789473684210527,0.7157894736842105,0.6684210526315789,0.19473684210526315,0.1473684210526316,0.43157894736842106,0.24210526315789474,0.1,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.347602786332974,-3.668018499259212,1.04578768071182
18,20,1,3,0.5150088809120508,0.48452333362600414,0.3098817731146312,0.2274482251435152,0.5165801992668843,0.4786125380692646,0.7630202395271902,0.3467163448200604,0.7750720926293172,0.5569908687887608,0.1793764828357776,0.7112981601925255,0.2877622185832036,0.2460260287955522,0.39234490374496117,0.3586018851343997,0.10001256049730575,0.14854123204433953,0.055680183123564646,0.21326826678492677,0.9526315789473684,0.8578947368421053,0.6210526315789474,0.5263157894736842,0.7631578947368421,0.7157894736842105,1.0,0.5736842105263158,0.9052631578947369,0.6684210526315789,0.2894736842105263,0.8105263157894737,0.38421052631578945,0.33684210526315794,0.4789473684210527,0.43157894736842106,0.1473684210526316,0.19473684210526315,0.1,0.24210526315789474,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.4860365464176008,-3.8085726878128483,1.783483360504765
19,20,1,3,0.35833796290094744,0.5174499523677196,0.36281108800073053,0.1209521667795771,0.5502505581833248,0.219636969467087,0.37069003182848204,0.46906759552845617,0.666232792457354,0.5704738192007861,0.41213497772646235,0.17965628426760208,0.11488835597873545,0.16575530379341802,0.07150622765751583,0.43977643485130813,0.3625551776788136,0.06127763007008116,0.11814913425683901,0.07505337548386393,1.0,0.9052631578947369,0.7157894736842105,0.43157894736842106,0.8578947368421053,0.5263157894736842,0.6684210526315789,0.7631578947368421,0.9526315789473684,0.8105263157894737,0.6210526315789474,0.38421052631578945,0.2894736842105263,0.33684210526315794,0.24210526315789474,0.5736842105263158,0.4789473684210527,0.1473684210526316,0.19473684210526315,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.112708359030269,-3.20372151931736,1.3758491453312498
20,20,1,3,0.2301665660395913,0.40447530075182714,0.42201800968376035,0.23020065359951492,0.3614924594850768,0.16636351037424413,0.6092381370038117,0.330738435941231,0.26396919707462085,0.09330323810962607,0.1916157851980139,0.47810737595733244,0.196341515105987,0.4039982553064763,0.6696342230558977,0.15573549252249358,0.11725831976685168,0.08796712199452923,0.24140220388010192,0.06852023434193731,0.8578947368421053,1.0,0.9526315789473684,0.7157894736842105,0.7631578947368421,0.4789473684210527,0.9052631578947369,0.6210526315789474,0.5263157894736842,0.33684210526315794,0.43157894736842106,0.6684210526315789,0.38421052631578945,0.5736842105263158,0.8105263157894737,0.24210526315789474,0.19473684210526315,0.1473684210526316,0.2894736842105263,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5092392185787563,-4.092792214805904,1.2614110323083143
21,20,1,3,0.37226290239593607,0.3369035899182842,0.5811857179591531,0.15532094173453947,0.39586554636657,0.263417052689736,0.3800784623095387,0.5274951944118513,0.12959754393664877,0.6670512600335166,0.24233004722838491,0.11866246645997214,0.8336252920197867,0.6457208450363138,0.05581263233614708,0.44083876465368405,0.08499653498619701,0.18489694802194678,0.32928791272635943,0.08320845991062235,0.9052631578947369,0.7157894736842105,0.9526315789473684,0.4789473684210527,0.6684210526315789,0.5263157894736842,0.6210526315789474,0.7631578947368421,0.33684210526315794,0.8578947368421053,0.43157894736842106,0.2894736842105263,1.0,0.8105263157894737,0.19473684210526315,0.5736842105263158,0.1473684210526316,0.24210526315789474,0.38421052631578945,0.1,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.47629932000819397,-4.076583697262312,1.3308224200935252
22,20,1,3,0.33300281813296717,0.3388957235388759,0.2849219775142674,0.3734366927696543,0.12168164294472478,0.7011455436484059,0.3725671480173407,0.6258656164593389,0.5398367676945864,0.3576923272733792,0.07640051170726805,0.8278612305054794,0.3147404310299422,0.1982160819479805,0.39112656449271327,0.2536493503755057,0.08633906281135051,0.06336141989856675,0.03866351158797587,0.2009546992507559,0.9052631578947369,0.8105263157894737,0.6684210526315789,0.7157894736842105,0.43157894736842106,0.9526315789473684,0.6210526315789474,0.8578947368421053,0.7631578947368421,0.5736842105263158,0.2894736842105263,1.0,0.4789473684210527,0.33684210526315794,0.5263157894736842,0.38421052631578945,0.19473684210526315,0.1473684210526316,0.1,0.24210526315789474,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.31528612887757135,-4.019657878530303,1.517597552644668
23,20,1,3,0.3505366035637826,0.2734503027859648,0.4681936772638412,0.1948552332713266,0.37961611830880915,0.1164672568149922,0.18124891076071065,0.5029157416616734,0.286210790465609,0.42516785654570305,0.6201556105257906,0.48136155531404784,0.813180564726515,0.7244147643438613,0.16159830888704338,0.21840080227543263,0.15830288468709677,0.08631881253216593,0.1485303014140408,0.06214746532058688,0.9052631578947369,0.8105263157894737,1.0,0.5263157894736842,0.6684210526315789,0.38421052631578945,0.43157894736842106,0.7157894736842105,0.4789473684210527,0.5736842105263158,0.7631578947368421,0.6210526315789474,0.9526315789473684,0.8578947368421053,0.2894736842105263,0.33684210526315794,0.24210526315789474,0.1473684210526316,0.19473684210526315,0.1,1.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.6256600177882027,-3.9858081167910377,1.2528688729651916
24,20,1,3,0.2728503377353665,0.4303181761277317,0.3751300628569437,0.34239901106987003,0.3157332391006289,0.2987361860714395,0.29387827115879267,0.13980073937431964,0.4342424032995648,0.20164676411282,0.6265937544212475,0.39267100236224295,0.16588980339095352,0.12041431338612024,0.22918034272345308,0.0917932955585278,0.4059527078557646,0.14620807600594538,0.11325661298019297,0.08162456806026253,0.9526315789473684,1.0,0.9052631578947369,0.8578947368421053,0.7631578947368421,0.6684210526315789,0.6210526315789474,0.43157894736842106,0.7157894736842105,0.4789473684210527,0.8105263157894737,0.5736842105263158,0.33684210526315794,0.2894736842105263,0.38421052631578945,0.24210526315789474,0.5263157894736842,0.19473684210526315,0.1473684210526316,0.1,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.32164755389817,-3.3932813742204138,1.5616261695788662
25,20,1,3,0.28132067393441795,0.23459670881136652,0.27047701378449235,0.26348618898861526,0.13583035549712785,0.6695270890635814,0.3641345799895911,0.1988917434702334,0.5361964179375133,0.2733487705441952,0.18887644164339,0.7143147500813691,0.7752726831631422,0.18312750449483092,0.14791785517332906,0.5022599378719329,0.03161185459262411,0.08215252404672331,0.14109649663894042,0.3409833288557272,0.9526315789473684,0.8105263157894737,0.7157894736842105,0.6684210526315789,0.5263157894736842,1.0,0.6210526315789474,0.43157894736842106,0.7631578947368421,0.4789473684210527,0.33684210526315794,0.8578947368421053,0.9052631578947369,0.2894736842105263,0.24210526315789474,0.5736842105263158,0.1,0.1473684210526316,0.19473684210526315,0.38421052631578945,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.4264873259568216,-3.557016191750854,0.9789695450332135
26,20,1,3,0.2459661574353268,0.27534166310070807,0.18662360950483592,0.42341222931737854,0.3054314048351071,0.4990112355095886,0.10401793416069266,0.18239445028925427,0.5465376133820185,0.13418671289082149,0.1243230555759991,0.37616687123530285,0.44417976998605974,0.4921930551207939,0.879127914045726,0.3712545402541402,0.07892630322407128,0.19960714908887572,0.0729361548092748,0.1703964600809796,0.9526315789473684,0.9052631578947369,0.7157894736842105,0.8105263157894737,0.6684210526315789,0.8578947368421053,0.38421052631578945,0.43157894736842106,0.7631578947368421,0.33684210526315794,0.2894736842105263,0.5263157894736842,0.5736842105263158,0.6210526315789474,1.0,0.4789473684210527,0.1473684210526316,0.24210526315789474,0.1,0.19473684210526315,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.36786742307090864,-3.808252373764879,1.8335303664345264
27,20,1,3,0.25080514410665733,0.3703010096838956,0.3415390054152581,0.24881520888884856,0.13812035476169915,0.46212036671752654,0.3712164978595382,0.2641772640776106,0.5522875519649347,0.19671904065400594,0.6769281191085892,0.12962233615724367,0.21243222793027813,0.11910832614916986,0.8449162759436559,0.44581236345217873,0.11783626564084226,0.17419265069300388,0.0819496879592068,0.07562903516495868,0.9526315789473684,0.8578947368421053,0.7157894736842105,0.6210526315789474,0.4789473684210527,0.7631578947368421,0.6684210526315789,0.5263157894736842,0.8105263157894737,0.43157894736842106,0.9052631578947369,0.33684210526315794,0.38421052631578945,0.2894736842105263,1.0,0.5736842105263158,0.19473684210526315,0.24210526315789474,0.1473684210526316,0.1,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.6941954805423194,-3.7683500527048293,1.4166868593603021
