Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
15,5,5,3,0.29014344531093755,0.7526438326300506,0.6338176291706187,0.27941724603766416,0.08064393371847912,0.55,1.0,0.775,0.325,0.1,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.039948733413628396,-3.9588984560618954,1.5936205547039302,1.4394876932167286,1.4977741997838288,1.4729854799969002,1.3434567748668536
16,5,5,3,0.49285684320121215,0.08381439935492968,0.36269977246237706,0.6782845795790104,0.05207456890771082,1.0,0.325,0.55,0.775,0.1,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,-0.39644171787569443,-3.614320050048377,1.7820556910310206,1.6828762801037762,1.955358906058315,1.7656124157755355,1.6610225032959869
17,5,5,3,0.15770597661279412,0.43882093806090405,0.16698080808090518,0.8742294675540935,0.08619260700866306,0.55,0.775,0.325,1.0,0.1,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.4012238926058395,-3.517609848610191,1.377358162315595,1.3524845316686158,1.3033544742321805,1.4454131913720112,1.422388407373344
18,5,5,3,0.3417511997642494,0.247626058943543,0.5262902725795038,0.14757650823614224,0.04260305784879944,1.0,0.55,0.775,0.325,0.1,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,-0.24908035030938874,-3.514603859406249,1.7123682333300376,1.8586039219007098,1.6788578898875834,1.8362110074690083,1.560623835328801
19,5,5,3,0.31444032554330825,0.194417008276345,0.49316343085526854,0.09948683681363499,0.0531693451648442,1.0,0.55,0.775,0.325,0.1,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.03949648497997113,-2.796622028104769,0.9373172756634945,0.9165074789228516,0.9109904329328796,0.8497483626831753,0.7803820944574121
20,5,5,3,0.45242572875555664,0.197670486690669,0.1915199188436962,0.6821343969061417,0.04879785709321088,1.0,0.55,0.325,0.775,0.1,1.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,-0.3444982192758866,-3.418603434005028,1.216232009030195,0.9702799457216921,1.0029370022103719,1.2386275329407501,1.2035473155707928
21,5,5,3,0.38953162401600183,0.23751756237370497,0.4904627898906031,0.1847813305863055,0.035098240445064086,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,-0.2283114195440901,-3.1267601114674806,1.0265663307644417,1.10301955591908,1.3813443729273167,1.3140836723055673,1.2716764045261364
22,5,5,3,0.45735285366923906,0.39035965655931165,0.08714439220480685,0.3269037266991751,0.06293667144189573,1.0,0.775,0.325,0.55,0.1,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.11857550019232876,-3.6871617315640486,0.9659380311874612,0.8146212383286455,0.7688584960432773,1.2278286316149607,1.0543706414418386
23,5,5,3,0.3569957329416502,0.15906513160483315,0.23089131591707474,0.6843313512773925,0.06560832876759004,1.0,0.55,0.325,0.775,0.1,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.2842737371490573,-3.8347376476171053,1.0773579690569934,1.367256241789012,1.0045200781814818,1.34166274110594,1.1694804169340665
24,5,5,3,0.34371181718999333,0.33281414892973893,0.22752019250036315,0.052845705607609206,0.2897969501474027,1.0,0.775,0.55,0.1,0.325,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,-0.28683495743837367,-3.933457938202339,1.6983810555694117,1.6350711385918029,1.527164247377252,1.4334141951216965,1.5872139333074573
25,5,5,3,0.23001866875593813,0.6746088981935837,0.2943733042401083,0.26830114665909854,0.05364638770559452,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.007955078712228654,-3.9258948874493282,1.1527120228321848,0.9827118563317268,1.0513504489055985,1.2023229684062005,1.0412304035834006
26,5,5,3,0.464049624277015,0.1551201542187695,0.47989159798819,0.2005393409753866,0.059840157951683765,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,-0.1978222543379172,-3.625484663257891,1.0640547503341335,1.13519635688986,1.1408220315110282,1.0060655103297405,1.230660395807654
27,5,5,3,0.38118040122998254,0.6378702071045559,0.8698011320845216,0.2173162873722799,0.07119887608284263,0.55,0.775,1.0,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,-0.3172901623796279,-3.957012345296405,1.6511595043459528,1.7011745262806683,1.6390306713315448,1.7698348223827522,1.7571551504919072
28,5,5,3,0.4645350614890335,0.7094902780724106,0.3295744806190323,0.254583666924516,0.07471274173438747,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,-0.5041308372346769,-3.485914880130755,1.7212553939652788,1.6545281020010971,1.558361070037606,1.5904323445515969,1.7057647779827456
29,5,5,3,0.6638683566840922,0.12431988422675838,0.6169708726002686,0.4895556108322912,0.05413625644790576,1.0,0.325,0.775,0.55,0.1,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,-0.47817086688067123,-3.2642430182599322,1.8792972613046466,1.704339191390906,1.5537615703725838,1.6860825131569077,1.513451462380089
30,5,5,3,0.36453833086275483,0.24674781286278552,0.8713398655102726,0.2662399715361919,0.08146489864907133,0.775,0.55,1.0,0.325,0.1,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,-0.026829782925619047,-3.5035658354487733,0.9337606817545329,0.8019524175405666,0.966426998003523,0.8116396368220818,0.9743323152819873
31,5,5,3,0.6018333889672506,0.5581098876490102,0.13650337059321255,0.43998457501436183,0.026863416393653514,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.5336336123946083,-4.808119862731324,1.5586134622634715,1.3847567704870458,1.8069102663169896,1.684833190013127,1.882431329103778
32,5,5,3,0.30908599817767946,0.26512059488722606,0.13843068697812966,0.035064419055935464,0.2913116768101638,1.0,0.775,0.55,0.1,0.325,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,1.0,-0.9089034950793946,-3.055087815861227,1.667308061236556,1.6258618818182753,1.4892346886115224,1.5477069947539537,1.4739412664807143
33,5,5,3,0.6644041709766091,0.5249587863268181,0.3911564774374861,0.1965473806840415,0.03728393143588943,1.0,0.775,0.55,0.325,0.1,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,-0.09208602683696913,-3.6583611131827474,1.135848740812715,1.053796211937382,1.195460662191403,1.1717725902583787,1.239881355408225
34,5,5,3,0.2678476920527598,0.2663541878114125,0.4435322946363089,0.2629533619305191,0.08239864367010286,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,-0.5765454209922168,-3.3570855362307825,1.511535440167182,1.601894571616571,1.5700422149320545,1.4479769221624719,1.5731483301356877
35,5,5,3,0.3124094256816336,0.6953772004602707,0.40059426998412495,0.27077851189416285,0.06881223425788283,0.775,1.0,0.55,0.325,0.1,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.02120713100065415,-3.492308265207111,1.070823648130183,1.0658888256343801,0.9871006168184232,0.9061104778988874,1.0850034391751144
36,5,5,3,0.1579005422773634,0.5172627515955123,0.8235509856004855,0.2560954120039942,0.03183200152842963,0.55,0.775,1.0,0.325,0.1,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,-0.33245139952692954,-4.046245580537663,1.8739318814609682,1.7222877198403774,1.7715136484877871,1.9065262210881722,1.6403078653671443
37,5,5,3,0.22330357214167418,0.5985850509454886,0.2902578094273246,0.04347732412349423,0.28940880594160995,0.775,1.0,0.55,0.1,0.325,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.06121700701997731,-2.9786264339322237,1.387692845074533,1.387676602248397,1.4869015116934192,1.5483257306096898,1.5012636010123899
38,5,5,3,0.20603750527981457,0.18241443749882774,0.7252651790062348,0.16267931299276875,0.02524170529211539,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,-0.0010475712634082288,-3.5206060242928694,1.0088080346407655,0.9789014378532275,0.9412656122860984,0.8244848875918176,1.1607455971014773
39,5,5,3,0.2404219266448122,0.48451136247934756,0.14408741710521972,0.033262554202212635,0.49280163757991524,0.775,1.0,0.325,0.1,0.55,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.32111111047281343,-3.3464612212562734,1.2914467188224064,1.396497844994976,1.3886503609210201,1.4210665944605796,1.315278964433151
40,5,5,3,0.44335770706059974,0.2811076616786952,0.1005114879854786,0.5924660860122933,0.03553474687879002,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.056261061047404304,-3.5275274188074546,1.387589285614925,0.964377884788316,1.1167028931417862,1.0201525471520578,1.1408424654008664
41,5,5,3,0.5752113455770038,0.23086396836715395,0.5049456662227852,0.18880082855925054,0.05624060717594829,1.0,0.55,0.775,0.325,0.1,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,-0.010303263952518222,-4.088783315852517,0.9909645246303016,1.1305815119528169,1.014359632990887,0.9718867609146208,1.0189465512070415
42,5,5,3,0.27915539376731896,0.5190718072257154,0.834052939711087,0.162767611764004,0.06216553627139998,0.55,0.775,1.0,0.325,0.1,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.35230827205524573,-3.4942074979498305,1.3900808936059887,1.1799970363991592,1.1773075335590542,1.0295229299229383,1.1232329676194384
43,5,5,3,0.19048772624430138,0.5176836037751907,0.8824664002719295,0.24382576903980163,0.044692368411620505,0.55,0.775,1.0,0.325,0.1,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,-0.16847518365998113,-3.0418613570278743,1.7173192225056952,1.6070023094235435,1.7874664359396537,1.8843128404762752,1.4375813485787337
44,5,5,3,0.35586147782783306,0.8028391002407651,0.35363324885820596,0.21911644629543037,0.08218484914230484,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,-0.12289403095724888,-3.9963395807975686,1.3886143824793487,1.4800731984288664,1.2056786486230386,1.3844535307549721,1.1996649331597067
45,5,5,3,0.28708481018451293,0.6298712475242267,0.2612572602783499,0.16547662482893247,0.07168859685921669,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.2921032830019104,-4.346594036328579,1.1196763006442114,1.2189593463764357,0.8682037035914084,0.9441700453235212,0.9596026015862569
46,5,5,3,0.41067423215392973,0.3941538608008945,0.12491963069552062,0.032155799827916026,0.4859743640148744,1.0,0.775,0.325,0.1,0.55,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.0,-0.05492496432045286,-3.59393812787144,0.9336908031657597,0.9306491252395876,1.1576791394072785,1.0461405114583817,1.0973778385217334
47,5,5,3,0.3859379529909145,0.8388610421418707,0.17828831326388797,0.6319884468814024,0.03143023367834391,0.55,1.0,0.325,0.775,0.1,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.18651190091530595,-4.409431219838141,1.6073120260065532,1.5269763568521169,1.6654879799125153,1.6055791652347782,1.7747805348560124
48,5,5,3,0.3996948370040051,0.27664889838008333,0.23364112004592535,0.20096890587318456,0.056928800660654616,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.35310882167383634,-3.6652190234868556,1.5767438924855317,1.5237977608813993,1.6054708668127489,1.532067645436497,1.6088726187654367
49,5,5,3,0.7499665419298986,0.6363100901084738,0.4352584004265633,0.24178985945443973,0.04373790108051921,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.11227563047883213,-4.459035554873758,1.4538372637542543,1.403160720621981,1.2153842494600404,1.2762694917748911,1.3635845095037464
50,5,5,3,0.3835447168032425,0.7957990667929806,0.42372008079345214,0.263290001315591,0.05119285806653817,0.775,1.0,0.55,0.325,0.1,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,-0.042685816014827266,-3.2996425466380805,1.501829213992321,1.6035829374553807,1.4182566693608958,1.5140512296337831,1.5145940483083444
51,5,5,3,0.22244285320249968,0.5001085550953256,0.3152453328241481,0.15215387078955672,0.07129459429925515,0.775,1.0,0.55,0.325,0.1,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.10038966897348456,-3.203651467451859,1.7019031502002193,1.6318769755725948,1.8083160543962862,1.5429677041498913,1.819674639609285
52,5,5,3,0.39286666281009786,0.13854620646210497,0.18032874553928574,0.6411059860374831,0.05868084203178701,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.5,-0.7904196921238079,-4.557124434391605,1.7903870430732027,1.9333595300717545,1.7050675745186854,1.74580135223933,2.0197943209494906
53,5,5,3,0.515899653671438,0.31184279612738947,0.8994035995058198,0.2360661981337604,0.0264630371063716,0.775,0.55,1.0,0.325,0.1,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,-0.5825651230359407,-3.8072963442363497,1.9071155333749077,1.9373394738983858,1.9272630988814905,1.650912982402381,1.838508368728331
54,5,5,3,0.251673841406867,0.7269302929096908,0.40880238666377,0.2581686431295659,0.0378224918595484,0.775,1.0,0.55,0.325,0.1,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.1528943857528141,-4.257893148903149,0.8792530524879241,1.113537963331986,1.0775476412271652,0.9350356077899631,1.1422379916841516
55,5,5,3,0.5149004254311457,0.4228885050545496,0.18430058041616632,0.4438810740739609,0.05713670157001233,1.0,0.775,0.325,0.55,0.1,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,-0.8288917684885707,-3.2144141253043776,1.5777040530498283,1.6061737095226785,1.541822152491277,1.504548916247086,1.4139088681832521
