Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,eta0,eta1
13,5,1,3,0.25876738973473545,0.36512762417717076,0.3882087567491152,0.03117421285128269,0.2640820289930801,1.0,0.775,0.55,0.1,0.325,0.5,0.5,0.0,0.5,0.0,0.40397500388288243,0.2932297002758878,0.35982765858434784,0.4832092918236906,0.4327269298493331,2.6711397479743932,4.861407068380242,4.795866799618196,2.9221059061738606,3.7704200931987435,0.25173454833322984,1.5679942070668642,1,1
14,5,1,3,0.3404385056896997,0.0830972834782801,0.38549736883583824,0.6195704427478733,0.06020230385470913,1.0,0.325,0.55,0.775,0.1,0.5,0.0,0.5,0.5,0.5,0.2060782655981252,0.34043157299795057,0.4228464769106722,0.39796344145496176,0.33775542917789825,2.908871869653312,3.4500360499216036,4.697096030473745,4.4376631952525045,3.888227632950554,0.7984245867279723,1.5249611835784402,1,1
15,5,1,3,0.5414972664364679,0.11448957561366949,0.6242970635480184,0.4412455535236612,0.0764837898655703,1.0,0.325,0.775,0.55,0.1,1.0,0.5,1.0,0.5,0.5,0.33071077863080556,0.222909455506428,0.3285896834936203,0.49235172873555105,0.3673613418900248,3.368396744223604,4.788021093735373,2.46677073945584,4.20525112839778,4.13990027203624,0.8720026644587484,1.8843179421651406,1,1
16,5,1,3,0.2176203728555669,0.4472584625855429,0.2466214952583245,0.12857330288235336,0.0807199022540138,0.775,1.0,0.55,0.325,0.1,0.0,1.0,1.0,0.5,0.0,0.41347164547226745,0.26606582630261566,0.4162826531152436,0.4196307134540621,0.3251549780955988,4.305247808550205,2.194181506103425,4.602412711594088,4.629195245218257,2.9735664661821257,0.32726146188204613,1.6022541788955857,1,1
17,5,1,3,0.4785739488474028,0.44774190364737126,0.15575354983066825,0.4216883942083574,0.026658000449548955,1.0,0.775,0.325,0.55,0.1,0.5,0.5,1.0,0.5,0.0,0.28780119673079985,0.25484502221648053,0.34562493186939347,0.4385716141019589,0.4340014947476074,3.9154455266249326,3.696511155817478,4.66281667219814,4.15641160144602,4.361516536374107,0.47082890714366865,1.208720208317858,1,1
18,5,1,3,0.3119804207335449,0.7899073566030327,0.1459244904015982,0.4092327141688174,0.07399262113927547,0.775,1.0,0.325,0.55,0.1,0.0,0.5,0.0,0.5,0.5,0.38640435437865484,0.2891369453393542,0.46476625169353547,0.3575640664691898,0.4655410896792796,2.392201236441595,3.954049437566262,2.749667410228099,4.712216989559479,2.2247743069850934,0.19894155354772386,1.6635991847191636,1,1
19,5,1,3,0.5748214847543567,0.4537792011591419,0.3877530775174881,0.23087695255278598,0.05679978966815365,1.0,0.775,0.55,0.325,0.1,1.0,0.5,1.0,0.5,0.5,0.3948274676126091,0.315705296942405,0.25539640322539103,0.31950001578533,0.38286794729233975,4.312661625033821,4.48937299953439,3.721631739659858,3.555459175034729,2.191833282132995,0.9124222422571222,1.900440752464457,1,1
20,5,1,3,0.5842769438323264,0.4574918393538424,0.2827725664127097,0.09747350466807764,0.03495485295935569,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.5,0.5,0.2810703749458116,0.42252394298244655,0.36807259583446217,0.2251589599859638,0.4511448390605786,2.812630379951409,4.048561191179795,3.2235410847878665,4.466323232964562,2.31388780966255,0.8129093278071193,1.8499837201441078,1,1
21,5,1,3,0.28245256573668354,0.22082814613880086,0.29082585976263137,0.14716454896882855,0.06373063040374324,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,0.0,0.5,0.36968077749181927,0.3874153978373684,0.2241213092868523,0.4363519837810216,0.278596878719819,2.00563725978184,2.1475113633712994,3.5553373917611655,3.4895006616535094,3.5413619899399307,0.2125446134940827,1.7548860616276811,1,1
22,5,1,3,0.41477286017330184,0.341831684605758,0.35485670183661,0.216111971867888,0.07383670865162754,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.0,0.0,0.0,0.2828435573566812,0.4268958577696893,0.49762989594251017,0.40901662945979905,0.2575493466444342,3.7792002465184114,3.261338969294225,4.264352614567502,4.6290711327405045,4.194472049489301,0.3555074128460597,1.2919989368888705,1,1
23,5,1,3,0.3609355577396204,0.6001141449021412,0.2883514239315506,0.17027311749493107,0.032739278394207066,0.775,1.0,0.55,0.325,0.1,0.0,0.5,1.0,0.0,0.5,0.30801405557180217,0.256832612735374,0.47591708783730396,0.4257497068956504,0.4742057065050754,2.683442565559197,3.095760532318785,3.184538913436574,2.066020378406317,2.9602175389895304,0.5456911912314714,1.9220985219856133,1,1
24,5,1,3,0.56381530263209,0.3911990479965024,0.3049696334081507,0.029881973274335935,0.2592929780120111,1.0,0.775,0.55,0.1,0.325,0.5,0.5,0.5,0.5,0.5,0.24630029083918345,0.48673810291320846,0.4947405296656758,0.4860272625455676,0.38650260732856867,3.8104160999046606,3.596563055534043,3.7513941390702037,4.308471286017824,4.957968935904109,0.34305237786523224,1.7449628241388349,1,1
25,5,1,3,0.46540008329825355,0.2574472275641785,0.3987270629249999,0.27686428265198754,0.07678010413480515,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.0,0.42715620578638486,0.3308211712737189,0.4278359835885668,0.24502226494031037,0.2999271929034094,2.9934521610153597,3.9614754095944367,2.5732183391152175,3.4708852520247424,2.809101462106864,0.915633273850181,1.4204496943822063,1,1
26,5,1,3,0.32625491117958183,0.20537340082883415,0.5171566558459859,0.11036459884876468,0.08757361839370775,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,1.0,0.5,0.4026605943768298,0.23313470325677454,0.4525630655316875,0.279387662429882,0.34493786894366973,2.950568581753867,4.843282215511367,4.593699462551578,4.93297182997445,4.248558284809686,0.25159729760830535,1.8371229655930994,1,1
27,5,1,3,0.5053526797236552,0.28549539144217856,0.23015142982445586,0.2259092617363731,0.03238337419933124,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.4413336341929493,0.4833653302090013,0.22015401838736898,0.3579409667698097,0.3603900210934129,3.071079177249633,3.6519704710082914,3.1097476102152917,3.2868807051478717,2.7537599263643235,0.31645216964988554,1.5840682794790588,1,1
28,5,1,3,0.4197625796623369,0.31449696875885863,0.5686112843657504,0.1938443174957585,0.04935987721806643,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.5,1.0,0.5,0.3933665511649098,0.46110720550975537,0.4410195651992846,0.3282817393328389,0.3862991774789547,4.602340735460924,3.478169495776751,2.4450702705246563,4.71191766134739,3.388254483531159,0.21748095442063337,1.1590774736585723,1,1
29,5,1,3,0.2997717077301483,0.40708235194206044,0.23877840507169534,0.2558074247806988,0.03988260481028462,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,1.0,0.0,0.23725252372003597,0.24678784212161767,0.35384652065363076,0.3805232047425898,0.39915797237077894,4.8342992350669745,4.690406546579126,3.041197859218026,4.956802181988084,2.9338122884238462,0.4395248451441276,1.4697815797200158,1,1
30,5,1,3,0.26474484824126454,0.3367238159316198,0.1579627214801984,0.15230823183346925,0.07694984280982421,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.32353157865637394,0.21566558233455102,0.2833623370933556,0.46802493589400906,0.34763594031401224,4.2716187939851675,2.662845013882658,3.169573291685613,3.220972398948495,4.418272276971173,0.557632223739643,1.3850796086905048,1,1
31,5,1,3,0.25909128458971964,0.23720632174477874,0.2185820756307823,0.2379110006187489,0.08514074911419117,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.0,0.46609755721183477,0.2879407902684299,0.2822632686274634,0.30641377138837006,0.47459219760730187,4.800997771601548,2.7089873382676624,4.564919236009105,3.204673271144061,3.5509679556830256,0.9406239127953645,1.0804267769788831,1,1
32,5,1,3,0.4157150299625507,0.2053294681085146,0.16006067201130797,0.6274849467538316,0.08789032016184939,1.0,0.55,0.325,0.775,0.1,0.5,0.0,0.5,0.5,0.0,0.3557025979583103,0.4883756580573129,0.2763441819123269,0.2382061763261995,0.2250043098440411,4.917490471357203,4.970279510535735,4.042667729342007,4.432059234360416,2.1369944922128856,0.2933294687585428,1.6848575114579218,1,1
33,5,1,3,0.23221250953111883,0.7690889401344952,0.3349428123721183,0.12371511836770588,0.0416138452248431,0.775,1.0,0.55,0.325,0.1,0.5,1.0,1.0,0.5,0.5,0.22449792973425653,0.4688651681528744,0.23427188396431087,0.28815027445220887,0.3794266889330017,3.5666861594201293,2.5350566691784437,4.395713463983334,2.3273985808107156,3.9809483544844855,0.6323367519793699,1.598709274420296,1,1
34,5,1,3,0.25481381246175805,0.23176419549300198,0.20739010127563906,0.15275224015258396,0.051817562287507314,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,0.5,0.5,0.41952970944001644,0.47422367825455547,0.3624676034232289,0.4553889670212547,0.4348304228033625,2.084628938401465,3.363911530064465,4.854357379413362,3.4170652854777424,4.962725982159666,0.48354854455978724,1.4150236163026537,1,1
35,5,1,3,0.7770353118736502,0.5531502513158465,0.3397934100236835,0.2342626719578025,0.06556228249659922,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,0.5,0.0,0.4913298768394173,0.3355839028242722,0.32695910883832036,0.37020552755666025,0.2807508185624138,3.996055263797749,2.409822746174685,4.035025789454347,2.168470693516372,4.212610586931345,0.7337684430107024,1.9064124324719423,1,1
36,5,1,3,0.2274761260337841,0.5584205291599007,0.3922996299639752,0.2857902535211357,0.08338470461844891,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,0.5,1.0,0.38299527224447516,0.30943503046504545,0.37202241490345594,0.41234911721540524,0.47685814300249363,4.9424639199671345,3.312903870525957,2.5169041830132093,3.794736593260349,4.143081167784407,0.5539356103972618,1.2977563676663182,1,1
37,5,1,3,0.43122963555546734,0.7324637664031035,0.4471022697363622,0.2633890852187306,0.054246410453290844,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.5,0.0,0.5,0.21820138576828796,0.3054880444543782,0.4645621160350324,0.41148649764446166,0.32039732218489514,4.0213769909284816,2.856841807549085,2.55684556513896,3.117299199975563,4.889109651839327,0.5348477821958391,1.2723129317112745,1,1
38,5,1,3,0.3366791056442622,0.16827435170290783,0.5222518227544817,0.09760027138563615,0.06958747284759881,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.0,1.0,0.4643292447360707,0.2735627523859954,0.20920263167270772,0.280752318130829,0.3817007194934572,3.550296737470447,4.506277939551735,3.0869988738541867,2.011688131333834,2.3185777014237585,0.5056220737800878,1.6488094772685469,1,1
39,5,1,3,0.29029453436352903,0.25803753061831824,0.14494777339688714,0.6786770800300171,0.06751991323302996,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.0,0.5,0.5,0.3207893800339189,0.47268540495845435,0.4608646193671689,0.49255015039932604,0.23389175735768572,3.042004250040836,3.253433224345822,4.213857224092823,2.243261350909498,3.7755263508230694,0.503978921965444,1.80395527253026,1,1
40,5,1,3,0.47170718916741294,0.7855498090856539,0.38729747964174716,0.1965725283149248,0.029905691320275374,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.20442668722529847,0.46883153381316073,0.226902933185098,0.3931783908970087,0.2407453687998759,2.714031746779209,2.426006237081232,2.090417764046959,3.963002986970143,3.5943928151759437,0.5925834633599149,1.3553234690226246,1,1
41,5,1,3,0.5972480398908966,0.1314318482718878,0.6259448110722088,0.4945734084057865,0.060771438212366725,1.0,0.325,0.775,0.55,0.1,0.5,1.0,0.5,0.0,0.5,0.3277926777270753,0.2999513550256101,0.45006949062711504,0.22064788678270375,0.3620730574518113,3.565244875993631,2.855917310628209,3.704211494257852,4.161552383295361,3.1586869357066862,0.9937003454263029,1.845927192564623,1,1
42,5,1,3,0.28583404603073326,0.40873268024657833,0.8625044097392389,0.20069945426376798,0.0892248491461553,0.775,0.55,1.0,0.325,0.1,0.5,0.5,0.5,0.5,0.0,0.49166403240502893,0.2377236628934961,0.4310352526338541,0.2971834846908811,0.3820450712099962,4.1407511273866575,2.1841069611263877,3.567518657479034,4.504097387415333,2.456671956133224,0.40456997755526714,1.4254889297319657,1,1
43,5,1,3,0.3503345567392676,0.4363830490909166,0.19962463258762725,0.4350397606636802,0.08629707173803192,1.0,0.775,0.325,0.55,0.1,0.5,0.0,0.0,0.5,0.5,0.454144334488953,0.2718909380831,0.22372167434641585,0.22734261409377793,0.4985624846802274,4.616013287551979,2.5143878241174336,2.7832133694291765,3.737862137126387,3.9653436740940657,0.5600604608505613,1.1343409312982835,1,1
44,5,1,3,0.3428834949315114,0.08876157954733876,0.862965037692004,0.4256354928270309,0.045209564260260994,0.775,0.325,1.0,0.55,0.1,1.0,0.5,1.0,0.0,0.0,0.3969891429938097,0.496690171048354,0.3312415858940291,0.26822011569473625,0.46713857266901926,2.072827645237925,4.326475549007377,2.3406442371649208,3.8890905809840977,2.493085098949959,0.3507867216278061,1.3583539703545067,1,1
45,5,1,3,0.2687122621796263,0.5692044400911658,0.4173394587517733,0.22071160875115037,0.039449738039174176,0.775,1.0,0.55,0.325,0.1,0.0,0.5,0.5,0.5,0.0,0.49519056846700604,0.22265179832090118,0.30242159445985417,0.20703153178216382,0.20268442182047267,4.868109804721325,2.90142257888318,4.326215889157531,3.3254917178070222,2.2505626252790574,0.335876126413354,1.7423213564747144,1,1
46,5,1,3,0.4826505630131017,0.23732432139469184,0.15353688525611048,0.6859384711737724,0.07386913794081705,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.0,0.5,0.0,0.2608297254190499,0.3014349733644514,0.36652711857398895,0.27950860289158513,0.3218557117763302,2.446353606664702,2.0929500977937603,3.711052991845984,2.0415576523094408,2.878132441798635,0.7730727652208966,1.25252530390978,1,1
47,5,1,3,0.20585032965532418,0.43250739316485415,0.7655437171057782,0.21408073241474956,0.032026994790572055,0.55,0.775,1.0,0.325,0.1,0.5,1.0,1.0,0.0,0.5,0.4802269426099437,0.4252473905058952,0.28300806805322337,0.4241611707271502,0.2796000870413692,4.507154377252061,2.13013618959603,4.4219945346863465,2.9434917148936135,4.524047708194786,0.42368508493652424,1.0453703999350121,1,1
48,5,1,3,0.2656668580025584,0.639511243590355,0.22646133737509372,0.1825606499534248,0.07324152102034527,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.0,1.0,0.0,0.24735155172698867,0.3111941135171395,0.23488146208996208,0.4127841982173725,0.45253945387323397,4.653529283499184,4.22336558096022,4.445794982859256,2.523201275829225,2.8965440118521446,0.9960381368198651,1.143920115923569,1,1
49,5,1,3,0.3724703847403009,0.26573877290516557,0.27969800555233465,0.1587839738344092,0.06343079005844411,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,0.0,0.0,0.3840795098649138,0.4974344532193948,0.3685796639524152,0.4552336960607629,0.42428808914259664,2.801214671024823,2.2538145490252646,4.3108763661184755,2.8534167314666306,4.54487535848469,0.32067223949143403,1.1289959888789989,1,1
50,5,1,3,0.18585070442262613,0.4852616190111942,0.17538493525766768,0.8997898284809366,0.05905172143703563,0.55,0.775,0.325,1.0,0.1,0.0,1.0,0.5,0.5,1.0,0.46100062930866575,0.48057873852592387,0.3847335671934279,0.3475279250312168,0.43089215639744205,3.023262689989129,4.743786422995665,2.4439236824070383,2.5414821200953512,2.237331081963992,0.21972295084990406,1.4560118199609464,1,1
51,5,1,3,0.32116178198815903,0.32529284801343145,0.5944570872567402,0.19836579772971294,0.035812342786738754,1.0,0.55,0.775,0.325,0.1,0.5,0.0,1.0,0.0,0.0,0.3560085116037085,0.4745935010353271,0.46068898517727047,0.29194788510853986,0.3838233124003128,2.977804882701939,2.0276911132464646,3.01617426943114,4.250805489083223,2.981000248512952,0.8972049837159657,1.5261998667161691,1,1
52,5,1,3,0.2682296461796993,0.8412206142364091,0.22588534688077008,0.6838854494226999,0.03432425540664352,0.55,1.0,0.325,0.775,0.1,0.5,0.5,0.5,1.0,0.5,0.47864369484102326,0.3008283774571078,0.20593878303213417,0.43855615203455045,0.43630945636944474,2.388039545114645,2.6099076439534574,2.561003920533129,3.1806772809084194,4.846999189419737,0.8665853578475647,1.3750080298614262,1,1
53,5,1,3,0.47583887296867045,0.339580252339793,0.10097808499793776,0.4103242783355912,0.0814099306839095,1.0,0.775,0.325,0.55,0.1,1.0,1.0,1.0,0.5,0.5,0.49574986701487433,0.29914084261424745,0.4905988595813183,0.3006000548142048,0.27408330209587023,4.507511552237213,4.345207328658676,3.0295664153526873,4.780149279869588,4.354647517712573,0.6894111027961831,1.6441539344518943,1,1
54,5,1,3,0.6814724058038226,0.29567045405993725,0.5565687028405996,0.1525563736496749,0.0653475121841851,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.5,0.5,0.0,0.4379064969497416,0.24391384542954633,0.30626412840777806,0.3778740924430505,0.34527213710866367,2.804284123559473,4.160321565248934,4.194526050976723,2.931946566641977,3.8143238645847974,0.7737958863639172,1.080242718585854,1,1
55,5,1,3,0.32816689841763025,0.4439936171716167,0.15238170356671085,0.4261020467102074,0.025863956808772307,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,1.0,0.0,0.31972085331862937,0.3232520924630473,0.23892173795230986,0.3427961254090749,0.4239004067916876,2.9356825663555814,3.049282081254865,3.3167350043676156,2.7443652951759616,2.1218192563926954,0.6041231921347164,1.427916982174261,1,1
56,5,1,3,0.4771919398447495,0.7204001480661888,0.3774249381971027,0.22360725104375703,0.08613474195240199,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.0,0.5,0.5,0.24203921100281323,0.4350840453231809,0.2082842129999058,0.48868912243653534,0.47867357105990505,2.5890535560967827,3.452555839732608,3.1404290855230466,4.180759588584353,4.2910075703123365,0.9683555780562517,1.9152846418679539,1,1
57,5,1,3,0.3910258779351182,0.3566175390310292,0.21283942984957144,0.02699214900752124,0.2603570482667645,1.0,0.775,0.55,0.1,0.325,1.0,1.0,1.0,0.0,1.0,0.39069367883606343,0.3678431688735514,0.24501412367889774,0.47147745780963096,0.4337168892332399,2.5848789521827267,2.099693443613096,4.87093225612568,3.818405413193489,2.9261694772748927,0.17774619303818717,1.153440534978519,1,1
58,5,1,3,0.3409172817067857,0.23539744717549016,0.10956338069449098,0.4189206698114423,0.08580370170499685,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.5,0.0,0.5,0.4193468590653324,0.33312337938140957,0.3855670379585924,0.4387026420174243,0.3170184836591792,3.7246893084309596,3.3630215065743387,4.154853152569297,2.612699986299237,4.907038200793668,0.34064637439848344,1.025233575727308,1,1
59,5,1,3,0.39923325721044467,0.25822890677232546,0.5101023880607881,0.13374976356937737,0.0500869732157265,1.0,0.55,0.775,0.325,0.1,1.0,1.0,1.0,1.0,0.5,0.40919004439427686,0.35804998578305103,0.3615618930911131,0.34547643625714997,0.3178725886016332,3.221387414932668,4.165206632946536,2.2484094404165416,2.8009414812523756,2.1738696505234234,0.44640343558957896,1.692083497080457,1,1
60,5,1,3,0.3364695877660357,0.20809384811853293,0.1322178807257979,0.8348942844162264,0.079117065125754,0.775,0.55,0.325,1.0,0.1,0.5,1.0,0.0,0.5,0.5,0.3119318435246311,0.2467360220739629,0.34518486024044737,0.2822782056114395,0.4390881926887348,3.1418187684436774,3.485168452072097,4.867553030438334,2.2379707731185627,3.9129333547038216,0.9705636564658077,1.5878439978840246,1,1
61,5,1,3,0.13828137616083552,0.6286589808365057,0.508851894454197,0.03836654848915186,0.28295517712037077,0.55,1.0,0.775,0.1,0.325,0.5,1.0,0.5,0.5,0.5,0.4363970946312766,0.39374674797377585,0.25921005357458543,0.2642044009741186,0.2622779151841287,3.25979114065231,3.118591617102335,3.3251538607066617,3.312562090770082,4.389571568788281,0.14688877108401047,1.303503841064121,1,1
62,5,1,3,0.37332849351718633,0.48150171460188945,0.12151563464749382,0.4483690108186723,0.07336843435731076,1.0,0.775,0.325,0.55,0.1,0.5,1.0,0.0,1.0,1.0,0.30981941815516356,0.3489180603344749,0.30352094310108274,0.38030188072769044,0.22901724170301083,4.011326517985201,3.8070349265508434,2.61230628698918,3.712567679785326,3.177413124490543,0.6838574518080957,1.939690599161426,1,1
63,5,1,3,0.33379097211725284,0.3578562749791395,0.5924931879073201,0.166066475402856,0.08211103485986637,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,1.0,0.0,0.3530337251601046,0.2038073938534225,0.43463993627507946,0.3297130726282397,0.3910048784846447,2.938028054030671,2.8638098284588676,2.273238199310633,2.264382005495789,3.8844398965000204,0.4949128280392704,1.4845333949927273,1,1
64,5,1,3,0.5625943567894593,0.08773557523677855,0.5687338936907566,0.36649940673908726,0.058049000110844344,1.0,0.325,0.775,0.55,0.1,1.0,0.0,0.5,0.5,0.5,0.4527320039886895,0.37938233245849595,0.2991993993697488,0.24618873536054336,0.30006390707355785,3.3520162364001975,4.116539849453673,4.654137202853961,3.7067298455884607,3.649832472525059,0.9906589014598682,1.5736907148157833,1,1
65,5,1,3,0.38240261595613406,0.16920969790691065,0.7729784026162366,0.22022380605550404,0.0826054453018951,0.775,0.55,1.0,0.325,0.1,1.0,0.0,1.0,0.5,1.0,0.29448761513965444,0.22372181566766197,0.40767199776916485,0.4383507049474246,0.438487243481526,3.8505351346835868,4.207619434187751,3.041748051106068,4.380773132816093,2.2013675487273505,0.17053418381863997,1.9621953620712482,1,1
66,5,1,3,0.2555126948423764,0.7440960041029431,0.3050389303248514,0.21243292957952017,0.05593280027153812,0.775,1.0,0.55,0.325,0.1,0.5,1.0,1.0,0.0,0.0,0.3459797028089111,0.3407047057761331,0.3430241860342728,0.4835400791826489,0.2685423253181697,3.3715279528211504,2.0443197394070376,4.691786053790919,4.136364132676745,4.939775817970134,0.2427293255211872,1.0749484149376283,1,1
67,5,1,3,0.3015271152062535,0.31774920167256443,0.24307731153110734,0.23979845413099743,0.059358220365943896,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.4795590048517984,0.38978075375503435,0.39794611845897093,0.4706765904521993,0.23627698561126526,3.1522542310872494,2.981162009622281,3.380026462421709,4.430179729101696,4.780182814925309,0.12119217427423119,1.4978789308855487,1,1
