Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
10,10,5,3,0.44813429961840856,0.3202111670318182,0.1802178501103538,0.4960266274728143,0.3063010119360523,0.1787007921654428,0.2832366267505111,0.08339823035744742,0.03892821949737442,0.1482741791478531,1.0,0.8,0.6,0.9,0.7000000000000001,0.4,0.5,0.30000000000000004,0.1,0.2,1.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.2858456618069291,0.43617727173900034,0.3902028368387695,0.38979054999191753,0.4325146945396251,0.24042973808256957,0.29120471796861336,0.32012852416563287,0.48227518952360404,0.488679366338853,4.7890667628277495,2.5596547429393857,4.859358734560647,4.395999841796739,3.2936883073090972,4.037602007657642,3.6670730692500846,2.7979367481771953,2.2422968344543506,3.4545358684566554,0.7171950248174406,1.6352428953703653,1.6352428953703653,1.6352428953703653,1.6352428953703653,1.6352428953703653,1,1,1,1,1,1
11,10,5,3,0.5041645707341251,0.21119919830264133,0.5569955813006969,0.25441663612233933,0.5591474945976248,0.3703476708085149,0.06041513344401106,0.3125379396739403,0.2186634801912646,0.06991460209483887,1.0,0.7000000000000001,0.9,0.5,0.8,0.6,0.2,0.4,0.30000000000000004,0.1,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.4211217662387058,0.34985976244082706,0.3365378074773448,0.31958193981677996,0.2231436022386166,0.32007714587275027,0.47818535798518036,0.3930831289777533,0.3356575411134163,0.4468663738191554,4.344378721170147,3.1443086331199552,3.4162687269956593,4.73141088135327,4.665121945534617,3.3900431558901016,3.852392929104088,3.7679612076923306,3.9413473382886863,4.823776524507359,0.8821803383797069,1.7226941269191423,1.7226941269191423,1.7226941269191423,1.7226941269191423,1.7226941269191423,1,1,1,1,1,1
12,10,5,3,0.35240747959784713,0.27218219972635316,0.25791439277889694,0.18222524916908667,0.20674370453978008,0.14583949626934112,0.13685450895072104,0.6453997477701535,0.061425888735193585,0.0720960982713326,1.0,0.9,0.7000000000000001,0.6,0.5,0.4,0.30000000000000004,0.8,0.2,0.1,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.384399850187069,0.3149700161006089,0.3802094926283768,0.24544588270864248,0.27678483357885647,0.4487223913996201,0.31107349718765487,0.4412682776758874,0.4833501940076631,0.22563807844900144,3.970928774116441,4.0532343067247,3.720046560026981,4.497666434768636,3.969774222006739,3.240844536937447,3.6857064096208134,2.9580843048853884,3.503626162730711,4.123685638100597,0.5144755001594995,1.1343142090058924,1.1343142090058924,1.1343142090058924,1.1343142090058924,1.1343142090058924,1,1,1,1,1,1
13,10,5,3,0.23639518263602127,0.4822045486679167,0.16905898735850705,0.6732483087821929,0.5096884253516798,0.4048676914506152,0.16287941068465647,0.2685765385420529,0.07172766558122959,0.0702808760581942,0.7000000000000001,0.9,0.5,1.0,0.8,0.6,0.30000000000000004,0.4,0.2,0.1,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.35267136734955307,0.29240241437049186,0.3010298636541221,0.44241548386432905,0.3271983850827829,0.29159494713513556,0.42758960386365835,0.4762125933607588,0.2144974678148296,0.3519364637267174,4.4042842329500065,2.4650455592360156,2.728320156676655,2.5295203133969832,3.42482573847048,4.8350943953713905,3.5523804152219567,4.486143280803253,3.1411233308663458,3.1721194009360847,0.8255494847668239,1.4365064744776266,1.4365064744776266,1.4365064744776266,1.4365064744776266,1.4365064744776266,1,1,1,1,1,1
14,10,5,3,0.40503894788686207,0.5501637335368466,0.19707339445817323,0.5354661479607311,0.8355976233661578,0.19708667412611433,0.30490744900083594,0.5311695993346803,0.14689436923675844,0.08232271997229171,0.8,0.9,0.5,0.7000000000000001,1.0,0.30000000000000004,0.4,0.6,0.2,0.1,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.43878392564289326,0.3737474607013332,0.368257466507122,0.24379596156862424,0.32833473060471774,0.4284716661141903,0.44467899747501194,0.3915408049159834,0.48683919720550606,0.4101756433348085,4.888026480725673,3.5199029707009926,4.496900941259612,2.906675162527754,3.1616022004454862,3.2176598664689378,3.832425736184913,2.8163655376914574,2.7765821745257235,2.6750702565163644,0.29775872062077074,1.127252654709363,1.127252654709363,1.127252654709363,1.127252654709363,1.127252654709363,1,1,1,1,1,1
15,10,5,3,0.28793174418581013,0.3511104987573139,0.37228422014063967,0.21164028422336667,0.1321763857515023,0.816406576404415,0.19833557681503583,0.10946761325821824,0.5355472212315255,0.06739974475438522,0.9,0.8,0.7000000000000001,0.5,0.4,1.0,0.30000000000000004,0.2,0.6,0.1,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.2537831370837661,0.38892972497637,0.23674404279612132,0.4677861986854144,0.45158929307768747,0.375644784265076,0.4434422864710913,0.23337071806151452,0.4222993484449208,0.41837535814453963,3.513254853717422,3.7780298782308117,4.2531411957154575,2.020578006645369,4.173589813608428,3.2881674292176486,3.2065203613304174,4.676912019185862,3.229213000374661,2.5203785032042463,0.818053177976805,1.5933745366794285,1.5933745366794285,1.5933745366794285,1.5933745366794285,1.5933745366794285,1,1,1,1,1,1
16,10,5,3,0.26470016529263785,0.2453153849388573,0.5469724479283146,0.32347084159242295,0.16223629542217502,0.11634551914518654,0.592065117146123,0.4218939840659414,0.1373617161767212,0.06813090234348576,1.0,0.8,0.9,0.6,0.4,0.30000000000000004,0.7000000000000001,0.5,0.2,0.1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.3055607808095896,0.33748232979335135,0.4303548203101606,0.4525403101909774,0.3089322014812717,0.3853247919392488,0.23036869782232558,0.2934973750580695,0.4661439290306006,0.39470124969521175,4.0751510258338035,2.8731758796370914,2.659690285990272,4.40831268931689,2.809367870736976,2.264365330064644,2.584416438394316,2.9581503874940003,2.457146396798591,3.5757347029153768,0.8576108296326065,1.9579571004230605,1.9579571004230605,1.9579571004230605,1.9579571004230605,1.9579571004230605,1,1,1,1,1,1
17,10,5,3,0.34212087506358296,0.5813417228956789,0.28875266234204533,0.6919328530066888,0.10266464687204696,0.5468183080465183,0.3743809088406268,0.2618897814990314,0.17130789173330144,0.0747837699515336,0.7000000000000001,0.9,0.6,1.0,0.4,0.8,0.5,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.49462351695983175,0.39155244330282557,0.22689783834349506,0.35538280752183915,0.21176207519179785,0.22303260538975658,0.27542949061851085,0.28235423451306574,0.4620380067627966,0.2213183924887797,4.938000826126649,2.4504853629931693,3.978695402747979,4.2746174547966405,3.3760320259969543,4.131337498803128,4.517895597732451,3.6608368392114254,3.529791897064629,3.9690708046572403,0.40841346835096315,1.1396590108384,1.1396590108384,1.1396590108384,1.1396590108384,1.1396590108384,1,1,1,1,1,1
18,10,5,3,0.2258881204172144,0.295152249994995,0.4276273248526556,0.6963615367693794,0.10271505824074689,0.31171126289477963,0.2309822537463913,0.12574498319851282,0.08091346654724299,0.0716422470248027,0.9,0.7000000000000001,0.8,1.0,0.4,0.6,0.5,0.30000000000000004,0.2,0.1,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.24142506761659158,0.27185908335818654,0.48897159257341893,0.3832988862752309,0.38061831064093526,0.24693537723352066,0.3282367615183195,0.2843025187379849,0.4581979622266235,0.35139761325157903,4.10700832231101,2.784047325286248,2.586015215761606,4.069814905780523,3.599910085489894,4.221998411545629,3.0783330948019927,4.514690783045179,2.5774010206545004,4.221720124545975,0.7318113114493965,1.8432091021289272,1.8432091021289272,1.8432091021289272,1.8432091021289272,1.8432091021289272,1,1,1,1,1,1
19,10,5,3,0.2630805043669062,0.26267932889356327,0.3425392586410334,0.3746760179100054,0.20524474008015992,0.37534127359713837,0.25207389475270947,0.06977878481635857,0.025091873208156257,0.24842047155519717,1.0,0.9,0.8,0.7000000000000001,0.5,0.6,0.4,0.2,0.1,0.30000000000000004,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3709258921498227,0.24200204720516455,0.4964180272193452,0.25217103005929686,0.3202105814767364,0.3221651380769641,0.45906617943852374,0.3139778118564203,0.38349657536450815,0.325456652986428,2.1844240494890834,2.7906196108108547,3.9617758107773353,2.9803084644537243,3.3800880685611028,3.785005441826388,4.606398967011739,4.244712021525825,2.465704340561072,3.677328533579354,0.5267781013488073,1.0679007766330801,1.0679007766330801,1.0679007766330801,1.0679007766330801,1.0679007766330801,1,1,1,1,1,1
20,10,5,3,0.2785054629675998,0.257529090148254,0.507503347721549,0.8201610677060454,0.23876852734083975,0.4582330648311287,0.36368163700855405,0.10717043914646714,0.24655774230053126,0.06419760714824131,0.8,0.7000000000000001,0.9,1.0,0.4,0.6,0.5,0.2,0.30000000000000004,0.1,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.2730853680661762,0.28193809472087994,0.24694090503603927,0.42340812703750597,0.49402621635244387,0.2225782552497458,0.33666065443862764,0.40097583589013347,0.4579650552228185,0.25991834575174433,3.420563679301537,2.325853104281814,3.7144132703517228,4.258701958520443,2.918276497626479,2.884237217821496,2.539419410039846,2.919504395749398,3.414489339830651,4.592539964038521,0.3511905017920519,1.7744587881258074,1.7744587881258074,1.7744587881258074,1.7744587881258074,1.7744587881258074,1,1,1,1,1,1
