Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus
29,5,3,3,0.3912195687514856,1,1,1,1,0,4,2.40001908128671
30,5,3,3,0.4899167919388118,1,1,0,1,0,3,3.9763929395424293
31,5,3,3,0.44459934755695985,1,1,0,1,0,3,2.5027300441261118
32,5,3,3,0.09336127691641233,1,1,1,1,0,4,1.9854585407562424
33,5,3,3,0.2620018575306676,1,1,1,1,0,4,2.307314451697723
34,5,3,3,0.28823356431825353,1,1,1,0,0,3,1.8416921222191418
35,5,3,3,0.2555666853864884,1,1,0,1,0,3,1.3615390143418127
36,5,3,3,0.090736896852679,1,1,1,1,0,4,2.2674924129719565
37,5,3,3,0.3070053419364172,1,1,1,0,0,3,2.0511565268728846
38,5,3,3,0.27051848277942636,1,1,0,1,0,3,4.148675685950939
39,5,3,3,0.37255328719324565,1,1,0,0,0,2,1.8149376170102662
40,5,3,3,0.38188160757170586,1,1,0,1,0,3,1.436402562699367
41,5,3,3,0.3111381032950698,1,1,1,1,0,4,2.816893575590915
42,5,3,3,0.2538514120051788,1,1,0,0,0,2,1.7879577693769784
43,5,3,3,0.29338707241668893,1,1,1,1,0,4,1.965387111997917
44,5,3,3,0.27132575020984434,1,1,1,0,0,3,1.6049443779309436
45,5,3,3,0.12104028324386541,1,1,1,0,0,3,1.9369439830208526
46,5,3,3,0.27613685727689397,1,1,1,0,0,3,4.39763862153188
47,5,3,3,0.24855953885514717,1,1,1,1,0,4,2.2163377099907033
48,5,3,3,0.20262460611415714,1,1,0,0,0,2,1.8369339354677172
49,5,3,3,0.4083384969488196,1,0,0,1,0,2,1.9254353523821932
50,5,3,3,0.3474636266123039,1,1,1,0,0,3,1.5733131595806966
51,5,3,3,0.21914906092716763,1,1,1,1,0,4,2.929451164970257
52,5,3,3,0.20727933975069254,1,1,0,1,0,3,1.8295676199021327
53,5,3,3,0.5582311712767357,1,0,1,0,0,2,1.5894682163709477
54,5,3,3,0.24953960788965665,1,1,1,1,0,4,1.7800034798855442
55,5,3,3,0.3601677228599303,1,1,1,0,0,3,2.0486807436914023
56,5,3,3,0.3134102977647788,1,1,0,1,0,3,4.835568898373193
57,5,3,3,0.4475151370210634,1,1,0,1,0,3,2.426965661013452
58,5,3,3,0.3047264913375262,1,1,1,1,0,4,2.3672002744242353
59,5,3,3,0.6917581194441497,1,0,0,1,0,2,2.9709848886785815
60,5,3,3,0.659213258705845,1,0,0,1,0,2,2.3507759927219873
61,5,3,3,0.3371152932515968,1,1,1,1,0,4,1.800188779025078
62,5,3,3,0.3659107608009364,1,1,0,1,0,3,1.8723570808018217
63,5,3,3,0.1472946072243292,1,1,1,1,0,4,2.02689648197829
64,5,3,3,0.25177854285391116,1,1,1,1,0,4,3.3095785756935086
65,5,3,3,0.10348234830250753,1,1,1,1,0,4,2.5464466771736065
66,5,3,3,0.13269278558364683,1,1,0,0,0,2,1.2093570638171205
67,5,3,3,0.4574641285039569,1,1,1,0,0,3,1.940462467640197
68,5,3,3,0.6360473921999447,1,1,0,1,0,3,3.0097433804420097
69,5,3,3,0.21539218292816792,1,1,1,0,0,3,1.259977484375407
70,5,3,3,0.40859105082166675,1,1,0,0,0,2,1.6428397947474418
71,5,3,3,0.29455701378524435,1,1,0,1,0,3,3.3837168997416183
72,5,3,3,0.17310749140090984,1,1,1,0,0,3,1.6790156950178226
73,5,3,3,0.3838802841902752,1,1,1,0,0,3,2.624796106164145
74,5,3,3,0.4873611113933854,1,1,0,1,0,3,2.2519968092270206
75,5,3,3,0.3978313185232083,1,1,1,0,0,3,2.506105402889712
76,5,3,3,0.28273620934952093,1,1,1,1,0,4,2.2684326120607046
77,5,3,3,0.2603400608831899,1,1,1,1,0,4,3.141111359066619
78,5,3,3,0.3865616058466764,1,0,0,1,0,2,1.880537813730907
79,5,3,3,0.48756801147245027,1,1,0,0,0,2,2.8017108292128747
80,5,3,3,0.17574288025672968,1,1,1,0,0,3,0.9263568955901287
81,5,3,3,0.3678818495450608,1,0,1,0,0,2,1.8305294260276224
82,5,3,3,0.2739151203987548,1,1,1,1,0,4,2.3511508386711233
83,5,3,3,0.24963696578093658,1,1,1,0,0,3,1.4777075956942416
84,5,3,3,0.2591651205859559,1,1,1,1,0,4,2.729352207848461
85,5,3,3,0.2076003829327859,1,1,1,0,0,3,1.5468467369180074
86,5,3,3,0.4795695183269038,1,0,0,1,0,2,2.7644869932261025
87,5,3,3,0.23757663606008492,1,1,1,1,0,4,1.6110277809195515
88,5,3,3,0.12904815730419722,1,1,1,0,0,3,1.0872241996676033
89,5,3,3,0.3506632036063837,1,1,1,0,0,3,1.4574438156660556
90,5,3,3,0.2326010209411253,1,1,1,0,0,3,1.4998921230582343
91,5,3,3,0.33939304018427024,1,1,0,1,0,3,3.6683796831833337
92,5,3,3,0.2496028578846035,1,1,0,0,0,2,0.6169822230034574
93,5,3,3,0.2756174233068037,1,1,1,0,0,3,3.3954097412554125
94,5,3,3,0.23585130466386145,1,1,1,0,0,3,2.0159876328926085
95,5,3,3,0.2808149938149416,1,1,1,0,0,3,1.9157611809813317
96,5,3,3,0.21846661539013437,1,1,1,0,0,3,2.766722671565289
97,5,3,3,0.14867816387369798,1,1,0,1,0,3,2.468191702382623
98,5,3,3,0.28056333260827176,1,0,0,1,0,2,1.0201102120747971
99,5,3,3,0.177850359874083,1,1,0,1,0,3,1.0067230348034408
