Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1
40,5,1,3,0.07321531257284296,1,1,0,0,0,2,0.8668285300384875,7,15,0,P02,P02
41,5,1,3,0.06216920504068235,1,1,1,1,0,4,1.1266463141809488,5,15,0,P04,P01
42,5,1,3,0.06145582754870788,1,1,0,0,0,2,0.6923316048308171,7,15,0,P02,P02
43,5,1,3,0.1322097650054706,1,1,1,1,0,4,1.271478349893981,7,15,0,P04,P03
44,5,1,3,0.14331110486605622,1,1,0,0,0,2,1.0408741236175685,8,15,0,P02,P02
45,5,1,3,0.10774709091392218,1,1,1,1,0,4,1.2865264691719704,8,15,0,P04,P01
46,5,1,3,0.06490984540831057,1,1,1,1,0,4,1.191707597551583,6,15,0,P02,P02
47,5,1,3,0.07755838372983379,1,1,1,0,0,3,1.0858605116148592,8,15,0,P03,P01
48,5,1,3,0.06720047917202754,1,1,1,1,0,4,1.0266657410995645,7,15,0,P03,P02
49,5,1,3,0.10557485027407969,1,1,1,1,0,4,1.1797468708920102,7,15,0,P03,P01
50,5,1,3,0.12736050781065072,1,1,1,1,0,4,1.210503471709666,5,15,0,P03,P03
51,5,1,3,0.09692315335326912,1,1,1,1,0,4,0.973372762001768,5,15,0,P04,P02
52,5,1,3,0.0930977478033283,1,1,1,0,0,3,0.9962191744733087,7,15,0,P03,P03
53,5,1,3,0.06606555374902123,1,1,1,1,0,4,1.1344493382410406,5,15,0,P03,P01
54,5,1,3,0.09513116750815498,1,1,0,1,0,3,0.9848498463949384,5,15,1,P04,P04
55,5,1,3,0.09135067082381193,1,1,1,1,0,4,1.0161146685163183,6,15,0,P03,P01
56,5,1,3,0.09979155551581592,1,1,1,1,0,4,1.0613771841778645,8,15,0,P04,P03
57,5,1,3,0.06251021848605005,1,1,1,1,0,4,1.0951870451318957,6,15,0,P03,P01
58,5,1,3,0.13500179562762712,1,1,1,0,0,3,1.013384983025833,5,15,0,P02,P02
59,5,1,3,0.06852044326806646,1,1,1,0,0,3,0.8826154630121614,6,15,0,P02,P02
60,5,1,3,0.11864654076237557,1,1,1,0,0,3,1.12339100563723,6,15,0,P03,P03
61,5,1,3,0.09377001873453242,1,1,1,1,0,4,1.105980002358284,6,15,0,P04,P03
62,5,1,3,0.10717772363283061,1,1,1,0,0,3,1.0675626817083037,6,15,0,P03,P03
63,5,1,3,0.09836935591055021,1,1,1,1,0,4,1.2640371911606385,5,15,0,P04,P01
64,5,1,3,0.08869418554320321,1,1,1,0,0,3,1.0494472171748472,6,15,0,P02,P02
65,5,1,3,0.07705188581132519,1,1,1,1,0,4,1.0554583995022675,5,15,0,P02,P02
66,5,1,3,0.08342652651858551,1,1,1,0,0,3,0.8975874571758868,10,15,0,P01,P02
67,5,1,3,0.09434572486022022,1,1,1,1,0,4,1.2713536311836933,7,15,0,P04,P04
68,5,1,3,0.08285247618280203,1,1,0,0,0,2,0.8014532298520005,6,15,0,P02,P02
69,5,1,3,0.11025613076382669,1,1,1,1,0,4,1.1920711192627058,5,15,0,P04,P02
70,5,1,3,0.08284159663690162,1,1,1,0,0,3,0.9118230220833978,5,15,0,P02,P02
71,5,1,3,0.046855280565708264,1,1,1,1,0,4,1.2104856443938847,6,15,0,P04,P01
72,5,1,3,0.0770745468634893,1,1,1,1,0,4,1.0677239599644526,6,15,0,P04,P01
73,5,1,3,0.08068365852003016,1,1,1,1,0,4,1.392332401374218,5,15,0,P02,P02
74,5,1,3,0.10042605808204741,1,1,1,0,0,3,0.9131282215238268,6,15,0,P02,P02
75,5,1,3,0.11870125359692182,1,1,1,0,0,3,0.9446857834846853,7,15,0,P03,P02
76,5,1,3,0.062142507548522,1,1,1,1,0,4,1.0568501069865284,6,15,0,P03,P03
77,5,1,3,0.05368928344849992,1,1,1,1,0,4,0.9278229063356147,6,15,0,P03,P03
78,5,1,3,0.07841844465734564,1,1,1,0,0,3,1.0258286322092816,5,15,0,P02,P01
79,5,1,3,0.06815392929556931,1,0,0,0,0,1,0.6658239415341434,6,15,0,P01,P01
80,5,1,3,0.07887740780131074,1,1,1,0,0,3,0.849572820670796,5,15,0,P01,P01
81,5,1,3,0.0954233419689334,1,1,1,0,0,3,0.8629335928410433,5,15,0,P02,P02
82,5,1,3,0.07103341891543505,1,1,1,0,0,3,0.7784932935731245,5,15,0,P03,P01
83,5,1,3,0.1345068765055857,1,1,1,0,0,3,0.9433299155361403,6,15,0,P03,P02
84,5,1,3,0.11003779320236627,1,0,0,1,0,2,0.8286163234432558,9,15,1,P01,P01
85,5,1,3,0.08660842459080695,1,1,1,0,0,3,1.0134900868744923,5,15,0,P03,P03
86,5,1,3,0.10222757523045119,1,1,1,1,0,4,1.052820274670933,5,15,0,P04,P03
87,5,1,3,0.11970086084628928,1,1,1,1,0,4,1.1084112640176593,6,15,0,P04,P04
88,5,1,3,0.07370079799432076,1,1,1,1,0,4,1.2029210714087648,7,15,0,P04,P04
89,5,1,3,0.11297573809970984,1,1,1,0,0,3,0.9998073322955318,10,15,0,P02,P03
90,5,1,3,0.11297641859501424,1,1,0,0,0,2,0.8048770352867036,6,15,0,P01,P01
91,5,1,3,0.09004717735512018,1,1,0,0,0,2,0.7564243798563346,5,15,0,P01,P01
92,5,1,3,0.11143872898928392,1,1,1,0,0,3,1.2567304501649785,7,15,0,P03,P02
93,5,1,3,0.08846319250597254,1,1,1,1,0,4,1.2077367343355925,6,15,0,P03,P01
94,5,1,3,0.07278461485535356,1,1,1,0,0,3,0.8494397316661639,8,15,0,P03,P03
95,5,1,3,0.1264114657032222,1,1,0,0,0,2,0.8468054850174831,7,15,0,P01,P02
96,5,1,3,0.07860326231560348,1,1,1,1,0,4,1.2613459645193277,7,15,0,P03,P04
97,5,1,3,0.08850108859627749,1,1,1,1,0,4,1.1602756839287636,6,15,0,P03,P02
98,5,1,3,0.08078007290258729,1,1,1,0,0,3,0.843936217196271,8,15,0,P02,P01
99,5,1,3,0.10382230157459726,1,1,1,1,0,4,1.0937825531663452,7,15,0,P04,P01
