Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1
32,20,1,3,0.15671578502156938,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.2777514078862,35,60,0,P06,P01
33,20,1,3,0.1439829013114228,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,10,1.2682837796128466,33,60,1,P04,P02
34,20,1,3,0.23919148148908898,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,1.7453281930467819,34,60,1,P05,P01
35,20,1,3,0.20395586077716968,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.586053237100867,33,60,0,P07,P07
36,20,1,3,0.17908732971777708,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.1175377768873267,32,60,0,P07,P07
37,20,1,3,0.2397028215540603,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.4235657315049566,27,60,0,P06,P08
38,20,1,3,0.20771274687809255,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1412369176868777,29,60,2,P05,P03
39,20,1,3,0.23849271615140877,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13,1.7357265828058788,36,60,0,P12,P13
40,20,1,3,0.1535084942739911,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.3452863896183154,33,60,0,P08,P02
41,20,1,3,0.20773491154576545,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1.4594861178151048,40,60,2,P06,P08
42,20,1,3,0.19662326638937955,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.6217989785383353,39,60,0,P06,P03
43,20,1,3,0.17396238651301585,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0423987853183485,35,60,0,P04,P02
44,20,1,3,0.21262514518659492,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5094076753786916,28,60,0,P07,P07
45,20,1,3,0.22495704498156546,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.1724376259303695,31,60,1,P02,P02
46,20,1,3,0.18865595724025516,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.4664113548141369,28,60,0,P07,P06
47,20,1,3,0.19109236493945245,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.2375794430285276,32,60,0,P07,P06
48,20,1,3,0.21395688845961847,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.4144788856770187,29,60,0,P05,P07
49,20,1,3,0.14032510536062343,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.6915028338286557,30,60,0,P07,P05
50,20,1,3,0.2573018346395241,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.3826132388873797,28,60,0,P05,P02
51,20,1,3,0.15422940465904866,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5535606238685777,35,60,0,P07,P04
52,20,1,3,0.17907390439174958,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.413700252970247,33,60,0,P07,P05
53,20,1,3,0.19822206988590113,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5194512873445096,32,60,0,P06,P08
54,20,1,3,0.18695376358636806,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.4222239883675531,29,60,0,P08,P04
55,20,1,3,0.19270264996141795,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1.3664464490545654,29,60,0,P07,P02
56,20,1,3,0.19679601267520574,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.5972249957841593,36,60,1,P02,P07
57,20,1,3,0.2411931735366578,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,10,1.6159812603690868,31,60,1,P05,P13
58,20,1,3,0.2154388587197863,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,10,1.484430966218707,30,60,2,P08,P04
59,20,1,3,0.21571516113297243,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.501642180923686,30,60,1,P05,P02
60,20,1,3,0.18944751471756408,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,1.6341350900030327,30,60,1,P12,P12
61,20,1,3,0.15079051849729216,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.233942114895347,25,60,0,P10,P01
62,20,1,3,0.16864039537822595,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1.1081802323177978,24,60,2,P04,P01
63,20,1,3,0.2065766844956129,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1.2686697433030028,30,60,1,P16,P16
64,20,1,3,0.18595338514741896,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,10,1.5608511162914689,38,60,2,P08,P05
65,20,1,3,0.20804097657727588,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1.3929756558204163,36,60,1,P03,P13
66,20,1,3,0.2060163666812978,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.2679970078811718,39,60,0,P07,P02
67,20,1,3,0.1816085934220688,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,1.5573428813007428,40,60,1,P04,P04
68,20,1,3,0.15524998816725682,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13,1.7149840437840336,37,60,0,P12,P09
69,20,1,3,0.16517124940168476,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1.1676646842685625,24,60,4,P03,P01
70,20,1,3,0.1937417106175633,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.7678123001294206,32,60,0,P07,P04
71,20,1,3,0.1869385405973212,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1.393320812432055,31,60,3,P04,P05
72,20,1,3,0.20203146654610563,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.829330537960399,39,60,0,P07,P03
73,20,1,3,0.17534119348657762,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,11,1.4401874475286829,28,60,1,P10,P07
74,20,1,3,0.22094714561590512,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.816973936623893,34,60,0,P06,P08
75,20,1,3,0.2424070949353579,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5636646959288203,39,60,0,P09,P04
76,20,1,3,0.21971648528355942,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.7086621231161416,32,60,0,P07,P01
77,20,1,3,0.21871417956509115,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1.2479637068519793,36,60,1,P07,P06
78,20,1,3,0.2630962234637455,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.2601052949411153,34,60,0,P05,P06
79,20,1,3,0.2413302838177172,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.7255537945540866,32,60,0,P06,P05
80,20,1,3,0.2610179241551041,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.4059213133853836,37,60,0,P06,P04
81,20,1,3,0.18979879906867264,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,11,1.5457536298618157,28,60,1,P08,P17
82,20,1,3,0.19759230327707794,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12,1.6657930500377143,25,60,0,P09,P09
83,20,1,3,0.21468422265838227,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,10,1.344221137589875,30,60,4,P06,P02
84,20,1,3,0.23150184815644592,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2335035987928324,27,60,1,P05,P05
85,20,1,3,0.18323684506872662,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,12,1.6509478491701026,26,60,0,P12,P09
86,20,1,3,0.21528262087544436,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.3272580929188011,36,60,1,P05,P05
87,20,1,3,0.19391088039968574,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.1612528767676085,33,60,0,P05,P02
88,20,1,3,0.13425584239406202,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13,1.4965289978890919,29,60,0,P08,P06
89,20,1,3,0.1718021309563121,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.5530949447782496,39,60,0,P08,P10
90,20,1,3,0.18168465334455897,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11,1.6948539010984622,36,60,0,P06,P05
91,20,1,3,0.1912731377493055,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1.2636022167704555,38,60,0,P09,P06
92,20,1,3,0.22382863637951778,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2589799039145417,30,60,1,P05,P01
93,20,1,3,0.1591385590612672,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,13,1.677577721932245,26,60,0,P06,P06
94,20,1,3,0.15474053766534185,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,1.6017697458493676,32,60,2,P06,P10
95,20,1,3,0.20088605134073723,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,1.6190133330308347,34,60,1,P12,P07
96,20,1,3,0.22971763391222183,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,11,1.6931334931397157,28,60,1,P08,P15
97,20,1,3,0.21423140699883877,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,1.688231543909493,35,60,3,P09,P12
98,20,1,3,0.23515760582249617,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.054556832872457,32,60,0,P04,P04
99,20,1,3,0.22981441033129013,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4510749987268952,37,60,1,P08,P08
