Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1
27,10,1,3,0.13614922290939388,1,1,1,1,0,0,0,0,0,0,4,1.1174282162763962,13,30,0,P01,P01
28,10,1,3,0.11039342431847404,1,1,1,1,1,1,0,0,0,0,6,1.3183060545812342,13,30,0,P04,P04
29,10,1,3,0.24644121196355334,1,1,1,1,1,0,0,0,0,0,5,1.4340952365658792,15,30,0,P04,P02
30,10,1,3,0.12788787245003602,1,1,1,1,1,1,1,0,0,0,7,1.4635997343326173,13,30,0,P03,P02
31,10,1,3,0.09078708800967258,1,1,1,1,1,1,0,0,0,0,6,1.3536419813985816,13,30,0,P04,P02
32,10,1,3,0.17675098173704407,1,1,1,1,1,1,0,0,1,0,7,1.74010931068411,11,30,1,P09,P09
33,10,1,3,0.17404083089015426,1,1,1,1,1,0,0,0,0,0,5,1.3095748119963646,13,30,0,P05,P05
34,10,1,3,0.1810347211662217,1,1,0,0,0,0,0,0,0,0,2,0.90550198350812,10,30,0,P02,P02
35,10,1,3,0.16416103037126667,1,1,0,1,1,0,1,0,0,0,5,1.382010342829472,17,30,3,P02,P07
36,10,1,3,0.14384985232015668,1,1,1,1,1,0,0,0,0,0,5,1.078550112507259,14,30,0,P03,P01
37,10,1,3,0.23552816322282283,1,1,0,1,0,0,0,0,0,0,3,1.0443794131055726,15,30,1,P04,P04
38,10,1,3,0.16014361026708968,1,1,1,1,0,0,0,0,0,0,4,1.1679516430343948,12,30,0,P02,P01
39,10,1,3,0.1725438122248255,1,1,1,1,0,0,0,0,0,0,4,1.575143924366953,17,30,0,P04,P02
40,10,1,3,0.1806558131383496,1,1,1,1,1,0,0,0,0,0,5,1.2219731321812508,13,30,0,P05,P05
41,10,1,3,0.17513909668154795,1,1,0,0,0,0,0,1,0,0,3,1.202580009475283,18,30,1,P01,P08
42,10,1,3,0.15773953907574792,1,1,1,1,1,0,0,0,0,0,5,1.5299163254041916,14,30,0,P02,P02
43,10,1,3,0.20811924924118355,1,1,1,1,1,0,0,0,1,0,6,1.821508018284427,14,30,1,P09,P09
44,10,1,3,0.15669218400382157,1,1,1,1,1,1,1,0,0,0,7,1.88054100188949,14,30,0,P07,P07
45,10,1,3,0.1367083815436768,1,1,1,0,1,1,1,0,0,0,6,1.8453827234303635,19,30,3,P06,P03
46,10,1,3,0.1617569300993115,1,1,1,1,0,0,1,0,0,0,5,1.3165991476655006,12,30,1,P07,P07
47,10,1,3,0.12331374206840176,1,1,1,1,1,0,0,0,0,0,5,1.6103249373016606,13,30,0,P05,P05
48,10,1,3,0.15731012262767152,1,1,1,0,1,0,1,0,0,0,5,1.3649799457998093,13,30,2,P02,P02
49,10,1,3,0.1305737132507036,1,1,1,1,0,1,0,0,0,0,5,1.3073862093443451,14,30,1,P02,P01
50,10,1,3,0.21123197719840792,1,1,1,1,1,1,1,0,0,0,7,1.9815076608064537,15,30,0,P07,P05
51,10,1,3,0.15802232763662324,1,1,1,1,1,1,0,0,0,0,6,1.3385807160697407,13,30,0,P04,P01
52,10,1,3,0.10533204619523714,1,1,0,1,1,0,0,0,0,0,4,1.0356402265883826,13,30,2,P01,P02
53,10,1,3,0.12679082107416104,1,1,0,0,0,0,0,0,0,0,2,0.8112738647392889,13,30,0,P01,P02
54,10,1,3,0.15776497494042951,1,1,1,1,0,0,0,0,0,0,4,1.6236277187870076,17,30,0,P02,P02
55,10,1,3,0.15400622717522403,1,1,1,1,0,0,0,0,0,0,4,0.9775185685315944,13,30,0,P02,P01
56,10,1,3,0.23430723716838697,1,1,0,0,0,0,1,0,0,0,3,1.5051957811532506,17,30,1,P07,P07
57,10,1,3,0.13901864707570477,1,1,1,1,1,1,0,1,0,0,7,1.8495422587598753,15,30,1,P08,P08
58,10,1,3,0.16029086226451822,1,1,1,1,0,1,0,0,0,0,5,1.2243934447017186,15,30,1,P06,P06
59,10,1,3,0.1439128847439046,1,1,1,1,1,1,1,0,0,0,7,1.7929144088888584,15,30,0,P05,P02
60,10,1,3,0.13202951579480957,1,1,1,1,1,0,0,0,0,0,5,1.2668587804638534,15,30,0,P04,P03
61,10,1,3,0.1399712133696217,1,1,1,1,1,0,0,0,0,0,5,1.255279750994887,14,30,0,P05,P04
62,10,1,3,0.11870717413281553,1,1,1,1,1,1,0,0,0,0,6,1.1243069775136127,14,30,0,P04,P02
63,10,1,3,0.2722949201772657,1,1,0,0,1,0,0,0,0,0,3,1.5923703050157245,13,30,1,P05,P05
64,10,1,3,0.1689481413925974,1,1,1,1,1,0,1,0,0,0,6,1.7339046916289869,14,30,1,P07,P07
65,10,1,3,0.17716142162063897,1,1,1,1,0,1,0,0,0,0,5,1.1108040604764402,18,30,1,P03,P06
66,10,1,3,0.12890721070886577,1,1,1,1,1,0,0,0,0,0,5,1.5531823368712265,16,30,0,P05,P02
67,10,1,3,0.1560332402419657,1,1,1,1,0,1,0,0,0,0,5,1.5093581215542575,13,30,1,P03,P06
68,10,1,3,0.14151521647258036,1,1,1,1,1,0,0,0,0,0,5,1.261406962859338,14,30,0,P05,P05
69,10,1,3,0.20729006984639184,1,1,1,1,1,0,0,0,0,0,5,1.216285963672174,16,30,0,P05,P05
70,10,1,3,0.19893793590934122,1,1,1,1,1,1,0,0,0,0,6,1.4217145181583315,11,30,0,P06,P04
71,10,1,3,0.1910752797325809,1,1,1,1,1,1,1,0,0,0,7,1.646336563418862,15,30,0,P06,P04
72,10,1,3,0.20274582261858765,1,1,1,0,0,1,0,0,0,0,4,1.1877271030254224,15,30,1,P06,P06
73,10,1,3,0.13684483959907362,1,1,1,1,1,0,1,0,0,0,6,1.2727770901037019,16,30,1,P05,P03
74,10,1,3,0.1689691304588733,1,1,1,1,1,1,1,0,0,0,7,1.8760287479002176,12,30,0,P05,P02
75,10,1,3,0.17514627383935183,1,1,1,1,1,1,0,0,0,0,6,1.5297212424507103,13,30,0,P06,P06
76,10,1,3,0.19505578038486354,1,1,1,1,1,0,0,1,0,0,6,1.4394703851214405,13,30,1,P08,P08
77,10,1,3,0.18234618944246947,1,1,1,1,1,1,0,1,0,0,7,1.8512044288004086,15,30,1,P08,P08
78,10,1,3,0.29608404835506763,1,1,1,0,1,0,0,0,0,0,4,2.0363813928508243,15,30,1,P05,P05
79,10,1,3,0.1224966369914279,1,1,1,1,1,0,1,0,0,0,6,1.2944114919690892,17,30,1,P05,P02
80,10,1,3,0.11447481886349792,1,1,1,1,1,1,1,0,0,0,7,1.6613973884019266,12,30,0,P06,P01
81,10,1,3,0.16694574790392852,1,1,1,1,1,0,0,0,0,0,5,1.2281704694414846,13,30,0,P02,P02
82,10,1,3,0.17545508666708537,1,1,1,1,1,1,0,0,0,0,6,1.5440889535764255,15,30,0,P06,P06
83,10,1,3,0.11753909257189363,1,1,1,1,1,1,1,1,0,0,8,1.690184881020861,12,30,0,P07,P05
84,10,1,3,0.17448954765915758,1,1,1,1,1,1,0,0,0,0,6,1.2715871074916398,11,30,0,P06,P02
85,10,1,3,0.17906709742398957,1,1,1,1,0,0,0,0,0,0,4,1.4809093219759044,12,30,0,P04,P04
86,10,1,3,0.1846870071742967,1,1,1,1,1,1,0,0,0,0,6,1.5896871966722892,12,30,0,P05,P05
87,10,1,3,0.2213394750807267,1,1,1,1,0,0,0,0,0,0,4,1.2868304381383147,12,30,0,P02,P02
88,10,1,3,0.21764360660520932,1,1,1,1,1,0,0,0,0,0,5,1.3206713349029848,13,30,0,P04,P04
89,10,1,3,0.20232420311176397,1,1,1,1,0,0,0,0,1,0,5,1.583753709027489,15,30,1,P09,P09
90,10,1,3,0.20903639285044473,1,1,1,1,1,0,0,0,0,0,5,1.929270826758851,16,30,0,P05,P03
91,10,1,3,0.13345373812291933,1,1,1,1,0,0,0,0,0,0,4,1.1681476062246836,15,30,0,P03,P01
92,10,1,3,0.23167398255551477,1,1,1,1,1,0,0,0,0,0,5,1.509205440443213,16,30,0,P05,P02
93,10,1,3,0.18493913048954735,1,1,1,1,1,1,0,0,0,0,6,1.570578359662806,14,30,0,P04,P06
94,10,1,3,0.14832163047815541,1,1,1,1,1,1,1,0,0,0,7,1.455330545026368,13,30,0,P04,P05
95,10,1,3,0.14034505536814845,1,1,1,1,1,0,0,0,0,0,5,1.144136152528693,13,30,0,P03,P01
96,10,1,3,0.19110611748149964,1,1,1,1,1,1,0,0,0,0,6,1.6597904604406155,14,30,0,P05,P02
97,10,1,3,0.2614708583335577,1,1,1,1,0,0,0,1,0,0,5,1.914909864566233,17,30,1,P08,P08
98,10,1,3,0.2211029933767016,1,1,1,1,1,0,0,0,0,0,5,1.5714784680274168,13,30,0,P05,P04
99,10,1,3,0.21021038494723043,1,1,1,1,1,0,0,1,0,0,6,1.4681888324553438,15,30,1,P08,P08
