Instance,N,K,L,Exp Profit,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Cardinality,Consumer Surplus,Num Feasible Lists,Num Max Lists,Num Ref Products,Ref for Attr0,Ref for Attr1,Ref for Attr2,Ref for Attr3,Ref for Attr4,Ref for Attr5
31,10,5,3,0.2927279683541442,1,1,0,0,0,0,1,0,0,0,3,2.483095510160583,43,2430,1,P07,P01,P07,P07,P07,P02
32,10,5,3,0.3046619741752449,1,1,1,0,0,0,1,0,0,0,4,3.4080771743457414,50,2430,1,P02,P02,P01,P07,P03,P03
33,10,5,3,0.25142724021713403,1,1,1,1,0,0,0,0,0,0,4,3.043468819013301,42,2430,0,P01,P01,P04,P01,P03,P01
34,10,5,3,0.3065363840275541,1,1,1,0,1,0,0,0,0,0,4,1.8942214433968871,41,2430,1,P03,P05,P01,P03,P03,P03
35,10,5,3,0.5920419320244332,1,0,0,0,0,1,0,0,0,0,2,2.4963212886376978,31,2430,1,P06,P06,P06,P06,P06,P06
36,10,5,3,0.2373232482667209,1,1,1,1,0,0,0,1,0,0,5,3.387217608004023,37,2430,1,P08,P04,P08,P04,P08,P08
37,10,5,3,0.3604946670053958,1,1,0,0,0,0,0,1,0,0,3,2.2892627569638155,27,2430,1,P08,P02,P08,P08,P02,P08
38,10,5,3,0.2916673480330714,1,1,1,1,0,0,1,0,0,0,5,3.573794727627978,30,2430,1,P07,P01,P01,P01,P07,P07
39,10,5,3,0.3027568811473546,1,1,1,0,1,0,0,0,0,0,4,3.8082126434919066,48,2430,1,P05,P03,P05,P02,P02,P02
40,10,5,3,0.3625905332362351,1,0,1,0,1,0,0,0,0,0,3,3.492712585678719,47,2430,2,P05,P01,P03,P05,P05,P03
41,10,5,3,0.22087136239478125,1,1,1,1,1,0,0,0,0,0,5,2.899488432813091,38,2430,0,P03,P04,P01,P02,P01,P01
42,10,5,3,0.4683233884840822,1,1,0,1,0,0,1,0,0,0,4,4.181098796413698,40,2430,2,P07,P07,P04,P04,P07,P04
43,10,5,3,0.34053601597904254,1,1,0,1,0,0,0,0,0,0,3,2.7435696518467254,59,2430,1,P04,P01,P04,P01,P01,P04
44,10,5,3,0.1897509766906555,1,1,1,1,1,0,0,0,0,0,5,3.412285811292224,33,2430,0,P05,P02,P01,P03,P02,P01
45,10,5,3,0.26331518010909505,1,1,1,0,0,1,0,0,0,0,4,2.9335859907001605,28,2430,1,P06,P03,P06,P01,P06,P02
46,10,5,3,0.45058339582011553,1,1,0,0,1,0,1,0,0,0,4,3.9817454308287163,40,2430,2,P07,P02,P05,P07,P07,P05
47,10,5,3,0.2757418913807011,1,1,1,1,1,0,0,0,0,0,5,2.328463256931449,74,2430,0,P03,P01,P04,P02,P03,P01
48,10,5,3,0.3279896355111027,1,1,1,1,0,1,0,0,0,0,5,2.496716876379494,43,2430,1,P03,P01,P01,P03,P02,P06
49,10,5,3,0.4486998878106746,1,1,1,0,1,0,0,0,0,0,4,3.76140574285121,40,2430,1,P05,P05,P03,P05,P05,P01
50,10,5,3,0.4353198713110623,1,0,0,1,1,0,0,0,0,0,3,2.747465037294371,43,2430,2,P05,P04,P01,P04,P05,P05
51,10,5,3,0.4133246136517971,1,1,1,1,0,0,0,1,0,0,5,2.818722622609405,33,2430,1,P08,P08,P08,P08,P04,P01
52,10,5,3,0.2910323522420776,1,1,1,1,0,0,0,1,0,0,5,2.287574726042015,85,2430,1,P02,P08,P02,P01,P01,P08
53,10,5,3,0.6183637842900344,1,0,0,0,0,0,0,1,0,0,2,4.811161421040145,27,2430,1,P08,P08,P08,P08,P08,P08
54,10,5,3,0.4071698370355904,1,0,0,0,1,0,0,0,0,0,2,3.429830677027528,53,2430,1,P05,P05,P05,P01,P05,P05
55,10,5,3,0.4685730170422333,1,1,1,1,0,1,0,0,0,0,5,3.1884353029527555,49,2430,1,P04,P03,P06,P04,P06,P04
56,10,5,3,0.307245840464454,1,1,1,1,1,0,0,0,0,0,5,2.3496721824831424,41,2430,0,P04,P04,P01,P05,P04,P04
57,10,5,3,0.3067973340222364,1,1,1,1,0,0,0,0,0,0,4,2.055385917296309,52,2430,0,P04,P02,P01,P04,P02,P03
58,10,5,3,0.4591632368746519,1,1,0,0,0,0,0,1,0,0,3,6.041789655172011,50,2430,1,P08,P08,P08,P08,P01,P08
59,10,5,3,0.39242432817937123,1,1,1,0,0,0,0,0,1,0,4,2.685007662990334,27,2430,1,P09,P09,P02,P09,P01,P09
60,10,5,3,0.3227188407921064,1,1,1,1,0,0,1,1,0,0,6,3.548025753954216,43,2430,2,P08,P08,P02,P08,P01,P07
61,10,5,3,0.3106054287973001,1,1,1,1,0,1,0,0,0,0,5,2.716985077017065,45,2430,1,P06,P06,P02,P02,P04,P03
62,10,5,3,0.3461565480267071,1,1,1,1,0,0,1,0,0,0,5,3.1503050671662725,41,2430,1,P07,P07,P01,P04,P01,P07
63,10,5,3,0.40608594877387155,1,1,1,1,0,0,0,0,0,0,4,3.8860606220215055,32,2430,0,P04,P02,P02,P01,P04,P04
64,10,5,3,0.27285346939255445,1,1,1,0,0,0,1,0,0,0,4,2.354146978087642,50,2430,1,P03,P01,P07,P03,P07,P07
65,10,5,3,0.2598879589066633,1,1,0,0,0,1,0,0,0,0,3,2.348905849143689,45,2430,1,P01,P02,P02,P01,P06,P01
66,10,5,3,0.4081557144113806,1,0,0,0,0,0,1,1,0,0,3,4.036407369446717,32,2430,2,P08,P07,P07,P07,P08,P08
67,10,5,3,0.3644136257642107,1,1,0,1,0,0,0,0,0,0,3,3.4088549577163687,52,2430,1,P02,P04,P01,P04,P02,P01
68,10,5,3,0.3570955409602097,1,1,1,0,1,0,0,0,0,0,4,3.163381706980499,56,2430,1,P05,P05,P03,P02,P05,P05
69,10,5,3,0.392304435566247,1,0,0,0,0,0,0,0,1,0,2,1.9895606352597404,20,2430,1,P09,P09,P09,P09,P01,P09
70,10,5,3,0.34820893263023556,1,1,0,0,1,0,1,0,0,0,4,3.912203858890436,49,2430,2,P07,P05,P05,P07,P01,P07
71,10,5,3,0.3940806653503497,1,1,0,0,0,1,0,0,0,0,3,3.021955724004305,28,2430,1,P02,P06,P02,P02,P02,P02
72,10,5,3,0.39739030110300344,1,1,0,0,1,0,1,0,0,0,4,2.610254542199587,29,2430,2,P07,P07,P05,P07,P02,P07
73,10,5,3,0.3289193635955056,1,1,1,1,1,0,0,0,0,0,5,3.2544462575531967,73,2430,0,P05,P01,P04,P01,P05,P02
74,10,5,3,0.41558747286918774,1,1,0,0,0,0,1,0,0,0,3,3.729786376330124,22,2430,1,P07,P07,P07,P07,P07,P07
75,10,5,3,0.5001947374770607,1,0,0,0,1,1,0,0,0,0,3,6.162089034474705,42,2430,2,P05,P05,P05,P06,P05,P05
76,10,5,3,0.3273135256292632,1,1,1,0,0,0,0,0,1,0,4,2.801595447950536,45,2430,1,P09,P03,P09,P01,P09,P01
77,10,5,3,0.3951852174361288,1,1,1,0,0,1,0,0,0,0,4,3.586315386220279,40,2430,1,P06,P03,P06,P02,P06,P06
78,10,5,3,0.40879704626804403,1,0,0,1,0,0,0,0,0,0,2,2.468519210290743,36,2430,1,P04,P04,P04,P04,P04,P04
79,10,5,3,0.4279785910894378,1,1,0,0,0,0,0,1,0,0,3,1.6992255468944255,35,2430,1,P08,P02,P01,P08,P08,P08
80,10,5,3,0.5494198653790702,1,0,0,0,0,0,0,0,1,0,2,2.8095206060787854,37,2430,1,P09,P09,P09,P09,P01,P09
81,10,5,3,0.5103826859802382,1,0,1,0,0,1,0,0,0,0,3,2.9041307731542725,40,2430,2,P06,P06,P06,P03,P06,P03
82,10,5,3,0.4906525972480232,1,0,0,0,0,1,0,0,1,0,3,2.6688849594247785,37,2430,2,P09,P06,P09,P09,P06,P09
83,10,5,3,0.6280547940539191,1,0,0,0,0,0,1,0,0,0,2,4.331619427319546,57,2430,1,P07,P07,P07,P01,P07,P07
84,10,5,3,0.3951001739216817,1,0,0,0,1,0,1,0,0,0,3,2.5823802690557836,41,2430,2,P07,P07,P07,P05,P07,P05
85,10,5,3,0.4138312485139571,1,1,0,0,0,0,0,0,1,0,3,2.501365939651547,55,2430,1,P09,P01,P02,P02,P09,P09
86,10,5,3,0.44200464327975564,1,1,0,0,0,0,0,0,1,0,3,3.9842690714061626,32,2430,1,P09,P09,P09,P09,P09,P09
87,10,5,3,0.35677849073214574,1,1,1,1,0,0,0,1,0,0,5,2.7733511024334025,53,2430,1,P08,P04,P02,P03,P08,P08
88,10,5,3,0.4435251556852333,1,1,1,0,0,0,0,0,1,0,4,3.9153903850059595,31,2430,1,P09,P09,P03,P03,P09,P09
89,10,5,3,0.3510295343077101,1,1,0,0,0,0,0,0,1,0,3,2.5009812256264548,36,2430,1,P09,P09,P01,P01,P02,P09
90,10,5,3,0.43488896294414736,1,1,1,0,0,0,0,1,0,0,4,2.442616537546617,50,2430,1,P08,P03,P03,P01,P08,P08
91,10,5,3,0.36130850011919063,1,1,0,1,0,0,0,0,0,0,3,2.6192029398710392,69,2430,1,P02,P01,P02,P01,P04,P01
92,10,5,3,0.29123746806566986,1,1,1,1,1,0,0,0,0,0,5,1.8751665751695872,25,2430,0,P05,P01,P05,P03,P05,P01
93,10,5,3,0.3417129220253512,1,1,0,0,0,1,0,0,0,0,3,2.3109488092984214,46,2430,1,P02,P02,P06,P02,P02,P06
94,10,5,3,0.490571446971229,1,0,0,0,0,0,1,0,0,0,2,2.492096417615183,29,2430,1,P07,P07,P07,P07,P07,P07
95,10,5,3,0.32010194731709574,1,1,1,0,0,1,0,0,0,0,4,3.9745985648598547,51,2430,1,P03,P06,P03,P06,P03,P03
96,10,5,3,0.31819809636210583,1,1,1,1,0,0,0,1,0,0,5,3.0343299277877125,35,2430,1,P08,P04,P04,P08,P01,P08
97,10,5,3,0.37778842657861794,1,1,1,1,0,0,0,0,0,0,4,2.2015620528512687,47,2430,0,P03,P02,P03,P03,P04,P03
98,10,5,3,0.2866622039405924,1,1,0,0,0,0,1,0,0,0,3,2.902714568057456,26,2430,1,P07,P07,P07,P02,P07,P07
99,10,5,3,0.3298972899277405,1,1,1,1,0,0,0,0,0,0,4,2.9985835660193105,55,2430,0,P04,P02,P01,P04,P03,P04
