Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,eta0,eta1
10,10,1,3,0.36965539571028166,0.3274313507918634,0.5936392764028913,0.31400622122734595,0.27472151386989785,0.08541330941489161,0.2093379399540244,0.8734485278680997,0.14534817785338774,0.058861047317370865,0.8,0.7000000000000001,0.9,0.6,0.5,0.30000000000000004,0.4,1.0,0.2,0.1,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.2848610493195892,0.41908124264268376,0.44914984249574263,0.22782557096845701,0.31480485094353766,0.45347209150265044,0.42429324386225126,0.3853671091540182,0.4240250478101483,0.3557350709465409,3.614865101982821,4.619115800005201,4.338911925845653,3.1399554998029684,2.1559809258107596,4.386604938186312,3.754951550573488,2.950991313479459,4.703423598076016,2.3911535677679345,1.9436475844995802,0.5244146885320308,1,1
11,10,1,3,0.568244027694182,0.5651033788971733,0.41900428496577824,0.06464218565887464,0.36575346124190566,0.1912605459484673,0.2920423576280727,0.4940446517326865,0.7092185403337908,0.07460143323874505,1.0,0.9,0.7000000000000001,0.2,0.5,0.30000000000000004,0.4,0.6,0.8,0.1,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.24713911866693958,0.42905871982924515,0.20705098557153595,0.21925251108872704,0.3790263650025477,0.2581850940904168,0.36555538323009407,0.21825843782081844,0.22954303378318616,0.3884757741235403,2.7828540335807603,2.085797856585118,4.799918309811973,3.9782462713156423,2.435874281231467,3.393058682355469,4.02874020811912,2.773920991792191,2.6511220542085043,4.134687440959882,1.3532871183431014,0.5913483523457371,1,1
12,10,1,3,0.39764500510932554,0.23763063804151857,0.19656699406004152,0.5883083396703132,0.25353544087132507,0.5582482319624159,0.07554126546427214,0.19861842681107736,0.3257301270946484,0.07499707656560184,1.0,0.7000000000000001,0.6,0.9,0.5,0.8,0.2,0.30000000000000004,0.4,0.1,0.5,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.33246454210352117,0.25136088427128206,0.4725738744954443,0.478116886530135,0.3152904849762437,0.3665839531088563,0.25669208267187815,0.2963496420485623,0.37105039279064145,0.28525387267744384,3.6028386394709764,2.4605226867453083,4.5440235185487445,2.6849391955798643,4.304437939984822,3.5861667977802525,3.683443188282435,3.4705466519016066,2.4922975698278904,3.7847887432291794,1.8356452143549116,0.6248054685426154,1,1
13,10,1,3,0.3694035821022127,0.21421821443710776,0.1724398426370396,0.10751949017233337,0.5962833010451725,0.09802196535073732,0.5508945368332981,0.7529394432764276,0.12458365366409133,0.08725896534884624,1.0,0.6,0.5,0.4,0.8,0.30000000000000004,0.7000000000000001,0.9,0.2,0.1,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.21988382084288838,0.459771687723927,0.29566862352396794,0.4897152623493489,0.3357148197934301,0.46765967179143103,0.49770851177177794,0.3305817910605865,0.4172181427374002,0.4968602435894058,3.5228837665189956,2.70051411380893,4.448897886847497,3.5412986885183373,3.4729231594244814,3.328621717870326,2.142354343985852,2.8374380027622372,4.945733585015061,2.974015886493193,1.1298824146299946,0.8333243601717372,1,1
14,10,1,3,0.37106623097793556,0.36653909094285764,0.4304720446365794,0.3944058279592791,0.22747501863169767,0.09593281303858497,0.5029481632839363,0.11292724056009285,0.3449309772132165,0.0627486841564527,1.0,0.9,0.8,0.7000000000000001,0.5,0.30000000000000004,0.6,0.2,0.4,0.1,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.29558410391249856,0.21182361016487258,0.440536955766195,0.4374541660868071,0.3769264986018187,0.33479750966885047,0.24691947925596228,0.428545535062966,0.33526140837333335,0.4367359052840028,4.461196703951126,4.318910466299661,2.258109749941466,4.128722183907579,2.7988389711938844,4.094024092441803,2.197121319568375,3.7588320011323852,2.3571206776615723,2.4107700298246737,1.070892955350253,0.997865397639269,1,1
15,10,1,3,0.47300871180316895,0.39109865071147987,0.23812379042542564,0.13253780716165742,0.27823254494133554,0.3790792437960339,0.6690110627997858,0.21781096614622478,0.12125984608743737,0.07736350550611444,1.0,0.9,0.7000000000000001,0.4,0.5,0.6,0.8,0.30000000000000004,0.2,0.1,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.23733985255436468,0.4901513125301759,0.3226325156363701,0.4129915302680023,0.48693697296457433,0.25112344710857915,0.2647763230462541,0.2147212917405276,0.257249120018366,0.25010702813286595,4.693852745680971,2.572377183279158,4.387466467256886,3.1788122694091303,2.4763039799050275,2.3260284907669737,2.1827684466570623,3.6168995938153623,4.630980108720387,3.3597775026967347,1.2320150092623017,0.5295630314569009,1,1
16,10,1,3,0.3432337500805098,0.48140551768331574,0.36014077144073303,0.17978078475929576,0.3052808603973397,0.1506850049053564,0.07650918121680378,0.2846903932060041,0.7024288628961004,0.03474949409006538,1.0,0.9,0.7000000000000001,0.5,0.6,0.30000000000000004,0.2,0.4,0.8,0.1,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.3960845875944453,0.458781818513093,0.4945238055737849,0.48086874749356545,0.2050069848835504,0.4388149029229585,0.2807874900151207,0.4221390806141007,0.2331634639783715,0.49995544290576704,2.125770844857406,2.757080817603942,3.349951618706151,4.903105182842619,4.729099097058535,4.832366573817788,2.1767602342717325,4.457267118170421,3.5080052341037327,3.1914895160638483,1.3202791640392846,0.6346099761091686,1,1
17,10,1,3,0.5922273304090901,0.536301295506905,0.33924059516025845,0.18246558428567855,0.14723272445062835,0.5508192736628941,0.3533594084441921,0.17096611853448065,0.12167315307467562,0.0705871631634288,1.0,0.9,0.7000000000000001,0.5,0.4,0.8,0.6,0.30000000000000004,0.2,0.1,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.46586448185401336,0.44737524919501737,0.2057148818768815,0.3858414997045505,0.37412326077750724,0.36972565829321036,0.49458411579053074,0.23120495829207868,0.3642086102726287,0.32320408706982456,2.8980786519455033,4.055072336828227,4.641119640774029,4.696305487642902,2.7499294810430914,4.686135051642104,4.485100426447689,2.8093534066418164,4.34638658150819,3.706969972827048,1.8925565817584258,0.34626403083584023,1,1
18,10,1,3,0.28955797492653357,0.19641281366667385,0.5350049533809101,0.5620527463447571,0.3042679006334544,0.8401207718729464,0.16552223668011556,0.32608598679559275,0.15645123818889356,0.05915657022901799,0.7000000000000001,0.6,0.9,0.8,0.5,1.0,0.30000000000000004,0.4,0.2,0.1,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.3477201220400208,0.37686175186205595,0.4631484196231526,0.22238470173143865,0.23979565436729972,0.20731213821731803,0.4082330285570842,0.3061104142161759,0.3041101747984388,0.4832414473720214,3.5439799015236764,4.98570583075626,2.7858992042713253,4.33558492974862,2.2166331215717845,3.2750185848596858,4.896272822419717,4.279355353185938,3.094525635460772,4.909697842339072,1.3554454986210018,0.9136694691069615,1,1
19,10,1,3,0.407488656674756,0.23004047836442754,0.2688619920022673,0.41258195451856483,0.1417452665721935,0.3201052485650139,0.7734909306814577,0.22268819142186402,0.14199554769644235,0.06053668510252881,1.0,0.8,0.6,0.7000000000000001,0.4,0.5,0.9,0.30000000000000004,0.2,0.1,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.24110715101470664,0.32416328095673674,0.41814238823857386,0.2116151221124928,0.25840740691454767,0.4292642195915387,0.25265041357253165,0.44112603130188344,0.28965847386965593,0.43593835807558057,2.3630284500128873,2.354166172615857,2.1168405334313074,4.715733485764876,2.501264751948666,4.563116960306404,3.2446683951073156,4.671665001738201,4.130645622008271,2.4900764026981683,1.6982272059462955,0.34607352911881506,1,1
20,10,1,3,0.33047638651239075,0.15046224136296626,0.1296134674615011,0.702365502933658,0.4174016454930919,0.5799896932013375,0.3225113971632412,0.22662670705485283,0.03098493461830254,0.17184320221519647,0.9,0.6,0.5,1.0,0.7000000000000001,0.8,0.4,0.30000000000000004,0.1,0.2,1.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.23755173873269203,0.2254289092630558,0.488661400890266,0.4883592692558394,0.3501245546778117,0.37763737430044225,0.49876632363149653,0.4088282749566825,0.46156566891754086,0.40192883889960784,2.5199001236485765,2.114784217153088,4.211489890640911,3.278019129135223,2.9880450299131027,2.529582781150288,2.3865724072506986,4.217089888072745,4.997415420458763,2.780574452507353,1.8604163219676026,0.645258382300879,1,1
21,10,1,3,0.3460874380863127,0.1580004467761395,0.5990610364696278,0.4470763450656044,0.3549708051342117,0.16141865331479727,0.09806818518104282,0.0912636399133505,0.3256025048046244,0.04962222645965201,0.9,0.6,1.0,0.8,0.7000000000000001,0.5,0.30000000000000004,0.2,0.4,0.1,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.3484154790940084,0.40009089329620073,0.3597378046165336,0.23728813128824466,0.3748989057496872,0.27233275309971633,0.2671514602739379,0.22676918292801335,0.430797934751253,0.421141402497103,4.116682779734634,2.6615082389919547,2.2910960359315875,4.8521645022298365,2.75054251851273,2.6318557866125114,4.215635359700215,4.853147439436716,3.586540928484244,2.5699002079058175,1.575408453250665,0.5255726610520628,1,1
22,10,1,3,0.2618399972158426,0.6579499257786878,0.27568581490905614,0.43539790222814273,0.14309175817675746,0.5738477039590498,0.055089745032395,0.36398543702072583,0.17035415438549759,0.08471372792493959,0.9,1.0,0.6,0.7000000000000001,0.4,0.8,0.2,0.5,0.30000000000000004,0.1,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.20356918867360055,0.4374381051566269,0.26878853921751766,0.4281690691704976,0.37920340265877284,0.29332485993797824,0.26180886745162063,0.29885006976598516,0.46669461206551255,0.25117111384401514,2.1135247108875266,3.022648953987671,2.9012751730708803,2.718985167633248,4.237371200454593,4.837750154601931,3.333358686130207,3.45873236507762,4.404936143137568,3.2295563157145817,1.0851173525431619,0.3774687072014561,1,1
23,10,1,3,0.17526700662190542,0.3754802170988166,0.19985207596535798,0.6716298918853902,0.5297404398837848,0.20315378125951497,0.07763185337470094,0.042204015736696694,0.4422108991814597,0.2475970953797789,0.7000000000000001,0.9,0.6,1.0,0.8,0.4,0.2,0.1,0.5,0.30000000000000004,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.4241945705313383,0.3812970634208782,0.4529609571390944,0.37830482342212923,0.39623477552374986,0.39373731935419887,0.22307989278015944,0.3488570552188802,0.42330339490760494,0.40273808529652133,2.149895296026811,3.9603579936954514,4.278451022686005,2.7482624631179386,2.7179782704695175,3.7799724101988676,4.522509629060242,4.983492701060333,2.9090839567131512,4.381120047303052,1.7152616980929063,0.6890643429716926,1,1
24,10,1,3,0.3966357611743846,0.29275189667886087,0.5239206665807549,0.2482535411579041,0.2801048328665219,0.6066606562664167,0.17349445140587913,0.11951286703425477,0.32733033758745717,0.05526064904472061,1.0,0.7000000000000001,0.9,0.6,0.5,0.8,0.30000000000000004,0.2,0.4,0.1,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.21225620715344576,0.3094604793143457,0.24173864398095063,0.2722883559747138,0.22485208877893845,0.23221117449074755,0.25121145017015645,0.37443833054444065,0.4662290551977335,0.23774162436679663,2.8979501629887205,3.7665509419585588,4.426364869223072,2.1390527563322306,2.047700678287778,2.504080515911759,3.3956141720867117,3.7704070204933733,3.6267720984474026,4.486422386810775,1.9901435534486107,0.7751305283521271,1,1
25,10,1,3,0.2632476619466295,0.29298296512531513,0.22417651507865954,0.6427898430221023,0.34665507338118556,0.5928159883546297,0.13494933074378912,0.294414099759887,0.05867960508522599,0.17065103193118702,1.0,0.7000000000000001,0.5,0.9,0.6,0.8,0.30000000000000004,0.4,0.1,0.2,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.3280341581962727,0.4422653414961699,0.3441496935971463,0.3153809369293765,0.3039961982888435,0.285073772070311,0.4254020340340813,0.45593502637917616,0.3093337195387501,0.4305528592285698,2.3123175041063013,2.980407879373659,4.494451527568202,4.1099425239531175,4.691465442751088,2.388442658600211,4.250659653075881,3.662680015168157,4.598573692149663,2.6324564106563977,1.2551663634204784,0.8018255170829007,1,1
26,10,1,3,0.2343669160252505,0.4821063477357437,0.48520004927947297,0.2302173621784036,0.7756514421760419,0.3894166775909436,0.22333375312140213,0.5268180572864163,0.1746739906325529,0.07851345852588294,0.8,1.0,0.7000000000000001,0.4,0.9,0.5,0.30000000000000004,0.6,0.2,0.1,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.3409295979442206,0.2904160039593323,0.43102841301652417,0.20615537356441432,0.3763745620320479,0.4947293700809003,0.3107852385528009,0.43476599032091834,0.20652548095461706,0.3904648745257763,4.785962700356352,3.828431477073245,2.2840323273762184,3.234609406471753,2.0395502289021,3.527418806736583,2.5372050091646106,2.8303246265356248,2.7065794439549093,2.8656513532967507,1.362183431116185,0.10516796141734921,1,1
27,10,1,3,0.18905043418744738,0.5272431713283283,0.5349209591745909,0.33630673752941304,0.22127176810347066,0.692803763186698,0.4107689934950322,0.1409084963808676,0.2682203622224634,0.0853998244990507,0.7000000000000001,1.0,0.9,0.6,0.4,0.8,0.5,0.2,0.30000000000000004,0.1,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.4295293029283672,0.4973187713345206,0.4147845996430911,0.48527918014228316,0.22929780624991652,0.4782641089293948,0.3395893228436876,0.35907291255809703,0.22165235123422505,0.2882735603649677,2.5052313669145123,2.9276147561013857,3.84118551026562,4.748632923758224,3.143101138403854,4.219042853926092,3.8582009430204462,4.291425436130083,3.790128714911175,3.4814922539099937,1.4505941533349205,0.9334983154047507,1,1
28,10,1,3,0.33992069369465727,0.32783443766965475,0.2702884883920999,0.38843470545457587,0.8117069049448454,0.3158582359641656,0.2757983394479792,0.17982737192114273,0.12714366786052492,0.0387881870268388,0.9,0.8,0.7000000000000001,0.6,1.0,0.5,0.4,0.30000000000000004,0.2,0.1,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.3256183118174907,0.2308464667049605,0.20662900810433657,0.4904533392909505,0.44019902430947205,0.44176357237911007,0.3742680043197992,0.3062048244734575,0.22330754607440378,0.4418965115381902,4.771819999636691,3.458272030469418,2.8417736470336346,4.017125974874624,2.848037703674729,2.4090276550995777,3.672201489876845,2.356302679284464,4.854988802102747,4.208447042922071,1.7572356194916787,0.15011233943116903,1,1
29,10,1,3,0.2660155474326339,0.3011718413278551,0.5532883307793024,0.20104231329168598,0.18294766048472583,0.504443682124817,0.27638068767408525,0.1843933531356645,0.03732690494662827,0.17926848009842222,0.9,0.8,1.0,0.6,0.5,0.7000000000000001,0.4,0.30000000000000004,0.1,0.2,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2601865215853452,0.39673038617742024,0.2882263259735946,0.34567064847256146,0.4002934454819819,0.3929626906096719,0.36114853572415306,0.46972027136176076,0.3349461773302969,0.40565702136442294,3.267702896477821,2.0486681275639373,3.6862457123171177,2.959675810115934,2.0321685354231382,2.0159544678948476,3.085350578193024,3.3623861634064065,2.295941596944199,2.347202022778842,1.159125338797312,0.4203162361958789,1,1
30,10,1,3,0.30251419392315787,0.6647274862801472,0.40000590923985724,0.6484087966139571,0.29937759031732325,0.4013124119401357,0.21798237893274097,0.1325965030975061,0.09418494752968312,0.08262556605958667,0.8,1.0,0.7000000000000001,0.9,0.5,0.6,0.4,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.4540485425315541,0.3157513115042054,0.28880615600916004,0.29172965016761443,0.45489685315066913,0.24961573706130968,0.48263906585815686,0.304915138119062,0.30207228595855384,0.44695914314478424,4.453327030926337,4.38197772129845,2.1452398366755165,3.1482530767484427,3.340092953451065,3.531711672227134,3.528709685117553,3.0444912320990674,3.9809870013564463,4.438910799692087,1.6533556296649787,0.9024494445089852,1,1
31,10,1,3,0.5976538486397298,0.10761845201587039,0.41412553167159205,0.5316162377995738,0.4510870029861085,0.8956775067295197,0.22712966652719144,0.1273455210541124,0.4388126656183097,0.08109697749682276,0.9,0.4,0.7000000000000001,0.8,0.6,1.0,0.30000000000000004,0.2,0.5,0.1,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.39516892106421125,0.49622044739429644,0.33340702262159927,0.3961342457075273,0.2408320661737675,0.45707053801248554,0.2908456192065868,0.4149458003149465,0.22092507968850295,0.20031356296682398,2.515100206889062,3.3058537676586726,3.074639243833598,3.7847860309138586,4.381170088973614,2.8282819962644226,2.229260317151454,3.8603444199894317,3.3697811898957832,3.6945974704760083,1.2561719561277593,0.3415992510341464,1,1
32,10,1,3,0.3238517487513638,0.5049169029595029,0.1908289281612343,0.2936547563469259,0.24480203087916796,0.5776384052771152,0.20144531193163678,0.30476191230893407,0.035870727650018905,0.1377809169129173,0.9,1.0,0.6,0.7000000000000001,0.5,0.8,0.30000000000000004,0.4,0.1,0.2,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.47044881500804575,0.4925240197789382,0.21546066747123968,0.29058407786441565,0.474118303703499,0.39454597300872685,0.4519932537952012,0.39842589536092554,0.4893615345001415,0.33653394645340373,3.2335956350843267,4.77979283665991,3.8035074354603964,4.336412228158305,4.0651632838852,2.9793285363488478,3.9795091026149794,3.1017458081754046,2.6020870653106787,3.578936840750675,1.1672198681206176,0.1170029963705933,1,1
33,10,1,3,0.40487245877339406,0.3168244384851123,0.25999011087690105,0.18694786613427317,0.15364874295608516,0.38759194497324917,0.26228030621306936,0.13472857408586353,0.250580139944729,0.08563713306892129,1.0,0.9,0.8,0.7000000000000001,0.5,0.6,0.4,0.2,0.30000000000000004,0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.22906625811844664,0.37453577943000027,0.23098280949665978,0.3209056704543832,0.3136836576840867,0.23855781406783502,0.4588496375157344,0.3075116553494415,0.24080025217256118,0.38312560625367165,3.988908550689922,2.691969513624785,3.871217367828961,2.0414131054930293,3.746237556789284,3.8941826915726523,2.3158110941108303,4.964401569367526,2.912042828423199,3.078237977670489,1.6628379576137835,0.4242233322631178,1,1
34,10,1,3,0.3994114983150563,0.388709577050255,0.19909790118587467,0.5085682163798325,0.5464444495925173,0.3493196255501602,0.16733270582004764,0.2967732038000073,0.11241097565894123,0.060031384010213976,1.0,0.9,0.6,0.8,0.7000000000000001,0.5,0.30000000000000004,0.4,0.2,0.1,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.4186856632476703,0.4612543395096652,0.39273816537356115,0.3426941389742617,0.3196817705194229,0.380908791515369,0.43096429160247895,0.22681328791657165,0.3104022962174494,0.4847048394216047,3.283345927518949,2.878595839874598,2.7498718591940516,4.3684136870652965,2.4329514814339745,4.244870457509388,2.552870439411221,2.915389117721843,4.906146735786978,3.9284948320175244,1.196364513693398,0.179471210013435,1,1
