Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
10,10,5,3,0.3733932356056657,0.4759478640899847,0.14349566162346605,0.404359302814466,0.12178089143265558,0.7353465758196545,0.3369802769161819,0.06537288376515113,0.2428689811426942,0.0847561980681476,0.8,0.9,0.5,0.7000000000000001,0.4,1.0,0.6,0.2,0.30000000000000004,0.1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.11452233607546683,-4.57539027880091,0.4029408372237664,0.7108178349530684,0.8736612187117128,0.70366564499385,0.49151007111258915
11,10,5,3,0.3494703739934557,0.3069606897353098,0.5520143107733114,0.11332286193154806,0.3160530957475326,0.22765338597841644,0.5646572221997872,0.17446486138304637,0.07557573707883579,0.08022256858417963,1.0,0.7000000000000001,0.9,0.4,0.6,0.5,0.8,0.30000000000000004,0.2,0.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.599596916221488,-5.201843905181527,0.7442759814969953,0.6415095084548343,0.838569450879292,0.8525223265111422,0.7029105594218181
12,10,5,3,0.5192508979258046,0.24150149855864733,0.16847353687075295,0.49501448874796067,0.18376679117978661,0.19145245244732,0.05710620757287668,0.16280055286269404,0.6799930022700209,0.08085384033503837,1.0,0.7000000000000001,0.6,0.9,0.5,0.4,0.2,0.30000000000000004,0.8,0.1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5018664822526561,-4.7270387379211245,0.3817147824600561,-0.0035053770599627267,0.1335868448533834,0.18777538585396805,0.32824900899781634
13,10,5,3,0.3062799769642451,0.6210301902254876,0.32320831075889356,0.2901547068110733,0.8187913178465718,0.1262668869929069,0.6451042604700881,0.2788142788416457,0.029819737268846777,0.17860218215616067,0.7000000000000001,0.9,0.6,0.5,1.0,0.30000000000000004,0.8,0.4,0.1,0.2,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5099398279837729,-4.1515802891328875,0.7270967254014349,0.8718888752057994,0.785676136836342,0.5605069649697613,0.6848172655291905
14,10,5,3,0.22686827514987695,0.1754955292305429,0.576163278379304,0.49771719362129563,0.3204995185095578,0.09328674750757882,0.302006553849552,0.24853975541326118,0.1481279912273321,0.08351625254185369,0.9,0.7000000000000001,1.0,0.8,0.6,0.30000000000000004,0.5,0.4,0.2,0.1,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.2905223703559913,-4.380911622922601,1.0900631041409925,0.8236500434297713,0.8913090341099872,0.9349972693517714,0.7613302383768878
15,10,5,3,0.28631593673249145,0.45656435496615244,0.17314439249801217,0.4412229925131209,0.4792953846651481,0.32243644370153507,0.2729938816102099,0.20886600782991796,0.13680421612607874,0.06482877016863198,1.0,0.9,0.6,0.8,0.7000000000000001,0.5,0.4,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.782541986106667,-4.892970574145126,0.19900166786187706,0.02316280065428475,0.07204020811950215,-8.911286656082609e-05,0.16638054261925816
16,10,5,3,0.21356582171219585,0.3632436134448095,0.20601797626422458,0.5333659544848897,0.6972336885033663,0.2707295471651612,0.12505251410745524,0.0696221072954657,0.2987721213396629,0.07987871654671491,0.7000000000000001,0.8,0.6,0.9,1.0,0.5,0.30000000000000004,0.2,0.4,0.1,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.46178095445787565,-4.109141655651734,0.8048310498257722,0.9522714508456859,0.7905061753739131,0.8127495314160761,0.8135835636356943
17,10,5,3,0.37412583489827134,0.33518265340911024,0.6466147251374186,0.3598162551819843,0.4278690371426131,0.3419380591959641,0.0997966487125653,0.3031974657710847,0.20622977907785273,0.08858608158170167,0.9,0.8,1.0,0.7000000000000001,0.6,0.5,0.2,0.4,0.30000000000000004,0.1,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5821894488357684,-4.418495133161749,0.029842070605863722,-0.05048163793315147,0.1927598835570852,0.13326359913136068,0.10248332174473404
18,10,5,3,0.5299834402084775,0.23222593038827438,0.6670131746463936,0.25746794816912627,0.24200083105565595,0.5623766327005081,0.06919555889788626,0.7068135862383457,0.23322837125359622,0.06214734860223092,0.9,0.6,1.0,0.5,0.4,0.7000000000000001,0.2,0.8,0.30000000000000004,0.1,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.49515660375658793,-5.2288956626164165,0.5966504097779353,0.6878945866434506,0.6711636594203474,0.46156011729803864,0.5534699657434421
19,10,5,3,0.3537557855273975,0.36775532978033115,0.680224675558378,0.5309690026720587,0.15153433668336067,0.45258185977849286,0.356222493107161,0.2851234395418161,0.13027238864678428,0.08565392611802036,0.9,0.7000000000000001,1.0,0.8,0.30000000000000004,0.6,0.5,0.4,0.2,0.1,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.30990381743549833,-4.815405265029665,0.702337751734011,0.7733537053417978,0.7576785365346702,0.7268861642056702,0.7377577776610225
20,10,5,3,0.27464291612608693,0.4218823012501949,0.6143440822660797,0.16688015097980854,0.8121039442543445,0.42249479304823717,0.12671541843589798,0.05962743887949781,0.38943641058053524,0.08061068370877394,0.7000000000000001,0.8,0.9,0.4,1.0,0.6,0.30000000000000004,0.2,0.5,0.1,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.955428845492679,-5.083961278712907,0.1563577097682829,0.29027358798980146,0.23246635980075755,0.2722395297974249,0.22176173170893335
21,10,5,3,0.23179044060726528,0.23035202013067352,0.2591296581928634,0.692367486039941,0.816516220652677,0.22793203701619735,0.17723015525505656,0.6186427537917067,0.13848631283061455,0.04791675183152903,0.8,0.6,0.5,0.9,1.0,0.4,0.30000000000000004,0.7000000000000001,0.2,0.1,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.49348396599797584,-4.749807591143617,0.5711219597953169,0.5393436707578644,0.7448897586757973,0.6296004155650645,0.7616874245186696
22,10,5,3,0.3022116396982988,0.2400232990656898,0.4937353359504719,0.14401191342835096,0.4022771442209914,0.7058942938124099,0.23049349005523323,0.14154766864224425,0.4469463825585646,0.04850149316186596,1.0,0.7000000000000001,0.9,0.4,0.6,0.8,0.30000000000000004,0.2,0.5,0.1,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.44996761637422217,-4.825813345065791,0.24934261471787209,0.3570267920895554,0.5684880285984234,0.3828408830343152,0.3499783560792543
23,10,5,3,0.24948239402395944,0.15173183676750152,0.7245476950638081,0.16660440503148813,0.5325488508431844,0.8092883261605349,0.22513657546147034,0.5332768526321418,0.14186211395677964,0.06469336553790887,0.8,0.5,1.0,0.4,0.7000000000000001,0.9,0.30000000000000004,0.6,0.2,0.1,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.4170977656037333,-4.982953944299139,0.964824623403149,0.89024545392398,0.9729886084347085,0.7371556243144661,0.8729514564223809
24,10,5,3,0.17329927486233976,0.2924534623534305,0.44264425544277053,0.18161673311290327,0.6037017511114822,0.15824000622756956,0.8455956331623885,0.162194140935575,0.09073059808280018,0.07382957196706344,0.6,0.7000000000000001,0.8,0.5,0.9,0.4,1.0,0.30000000000000004,0.2,0.1,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5165014201899253,-4.897720340923084,0.5441963089810602,0.8842623748273813,0.8380852369817242,0.8288886427806326,0.7733980977471561
25,10,5,3,0.33993325283923603,0.17482603219509352,0.17576448696216573,0.10441978210581315,0.5603496196687049,0.8528932573357842,0.19289688829641036,0.6002857078062479,0.14044892711249815,0.05316712925744449,0.9,0.6,0.5,0.4,0.8,1.0,0.30000000000000004,0.7000000000000001,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6828002060205397,-4.137761641283097,0.14759365178545863,0.0899966665638514,0.3333142146498325,0.12966866800879284,0.23738063788057787
26,10,5,3,0.29691243885677066,0.14041115438606433,0.3512658230316094,0.6947038706204859,0.36466206320911293,0.6575186149045856,0.058668082740225225,0.3290409755883509,0.031196109479215015,0.2416056123747297,0.9,0.5,0.7000000000000001,1.0,0.6,0.8,0.2,0.4,0.1,0.30000000000000004,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5427174291915507,-5.12934004242728,0.8797020026028088,0.8035750524597486,0.8297157287543333,0.6704883426850873,0.6951117334837312
27,10,5,3,0.3156041327655012,0.43567296880443257,0.2632907310073689,0.20696737099341675,0.6120012135492319,0.8219353427536671,0.7303592495073158,0.09300330554978159,0.19821749689333437,0.06285499573927814,0.6,0.7000000000000001,0.5,0.4,0.8,1.0,0.9,0.2,0.30000000000000004,0.1,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.4689225031572422,-5.152514334889677,0.6173776163908221,0.73056660300039,0.7774636365100929,0.7677708885349812,0.7484607593993335
28,10,5,3,0.38765264612242667,0.24430754012675293,0.5144318592933312,0.5350102719028207,0.08856726366103379,0.21314663182443097,0.05382076894800025,0.3931126216072765,0.02756779520860654,0.5390810604798583,1.0,0.7000000000000001,0.9,0.8,0.30000000000000004,0.4,0.2,0.5,0.1,0.6,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.6578977570423012,-4.447929537302347,0.2306038578490515,0.3814457346441287,0.2556549896791007,0.36744460388927735,0.3873671160594586
29,10,5,3,0.20551152605695266,0.4755300646084817,0.2423685992401634,0.5311759965055454,0.2508234573165373,0.36318385740579573,0.08792337713220016,0.22227862982869753,0.07166623548519596,0.0514856499432256,0.8,1.0,0.7000000000000001,0.9,0.5,0.6,0.30000000000000004,0.4,0.2,0.1,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.35186060643582634,-4.948594145583239,0.8043425815918712,0.8177201974846783,0.7677636874012459,0.6507521420598857,0.9331068870486395
30,10,5,3,0.47865701019667384,0.7133590514234948,0.46328004146845086,0.28313849366137256,0.45741402560991673,0.28856465671452697,0.7906787447850587,0.233801523046657,0.17059948044138573,0.08370303034553342,0.8,1.0,0.7000000000000001,0.5,0.6,0.4,0.9,0.30000000000000004,0.2,0.1,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.47279621573492064,-3.9241867082021757,0.11079787961971654,0.12688959478207543,0.2944709435466524,0.21151143846469403,0.14076315351721505
