Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
38,5,3,3,0.14100452264016866,0.43597569823693716,0.15054603693940882,0.8862292676666876,0.041451799916074464,0.55,0.775,0.325,1.0,0.1,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.4081205728676115,-4.447704293207148,0.4831788663672174,0.4422767413620423,0.598733874281189
39,5,3,3,0.32893722741167564,0.21349971046220084,0.23985826836889917,0.2524464825977355,0.07423048792374212,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.45032147522450544,-3.894037119111082,0.7637724645869837,0.7946758802772291,1.028556935406332
40,5,3,3,0.28642940617742146,0.6277097416902115,0.2876479338117839,0.18632406602646723,0.06355570841132197,0.775,1.0,0.55,0.325,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.43145084971278636,-4.392896046008477,0.6960327663219493,0.4257395647912502,0.5864373716307394
41,5,3,3,0.39367848161259644,0.35007192004079934,0.09308262482921437,0.3194168530249103,0.031800049950961584,1.0,0.775,0.325,0.55,0.1,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.355160356305436,-3.8363280132303217,0.012629590676687797,0.1999281521307436,0.3222034973591511
42,5,3,3,0.2654632981174636,0.40155976612544,0.27715592964573393,0.16394191062310137,0.05618927985374759,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.35447797695601435,-4.7581557748713745,0.43897796949482,0.7651196990161889,0.6585195271831219
43,5,3,3,0.22422079005167772,0.10135593012345812,0.33950435412795266,0.8434473390256161,0.06882820025863505,0.775,0.325,0.55,1.0,0.1,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6341454122556607,-5.080443259577779,0.5054203339674029,0.12796750410364802,0.5002083605774608
44,5,3,3,0.5289605705525783,0.857232444277754,0.42774026079302047,0.23059730523073016,0.04792935609403719,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.449662990503113,-4.7134326382928196,0.49749591117646896,0.4736981431143683,0.32165402341123056
45,5,3,3,0.5669547780101425,0.1870268448709569,0.5425576735460598,0.1003261102412823,0.05486772700849716,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5865952886135164,-4.0767936472145445,0.33222341724728366,0.11799879374790374,0.013841200200751774
46,5,3,3,0.4508103895233606,0.5759537487288039,0.40326609266108954,0.03404340545817422,0.26950215495843033,1.0,0.775,0.55,0.1,0.325,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7634856666085905,-5.078301725046156,0.6875298932928816,0.5481539083739694,0.632819816079081
47,5,3,3,0.5156051329339773,0.15536260916326639,0.3900884417224702,0.2815716177662783,0.07984853121572805,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.3884265925454972,-3.763200415485867,0.45617925367086287,0.2528967376824748,0.2950815397639603
48,5,3,3,0.2881503236172114,0.5517604812390148,0.11203394244433695,0.46881541489167267,0.08144624402219829,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.317140562724654,-4.118862207409733,0.25297826047645827,0.23321254480738418,0.0016153111952824134
49,5,3,3,0.0839533969403547,0.34841192978174085,0.8331602094018763,0.6375095080182469,0.08677434832071029,0.325,0.55,1.0,0.775,0.1,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.4901594267157993,-4.100995299283723,0.21137944071832312,0.17416801237428392,0.23836408269214399
50,5,3,3,0.1745705156058232,0.4205926393568174,0.0869915103922077,0.7812563566090921,0.062496835945458906,0.55,0.775,0.325,1.0,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5843806544052574,-4.322722354563905,0.4126459258203638,0.6815959658869991,0.6753337163685027
51,5,3,3,0.28589084647500657,0.6033052539396235,0.2941007742833903,0.10576303552081256,0.04170334138762969,0.775,1.0,0.55,0.325,0.1,0.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.4009277245303043,-4.752251951311262,0.6106818538796044,0.6791064963540383,1.0992184808425798
52,5,3,3,0.8835288177327694,0.21409223739412792,0.6862946666311824,0.03520097054894886,0.48920546457315195,1.0,0.325,0.775,0.1,0.55,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.36029049802934854,-4.093934456037172,0.403754646730273,0.37333440675909424,0.36422893751898167
53,5,3,3,0.4657635203583632,0.19557475551701264,0.4635337647875058,0.19162953404129238,0.03022198953577626,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.6513142575066658,-4.799120751623748,0.735661262714525,0.8267208828111472,0.9094270803964033
54,5,3,3,0.22585236913711737,0.7621922720475489,0.18649606752478645,0.678703028479313,0.026076454959579304,0.55,1.0,0.325,0.775,0.1,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.3134524176493678,-4.062670858141574,0.6400614024330394,0.7261313125845087,0.8350626930494112
55,5,3,3,0.5920953700773742,0.538511468676442,0.38269331045887367,0.19419462704422766,0.03805740058225382,1.0,0.775,0.55,0.325,0.1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3028396229876262,-4.100965263074699,0.2915780660004917,0.13366590668846795,0.31062306267996076
56,5,3,3,0.2665563575122917,0.2861636587271198,0.739819604309337,0.04690853307708769,0.27974219772879194,0.775,0.55,1.0,0.1,0.325,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.3774062292457561,-3.6778557910616647,0.5265892129244741,0.45585289053604683,0.5204134160368824
57,5,3,3,0.20916878615706036,0.5863643134743337,0.11713940358822397,0.4476387158694568,0.056375258025805786,0.775,1.0,0.325,0.55,0.1,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.5,0.486402511365198,-4.046519951445347,0.3609987088432446,0.4633965901137494,0.4876162059307978
58,5,3,3,0.6950606576565401,0.5366622445437889,0.23488014022628292,0.47723298086389365,0.05290778005502881,1.0,0.775,0.325,0.55,0.1,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.43723669621847255,-4.062974096427539,0.18122473351644217,-0.004021230193910369,-0.0924065051828298
59,5,3,3,0.6390382039475093,0.19279092678513177,0.10925868652269383,0.6693992515323164,0.08204540146886923,1.0,0.55,0.325,0.775,0.1,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.3063236695318333,-3.911073314618019,0.6071653236010683,0.8070801532566401,0.5954231729261604
60,5,3,3,0.3466169126159179,0.7154603861310609,0.41946932841844575,0.23774838321887948,0.03470233588861986,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.43342110785168064,-4.208523756553048,0.11611555834386615,0.21973580916189647,0.2282662256508534
61,5,3,3,0.5528868915251447,0.16458212679579456,0.6585715823360472,0.4711216080313963,0.033329470448452705,1.0,0.325,0.775,0.55,0.1,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.8226779519710077,-4.713711776765271,0.2936423148091536,0.4066851429650528,0.47769762325529613
62,5,3,3,0.3432875913281793,0.44171108759492145,0.24323202243386388,0.2547831756694634,0.06535497046856359,1.0,0.775,0.55,0.325,0.1,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4631028715085769,-4.45585080977712,0.14970001607401884,0.27808205605569924,0.3522418174202468
63,5,3,3,0.29240644853065834,0.19720349972736184,0.1913452311838465,0.1151364632230168,0.05072035978317611,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.20839420909943313,-4.322025981615854,0.8878752832258812,0.8372916281320054,0.7060191103210459
64,5,3,3,0.25302586481490663,0.6623073378717115,0.1622995198651247,0.46681019409293223,0.040147148991814666,0.775,1.0,0.325,0.55,0.1,0.5,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5430701317178336,-4.271621236817917,0.007101016652907594,0.07271082143275068,0.17660348882793386
65,5,3,3,0.4000000165145585,0.12110178293995547,0.3572496765558573,0.6376179402564749,0.05295977919974244,1.0,0.325,0.55,0.775,0.1,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.3529910447898452,-4.852866254935976,0.8718700876806535,0.7226605979067665,0.7062959101671795
66,5,3,3,0.3779711003580428,0.567733044939421,0.13845696097021576,0.4149735118103621,0.07968958019118534,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.354135749881098,-4.614235325271487,0.747009531379752,1.0881145787881175,0.7292143840849383
67,5,3,3,0.38752575349269225,0.1583431588393961,0.6172683854747478,0.20307254094060795,0.07015666749528582,1.0,0.55,0.775,0.325,0.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6205510763472384,-3.4409637657866945,0.12852658623430813,0.14875434165632337,0.35856073195191657
68,5,3,3,0.11782614682447531,0.586174687787846,0.8781568130367564,0.46575576940643754,0.035667638807814955,0.325,0.775,1.0,0.55,0.1,0.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.38876683885383284,-4.893368203973819,0.13639817302248505,0.19786874995695533,0.19649190657009427
69,5,3,3,0.09836292177371042,0.40109779594469963,0.6355634786282508,0.8900520411573847,0.031297633337436695,0.325,0.55,0.775,1.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5517109130192116,-3.754425583436788,0.15788995404536066,0.1847028348819254,0.1841440573325817
70,5,3,3,0.5150215677867014,0.38327281405991664,0.2802167175911876,0.1852403847766398,0.03282672030549455,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.7275528243813529,-4.137715645412836,0.40934232199744364,0.2439729600974365,0.29826408926356346
71,5,3,3,0.44360565296017174,0.2770892659530564,0.25356792551319424,0.14986926303820813,0.04172263191322215,1.0,0.775,0.55,0.325,0.1,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.608218815968915,-4.4527621580211285,0.5845624018185535,0.4606031514570772,0.562424699724528
72,5,3,3,0.5335872368456007,0.43456368636735054,0.8971385030877124,0.2834686800786057,0.060527396892836996,0.775,0.55,1.0,0.325,0.1,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.4383867591464805,-4.592686547392193,0.8189092583946382,0.7616641956618486,0.8076574259269901
73,5,3,3,0.44313470717613757,0.20910406377354096,0.511585691838237,0.15010814765263664,0.04043447357135752,1.0,0.55,0.775,0.325,0.1,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.35018058206418534,-4.9024648164309,0.2480676935696208,0.3889406426816451,0.40180425787328505
74,5,3,3,0.45056631781582845,0.27688353456798603,0.6241575086272225,0.24738327504767302,0.06411378447726898,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.682969185455167,-4.799329774932126,0.19587599439249379,0.296136309113379,0.12604133990030675
75,5,3,3,0.2851789689315072,0.3900610139999019,0.21005526353575266,0.21244934821705003,0.08106358431964746,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.4913995751572617,-4.47442278308538,0.004877685333870339,0.24346627928266337,0.01731720557877759
