Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3,eta0,eta1,eta2,eta3
10,5,3,3,0.2575551250745738,0.24488389160192592,0.12580862062479337,0.38918181930235146,0.06915178658445582,1.0,0.775,0.325,0.55,0.1,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.20623658716699642,0.33498939480152423,0.24919960844867176,0.2748525440202187,0.23579240493623577,2.837023012108564,2.4383268857428297,4.750283707787744,2.5759750842623363,3.060327185887585,1.2707504777780145,0.6311780500907539,0.6311780500907539,0.6311780500907539,1,1,1,1
11,5,3,3,0.2320102605908395,0.8039391591467807,0.6968102516578879,0.05662689842692473,0.28769065023860707,0.55,1.0,0.775,0.1,0.325,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.29488446820201525,0.3396841577661184,0.4947605127012648,0.4626479896201192,0.3944842521814733,4.406686952069395,3.0538972006791374,4.86779803363325,2.0392239679932747,3.885249419009181,1.322784242819211,0.7747333694425584,0.7747333694425584,0.7747333694425584,1,1,1,1
12,5,3,3,0.3815571446526306,0.2976128674365039,0.10626632157491236,0.6148510719623155,0.05862858587245939,1.0,0.55,0.325,0.775,0.1,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.24363990041682013,0.2401750453843252,0.3047187179631756,0.4045140139463206,0.3042117353819318,3.663427958356962,4.764267282719718,4.155094540470527,4.406733332999559,2.990575195081817,1.2923080189140244,0.8590240596327526,0.8590240596327526,0.8590240596327526,1,1,1,1
13,5,3,3,0.2999777139297437,0.7754196606965323,0.5663898431480819,0.13661384633010337,0.04057976823666201,0.55,1.0,0.775,0.325,0.1,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.32483579990248446,0.47867451147724566,0.2659804960458205,0.26815388073788005,0.4295994578444826,2.389126257408694,3.6154046476661867,3.7597347979089264,3.8928854346325634,4.659862823978136,1.9433106954024855,0.23947511619368225,0.23947511619368225,0.23947511619368225,1,1,1,1
14,5,3,3,0.3359042086019617,0.33801125341931576,0.20834301274170672,0.46563955651158845,0.03492035252175167,1.0,0.775,0.325,0.55,0.1,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.4533031048295314,0.4132246849689869,0.3425575561901394,0.39586201175885793,0.4033923472265484,4.669316796339594,3.726085404463797,2.5718094776886016,4.896416661817009,3.7053105261905395,1.7318188668769492,0.9106967071029346,0.9106967071029346,0.9106967071029346,1,1,1,1
15,5,3,3,0.3398169749629185,0.3063641326872036,0.5435064989980496,0.2196232706763055,0.07051213402393262,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.3622990307799624,0.31519602106919464,0.4533391015135731,0.4042490977834999,0.2657574942090262,4.588487516292979,4.670651920127935,3.6380031550358236,4.939131299565181,2.5549409428946737,1.542637872461495,0.813857872121676,0.813857872121676,0.813857872121676,1,1,1,1
16,5,3,3,0.27362459856352916,0.5746585282519959,0.16599342534859918,0.25676073135544314,0.08263607659695275,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.21749713045533237,0.3078218088936514,0.20546373646290245,0.3945729434791413,0.39947610739024253,3.1573436191207342,2.8181134425313017,2.208154947354571,4.975791781433202,3.7013834727216506,1.8298258896468709,0.7987299638027513,0.7987299638027513,0.7987299638027513,1,1,1,1
17,5,3,3,0.5991348190589519,0.27287591295295077,0.08811909303544824,0.6402453022769111,0.02923317207423609,1.0,0.55,0.325,0.775,0.1,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.3740196316883655,0.21104703376666514,0.3401213477203592,0.28490584647490425,0.29898451472275445,4.222753641371471,3.4025403504830196,3.501281581017966,4.572393885729927,3.563985119062693,1.9216630269766726,0.6104195329550708,0.6104195329550708,0.6104195329550708,1,1,1,1
18,5,3,3,0.40487197197014346,0.14120220159018027,0.19302025750409021,0.6675088508855648,0.03983249581000253,1.0,0.55,0.325,0.775,0.1,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.25407765122131276,0.3682719273774715,0.43585632336233626,0.36833945904770393,0.44624490572826847,2.7582506154314297,4.97600873344411,4.412834943626354,2.6193620180691077,2.836679209178612,1.1757575520655053,0.20190486211362732,0.20190486211362732,0.20190486211362732,1,1,1,1
19,5,3,3,0.5380316488494914,0.6062446650356415,0.47350842752948596,0.2505896070780281,0.0744836312736515,1.0,0.775,0.55,0.325,0.1,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.3359038862501652,0.3564174210324596,0.24605671187582143,0.32555820997729606,0.3806777582930221,2.097619669403805,3.9405206297662283,2.454481388967804,3.380297206853468,3.456051836816065,1.9090035756526662,0.8441932773701192,0.8441932773701192,0.8441932773701192,1,1,1,1
20,5,3,3,0.42355467676518305,0.7759347515285857,0.41115969519056733,0.24138061487828202,0.04309570065219949,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.45412005535635996,0.3245546190066934,0.30735213044617044,0.26412556586116465,0.489392139098507,3.080382190469385,2.954687123783193,4.492706051545468,3.350864475176259,2.8916093229595683,1.2514643508317151,0.3240723280525155,0.3240723280525155,0.3240723280525155,1,1,1,1
21,5,3,3,0.4004876108083667,0.3922794583591069,0.3532108232306176,0.15722994542328614,0.05884128677979233,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.2971182209822157,0.4731341798868166,0.42819766363513023,0.28761840697745233,0.34993666807224466,4.483293252571393,2.4937599830834665,2.1284654619309675,4.1315224254685265,4.797285617104318,1.6146290452547412,0.5118214003099931,0.5118214003099931,0.5118214003099931,1,1,1,1
22,5,3,3,0.551642158687456,0.11023158684877105,0.6423582409037495,0.4514110835577749,0.07287422377221467,1.0,0.325,0.775,0.55,0.1,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.41088850365118235,0.29580060220779103,0.3528528890492583,0.2816952542937195,0.28212019571764163,4.829100141375937,3.6323250231954933,4.05285029917256,4.619767871025443,4.916931193891523,1.2101612651915987,0.24102708484615015,0.24102708484615015,0.24102708484615015,1,1,1,1
23,5,3,3,0.16335072485849567,0.7340591202203705,0.5136692448968071,0.2229945328001444,0.03488085795101914,0.55,1.0,0.775,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.29192565039154716,0.21853084707598958,0.32692593437423806,0.4880991413678992,0.4384578738522684,4.239468996270364,3.80610855584378,2.578290898593124,3.0634653711949666,4.070372918862065,1.2890419602654297,0.4560628347962201,0.4560628347962201,0.4560628347962201,1,1,1,1
24,5,3,3,0.4272390707438938,0.20989095969487803,0.18525506983502216,0.17036709724803634,0.08459708211826168,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.4029590821755959,0.2680118025825817,0.3666634197226071,0.27186123778862453,0.3407123297901964,4.362011575649094,3.8099175059473405,3.7601178592942635,3.2603228090073717,4.662708780369423,1.2797522684333074,0.4003110865950903,0.4003110865950903,0.4003110865950903,1,1,1,1
25,5,3,3,0.43475922664293276,0.3087985628472206,0.1118947585153793,0.5714498574758898,0.04973195280830441,1.0,0.55,0.325,0.775,0.1,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.2791110424432077,0.3442616016583257,0.2308914271833545,0.33883517588050294,0.31655230776346543,2.9975626981358596,4.709446267328575,3.410383887549093,2.931825597821926,2.9154190376695865,1.4073378848105307,0.11465037860208305,0.11465037860208305,0.11465037860208305,1,1,1,1
26,5,3,3,0.39365763919715,0.32266668714896,0.4093854663833264,0.19563775068857578,0.08879235445940223,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.4377627302857464,0.4621442679656341,0.45227116686402785,0.42947378796960123,0.30784470940618686,3.9690468945630974,2.618373657461005,4.704750043874675,4.402384474836099,2.0051179612256753,1.2261259681796566,0.34123788902476315,0.34123788902476315,0.34123788902476315,1,1,1,1
27,5,3,3,0.4625452341449099,0.2771232522840996,0.5634468562456049,0.1268645994387042,0.047406521512454614,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.2828081393559645,0.40970972036645104,0.21190304747632385,0.3249560404395751,0.2011511537913191,2.226175989124833,4.338154193892526,2.4133074200866442,4.310459467947478,2.3355859700117763,1.7696216423758937,0.570665954835443,0.570665954835443,0.570665954835443,1,1,1,1
28,5,3,3,0.4287049882394359,0.5307292406011557,0.3820223960357677,0.18737836142399894,0.06158151742451415,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.4479442040580077,0.49836629043102326,0.40819698131156607,0.48562175039869176,0.2939211266000429,4.024355284043797,2.777668198541538,2.3146843900563487,3.7449794417135824,4.016179821271557,1.6496726888399627,0.6625261669844829,0.6625261669844829,0.6625261669844829,1,1,1,1
29,5,3,3,0.18934643473578666,0.5952573506134009,0.1910563897292758,0.8868204837142492,0.05900116996459596,0.55,0.775,0.325,1.0,0.1,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.36205949943521315,0.26850270761861633,0.471273452304884,0.34391306556044365,0.4839712192777621,4.011471221263546,3.311231668196889,3.4458673043345036,2.2956347172170415,2.396282545975273,1.0390467497779057,0.9996666250323422,0.9996666250323422,0.9996666250323422,1,1,1,1
30,5,3,3,0.21962246609483255,0.5214718959682259,0.8029603297492369,0.17358108785201615,0.029900299646386297,0.55,0.775,1.0,0.325,0.1,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.3327232301811176,0.36990194589237557,0.4098840619233092,0.23540044476710675,0.2163030087917832,3.494454424030792,4.360476787623433,2.388818462899993,4.601618631145778,2.1192628789022434,1.7440601198938297,0.6300664081097765,0.6300664081097765,0.6300664081097765,1,1,1,1
31,5,3,3,0.4245910152657253,0.43175998506933333,0.366547322303837,0.041922591248474646,0.2877943113998158,1.0,0.775,0.55,0.1,0.325,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.4459855913439267,0.46012562832940257,0.31416933872993086,0.27599714561984723,0.3837536052361965,2.8404934088363483,4.190759432473569,3.012475488231087,2.414751559824583,2.7436705184271215,1.8261100258288847,0.711857952165046,0.711857952165046,0.711857952165046,1,1,1,1
32,5,3,3,0.6127127773164324,0.5000360458912868,0.35766058626557323,0.2141623891423907,0.0721117252215082,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.24821990345533596,0.2207165683338877,0.4492492489847004,0.4793936627081797,0.27204179657167954,3.5290410490930872,3.858009289419013,2.064003646411498,4.425858270453677,4.070698100637456,1.777648931019054,0.926852537457592,0.926852537457592,0.926852537457592,1,1,1,1
33,5,3,3,0.5589540887350619,0.18334395839162854,0.5613159041423861,0.21036944373316258,0.031586541678728514,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.30884056081909006,0.26394249432983985,0.4524273182602142,0.21367343637874497,0.43689791303249365,4.151351495633643,4.497271293451753,2.294181482883312,3.401986677708619,2.8542057815641604,1.7582796993821583,0.10176897195170262,0.10176897195170262,0.10176897195170262,1,1,1,1
34,5,3,3,0.2582618765268344,0.5905273610169255,0.3240996321975342,0.21691044613027805,0.02586482264233972,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.35926775487106677,0.4793602281555136,0.3961919844929135,0.24876417128657452,0.4905172168143266,2.7609622752042076,2.014913870768499,2.145048898287306,3.246834393344482,2.940355351501869,1.03421271749363,0.3760471138789573,0.3760471138789573,0.3760471138789573,1,1,1,1
35,5,3,3,0.43237981473278986,0.7528527990087703,0.36403938423030696,0.2626242166793061,0.0818875362228266,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.2940623409014046,0.29060297348588726,0.3652432915207159,0.4476387497744347,0.4235309415153676,4.699180673572936,3.485859378495959,2.8812362092746455,2.657326503861347,4.2453857988049855,1.9542468625575764,0.1397941400012771,0.1397941400012771,0.1397941400012771,1,1,1,1
36,5,3,3,0.27258481518595923,0.2639792532380796,0.08847044083741648,0.3316965171060208,0.04672685975731574,1.0,0.775,0.325,0.55,0.1,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.4377524154876774,0.2173494389370748,0.4506007615342802,0.32531474281308576,0.21118401768036157,3.598529948186095,3.507099352009836,2.137519473355879,3.8687675953480234,3.6153794517889493,1.698094264183676,0.8362607364566087,0.8362607364566087,0.8362607364566087,1,1,1,1
37,5,3,3,0.17614092275669818,0.6864624817196092,0.5139719912869491,0.23763372454112405,0.07262866616549761,0.55,1.0,0.775,0.325,0.1,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.3511025614995903,0.389226333752803,0.4554350625913373,0.29123127548105204,0.39150832238936406,3.604830242070236,3.4432601633914732,3.035374542554605,4.891481290480543,2.274222588126168,1.8279639412919446,0.395989441207945,0.395989441207945,0.395989441207945,1,1,1,1
38,5,3,3,0.14100452264016866,0.43597569823693716,0.15054603693940882,0.8862292676666876,0.041451799916074464,0.55,0.775,0.325,1.0,0.1,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.22657111377276076,0.44784812893360465,0.32942733651222345,0.4110068399066532,0.3555034077434748,2.770709792298303,4.543554807880682,4.522424484136813,3.309634485048278,3.2776887548504123,1.4724524591411088,0.5029298510533277,0.5029298510533277,0.5029298510533277,1,1,1,1
39,5,3,3,0.32893722741167564,0.21349971046220084,0.23985826836889917,0.2524464825977355,0.07423048792374212,1.0,0.775,0.55,0.325,0.1,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.27743137155896086,0.45246756724183385,0.4113609462840319,0.23211186707114484,0.2957864286037619,2.347302305164621,2.126144132212584,2.9694088143761324,2.0737657312392406,4.378578242711345,1.805238316580375,0.9721033740214767,0.9721033740214767,0.9721033740214767,1,1,1,1
40,5,3,3,0.28642940617742146,0.6277097416902115,0.2876479338117839,0.18632406602646723,0.06355570841132197,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.46994152672414163,0.2299565643862421,0.2188740277434916,0.38250323584962864,0.343434735569068,3.9401303249939263,3.7084875389485346,4.900294935019755,3.833804292489548,3.015265058476577,1.0425122184784108,0.7370866926745323,0.7370866926745323,0.7370866926745323,1,1,1,1
41,5,3,3,0.39367848161259644,0.35007192004079934,0.09308262482921437,0.3194168530249103,0.031800049950961584,1.0,0.775,0.325,0.55,0.1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.2649778537102128,0.2218563294587734,0.38637558413831863,0.2788063736627334,0.4849289095613561,3.564347949393505,4.871048851880868,4.813138213096481,4.130720527038321,2.239788390591885,1.2128504794964778,0.1981505868816597,0.1981505868816597,0.1981505868816597,1,1,1,1
42,5,3,3,0.2654632981174636,0.40155976612544,0.27715592964573393,0.16394191062310137,0.05618927985374759,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.4075110019027738,0.45450929100318166,0.32456825744516205,0.40840170882800797,0.34573419811510575,2.392691734390814,4.572027478279014,4.713995731956861,3.904338847686117,4.571634585924565,1.750286183835836,0.6184119351029495,0.6184119351029495,0.6184119351029495,1,1,1,1
43,5,3,3,0.22422079005167772,0.10135593012345812,0.33950435412795266,0.8434473390256161,0.06882820025863505,0.775,0.325,0.55,1.0,0.1,1.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.3192066695135084,0.2242715660637888,0.48997120035910324,0.4660592923090412,0.3923021005777463,4.306363549299148,4.75717978910002,2.5542264372545023,2.89495464788699,4.6500133644850195,1.8737779562368682,0.47619828248509943,0.47619828248509943,0.47619828248509943,1,1,1,1
44,5,3,3,0.5289605705525783,0.857232444277754,0.42774026079302047,0.23059730523073016,0.04792935609403719,0.775,1.0,0.55,0.325,0.1,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.2754118537804109,0.47927286355810483,0.2416027583170513,0.2924126165759985,0.43566062176951736,3.565382285248532,3.402617877045035,2.58534844108521,3.662389455777726,4.342399439090136,1.9866311415469358,0.4024729945763512,0.4024729945763512,0.4024729945763512,1,1,1,1
45,5,3,3,0.5669547780101425,0.1870268448709569,0.5425576735460598,0.1003261102412823,0.05486772700849716,1.0,0.55,0.775,0.325,0.1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.40782199247324613,0.37018693542273096,0.37156122122812474,0.24072566711444549,0.32196451827335043,2.6252146900996656,4.382476720852438,2.058437729010365,4.58311894509316,3.8624124247207448,1.6550449439471568,0.16657624913332536,0.16657624913332536,0.16657624913332536,1,1,1,1
46,5,3,3,0.4508103895233606,0.5759537487288039,0.40326609266108954,0.03404340545817422,0.26950215495843033,1.0,0.775,0.55,0.1,0.325,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.3621570511442528,0.44555983850492775,0.28562512943049867,0.39701565395169613,0.3910034062882874,3.7987266344985686,2.843479877113202,4.846973502578254,4.808489922731926,4.406877316611774,1.0407342228611614,0.8897664905119758,0.8897664905119758,0.8897664905119758,1,1,1,1
47,5,3,3,0.5156051329339773,0.15536260916326639,0.3900884417224702,0.2815716177662783,0.07984853121572805,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.23539023060742922,0.2694039355418515,0.30628083812748175,0.21402949498513313,0.2979360807330734,2.84386859300911,4.629905652576379,2.35143893273149,2.029635490906783,4.975736891172049,1.3952290118455708,0.46534745259674615,0.46534745259674615,0.46534745259674615,1,1,1,1
48,5,3,3,0.2881503236172114,0.5517604812390148,0.11203394244433695,0.46881541489167267,0.08144624402219829,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.31602141132063966,0.4694412188978004,0.487644462020289,0.2492204765322557,0.20331510386356966,4.712419397300129,3.1810031220380566,3.459434378354679,2.9361988102869874,3.8306971098413913,1.3248933191425136,0.1311614451689445,0.1311614451689445,0.1311614451689445,1,1,1,1
49,5,3,3,0.0839533969403547,0.34841192978174085,0.8331602094018763,0.6375095080182469,0.08677434832071029,0.325,0.55,1.0,0.775,0.1,0.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.3870775350352389,0.3196636535882546,0.4689311483127388,0.4067828086831995,0.31927088261248476,2.289730202858239,2.8738897056688852,3.712798751082514,3.696853931345699,4.6991599196310245,1.3216011026567087,0.21668303023042368,0.21668303023042368,0.21668303023042368,1,1,1,1
50,5,3,3,0.1745705156058232,0.4205926393568174,0.0869915103922077,0.7812563566090921,0.062496835945458906,0.55,0.775,0.325,1.0,0.1,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.2963000735151209,0.25984710475594425,0.3537921058120279,0.25570881574288074,0.27179805020194425,3.075734271759915,3.7066503289586867,3.80546555515546,3.238467410990711,4.191163776754365,1.103641547348266,0.8678082272531868,0.8678082272531868,0.8678082272531868,1,1,1,1
