Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,beta_0,beta_p,beta_theta1
28,5,1,3,0.3448611079569268,0.2518645223332736,0.17128049440156523,0.13938064801494263,0.041316451614043063,1.0,0.775,0.55,0.325,0.1,0.0,0.0,0.0,0.0,1.0,0.6405618106017011,-3.949179766832835,0.7218855323465568
29,5,1,3,0.5209701844023112,0.3780921747848733,0.8993906379978418,0.036598732899833536,0.2645945605765356,0.775,0.55,1.0,0.1,0.325,0.5,0.5,0.5,0.5,1.0,0.4937650266421944,-4.545451004677437,0.9519108204456619
30,5,1,3,0.5084328495070369,0.1698417320425039,0.5639507183603073,0.15701333995126687,0.06552218048235359,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.0,0.0,0.0,0.5985828579571413,-4.764257643640276,0.6626594706884369
31,5,1,3,0.2756119081161542,0.6662303843779216,0.43474569270313623,0.2653351938648945,0.04533353803021543,0.775,1.0,0.55,0.325,0.1,0.5,0.0,0.0,0.0,0.0,0.5066255923896709,-3.923592733967847,0.12253456415711193
32,5,1,3,0.4257636999332744,0.10149066111048771,0.8686389742201593,0.026153246925902582,0.48142959989848483,0.775,0.325,1.0,0.1,0.55,0.5,0.0,0.5,0.5,0.5,0.33505869151370493,-4.33290366422274,0.9542627770503878
33,5,1,3,0.301461470407687,0.7729743825272289,0.11756291153337506,0.3849739854075951,0.03508899856899601,0.775,1.0,0.325,0.55,0.1,0.5,1.0,1.0,0.5,0.5,0.3770113114030169,-3.973619458312847,0.47983839095387487
34,5,1,3,0.3797594521139631,0.30405860091327674,0.19253443712977625,0.48152496116908866,0.06362472105266298,1.0,0.775,0.325,0.55,0.1,1.0,0.5,1.0,1.0,0.5,0.5268543440639314,-4.424383804365423,0.533209196646543
35,5,1,3,0.49034763543856286,0.4305747207655236,0.2384352546690911,0.12333353856262869,0.05736225693384145,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.0,0.5,0.5,0.558728341406362,-4.243164948802459,0.09158699953061514
36,5,1,3,0.3509192523305825,0.5177084921078163,0.3589638022066118,0.1767078401989095,0.07513605560443165,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.0,0.0,0.5,0.37981665617938787,-3.86362071926391,0.5503436796001281
37,5,1,3,0.39341671509593645,0.4735627907314367,0.289300593546582,0.1808449292816257,0.030982442806612553,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.5,1.0,0.0,0.3764604432885767,-4.440888491930422,0.6373641198413793
38,5,1,3,0.41702773869085463,0.20718487251143522,0.8994005663124763,0.6935128882243811,0.08865024150112116,0.55,0.325,1.0,0.775,0.1,1.0,1.0,1.0,0.5,1.0,0.600070114351453,-3.7669121399954406,0.6335319383784498
39,5,1,3,0.5990476197109389,0.3039421713873078,0.5613161384760416,0.22655341474022275,0.04065868778066448,1.0,0.55,0.775,0.325,0.1,0.5,0.0,1.0,1.0,0.5,0.6308365860450725,-3.7221781264948754,0.5147694540536824
40,5,1,3,0.6733356426102952,0.5149534830630851,0.204738042272892,0.43370743422222574,0.05023856749224495,1.0,0.775,0.325,0.55,0.1,0.0,1.0,1.0,0.0,0.0,0.43574737180364986,-4.071197789033013,0.5725725489954913
41,5,1,3,0.7137340417075932,0.2919270882122462,0.642277386709544,0.19523777016388577,0.08200515984190973,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.0,0.5,1.0,0.4781406270205504,-4.125808970381281,0.3059067557235377
42,5,1,3,0.3073020178999335,0.3441486670591573,0.41191803560075924,0.23659760386337694,0.07948954920026774,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.0,0.0,0.0,0.46070795280133175,-4.580472244978516,0.43789446557005396
43,5,1,3,0.1522969682036442,0.7437906790225233,0.5339983709396535,0.10026969004281394,0.06393740511260691,0.55,1.0,0.775,0.325,0.1,0.5,1.0,0.5,0.0,0.0,0.5326972063030803,-3.854685136981445,0.9254855605852195
44,5,1,3,0.2440314716191011,0.22328659475369744,0.8855596470851703,0.28753973322721293,0.07714494265569026,0.775,0.55,1.0,0.325,0.1,0.0,0.0,1.0,0.0,1.0,0.5057094094690686,-4.077869665381472,0.49112331056731756
45,5,1,3,0.22140757208396622,0.627037038549718,0.31906988892570703,0.1612448757630745,0.05935712053637343,0.775,1.0,0.55,0.325,0.1,1.0,0.0,1.0,0.0,1.0,0.5042338265155247,-4.747051183459466,0.8792524922976421
46,5,1,3,0.3553629937805929,0.17874901184199687,0.6388213837571083,0.47281887889803464,0.05482083112099621,1.0,0.325,0.775,0.55,0.1,0.5,0.0,0.0,0.5,0.5,0.6890091907651249,-4.537502861365988,0.3693186555641053
47,5,1,3,0.47841990710347754,0.789079923734579,0.1369779342795103,0.4907689734510409,0.07740339779056217,0.775,1.0,0.325,0.55,0.1,0.0,1.0,0.5,0.0,1.0,0.6377189011045384,-4.368918439371478,0.3581570746179357
48,5,1,3,0.45706350414758923,0.36885115448201167,0.14460742609177565,0.6186691664482691,0.06402531762634216,1.0,0.55,0.325,0.775,0.1,0.5,0.0,0.0,0.5,0.5,0.34204038662367575,-4.166204867295185,0.5300953890432837
49,5,1,3,0.27529564037315923,0.22754460751784522,0.08539730653331937,0.39071890628996464,0.04419179464052289,1.0,0.775,0.325,0.55,0.1,0.0,0.0,0.5,1.0,0.5,0.3825775297535668,-3.879820920744319,0.2753792904357571
50,5,1,3,0.4815962864461737,0.3811429275462429,0.08154448677014475,0.34657498350434357,0.08195661487210576,1.0,0.775,0.325,0.55,0.1,1.0,0.5,1.0,0.5,0.5,0.3014929435623639,-3.974462295581864,0.2662349910280004
51,5,1,3,0.340569454809482,0.31320262122094267,0.1713061194139721,0.09809612109607879,0.07508796348233018,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,1.0,0.316774341750384,-5.164298607266509,0.9977205579551861
52,5,1,3,0.46679072135002864,0.5474229798766311,0.32290434003845925,0.28973103692379776,0.0824994097876193,1.0,0.775,0.55,0.325,0.1,0.0,0.5,1.0,0.5,0.5,0.2945885667274796,-3.772579522103395,0.38546564269238776
53,5,1,3,0.7705743497465267,0.32604975899890337,0.19377098175700866,0.6446462829895079,0.0899452190703198,1.0,0.55,0.325,0.775,0.1,0.5,0.0,0.5,1.0,0.5,0.3648482323812951,-4.490499065208095,0.8239066936391005
54,5,1,3,0.3516714039265945,0.7872108058304753,0.17186901368223187,0.4029534281209365,0.04819592065872539,0.775,1.0,0.325,0.55,0.1,0.0,0.0,0.5,0.0,0.5,0.5733248609566121,-4.332812180207027,0.5189394429309488
55,5,1,3,0.3941041016029693,0.2787451171670395,0.0897882963802279,0.8138596787371798,0.08559939091181147,0.775,0.55,0.325,1.0,0.1,1.0,0.5,0.0,0.0,0.5,0.34534106528587916,-4.511767123480502,0.4904019793380706
56,5,1,3,0.3957980841295393,0.25968025017479457,0.5438645332659767,0.14568985589428504,0.029877448028126682,1.0,0.55,0.775,0.325,0.1,0.5,0.0,1.0,0.0,1.0,0.27366340467028494,-4.221476905991236,0.2975750019107948
57,5,1,3,0.26416979613254066,0.7919467578680883,0.1925337263238227,0.6452867528626361,0.05218483649722401,0.55,1.0,0.325,0.775,0.1,0.5,1.0,0.5,1.0,0.0,0.35846217644223144,-4.1994025175273375,0.9061783831085283
58,5,1,3,0.32086741261121277,0.16014414525252413,0.5951442603352204,0.24276651272522193,0.04326137703850138,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.5,1.0,0.0,0.6356909067980175,-3.9839217573366295,0.5728753545609155
59,5,1,3,0.47696756344667646,0.3046319401136905,0.8430991150844727,0.25319326840579276,0.04391107952255975,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.0,1.0,1.0,0.6536284743409648,-4.461982128973902,0.16312780018306824
60,5,1,3,0.3228312974406733,0.20690444530670593,0.11808422045616512,0.4635091021518794,0.03711010903015548,1.0,0.775,0.325,0.55,0.1,0.5,0.0,1.0,0.0,1.0,0.6507992832489791,-3.6623081637977526,-0.009781215595120964
61,5,1,3,0.19588665532450478,0.6562702102076325,0.25551462654953466,0.143234969443473,0.08559827302821216,0.775,1.0,0.55,0.325,0.1,1.0,0.0,0.5,0.5,0.0,0.2131538866406624,-4.439330491587348,0.16835369499238612
62,5,1,3,0.2777192157279511,0.5981320413892419,0.38125714700076063,0.20818822582122612,0.07060540154798661,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.0,0.0,0.5,0.3912415012590605,-4.066642102219138,0.9807508210441029
63,5,1,3,0.1954662998701241,0.23965088695122572,0.7768095945638253,0.1828470925011527,0.04916720865017852,0.775,0.55,1.0,0.325,0.1,1.0,0.0,0.0,0.5,0.0,0.46007575860541994,-3.748832364766698,-0.05411354692965566
64,5,1,3,0.322497349834635,0.08991235346365839,0.8090978178260271,0.46604837762124834,0.06429607639311806,0.775,0.325,1.0,0.55,0.1,1.0,0.5,0.0,0.5,0.5,0.32134952009300277,-3.7925097549049513,0.472876038340169
65,5,1,3,0.25471569322370946,0.13595781505588359,0.4107147753788376,0.88913323737773,0.03243010763569365,0.775,0.325,0.55,1.0,0.1,0.0,0.5,0.5,0.0,0.5,0.555385087618193,-4.669133712284143,0.34923481337392576
66,5,1,3,0.20756816269014144,0.6173542226089521,0.8457324747485019,0.03218899442425174,0.2582269572434763,0.55,0.775,1.0,0.1,0.325,1.0,0.0,1.0,1.0,0.5,0.5622833913047528,-4.687611826812527,0.448158599891422
67,5,1,3,0.21656548528739517,0.5229951056229827,0.3369789302596981,0.21739021111540305,0.04637587802848789,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.0,0.6260696589564305,-4.142212857059955,0.3777350166523387
68,5,1,3,0.5949000761292602,0.37455920892278144,0.4263386727617255,0.25620611814653865,0.0736653039493296,1.0,0.775,0.55,0.325,0.1,1.0,0.0,1.0,0.5,1.0,0.5221977715331576,-3.9762636697660336,-0.04841642608824602
69,5,1,3,0.327009886509427,0.17748185518202075,0.4233282258970585,0.14152836097446836,0.06276004932392026,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.5,0.0,0.0,0.33376771357714663,-3.4693820483037237,0.5986420542346986
70,5,1,3,0.1971570217716545,0.2910333883266551,0.8620999176843227,0.2552290881612285,0.034563147128919,0.775,0.55,1.0,0.325,0.1,1.0,0.5,0.0,0.0,1.0,0.45247194920651274,-4.865679895424182,0.9036530821505744
71,5,1,3,0.5776205688506812,0.3685680952172108,0.8885005168026904,0.2528852425293315,0.06268178964968973,0.775,0.55,1.0,0.325,0.1,0.0,0.0,0.5,0.5,1.0,0.3531413579229777,-4.237042538249606,0.6182864510343161
72,5,1,3,0.4269878282230962,0.21640598500910124,0.5151874163512244,0.15478173520492214,0.05403938415076992,1.0,0.55,0.775,0.325,0.1,0.0,1.0,1.0,0.5,0.5,0.635249656890376,-4.934656661382997,0.04597504750987513
73,5,1,3,0.5907252746676722,0.15922482762358953,0.4377076662702038,0.6797282525853887,0.04213288068879684,1.0,0.325,0.55,0.775,0.1,0.5,1.0,0.5,0.0,0.0,0.5939817526787267,-3.961661876041175,0.6413219907205454
74,5,1,3,0.44839437481362254,0.18934502102995443,0.5003952402096552,0.2861278184790657,0.08835218144639524,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,1.0,1.0,0.36964988021431844,-4.219409129817132,1.0227837168537537
75,5,1,3,0.4931073540166996,0.39621087538045047,0.1977687248432871,0.17226700416467203,0.0360126619017723,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.5,1.0,0.5,0.4041784883207556,-3.901240581726096,0.8827794867207754
76,5,1,3,0.3246123712305916,0.5932481270548233,0.16395329470610565,0.47523464277273714,0.042773642024970894,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.0,1.0,0.5,0.379390671122782,-4.180058706218312,0.6207452560450378
77,5,1,3,0.34335113819598373,0.14030435549088371,0.20293052578865162,0.6601842402995118,0.0824888818517591,1.0,0.55,0.325,0.775,0.1,0.5,1.0,1.0,0.5,0.0,0.2542318376272152,-4.358598012362072,0.34250255823255715
78,5,1,3,0.24485295829575016,0.12852415894646488,0.8346843991754904,0.48072232103988244,0.08323126383687357,0.775,0.325,1.0,0.55,0.1,1.0,0.0,0.0,0.0,0.0,0.6305219238549662,-4.437858174316442,0.5796231604144768
79,5,1,3,0.2541377483674774,0.363054561893235,0.29120062769333427,0.21112471156856477,0.07190001974489553,1.0,0.775,0.55,0.325,0.1,1.0,0.0,1.0,1.0,0.5,0.44855672315674067,-4.60243665387754,0.19635313528192191
80,5,1,3,0.17733093325314153,0.5215421128938112,0.8581293853531502,0.040633892845665404,0.280116985459705,0.55,0.775,1.0,0.1,0.325,0.0,0.5,1.0,0.0,0.5,0.6024133234647634,-4.452654312354618,0.2955116480929687
81,5,1,3,0.4941133171748875,0.17156784881649023,0.44011940445602055,0.15877821261508285,0.08972859524189905,1.0,0.55,0.775,0.325,0.1,1.0,1.0,1.0,0.0,0.5,0.7102211659061987,-5.123976834665385,0.2618201192023231
82,5,1,3,0.30835453197140705,0.5538682180564501,0.19339298644032837,0.2626473804972387,0.08453945075731548,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.5,1.0,0.0,0.3119199046828899,-4.389649232156153,0.1646947018529638
83,5,1,3,0.26401155283865707,0.3914406994545942,0.18489252771333897,0.2231222699283566,0.0786742341946536,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.0,1.0,1.0,0.46169298925035307,-3.9109650518829837,0.779623539235008
84,5,1,3,0.25633070415336745,0.3218912476243493,0.13213634718953754,0.8324039395648308,0.07550460796594828,0.775,0.55,0.325,1.0,0.1,1.0,0.5,1.0,1.0,1.0,0.6180641679026657,-4.1823831823029565,0.030942013690121225
85,5,1,3,0.3111286649306218,0.6728920571562755,0.385998731289697,0.27975845140446864,0.08972050005226745,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,1.0,0.5,0.5328946133406619,-4.441625498026776,0.6297195127440386
86,5,1,3,0.3776588102514449,0.36323190138175354,0.2854373587839823,0.08813011757464673,0.05594532699727897,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.0,0.5,1.0,0.477061259880873,-4.7264477826060975,0.5840361322012774
87,5,1,3,0.4201169631429269,0.3834300829950892,0.21565972714734538,0.1697960701078366,0.08500136855196197,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.5,0.5,1.0,0.20663576325970429,-4.164818487268561,0.865239226192141
88,5,1,3,0.7582914919670604,0.3831454189684191,0.6098171940926336,0.1895409107117274,0.033331350523197134,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.5,0.0,0.5,0.5489298032673,-4.606476734665058,0.530050589603829
89,5,1,3,0.25983869762413514,0.2860116975922875,0.5224407591832253,0.26545867835160303,0.0848019345226601,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.5,0.5,0.0,0.491423419402991,-3.874483908482534,0.8097389673590353
90,5,1,3,0.20343504901817544,0.6342721541417673,0.36347077173367875,0.19170700948516428,0.07748819846585138,0.775,1.0,0.55,0.325,0.1,1.0,0.0,0.5,0.5,0.0,0.2937503191541435,-3.8903266772706386,0.23675080952666822
91,5,1,3,0.22917657695746174,0.7199947034457559,0.34339990784909946,0.1658725518146116,0.07090717983333969,0.775,1.0,0.55,0.325,0.1,1.0,0.5,1.0,0.0,0.5,0.34252530409133003,-4.7255074805316415,0.8025453520181443
92,5,1,3,0.3698056910440629,0.23081057386622422,0.11901189757130076,0.6906371970471868,0.05696236946219657,1.0,0.55,0.325,0.775,0.1,1.0,1.0,0.0,1.0,0.0,0.4171378459739855,-4.290936412089366,0.2040726026024615
93,5,1,3,0.525708413250344,0.16410646866473694,0.17100603216999705,0.634692740226804,0.05485125274996203,1.0,0.55,0.325,0.775,0.1,0.5,0.5,1.0,0.0,0.5,0.5516587321125683,-4.089997145026244,0.5349054781298909
94,5,1,3,0.4658677391066466,0.2662927397274295,0.4605921350315903,0.2795268395862552,0.0601587707874974,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,1.0,0.0,0.5462575709895368,-5.0782537429050745,0.7876009130194362
95,5,1,3,0.25209989596289095,0.4808763730892246,0.19496735568237983,0.22500779941603782,0.03236100629710792,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,0.5,1.0,0.48437422028505767,-5.060045808605987,0.6419654307251782
96,5,1,3,0.38878994745422185,0.6891328003681971,0.18699914040842866,0.418058182551487,0.06456546037156653,0.775,1.0,0.325,0.55,0.1,0.0,0.0,1.0,0.5,1.0,0.3990880413256955,-4.236228640317122,0.4286727730672739
97,5,1,3,0.45926303646958555,0.29296436495938966,0.1542062199221199,0.636443447958434,0.06932210142538987,1.0,0.55,0.325,0.775,0.1,1.0,0.5,1.0,0.0,1.0,0.553099261490403,-4.0089430544720415,0.5996555160285436
98,5,1,3,0.3374475350754718,0.2249210413688929,0.8835119465595912,0.21558412863956683,0.04673200079019385,0.775,0.55,1.0,0.325,0.1,1.0,0.5,0.5,0.0,1.0,0.4188339922451745,-3.970784341345125,0.2203329783203571
99,5,1,3,0.21629625850249168,0.4593020786451465,0.3152541828134561,0.0960389063267634,0.0630877745401797,0.775,1.0,0.55,0.325,0.1,0.0,0.0,0.0,1.0,0.5,0.816939977348395,-4.863302346204643,0.6219445658782901
