Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,eta0,eta1
43,5,1,3,0.1522969682036442,0.7437906790225233,0.5339983709396535,0.10026969004281394,0.06393740511260691,0.55,1.0,0.775,0.325,0.1,1.0,1.0,0.0,0.0,0.5,0.47079538549607874,0.3216033481220966,0.4835528815460691,0.3462690417167562,0.423317572872742,2.4726451280163975,4.774317845202311,2.5817623758323993,3.9828476219763393,2.6079777893288423,1.2774971279257317,0.9457091023719516,1,1
44,5,1,3,0.2440314716191011,0.22328659475369744,0.8855596470851703,0.28753973322721293,0.07714494265569026,0.775,0.55,1.0,0.325,0.1,1.0,0.0,0.5,0.5,0.5,0.20558989714507875,0.43978363977910173,0.3534352691211304,0.32187380300748125,0.4199532118093122,2.5561684908877145,3.371523838374355,2.1362878895653066,4.326553408924041,4.230399360245341,1.568891064918684,0.7037149429974232,1,1
45,5,1,3,0.22140757208396622,0.627037038549718,0.31906988892570703,0.1612448757630745,0.05935712053637343,0.775,1.0,0.55,0.325,0.1,0.0,1.0,0.5,0.5,0.5,0.416386076428344,0.4757509586751778,0.22654220327744534,0.37804525879493445,0.41444690887834856,4.884767017233752,3.683125693844556,4.0512478585962075,2.844893262283268,4.241501587878757,1.3226009348134942,0.940952688103405,1,1
46,5,1,3,0.3553629937805929,0.17874901184199687,0.6388213837571083,0.47281887889803464,0.05482083112099621,1.0,0.325,0.775,0.55,0.1,0.5,0.0,0.5,1.0,0.0,0.2329287779381568,0.3183604211993706,0.25581622751919236,0.2875179928471805,0.43820832421763,3.1874310056786532,2.9539295701705957,3.4515616032237304,2.783395722412494,3.2504969730233526,1.4741337532944305,0.4961149848038152,1,1
47,5,1,3,0.47841990710347754,0.789079923734579,0.1369779342795103,0.4907689734510409,0.07740339779056217,0.775,1.0,0.325,0.55,0.1,0.0,0.5,0.5,0.5,0.5,0.39961266456344335,0.474083697193463,0.3277981197098876,0.4205162719408701,0.31716283253706623,4.360985542289807,4.872567575406199,3.3106202263344184,3.6135505288670866,2.002203546394643,1.2173854264452597,0.5653822567977137,1,1
48,5,1,3,0.45706350414758923,0.36885115448201167,0.14460742609177565,0.6186691664482691,0.06402531762634216,1.0,0.55,0.325,0.775,0.1,0.5,0.0,0.5,0.0,0.5,0.24074727687998002,0.4022247579883106,0.24733965993725093,0.31502594837324915,0.4849130785797295,2.1911905423054634,4.619994191469163,3.0706064368776733,4.856567067757873,3.687738622793303,1.1608935133624494,0.32990207567318197,1,1
49,5,1,3,0.27529564037315923,0.22754460751784522,0.08539730653331937,0.39071890628996464,0.04419179464052289,1.0,0.775,0.325,0.55,0.1,0.5,0.5,1.0,1.0,0.0,0.21769448857631268,0.37781603189846724,0.29467072507853453,0.4002299811589866,0.4873404662934033,2.6013689732468315,3.731900205418808,4.245002478286127,3.94996892138965,2.8635412220164347,1.0564549376064218,0.30708112075394717,1,1
50,5,1,3,0.4815962864461737,0.3811429275462429,0.08154448677014475,0.34657498350434357,0.08195661487210576,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.5,0.5,0.0,0.28189217319000676,0.29795803867607024,0.37549049690181097,0.35972343855316424,0.36516088758288057,4.379403454507312,2.4175221528101467,2.455253832559712,2.249122951219156,4.835930554439041,1.8187528520086274,0.1422582859561905,1,1
51,5,1,3,0.340569454809482,0.31320262122094267,0.1713061194139721,0.09809612109607879,0.07508796348233018,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.0,0.22695044881097293,0.40694203244288074,0.3738344071004208,0.4922208232472461,0.4995436578751448,3.0525258115800935,4.2810750470219725,2.92825684781184,4.638501393885749,4.886847267619066,1.8129160560625612,0.7542494779109046,1,1
52,5,1,3,0.46679072135002864,0.5474229798766311,0.32290434003845925,0.28973103692379776,0.0824994097876193,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.0,1.0,0.5,0.3222927425058516,0.22243784636803435,0.2263513542783117,0.46201209165061324,0.31464203472483004,2.021743766574235,2.5779831135875066,4.815020879011932,2.381340034174961,4.825563035838441,1.488755248929236,0.3865749253755526,1,1
53,5,1,3,0.7705743497465267,0.32604975899890337,0.19377098175700866,0.6446462829895079,0.0899452190703198,1.0,0.55,0.325,0.775,0.1,0.5,0.5,0.5,0.5,0.5,0.38722945799289166,0.22993311914044148,0.4221950628089414,0.3171771113001134,0.41103393654896303,4.988369248924061,3.368444054297909,3.6001662782448194,2.7926904861529884,4.535440365067419,1.229430451484603,0.8067709265751921,1,1
54,5,1,3,0.3516714039265945,0.7872108058304753,0.17186901368223187,0.4029534281209365,0.04819592065872539,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.0,0.0,0.0,0.38983818436598516,0.46410224309599857,0.49653069036770847,0.21641975131759247,0.25080224363435916,3.9765536537599666,2.539379367223874,3.8951486564621542,2.556365507854105,2.9884919127254976,1.905488154647479,0.5141382340960426,1,1
55,5,1,3,0.3941041016029693,0.2787451171670395,0.0897882963802279,0.8138596787371798,0.08559939091181147,0.775,0.55,0.325,1.0,0.1,0.5,1.0,0.5,1.0,0.0,0.2919475890395081,0.407441646550457,0.4306195049613504,0.3020297330615494,0.21646369861965767,4.686546320795207,3.868906581815188,3.937233244291738,4.257036695556183,3.2231601202574334,1.3470328754048677,0.38676421520422677,1,1
56,5,1,3,0.3957980841295393,0.25968025017479457,0.5438645332659767,0.14568985589428504,0.029877448028126682,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.0,0.5,0.5,0.3267848712833247,0.3670601173600252,0.3410730911928086,0.3272056755033881,0.2416218698650229,4.13445690895267,2.355571092216698,3.9701045572280416,4.713161775536365,4.130581562929564,1.3821537008541174,0.3626098180733629,1,1
57,5,1,3,0.26416979613254066,0.7919467578680883,0.1925337263238227,0.6452867528626361,0.05218483649722401,0.55,1.0,0.325,0.775,0.1,0.0,0.5,0.0,0.5,0.5,0.2980700096184655,0.3688909397951434,0.4863571765000146,0.2854123120524709,0.44407698171550297,3.694077115081087,4.666309535336497,3.2799286021706364,3.912650080024601,2.3780636989741994,1.5389466770612075,0.9989985209881735,1,1
58,5,1,3,0.32086741261121277,0.16014414525252413,0.5951442603352204,0.24276651272522193,0.04326137703850138,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,0.5,0.5,0.4609615284584298,0.4639688787349607,0.31433305177210075,0.38844182869394184,0.38042125103382396,3.9773434410565445,3.431216753286617,2.158834101321838,3.221275659784656,4.94358381494307,1.0599221876736222,0.6677296304874563,1,1
59,5,1,3,0.47696756344667646,0.3046319401136905,0.8430991150844727,0.25319326840579276,0.04391107952255975,0.775,0.55,1.0,0.325,0.1,0.5,0.0,1.0,0.5,0.0,0.344392959620056,0.474121050707754,0.25668789441786266,0.2376170557839114,0.3416268627999326,4.826171657703863,2.477308076884484,4.209938553935167,2.4048667855200048,2.1561622284746695,1.948878590769048,0.29055404625567427,1,1
60,5,1,3,0.3228312974406733,0.20690444530670593,0.11808422045616512,0.4635091021518794,0.03711010903015548,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,0.5,0.5,0.41471549079963627,0.4513592746510377,0.442480625307305,0.29490680202499436,0.45843529848991893,3.614975953296969,2.105586946756679,4.122690434829231,2.3924037267628053,2.1298212971962935,1.4432270948228623,0.17142856446149796,1,1
61,5,1,3,0.19588665532450478,0.6562702102076325,0.25551462654953466,0.143234969443473,0.08559827302821216,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.5,1.0,0.5,0.3822833887013909,0.25368774358187146,0.21197027704638233,0.20696613716166506,0.2281652711780519,4.796883754266373,3.509606794213634,3.601348824494011,3.8720828763479354,2.7344856963254895,1.5624380713661519,0.12207060585963686,1,1
62,5,1,3,0.2777192157279511,0.5981320413892419,0.38125714700076063,0.20818822582122612,0.07060540154798661,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.0,0.5,0.0,0.4450789111539726,0.26931723951839615,0.3453044484232044,0.4310548734769679,0.2204531637164053,3.520071245247411,2.5963578727457377,3.870109068247517,2.318325127970816,3.5363723706591985,1.748341359378363,0.8720953773764578,1,1
63,5,1,3,0.1954662998701241,0.23965088695122572,0.7768095945638253,0.1828470925011527,0.04916720865017852,0.775,0.55,1.0,0.325,0.1,0.5,0.5,1.0,0.5,0.5,0.48611931823068705,0.22121155988686395,0.3601983787952687,0.31476069391741635,0.3204179091098489,2.917217587996837,4.986458505715254,2.4286353984825952,2.608475807371175,2.178042340078597,1.4811092100898093,0.11956982974692958,1,1
64,5,1,3,0.322497349834635,0.08991235346365839,0.8090978178260271,0.46604837762124834,0.06429607639311806,0.775,0.325,1.0,0.55,0.1,0.5,0.0,1.0,1.0,0.0,0.40484700959706754,0.42579826620102806,0.3116743758067336,0.441601701224938,0.4076353044738531,4.26422464263954,4.980376335522532,3.555823373847485,2.113343863332673,3.1105695186335636,1.1562900084702328,0.6141290619229778,1,1
65,5,1,3,0.25471569322370946,0.13595781505588359,0.4107147753788376,0.88913323737773,0.03243010763569365,0.775,0.325,0.55,1.0,0.1,0.5,0.0,0.5,1.0,0.0,0.32559191775908464,0.20655482828776767,0.26471440562699755,0.3241816220422098,0.24660220858357695,3.440003991831322,3.3635381378065636,4.769478548629086,2.995997222536907,3.484399663853746,1.214723989363835,0.46006054846328714,1,1
66,5,1,3,0.20756816269014144,0.6173542226089521,0.8457324747485019,0.03218899442425174,0.2582269572434763,0.55,0.775,1.0,0.1,0.325,1.0,0.0,0.5,0.5,1.0,0.43108515063953823,0.2624467033956738,0.34609587438719036,0.4916569826389755,0.29468371977240504,2.8882352482059437,3.4456148422874753,4.471571443337787,2.6467395945236323,3.8849116987290877,1.8668330508368378,0.41834129164602163,1,1
67,5,1,3,0.21656548528739517,0.5229951056229827,0.3369789302596981,0.21739021111540305,0.04637587802848789,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.5,0.2656369185150967,0.2508982000246642,0.4249238803650057,0.464719069608995,0.3508264559865857,3.3246044759360425,3.403285154714621,4.121277725716326,3.076199555901708,2.632491328177731,1.2755771625208072,0.6291057957024714,1,1
