Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,gamma2,gamma3,eta0,eta1,eta2,eta3
10,10,3,3,0.5074422325836978,0.3038562181122048,0.21009258376826745,0.49557556368043115,0.1793464776380005,0.6878007652363105,0.36095169082594913,0.18595564973822223,0.06342144020698968,0.17013759349124624,1.0,0.7000000000000001,0.6,0.8,0.4,0.9,0.5,0.30000000000000004,0.1,0.2,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.2460551608854632,0.49331055092295045,0.45741637740281044,0.21750017541270494,0.4067346291024461,0.34506169048667146,0.3634931730642811,0.28610947294153366,0.2555805668671238,0.2552151972827443,2.8840175853488854,3.9760006040056473,4.07044734858871,2.9989135011736234,3.752402271165028,4.44518564630373,4.617968054366678,3.759700812395092,4.001686772493997,4.793394523950802,1.350763554784447,0.8172037460176601,0.8172037460176601,0.8172037460176601,1,1,1,1
11,10,3,3,0.37031725229144674,0.18673877827404017,0.2906497819535506,0.6705686990961152,0.20243258220212518,0.1771009994228633,0.6164799469728888,0.18225655217222558,0.09981439557610937,0.027767871871210575,0.9,0.6,0.7000000000000001,1.0,0.5,0.4,0.8,0.30000000000000004,0.2,0.1,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.3129616313238681,0.33081882274144836,0.49532955161707853,0.39079946770858737,0.23319893344231754,0.2856604845094051,0.3716743306087099,0.2601666082476488,0.27796964009929614,0.21208253387533413,4.103710952315896,4.5883964717969725,4.798545015709099,3.0986186871076082,2.8090191143006513,4.293494736614244,3.7543845368265147,2.85242634135959,3.4191049292734332,2.867783018597862,1.795166697153837,0.7412688070019187,0.7412688070019187,0.7412688070019187,1,1,1,1
12,10,3,3,0.30470954160973873,0.4385203121696451,0.17353727781173156,0.7427205528369418,0.15583055727161513,0.4827789899849575,0.21891198943425225,0.4309921110380002,0.048773035174030525,0.15025080418874315,0.8,0.9,0.6,1.0,0.4,0.7000000000000001,0.30000000000000004,0.5,0.1,0.2,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.23827679581533692,0.20023830541874882,0.3170146737725471,0.24728706679037432,0.31176344973184306,0.35405839101604736,0.4396134101393368,0.37662442069595903,0.42329569218213636,0.4268227194441652,2.096529061540643,3.279452712230621,4.6745989449949095,3.9426775490750203,3.313571663257839,3.2337995821042855,3.578157226989232,4.284959778930975,2.6965811047920027,4.7919944797106275,1.6019423644840853,0.1341136960176116,0.1341136960176116,0.1341136960176116,1,1,1,1
13,10,3,3,0.2618230793752174,0.47632463304559103,0.7368892521888126,0.4476364921194818,0.27663030604693883,0.4130426422496462,0.22021112406362803,0.16755901289896818,0.028054183079957037,0.14476637878272633,0.8,0.9,1.0,0.7000000000000001,0.5,0.6,0.4,0.30000000000000004,0.1,0.2,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.4889523046675728,0.45175553627346604,0.3406301712258485,0.21933337998188993,0.4120933594816163,0.2571182740090632,0.34272257963077646,0.4539124763245374,0.47764487363926994,0.46710933580673286,2.7573045039243156,4.7729411937283555,2.4969581339238576,3.118224374894842,4.857824597729458,2.866847110504236,2.1218400167956792,3.1663061528291956,2.079791515944933,2.3892275293878216,1.3359556896206768,0.8810758942818149,0.8810758942818149,0.8810758942818149,1,1,1,1
14,10,3,3,0.317404101389801,0.3504154381568191,0.5304960892882374,0.27293916139119834,0.17987458947711443,0.15554827955874317,0.49949237186005235,0.6170030140997935,0.04162019579055107,0.1461152532795274,1.0,0.9,0.8,0.5,0.4,0.30000000000000004,0.6,0.7000000000000001,0.1,0.2,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.37660664334240723,0.3863870486089642,0.47880973624368584,0.26064983582375956,0.37848558475557537,0.2972066398828667,0.32901654368658717,0.2390652229286147,0.46241003744057774,0.36167468326571617,2.357370916437479,2.589319260749395,3.531158478077338,2.1079298138517895,2.6211057263687305,2.790401623057029,4.936684677467227,3.1788843968328573,2.4572757056789323,4.109864863175841,1.6609410258723312,0.4291021378257458,0.4291021378257458,0.4291021378257458,1,1,1,1
15,10,3,3,0.2680561767451315,0.3073154800740345,0.5305331985827013,0.33474495908394386,0.11032401081802745,0.4245030811726213,0.32857944446103005,0.16097194865116715,0.045836872042475524,0.17079035360897143,1.0,0.8,0.9,0.7000000000000001,0.4,0.6,0.5,0.30000000000000004,0.1,0.2,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.2567144174172066,0.367101314398084,0.2069237192843174,0.27633859611039774,0.3515987831572491,0.39113279880651564,0.29940958181410127,0.2840511588423893,0.3537319774403549,0.3252238386955507,2.553570117872699,4.147153036251587,2.1027113589031265,2.274062117140906,2.534912253198925,2.3749368383985185,3.871333491881767,2.4190837849651925,3.169499169692072,3.61451871474733,1.423020064817984,0.7919557909894058,0.7919557909894058,0.7919557909894058,1,1,1,1
16,10,3,3,0.3226339011579046,0.2124206694637386,0.3431605924377305,0.1452573126548608,0.31125721246907206,0.631470260404582,0.07772244732162797,0.2894767179645612,0.19349312284884815,0.05533952205538169,1.0,0.7000000000000001,0.8,0.5,0.6,0.9,0.2,0.4,0.30000000000000004,0.1,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.20771822304848372,0.42644332929784284,0.30122978538124057,0.23738905970775107,0.26284046899418,0.45382316185671934,0.25331591841179085,0.33416616660581255,0.4403120219432637,0.2355348821847998,3.2432371445941315,2.3075118887784543,4.337823021142478,2.42427955428059,4.171163503408264,3.6841551426422052,4.466181060896718,4.28521317814372,3.582605748527334,4.2283606446709765,1.1598426317366575,0.7259205268122464,0.7259205268122464,0.7259205268122464,1,1,1,1
17,10,3,3,0.2784494100682553,0.32368570773647665,0.45489738845153116,0.2960716612521543,0.2048372634812048,0.11511053042103192,0.15096776088514202,0.4695877610275551,0.13464258684648228,0.0423382741614686,1.0,0.8,0.9,0.7000000000000001,0.5,0.4,0.30000000000000004,0.6,0.2,0.1,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.26056720685653273,0.2737569075074664,0.3452721730519117,0.31851841899215155,0.30271945584352977,0.27117554099267155,0.20336065277779225,0.22017609156542195,0.2193526098344047,0.3374426862554654,4.128364488596854,4.615918192736686,3.6914469345707763,4.311991304121599,2.4929770657964454,3.0685995910298276,4.953470810713911,3.495932497284912,2.9607747615307094,3.729102718386872,1.132267448023419,0.5441016855355353,0.5441016855355353,0.5441016855355353,1,1,1,1
18,10,3,3,0.3924178362981394,0.6524071300118837,0.3297374958574815,0.28216754365365143,0.11027359154705624,0.5485478624300283,0.2593227082063942,0.6850901885809928,0.157287460003739,0.07609964722154852,0.9,1.0,0.6,0.5,0.30000000000000004,0.7000000000000001,0.4,0.8,0.2,0.1,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.24973027281302296,0.3222098919951044,0.3074242439930332,0.4456128614916479,0.44923953259741256,0.39710602606459744,0.394708456922329,0.3354565718065114,0.4366196397716164,0.4824196578063924,4.9525859874573115,2.6332403718525836,3.5537047326914717,2.737089716571567,3.6387734109284424,3.4049626532102732,4.216050172262161,4.293557645897191,4.411832144298229,2.709277077162083,1.669538116222827,0.9610931101608654,0.9610931101608654,0.9610931101608654,1,1,1,1
19,10,3,3,0.23918797077054066,0.4865775473091245,0.3556379386313627,0.17560670388325875,0.5362202162178195,0.14289010765341167,0.7762541503845737,0.3835920058273441,0.09906974069744577,0.05845694157054315,0.8,1.0,0.6,0.4,0.7000000000000001,0.30000000000000004,0.9,0.5,0.2,0.1,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.23107611971301995,0.23507169122993402,0.3189489217477536,0.30013514082247766,0.22872880741208484,0.2282545160096302,0.31912440472423065,0.22633776509803885,0.22450567169927352,0.3317333543757991,3.536607993683682,3.9796439974387563,4.290478288350478,4.838846916962282,3.7665386812685453,4.940492453016322,3.3473814429582363,2.1145746537439334,2.3315409075731792,2.637628571502853,1.7948497566699912,0.4451339079579463,0.4451339079579463,0.4451339079579463,1,1,1,1
20,10,3,3,0.4612043104998116,0.446299818651611,0.474649155445496,0.29336810195323487,0.459042201289303,0.17263721498178775,0.5801117919129557,0.31180386412574723,0.03156015918238833,0.1770730476249631,1.0,0.9,0.8,0.5,0.6,0.30000000000000004,0.7000000000000001,0.4,0.1,0.2,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.48905723916414884,0.4412182522785442,0.4724515901156644,0.4633568534359317,0.2500457376327096,0.46507773074361775,0.41525814581645926,0.4209139107606141,0.45239800197665886,0.31950160328863136,3.5698150459026516,3.9099820418950224,3.7724211228307776,2.9924349284575285,4.368953661725041,2.2816345204512287,2.186685993331016,2.71587914541226,4.835065843344701,3.4213141077009652,1.1210190076697137,0.293508534199104,0.293508534199104,0.293508534199104,1,1,1,1
21,10,3,3,0.2740292329747034,0.17527942284104392,0.41024502058965207,0.6376544672412884,0.37442302758765905,0.16900274737957097,0.3260084072874785,0.0657914988691421,0.2283304638324959,0.05503653226967477,0.9,0.6,0.8,1.0,0.7000000000000001,0.4,0.5,0.2,0.30000000000000004,0.1,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.2861974746027883,0.4765934413159072,0.24252460441485202,0.20401478373353474,0.31994075950917744,0.31301767240101097,0.446116722841543,0.2507133123949936,0.2551756652082422,0.21927953743752887,2.769542669832082,3.332960592667666,2.576322254016109,2.7010741133055998,2.311655363564263,3.6743224358716207,4.658104424614197,4.334373439181252,3.406267665095352,2.880833738555546,1.1312977107237223,0.7564769099629685,0.7564769099629685,0.7564769099629685,1,1,1,1
22,10,3,3,0.3013142588841282,0.419453030095087,0.636066147868771,0.2360966137699576,0.337220654642199,0.15900224335872132,0.8392982373215458,0.20979765926868055,0.14168015439817871,0.07677999730024329,0.7000000000000001,0.8,0.9,0.5,0.6,0.4,1.0,0.30000000000000004,0.2,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.42464060460625563,0.2452309221729571,0.4941341000814039,0.3686499713863365,0.3578991710777244,0.45944329031173503,0.44341614287866105,0.22476897222970726,0.30448169651050705,0.27238085589932853,2.278338490399978,2.2357630056462794,3.0429823774448317,3.4827723455184434,3.1130291950287776,4.030166155641247,3.9906703988426093,4.495814445405949,3.127480684646358,4.605396413553124,1.3191820087235562,0.7216087932983506,0.7216087932983506,0.7216087932983506,1,1,1,1
23,10,3,3,0.3191851557467241,0.6939810216512932,0.14602423641551066,0.39518659280639457,0.7006662698959945,0.5263480354483041,0.08690847365828476,0.39811337695392657,0.22017285266961156,0.03493542642982711,0.8,1.0,0.4,0.6,0.9,0.7000000000000001,0.2,0.5,0.30000000000000004,0.1,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.29900172825872745,0.3951391575729407,0.23905811788340137,0.3109625178902781,0.24631329734037932,0.32990575007038087,0.32847699954622767,0.3565760635017112,0.24497301545734088,0.3300676794419827,2.0573641862408834,4.42132264538394,4.414286910678907,3.030753307894073,4.039440366920952,4.411431395919948,2.007837954882074,4.510033191099726,2.0037947961158658,4.318411051817443,1.2688195372138327,0.6618229085734779,0.6618229085734779,0.6618229085734779,1,1,1,1
24,10,3,3,0.1584825641477562,0.1401307603273409,0.5059335768356767,0.6465456799308708,0.16345404367209654,0.5100374035050885,0.8536503148430366,0.03480283281429669,0.25724856072853103,0.1703970133785729,0.6,0.5,0.8,0.9,0.4,0.7000000000000001,1.0,0.1,0.30000000000000004,0.2,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.35267258966007675,0.43986074973649014,0.3976182927406735,0.22941167309963484,0.25855441322249123,0.4828030045339628,0.34305215287032864,0.22413130371287904,0.32852193760977966,0.21855272937531353,3.1638202766722503,2.6738220184186066,2.3657084253655456,3.3048311700876005,2.6018355408173783,2.184890305428463,3.8013690112956224,3.17912108240194,3.6261316265813015,3.117846441459321,1.9889166602661075,0.3369087591872437,0.3369087591872437,0.3369087591872437,1,1,1,1
25,10,3,3,0.3467970221532901,0.4648542560695699,0.43498404374623933,0.1827607522125584,0.8807028224003338,0.23653730911330045,0.5382357184592875,0.14514128660578138,0.4465172695938678,0.07186460084244248,0.8,0.9,0.7000000000000001,0.4,1.0,0.30000000000000004,0.6,0.2,0.5,0.1,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.3403475366770152,0.4324478373381177,0.44864179891943406,0.47643228321992304,0.2901863349877506,0.23700952474064785,0.2156326609322647,0.3698079102079219,0.3303914939339908,0.2674206965819266,3.602125423948317,4.5367487905434265,3.417982860937663,4.55506629259607,2.4859470689675276,4.558630334015823,2.489091371334567,3.7038051868900945,4.9318437968801465,4.625977107788698,1.3329088077047175,0.9833130528898248,0.9833130528898248,0.9833130528898248,1,1,1,1
26,10,3,3,0.2013111613332823,0.548802803691317,0.15899232407737607,0.4777668462332363,0.12249278801161201,0.14916379368450086,0.8785982744541313,0.5075252157158181,0.11947045157243195,0.06407804875250227,0.7000000000000001,0.9,0.5,0.8,0.4,0.30000000000000004,1.0,0.6,0.2,0.1,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.22858514880405786,0.27790988508273495,0.2785171507198881,0.4332267639246637,0.4751006162763095,0.4170498966842525,0.27800520659225514,0.2763829973965497,0.33656266578106364,0.4656323039044049,4.728951237048782,2.8294898181540873,4.124230817112558,2.8694392576443257,2.745335859193255,3.7098203706059123,4.578889177810407,3.891651709201912,2.0278206405596624,4.241962609507683,1.2741679336499372,0.41093685115451983,0.41093685115451983,0.41093685115451983,1,1,1,1
