"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","p_11","p_12","p_13","p_14","p_15","p_16","p_17","p_18","p_19","p_20","surplus"
37,20,5,3,0.72308699585611,1.24,1.24,1.44,1.31,1.2,1.18,1.48,1.18,1.3,1.18,1.18,1.44,1.18,1.74,1.6,1.18,1.18,1.18,1.35,1.18,1.42336948135999
38,20,5,3,0.909944721131413,1.43,1.35,1.45,1.41,1.51,1.35,1.35,1.81,1.75,1.8,1.35,1.41,1.97,1.35,1.41,1.35,1.6,1.35,1.35,1.35,1.53103828376246
39,20,5,3,0.670036101938391,1.09,1.21,1.02,1.5,1.18,1.56,1.65,1.51,1.32,1.19,1.4,1.02,1.02,1.07,1.36,1.13,1.02,1.02,1.29,1.02,1.42979732248807
40,20,5,3,0.904279598930913,1.37,1.37,1.37,1.71,1.39,1.77,1.6,1.48,1.37,1.41,1.37,1.37,1.59,1.83,1.37,1.37,1.37,1.37,1.37,1.37,1.69658086316624
41,20,5,3,1.213094019849,1.72,1.81,1.72,1.72,1.81,1.76,1.72,1.72,2.15,2.03,1.79,2.27,1.72,1.9,1.72,1.72,1.72,1.72,1.72,1.72,1.83379260423553
42,20,5,3,1.26267874557867,1.93,2.01,2.08,1.93,2.03,2.01,2.27,1.93,1.93,1.93,2.45,1.93,1.93,2.01,2.22,2.13,1.93,2,1.93,1.93,1.45080792335946
43,20,5,3,1.44297655391392,2.07,1.97,2.1,2,1.91,1.91,2.27,1.91,2.12,1.91,2.36,2.33,1.96,1.91,1.91,2.28,1.91,2.18,1.91,1.91,1.81348397060117
44,20,5,3,1.11829105075256,1.52,1.78,1.54,1.76,1.52,1.84,1.52,1.59,2.02,1.52,2.12,1.85,1.52,1.78,1.6,1.52,1.8,1.52,1.52,1.52,1.85177857503249
45,20,5,3,2.08488874359852,2.86,2.86,2.86,2.86,2.86,2.86,2.95,3.1,3.26,2.86,3.26,2.93,2.86,2.86,2.86,2.87,2.97,2.86,2.86,2.86,1.64553124829985
46,20,5,3,0.575373021895078,1.25,0.94,0.94,1.21,1.13,1.21,0.98,0.94,1.41,0.94,0.94,1.53,1.65,1.33,1.16,1.02,1.13,0.94,0.94,0.94,1.34104732999737
47,20,5,3,0.952046969170153,1.65,1.58,1.58,1.77,1.72,1.58,1.58,1.79,1.58,1.58,1.58,1.71,1.58,1.58,1.58,1.58,1.73,1.58,1.58,1.58,1.6784350212445
48,20,5,3,1.21214714822993,1.82,1.85,1.82,1.85,1.82,2.02,1.82,1.82,1.82,1.82,1.82,1.99,2.1,2.05,1.82,1.98,1.82,1.82,1.82,1.82,1.54077796559488
49,20,5,3,1.32691102742628,1.97,2.12,1.97,1.97,1.98,1.98,1.97,2.13,2.3,2.35,1.97,2.26,1.97,1.97,1.97,1.97,2.03,2.09,1.97,1.97,1.51883998218071
50,20,5,3,2.78018641206539,3.72,3.72,3.76,3.72,3.73,3.84,3.72,3.72,3.72,3.75,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,1.90286313912587
51,20,5,3,1.67874392893627,2.36,2.31,2.49,2.31,2.31,2.45,2.44,2.31,2.31,2.7,2.33,2.31,2.31,2.31,2.31,2.31,2.31,2.58,2.31,2.31,1.81942765445211
52,20,5,3,0.842929337396079,1.34,1.33,1.26,1.52,1.41,1.26,1.82,1.58,1.26,1.26,1.34,1.54,1.41,1.74,1.51,1.26,1.26,1.27,1.26,1.26,1.6019677839349
53,20,5,3,1.94605775918357,2.7,2.76,2.7,2.99,2.7,2.76,2.7,2.7,2.93,2.7,2.9,2.88,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.81631905282727
54,20,5,3,1.25281832699082,1.78,1.77,1.77,1.91,1.77,1.8,1.87,1.92,1.8,1.77,1.77,1.77,2.13,1.96,1.77,1.83,1.87,1.77,1.77,1.77,1.80711390277004
55,20,5,3,1.93219893309108,2.68,2.68,2.68,2.77,2.68,2.69,2.68,2.68,2.68,2.68,2.95,2.77,2.68,2.68,3.13,2.68,2.68,2.68,2.68,2.68,1.77949086266021
56,20,5,3,0.96979312074688,1.53,1.65,1.49,1.49,1.66,1.49,1.58,1.49,1.71,1.68,1.49,1.49,1.49,1.99,1.49,1.62,1.49,1.49,1.49,1.49,1.72769009953198
57,20,5,3,0.597754752604891,1.14,0.96,1.24,1.12,1.4,0.92,1.07,1.07,1.56,0.92,1.21,0.92,1.43,0.92,1.11,1.5,1.42,0.92,0.92,1.13,1.3315570084641
58,20,5,3,1.47149240901038,2.3,2.05,2.05,2.18,2.08,2.18,2.46,2.05,2.09,2.46,2.05,2.05,2.54,2.05,2.05,2.28,2.09,2.05,2.05,2.05,1.64878331045311
59,20,5,3,1.22391600671748,1.8,1.8,1.8,1.93,1.8,1.95,1.8,1.93,1.8,1.88,1.81,2.29,1.8,1.8,1.8,1.8,1.8,2.01,1.8,1.8,1.83209926669642
60,20,5,3,1.82383571821894,2.63,2.63,2.68,2.63,2.63,2.63,2.96,2.89,2.63,2.81,2.63,2.63,2.63,2.79,2.63,2.63,2.63,2.63,2.63,2.63,1.58362493254981
61,20,5,3,1.43325849036851,1.96,2.08,2.03,2.14,2.1,1.92,2.26,2.1,1.92,2.13,1.92,1.92,2.01,1.97,2.22,2.14,1.92,1.92,1.92,1.92,1.864082791299
62,20,5,3,1.60494968767555,2.2,2.27,2.2,2.52,2.2,2.2,2.37,2.2,2.27,2.2,2.2,2.68,2.2,2.2,2.56,2.29,2.33,2.2,2.2,2.2,1.77871403091974
63,20,5,3,2.43477650579102,3.17,3.17,3.17,3.17,3.2,3.17,3.4,3.46,3.17,3.17,3.17,3.17,3.41,3.65,3.24,3.17,3.27,3.17,3.17,3.17,1.88091340634541
64,20,5,3,1.87864479964185,2.72,2.61,2.61,2.61,2.61,2.61,2.94,2.85,2.61,2.84,2.61,2.88,2.75,2.63,2.61,2.61,2.61,2.61,2.61,2.61,1.72526787092268
65,20,5,3,1.03054503385542,1.59,1.58,1.46,1.43,1.68,1.75,1.43,1.73,1.92,1.52,1.62,1.43,1.43,1.76,1.43,1.43,1.43,1.65,1.43,1.43,1.81248364303731
66,20,5,3,0.918822896763274,1.52,1.66,1.42,1.63,1.42,1.53,1.42,1.43,1.42,1.73,1.59,1.42,1.42,1.84,1.42,1.42,1.42,1.42,1.44,1.42,1.57806346514026
67,20,5,3,0.736654340229772,1.23,1.24,1.22,1.52,1.15,1.15,1.24,1.15,1.16,1.33,1.71,1.43,1.4,1.65,1.57,1.15,1.15,1.15,1.15,1.15,1.45972290384855
68,20,5,3,1.5933757124335,2.31,2.31,2.34,2.31,2.32,2.31,2.31,2.31,2.57,2.31,2.38,2.31,2.38,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.78169773703933
69,20,5,3,0.803802761923133,1.41,1.29,1.43,1.27,1.27,1.27,1.37,1.67,1.3,1.27,1.27,1.69,1.27,1.31,1.27,1.67,1.27,1.5,1.27,1.27,1.45474635870596
70,20,5,3,1.03818376213315,1.56,1.86,1.73,1.6,1.55,1.86,1.95,1.55,1.76,1.55,2.07,2.18,1.95,1.55,1.55,1.55,1.78,1.55,1.55,1.55,1.51227200052818
71,20,5,3,2.21952538971976,2.98,2.98,2.98,3.22,2.98,2.98,2.98,3.17,3.13,2.98,3.12,2.98,2.98,2.98,3.49,3.05,2.98,2.98,2.98,2.98,1.69455594513819
72,20,5,3,1.25500977121926,1.93,1.93,1.93,1.93,1.93,1.93,2.1,1.93,1.93,1.93,1.93,1.93,1.93,1.93,2.08,1.93,1.93,1.93,1.93,1.93,1.82825430559465
73,20,5,3,2.08259487920805,2.77,2.76,2.73,2.79,2.73,2.73,2.73,2.98,2.82,2.88,2.98,2.73,2.76,2.73,3.2,2.73,2.73,2.73,2.73,2.73,1.86815806064944
74,20,5,3,1.74537429178944,2.3,2.35,2.3,2.3,2.3,2.48,2.3,2.68,2.41,2.46,2.3,2.3,2.34,2.61,2.3,2.3,2.3,2.3,2.3,2.3,2.05534020973709
75,20,5,3,0.607461844546637,1.08,1.14,1.01,1.01,1.21,1.23,1.05,1.49,1.01,1.19,1.01,1.14,1.01,1.01,1.19,1.43,1.09,1.01,1.05,1.01,1.37147517135113
76,20,5,3,1.69662825819437,2.41,2.5,2.43,2.41,2.48,2.41,2.41,2.41,2.43,2.76,2.41,2.58,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.46,1.75206077335011
77,20,5,3,0.823415124760186,1.26,1.25,1.25,1.25,1.46,1.25,1.67,1.47,1.67,1.41,1.81,1.25,1.87,1.25,1.3,1.36,1.25,1.25,1.25,1.25,1.5795817839475
78,20,5,3,2.43722639742804,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.29,3.34,3.29,3.29,3.29,3.29,3.29,3.47,3.29,3.29,3.29,3.29,1.93824922937256
79,20,5,3,0.826289150065589,1.34,1.47,1.45,1.61,1.34,1.34,1.46,1.42,1.34,1.34,1.34,1.34,1.8,1.34,1.43,1.4,1.34,1.34,1.34,1.34,1.49620668902298
80,20,5,3,0.924089435392095,1.35,1.6,1.35,1.54,1.63,1.35,1.45,1.35,1.76,1.86,1.35,1.65,1.35,1.35,1.49,1.35,1.4,1.35,1.35,1.35,1.65978263639413
81,20,5,3,1.78998756995066,2.56,2.56,2.6,2.56,2.56,2.56,2.56,2.56,2.56,2.88,2.56,2.56,2.56,2.56,2.88,2.56,2.56,2.56,2.56,2.56,1.63195059086922
82,20,5,3,0.911582736524318,1.35,1.55,1.35,1.51,1.41,1.54,1.86,1.35,1.87,1.35,1.44,1.35,1.87,1.35,1.81,1.35,1.35,1.53,1.35,1.35,1.70700683350898
83,20,5,3,2.19096528757082,2.98,2.98,3.03,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,3.18,3.14,2.98,2.98,2.98,2.98,2.98,2.98,2.98,1.76150990076519
84,20,5,3,0.71089406553848,1.18,1.19,1.31,1.24,1.58,1.18,1.7,1.52,1.47,1.18,1.27,1.51,1.67,1.37,1.24,1.18,1.18,1.18,1.18,1.18,1.44502744748624
85,20,5,3,2.09336482297202,2.9,2.9,2.9,2.9,2.9,2.96,3.06,2.9,2.9,2.9,3.02,2.9,2.9,2.9,2.9,3,2.93,2.9,2.9,2.9,1.69413290720408
86,20,5,3,1.25003311947176,1.88,1.88,1.95,1.88,2.09,1.88,1.93,1.88,2.2,1.88,2.26,1.88,2.13,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.64757133677625
87,20,5,3,0.792352960811404,1.3,1.38,1.26,1.46,1.23,1.32,1.23,1.23,1.23,1.4,1.23,1.79,1.23,1.23,1.23,1.81,1.23,1.38,1.44,1.23,1.53965360182605
88,20,5,3,2.62414625763622,3.35,3.42,3.35,3.35,3.35,3.35,3.4,3.65,3.5,3.66,3.35,3.35,3.63,3.35,3.35,3.35,3.35,3.48,3.35,3.35,1.96593687338342
89,20,5,3,1.00399495120998,1.42,1.61,1.42,1.42,1.42,1.83,1.42,1.72,1.69,1.65,1.97,1.42,1.62,1.42,1.57,1.42,1.42,1.42,1.42,1.42,1.7690517420411
90,20,5,3,0.823706431259806,1.42,1.57,1.63,1.4,1.37,1.37,1.43,1.58,1.75,1.37,1.42,1.85,1.37,1.64,1.6,1.37,1.37,1.37,1.37,1.37,1.3638913855011
91,20,5,3,1.38490003192196,2,1.86,2.15,2.02,2.13,2.2,1.86,1.86,1.88,2.16,2.32,2.04,2.09,1.86,1.86,1.86,2.23,1.86,1.86,1.86,1.82786622625437
92,20,5,3,0.952760035939195,1.51,1.57,1.7,1.49,1.49,1.84,1.8,1.49,1.73,1.49,1.7,1.52,1.49,2.06,1.59,1.49,1.49,1.49,1.49,1.49,1.51698484487308
93,20,5,3,1.90142686419908,2.59,2.62,2.59,2.59,2.85,2.95,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.87,2.79,2.65,2.94,2.59,2.59,2.59,1.81753235168367
94,20,5,3,1.64240575723868,2.26,2.26,2.26,2.48,2.26,2.26,2.58,2.49,2.26,2.26,2.26,2.26,2.33,2.46,2.56,2.53,2.26,2.26,2.26,2.26,1.83060995898582
95,20,5,3,2.20112616709213,2.92,2.92,2.92,2.96,2.92,3.05,3.17,2.92,2.92,2.92,2.99,2.93,2.92,3.15,2.92,2.92,2.92,2.92,2.92,2.92,1.83207316218352
96,20,5,3,1.2929411559741,1.9,1.9,1.9,1.9,1.9,1.9,1.93,1.9,1.9,1.9,1.9,2.18,1.9,1.9,2.17,1.9,1.9,1.9,1.9,1.9,1.7901248788679
97,20,5,3,0.818869075540251,1.32,1.59,1.38,1.48,1.29,1.44,1.33,1.29,1.49,1.82,1.79,1.51,1.75,1.29,1.35,1.29,1.31,1.29,1.29,1.29,1.39582917184545
98,20,5,3,0.99958449691875,1.61,1.57,1.44,1.6,1.79,1.57,1.99,1.44,1.99,1.44,1.68,1.44,1.55,1.9,1.68,1.6,1.58,1.44,1.44,1.44,1.56104912040988
99,20,5,3,0.896727082115926,1.36,1.3,1.42,1.66,1.55,1.35,1.56,1.29,1.29,1.29,1.29,1.79,1.31,1.5,1.29,1.29,1.63,1.29,1.35,1.29,1.64010502751758
100,20,5,3,0.803619541535269,1.37,1.16,1.47,1.35,1.17,1.61,1.27,1.62,1.31,1.59,1.45,1.57,1.15,1.15,1.24,1.31,1.15,1.38,1.15,1.21,1.62067323101844
