"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
28,10,3,3,1.11014463714704,1.77,1.94,2.09,1.77,1.99,1.91,1.77,1.77,1.77,1.77,1.33591773477708
29,10,3,3,0.829550469044245,1.39,1.5,1.55,1.54,1.3,1.72,1.44,1.54,1.3,1.41,1.24305245466705
30,10,3,3,0.394824364627062,0.81,0.87,1.18,0.8,0.97,1.3,1.51,0.8,0.97,0.8,0.877635140244566
31,10,3,3,0.512151208128396,0.99,1.14,1.25,1.03,0.99,1.26,1.22,0.99,0.99,1.04,1.24838268280694
32,10,3,3,0.975820069019684,1.64,1.59,1.59,1.59,1.59,1.59,1.91,1.59,1.59,1.59,1.38110392665253
33,10,3,3,0.226537262289547,0.97,0.78,0.74,0.84,0.68,1.21,0.82,0.62,0.6,0.6,0.719775276239865
34,10,3,3,1.25388250436604,2.02,2.02,2.02,2.02,2.02,2.02,2.38,2.23,2.02,2.02,1.37484661349693
35,10,3,3,0.529054910731699,1.21,1.44,1.3,1.29,1.21,1.09,1.11,1.09,1.09,1.09,0.933053771685518
36,10,3,3,1.08151940736058,1.88,1.88,1.88,1.88,1.88,1.96,1.88,1.88,1.88,1.88,1.17107071387907
37,10,3,3,0.341945766374307,0.83,0.86,1.12,0.91,0.88,0.8,0.76,0.68,0.78,0.68,0.956447848095023
38,10,3,3,0.746942054791429,1.24,1.2,1.55,1.32,1.2,1.76,1.2,1.61,1.2,1.2,1.42120147808378
39,10,3,3,1.27612492508746,2.01,2.03,2.14,2.33,2.03,2.01,2.01,2.1,2.01,2.01,1.30295751743333
40,10,3,3,0.342576737770985,0.9,0.83,0.8,0.84,0.89,0.74,0.71,0.71,0.96,0.71,0.966404358926891
41,10,3,3,0.572951892597869,1.11,1.35,1.01,1.33,1.01,1.01,1.01,1.43,1.36,1.01,1.06458152838763
42,10,3,3,1.02496143530407,1.78,1.65,1.79,1.65,1.65,1.65,1.89,1.65,1.65,1.65,1.28317685093969
43,10,3,3,0.861835907017054,1.53,1.53,1.53,1.86,1.53,1.53,1.73,1.57,1.53,1.53,1.20145452771966
44,10,3,3,0.525566299848682,1.24,0.99,1.26,0.91,1.02,1.37,0.89,0.89,1.3,0.89,1.14299141778925
45,10,3,3,0.520942074980865,1.16,1.1,1.22,1.12,0.93,1.05,1.04,0.93,0.93,0.93,1.10234425528773
46,10,3,3,0.648668218321788,1.24,1.4,1.36,1.26,1.19,1.19,1.19,1.82,1.24,1.19,1.10799280870332
47,10,3,3,0.481036230363868,1.09,1.1,1.04,0.93,0.91,0.83,0.95,1.3,0.83,0.88,1.11218109704358
48,10,3,3,0.559961992984737,1.11,1.25,1.14,1.58,1.08,1.05,1.3,1.05,1.16,1.05,1.02646718111936
49,10,3,3,0.587787311722843,1.19,1.19,1.58,1.55,1.19,1.48,1.23,1.19,1.19,1.19,1.11123680530892
50,10,3,3,0.843383837725207,1.44,1.44,1.53,1.44,1.44,1.44,1.89,1.44,1.44,1.44,1.16168491403684
51,10,3,3,0.701291499899007,1.27,1.36,1.27,1.37,1.27,1.27,1.79,1.27,1.27,1.27,1.13990946419369
52,10,3,3,0.315330572826512,0.91,0.87,0.77,0.72,1.11,0.62,0.62,0.85,1.05,0.62,0.93735380511039
53,10,3,3,0.561992939184613,1.17,1.2,1.04,1.04,1.19,1.43,1.04,1.04,1.04,1.04,1.28287114015742
54,10,3,3,0.442537768958934,1.04,1.04,1.04,1.24,1.45,1.04,1.04,1.04,1.04,1.04,1.14338138399919
55,10,3,3,0.332831790491741,0.82,1.09,0.74,0.91,1.24,1.07,0.82,0.93,0.74,0.74,0.92417262603786
56,10,3,3,1.06004382398935,1.7,1.7,1.7,1.81,1.7,1.7,1.7,1.7,1.7,1.7,1.31943292904516
57,10,3,3,0.401237126998445,1.04,1,0.87,1.21,0.8,1.13,0.8,0.99,0.8,0.8,0.960419765313322
58,10,3,3,0.756233410171381,1.4,1.27,1.65,1.47,1.34,1.56,1.27,1.29,1.27,1.27,1.18570126506299
59,10,3,3,0.651824793033769,1.2,1.36,1.2,1.2,1.6,1.2,1.46,1.2,1.2,1.2,1.4011279879846
60,10,3,3,0.683804244705786,1.32,1.27,1.27,1.5,1.72,1.27,1.27,1.5,1.27,1.27,1.13121709776441
61,10,3,3,0.949484819535111,1.78,1.74,1.74,1.74,1.74,2.12,1.88,1.74,1.74,1.74,1.21348345292289
62,10,3,3,0.475326867154368,0.89,1.02,1.27,1.4,0.91,0.87,1.34,0.87,1.06,0.87,1.07041798945963
63,10,3,3,0.691623326100883,1.24,1.29,1.23,1.23,1.23,1.82,1.23,1.45,1.78,1.23,1.13330392437164
64,10,3,3,0.296141812523677,0.94,1.04,0.78,0.89,0.65,1.06,0.83,0.66,0.65,0.65,0.880340271494801
65,10,3,3,0.469701986411556,0.94,0.88,1.2,1.12,1.13,0.88,0.88,1.01,0.88,0.88,1.12300031844314
66,10,3,3,0.599145636813033,1,0.99,1.45,1.33,1.47,1.2,1.06,0.99,1.05,0.99,1.31042299531993
67,10,3,3,0.466950019288778,1.05,1.04,0.96,0.96,1.18,1.33,0.99,0.96,0.96,0.96,1.02128451589091
68,10,3,3,0.72121119167665,1.28,1.28,1.28,1.41,1.33,1.28,1.59,1.29,1.28,1.28,1.31503365347992
69,10,3,3,1.07693012023797,1.93,1.99,2.16,1.93,1.93,1.93,1.93,2.01,1.95,1.93,1.22860003486908
70,10,3,3,0.780659783661478,1.43,1.25,1.58,1.79,1.25,1.6,1.25,1.27,1.5,1.25,1.29513619642823
71,10,3,3,1.10670079299486,1.7,1.7,1.83,1.83,1.82,1.7,1.73,1.7,1.7,1.87,1.39190658659857
72,10,3,3,0.580956143396845,1.18,1.1,1.28,1.5,1.1,1.1,1.45,1.1,1.16,1.1,1.27482121466157
73,10,3,3,1.22875447290773,1.91,1.85,2.16,1.98,1.81,1.81,1.81,1.81,2.06,1.81,1.40462525743415
74,10,3,3,1.27880488844572,1.84,1.86,2.29,1.8,1.8,2.48,2.31,1.8,1.8,2.06,1.52128920959624
75,10,3,3,0.509836457261174,1.14,1.09,0.94,1.1,0.94,0.94,0.94,0.94,1.1,0.94,1.10133401212715
76,10,3,3,0.499525788756363,1.17,0.93,1.14,1.29,1.41,0.89,1.24,0.89,1.08,0.89,1.02991298286508
77,10,3,3,0.95873331789804,1.57,1.57,1.76,1.9,1.77,1.57,1.59,1.57,1.57,1.57,1.34126972998542
78,10,3,3,0.792006743513315,1.33,1.33,1.64,1.33,1.78,1.33,1.61,1.51,1.33,1.33,1.23989817293844
79,10,3,3,0.643523516195087,1.15,1.16,1.12,1.11,1.46,1.42,1.11,1.15,1.11,1.11,1.15345776635237
80,10,3,3,0.713299850179944,1.28,1.14,1.53,1.13,1.42,1.76,1.13,1.34,1.13,1.13,1.35812494485631
81,10,3,3,0.900813981806637,1.59,1.62,1.53,1.65,1.53,1.58,1.53,1.61,1.53,1.53,1.31500428144709
82,10,3,3,0.645533657202601,1.37,1.14,1.09,1.45,1.64,1.15,1.09,1.52,1.09,1.09,1.13542107162463
83,10,3,3,1.00617293434173,2,1.68,1.89,2.07,1.68,1.68,1.81,2.04,1.68,1.68,1.15625843087227
84,10,3,3,0.407083402550436,0.87,1.1,1.12,0.75,0.95,1.08,0.72,0.71,1.09,0.89,1.00358410412596
85,10,3,3,0.561585601944955,1.07,1.04,1,1,1.51,1.63,1,1,1.35,1,1.12265163456025
86,10,3,3,0.790318238182136,1.3,1.18,1.33,1.18,1.46,1.18,1.75,1.18,1.24,1.18,1.50617895446272
87,10,3,3,0.649477709679579,1.35,1.25,1.25,1.32,1.31,1.25,1.67,1.25,1.25,1.25,1.12636319957865
88,10,3,3,0.629091162098854,1.24,1.52,1.15,1.15,1.61,1.15,1.5,1.23,1.15,1.15,1.04539052692459
89,10,3,3,0.769201593428285,1.46,1.61,1.39,1.35,1.86,1.32,1.65,1.27,1.29,1.27,1.23322159568753
90,10,3,3,0.672464260557927,1.26,1.25,1.25,1.78,1.5,1.25,1.63,1.44,1.27,1.25,1.13398052778185
91,10,3,3,1.08950193915613,1.72,1.72,1.87,1.72,1.99,1.72,2.23,1.72,1.72,1.72,1.29777714221913
92,10,3,3,1.16593040032683,1.88,2.05,1.89,1.88,2.05,1.88,1.88,1.88,1.91,1.88,1.32532186191704
93,10,3,3,0.589591507233413,1.27,1.35,1.12,1.66,1.02,1.27,1.02,1.39,1.12,1.02,1.2776740742142
94,10,3,3,0.81096785046349,1.52,1.65,1.57,1.67,1.52,1.52,1.52,1.52,1.52,1.52,1.16923154338468
95,10,3,3,1.05567354104333,1.66,1.84,1.72,1.66,1.74,1.87,1.66,1.66,1.66,1.66,1.40529930455386
96,10,3,3,0.736373736246293,1.36,1.41,1.63,1.39,1.72,1.44,1.2,1.36,1.3,1.2,1.1578678839341
97,10,3,3,0.454543454342439,1,0.92,1.38,1.05,0.92,1.41,0.92,1.04,1.34,0.92,0.954239170919726
98,10,3,3,0.649018402079957,1.26,1.44,1.25,1.39,1.6,1.25,1.35,1.28,1.25,1.25,1.09736197660524
99,10,3,3,0.825822968441678,1.65,1.63,1.48,1.59,2.11,1.53,1.48,1.48,1.83,1.48,1.11269208874849
100,10,3,3,0.613372959487481,1.1,1.09,1.5,1.09,1.09,1.16,1.45,1.09,1.09,1.09,1.27749832167124
