"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
48,10,5,3,0.700816373686378,1.16,1.13,1.1,1.6,1.35,1.1,1.18,1.1,1.17,1.1,1.44162661224459
49,10,5,3,1.66731559392023,2.38,2.38,2.38,2.58,2.71,2.38,2.38,2.38,2.38,2.38,1.66279794101905
50,10,5,3,0.697444064071032,1.24,1.24,1.28,1.24,1.39,1.24,1.24,1.26,1.24,1.24,1.27379034139196
51,10,5,3,1.75702201088706,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.95,2.46,2.46,1.71741515854105
52,10,5,3,1.87195004236591,2.54,2.62,2.54,2.54,2.61,2.84,2.54,2.54,2.81,2.54,1.76673256011947
53,10,5,3,1.12985857794369,1.85,1.84,1.84,2.08,2.21,1.84,1.84,1.84,1.84,1.84,1.57525472787425
54,10,5,3,0.628743358990351,1.21,1.12,1.14,1.09,1.54,1.45,1.08,1.12,1.08,1.08,1.38513974671995
55,10,5,3,0.601066171981557,1.1,1.3,1.1,1.63,1.25,1.49,1.6,1.16,1.1,1.1,1.25175242668624
56,10,5,3,1.80775410876343,2.44,2.45,2.44,2.79,2.44,2.5,2.44,2.44,2.64,2.44,1.75013702717576
57,10,5,3,1.11804258819077,1.74,1.74,1.76,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.55686023098097
58,10,5,3,0.42436474406972,0.91,1.22,1.02,1.12,0.87,0.87,0.87,0.87,1.11,0.87,1.13893910904115
59,10,5,3,0.769063874984922,1.23,1.37,1.37,1.21,1.23,1.35,1.59,1.21,1.21,1.21,1.50612320583363
60,10,5,3,1.92967459227198,2.65,2.65,2.65,2.71,2.98,2.65,2.65,2.65,2.65,2.65,1.69388670303674
61,10,5,3,1.35179888354161,2.19,2.19,2.19,2.19,2.2,2.19,2.19,2.19,2.19,2.19,1.33631413051621
62,10,5,3,0.689791051172076,1.44,1.27,1.47,1.29,1.03,1.27,1.07,0.98,1.43,1.06,1.45873925831387
63,10,5,3,1.22328422112831,1.71,1.82,1.71,2.11,1.82,1.71,1.71,1.71,1.84,1.71,1.77515120754558
64,10,5,3,0.649117557690663,1.19,1.43,1.15,1.23,1.46,1.15,1.41,1.15,1.15,1.15,1.2022150733026
65,10,5,3,1.25837298519893,2.06,2.05,2.05,2.05,2.28,2.05,2.05,2.21,2.05,2.05,1.45124102707976
66,10,5,3,1.20356837491177,1.78,1.89,1.78,1.78,1.78,2.02,1.78,1.9,1.78,1.78,1.83832317474136
67,10,5,3,0.920704520535401,1.45,1.47,1.37,1.48,1.37,1.4,1.73,2.04,1.37,1.37,1.5160627870343
68,10,5,3,0.984653825479806,1.43,1.55,1.42,1.42,1.64,1.42,1.42,1.42,1.42,1.42,1.71976443275212
69,10,5,3,0.75522573681296,1.27,1.23,1.23,1.8,1.55,1.37,1.52,1.25,1.23,1.23,1.31804979495342
70,10,5,3,1.24707598614939,2.18,2.18,2.18,2.18,2.18,2.18,2.35,2.18,2.18,2.18,1.31576086763001
71,10,5,3,1.67833482927823,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.71197531570246
72,10,5,3,1.1592026696865,1.88,2.05,1.99,1.88,1.88,2.03,1.88,1.88,1.88,1.88,1.40173427519908
73,10,5,3,1.15889622019764,1.57,1.79,1.94,1.53,1.53,1.89,1.81,1.58,1.53,1.53,1.8361892161427
74,10,5,3,0.96080669225887,1.41,1.6,1.72,1.41,1.41,1.41,1.75,1.41,1.41,1.41,1.70412245885692
75,10,5,3,1.52629474195402,2.46,2.38,2.38,2.42,2.65,2.38,2.38,2.38,2.38,2.38,1.43032682965278
76,10,5,3,1.91020264272939,2.64,2.64,2.64,2.64,2.78,3,2.64,3.12,2.64,2.64,1.76114237053266
77,10,5,3,0.988673905049009,1.6,1.5,1.8,1.5,1.57,1.5,1.84,1.5,1.5,1.5,1.6597417925251
78,10,5,3,1.22672630067837,2.02,2.15,1.86,1.69,1.82,2.02,2.15,1.69,1.69,1.69,1.61724697529348
79,10,5,3,2.07228876753337,2.8,2.8,2.8,2.89,2.8,2.8,2.8,2.8,2.8,2.8,1.79072946095152
80,10,5,3,1.75828109863225,2.61,2.61,2.72,2.61,2.61,2.66,2.61,2.61,2.61,2.61,1.79290995911145
81,10,5,3,0.892555096758727,1.64,1.56,1.55,1.52,1.47,1.47,1.57,1.47,1.47,1.47,1.33027263928962
82,10,5,3,0.783001384660237,1.55,1.23,1.43,1.23,1.23,1.53,1.23,1.83,1.23,1.23,1.32600033169316
83,10,5,3,1.84564665503825,2.76,2.76,2.76,2.76,2.81,2.76,2.76,2.76,2.76,2.76,1.55618083999005
84,10,5,3,0.752703543181749,1.33,1.31,1.31,1.31,1.31,1.48,1.84,1.31,1.31,1.31,1.30878421252972
85,10,5,3,0.416931713029902,0.9,1.04,1.2,1,0.84,1.01,0.92,0.84,0.84,0.84,1.06657644986825
86,10,5,3,1.32329975900693,2.06,1.97,2.39,1.97,2.35,2.18,1.97,1.97,2.54,1.97,1.36818103747098
87,10,5,3,1.06315413818874,1.58,1.67,1.88,1.8,1.58,2.08,1.58,1.64,1.59,1.58,1.52720889225056
88,10,5,3,0.786052881793604,1.29,1.6,1.55,1.29,1.29,1.49,1.29,1.29,1.32,1.29,1.45883867369087
89,10,5,3,1.22284948979885,1.95,1.95,1.95,1.95,2.1,1.95,1.95,1.95,1.95,1.95,1.69397554610249
90,10,5,3,1.8372769026479,2.86,2.86,2.86,2.86,2.86,2.93,2.86,2.86,2.86,2.86,1.76992168765591
91,10,5,3,0.652920268408689,1.19,1.15,1.2,1.1,1.08,1.08,1.19,1.61,1.08,1.08,1.25547148331259
92,10,5,3,1.72773587500575,2.41,2.41,2.41,2.82,2.73,2.64,2.41,2.41,2.41,2.41,1.57713553989289
93,10,5,3,1.74270592670475,2.67,2.74,2.67,2.67,2.67,2.7,2.81,2.67,2.67,2.67,1.51562497517638
94,10,5,3,0.991483614622984,1.59,1.6,1.47,1.62,1.93,1.57,1.47,1.47,2.14,1.47,1.42077471926431
95,10,5,3,0.564224288847617,1.17,1.11,1.07,1.03,0.97,1.54,1.15,0.97,1.4,0.97,1.27149676449816
96,10,5,3,0.836056038294487,1.43,1.43,1.53,1.43,1.85,1.52,1.43,1.45,1.43,1.43,1.55737179868826
97,10,5,3,1.68509114237494,2.47,2.63,2.8,2.47,2.47,2.58,2.47,2.47,2.52,2.47,1.55317320946841
98,10,5,3,1.83253417220028,2.77,2.59,2.59,2.59,2.59,2.59,2.98,2.59,2.59,2.59,1.59938731873785
99,10,5,3,1.0681462755159,1.54,1.54,1.54,1.54,1.92,1.54,1.58,1.7,1.54,1.54,1.68021577580795
100,10,5,3,1.39762684340778,2.18,2,1.99,2.43,2.34,2.2,1.99,1.99,1.99,1.99,1.578005831211
