"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","p_6","p_7","p_8","p_9","p_10","surplus"
49,10,1,3,0.448432205696146,1.24,0.95,0.85,0.85,1.23,0.85,1.1,1.5,0.85,0.85,0.951756255614922
50,10,1,3,0.314575775725546,0.79,0.79,1.22,0.73,0.91,1.26,0.84,0.74,0.67,0.75,0.7572861006889
51,10,1,3,0.441114142959016,1.12,1.23,0.99,0.99,1.07,1.26,0.99,0.99,0.99,0.99,0.861257181163822
52,10,1,3,0.603341793593295,1.34,1.33,1.33,1.47,1.33,1.33,1.33,1.41,1.33,1.33,0.864464845277612
53,10,1,3,0.708936840496535,1.62,1.5,1.37,1.61,1.59,1.39,1.37,1.37,1.43,1.37,0.962792901612517
54,10,1,3,0.811794426971809,1.59,1.49,1.49,1.49,1.65,1.49,1.49,1.49,1.49,1.49,1.05463252621272
55,10,1,3,0.460764822772039,1.11,1.26,1.11,1.11,1.67,1.38,1.14,1.11,1.11,1.11,0.767849295809068
56,10,1,3,0.458372344286918,1.05,1.14,1,1.16,1.43,1,1.13,1,1.08,1,0.879137694203035
57,10,1,3,0.228499769387879,0.89,0.72,0.92,0.84,0.61,0.79,0.55,0.67,0.98,0.55,0.67727788732339
58,10,1,3,0.283704758705897,0.74,1.06,1.2,1.01,0.74,0.7,0.69,1.14,0.69,0.77,0.723834009603111
59,10,1,3,0.699336463902763,1.5,1.41,1.64,1.45,1.37,1.37,1.37,1.88,1.69,1.37,0.880125401516631
60,10,1,3,0.213208178678665,0.82,0.6,0.86,0.65,0.97,0.64,0.58,0.91,0.68,0.58,0.674071493517641
61,10,1,3,0.56308628104738,1.13,1.13,1.43,1.63,1.21,1.22,1.52,1.13,1.14,1.13,0.910089065466405
62,10,1,3,0.47055324000659,1.12,1.06,1.01,1.37,1.01,1.01,1.3,1.24,1.01,1.01,0.837681802810804
63,10,1,3,0.307860234484899,0.89,1.03,0.89,0.83,1.08,1.19,0.88,0.98,0.83,0.83,0.725557955000599
64,10,1,3,0.525596437584434,1,1.08,1,1.33,1.54,1.66,1.07,1,1.55,1,0.898007996933874
65,10,1,3,0.40033833492387,0.95,0.91,1.19,0.96,1.01,0.92,0.91,0.85,0.88,0.85,0.880041416770742
66,10,1,3,0.235407078388668,0.84,0.86,0.62,0.68,1.21,1.08,0.92,0.62,0.71,0.62,0.685407050140157
67,10,1,3,0.428211724686664,1.26,1.03,1.03,1.03,1.39,1.03,1.4,1.03,1.03,1.03,0.793867545706354
68,10,1,3,0.185328044073893,0.82,1.12,0.83,0.78,0.52,0.7,1.13,0.64,0.52,0.52,0.597660198768858
69,10,1,3,0.322763287419062,0.88,1.16,0.88,0.98,0.81,0.75,0.75,0.75,0.75,0.75,0.804841271239587
70,10,1,3,0.414575605073315,1,0.95,0.95,1.31,0.95,1.45,0.99,1.32,0.95,0.95,0.770528619192977
71,10,1,3,0.74020561309826,1.42,1.5,1.72,1.46,1.42,1.45,1.42,1.42,1.42,1.42,0.948568485162138
72,10,1,3,0.271704006071536,0.81,0.72,1.07,0.98,0.74,0.72,0.72,1.09,0.72,0.72,0.715104876006408
73,10,1,3,0.33139782813891,1.24,0.83,1.23,1.18,0.82,1.06,0.8,1.22,0.71,0.79,0.766544945627961
74,10,1,3,0.383243721914702,0.85,1.09,1.01,0.85,1.26,0.83,0.83,0.83,0.83,0.83,0.861560672219259
75,10,1,3,0.481846692071625,1.11,1.11,1.11,1.23,1.65,1.15,1.11,1.11,1.11,1.16,0.842742626209387
76,10,1,3,0.266377586847879,0.75,0.75,1.17,0.74,0.74,1.18,0.99,0.74,0.81,0.74,0.729088765423669
77,10,1,3,0.182097862332302,0.71,0.82,0.93,0.8,0.51,1.22,0.68,0.49,0.8,0.47,0.625263260223582
78,10,1,3,0.371130322710205,0.92,0.78,1.04,0.75,1.03,0.71,0.83,1.36,0.67,0.67,0.927514470860121
79,10,1,3,0.33567634131324,0.93,0.75,0.87,0.69,1.27,0.7,0.8,1.41,0.67,0.67,0.90853633633648
80,10,1,3,0.412549174667649,1.08,0.96,1.18,0.96,1.01,1.39,0.96,1.08,0.96,0.96,0.821634651398994
81,10,1,3,0.303357803648831,0.97,0.96,0.89,0.72,1.05,0.68,0.8,1.02,0.67,0.66,0.802643374811179
82,10,1,3,0.535294884561786,1.23,1.19,1.51,1.42,1.19,1.19,1.19,1.19,1.19,1.19,0.893859657282435
83,10,1,3,0.168851534432109,0.65,0.56,0.49,0.64,1.05,0.95,0.49,0.49,0.7,0.49,0.609671083031139
84,10,1,3,0.420286533761286,1.45,1.18,1.31,0.85,1.42,1.17,0.85,1.13,0.85,1.06,0.854224062877656
85,10,1,3,0.271356482219513,0.75,0.92,0.69,0.94,0.66,0.73,1.03,0.66,0.69,0.66,0.791220581837799
86,10,1,3,0.32841393841292,0.77,0.72,0.85,1.08,0.72,1.42,0.72,1.24,1.37,0.72,0.822144981123081
87,10,1,3,0.641969967242499,1.34,1.34,1.34,1.56,1.34,1.34,1.34,1.34,1.34,1.34,0.870873807408098
88,10,1,3,0.571398589646418,1.15,1.08,1.33,1.08,1.07,1.07,1.09,1.42,1.07,1.07,0.973635138170062
89,10,1,3,0.386165601420505,0.96,1.23,1.23,1.07,0.96,0.96,1.32,0.96,1.09,0.96,0.770814376890235
90,10,1,3,0.242138440137257,0.89,0.62,0.6,1,1.07,0.68,0.57,1.05,0.66,0.57,0.726879955485832
91,10,1,3,0.543290124263516,1.3,1.21,1.08,1.21,1.18,1.61,1.08,1.57,1.08,1.08,0.906839017953553
92,10,1,3,0.283456977132458,0.75,0.76,1.1,0.92,0.79,0.71,0.92,0.63,0.63,0.63,0.827812764850756
93,10,1,3,0.413270024786299,1.18,0.92,0.98,1.11,1.36,0.95,0.92,1.4,0.92,0.92,0.814656853598628
94,10,1,3,0.216646816559593,0.67,0.55,1.1,0.7,0.97,0.55,0.68,0.55,1.05,0.55,0.673141418079813
95,10,1,3,0.326047253267748,0.84,0.81,0.88,0.98,0.81,0.75,0.75,0.75,0.75,0.75,0.902392224774252
96,10,1,3,0.196047202994454,0.92,0.54,1.06,0.6,1.03,0.87,0.98,0.59,0.54,0.52,0.662677159436569
97,10,1,3,0.632266826406166,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.8,1.27,1.27,0.890264179818639
98,10,1,3,0.302525679676679,0.77,0.98,0.79,0.96,0.78,1.09,0.76,0.76,1.22,0.76,0.7925198638289
99,10,1,3,0.278686864341318,0.65,1.1,1.04,0.63,0.64,0.95,0.85,1.17,0.63,0.63,0.829735184684996
100,10,1,3,0.469680757808725,0.96,1.24,1.26,0.96,0.96,1.12,1.4,0.96,0.96,0.96,0.900472604638813
