"Instance","N","K","L","Exp Profit","p_1","p_2","p_3","p_4","p_5","surplus"
28,5,3,3,0.368342019803893,0.81,1.31,1.23,0.87,0.81,0.833823937616442
29,5,3,3,0.197481472188701,0.69,0.64,1.04,0.6,0.45,0.677558116885473
30,5,3,3,0.51293176379242,1.17,1.17,1.17,1.3,1.17,0.899902128327848
31,5,3,3,0.347352929129525,1.25,1.21,0.8,1.04,0.8,0.71918298437125
32,5,3,3,0.225615865011326,0.73,0.73,1.25,0.76,0.73,0.555284734735502
33,5,3,3,0.260655262238324,0.97,0.79,0.76,0.68,0.68,0.824395514108143
34,5,3,3,0.17588697839825,0.93,0.92,0.53,0.82,0.46,0.623453918659594
35,5,3,3,0.385056220749188,1.07,1.5,1.22,1.02,1,0.622815875806202
36,5,3,3,0.21719231073248,0.81,1.13,0.75,0.61,0.61,0.681366946912887
37,5,3,3,0.350862376917429,0.95,0.95,0.95,0.95,0.95,0.765360416479399
38,5,3,3,0.46545284905905,1.02,0.92,1.27,0.88,0.97,0.981239131216622
39,5,3,3,0.837091822641249,1.41,1.41,1.41,1.41,1.41,1.42339134416373
40,5,3,3,0.743387709087979,1.33,1.33,1.56,1.33,1.33,1.11060525514014
41,5,3,3,0.274161660325518,1.1,0.83,0.71,1.18,0.71,0.672233946271525
42,5,3,3,0.464681828666986,1.14,0.99,1.29,0.99,0.99,0.998587025640821
43,5,3,3,0.262927926568625,0.98,1.23,1.02,0.83,0.66,0.605652231752853
44,5,3,3,0.386677405065015,1.13,0.81,0.81,1.25,0.81,0.920584961378029
45,5,3,3,0.527679735926992,1.15,1.48,1.12,1.26,1.12,0.91980928692889
46,5,3,3,0.360222709516075,0.95,1.37,0.95,0.87,0.79,0.750224038399539
47,5,3,3,0.364250230401482,0.87,1.28,0.87,0.68,0.68,0.942543627504274
48,5,3,3,0.386226370906872,1.15,0.97,0.92,1.32,0.92,0.836139141480549
49,5,3,3,0.895003298904808,1.59,1.57,1.87,1.57,1.57,1.05235245303215
50,5,3,3,1.02627950120007,1.8,1.68,2.12,1.68,1.68,1.24678260249391
51,5,3,3,0.790149029969773,1.54,1.52,1.47,1.47,1.47,1.22272077269325
52,5,3,3,0.440152875876086,1.09,1.01,1.3,1.01,1.01,0.969263003941156
53,5,3,3,0.441081637287893,1.12,1.2,0.95,1.18,0.92,0.849568490300396
54,5,3,3,0.585572054615252,1.15,1.07,1.28,1.07,1.07,1.1081211704035
55,5,3,3,0.54655630690036,1.23,1.15,1.2,1.15,1.15,1.01563076558229
56,5,3,3,0.326784408749231,0.69,1,1.27,0.75,0.61,0.905865809205263
57,5,3,3,0.956466316914976,1.55,1.55,1.55,1.55,1.55,1.32930036949256
58,5,3,3,0.248385238890257,0.9,0.69,0.62,0.67,0.55,0.766063805697891
59,5,3,3,0.423816238613538,0.86,1.34,1.14,0.84,0.84,0.936910789443082
60,5,3,3,0.860114710995204,1.53,2.02,1.51,1.64,1.51,1.06720746261666
61,5,3,3,0.277979220644436,0.8,0.79,1.4,1.2,0.79,0.679354585013407
62,5,3,3,0.928822275700251,1.63,1.63,2.11,1.63,1.63,1.09785630026809
63,5,3,3,0.206923316923144,0.86,0.57,1.26,0.93,0.57,0.570069362694516
64,5,3,3,0.234864344135902,0.72,1.19,0.77,0.64,0.53,0.771069690568394
65,5,3,3,0.4490836312017,1.32,1.17,0.82,1.2,0.82,0.929755274615283
66,5,3,3,0.2486187668701,0.8,1.21,0.8,0.8,0.8,0.721027751984681
67,5,3,3,0.394275011115566,1.1,0.92,0.9,0.84,0.84,0.993844701985214
68,5,3,3,0.233745312268334,0.78,0.74,0.69,0.66,0.66,0.770116161334939
69,5,3,3,0.562448011013693,1,1.33,1,1.67,1,1.12838770067079
70,5,3,3,0.731313923370571,1.33,1.52,1.33,1.33,1.33,1.18580014594149
71,5,3,3,0.359617194297152,0.9,1.28,0.9,0.84,0.84,0.798723991137118
72,5,3,3,0.346913081019813,0.8,1.02,1.4,0.84,0.8,0.814119831744156
73,5,3,3,0.31349933434877,1.31,0.95,1.26,0.95,0.95,0.663191235535253
74,5,3,3,0.540938893260333,1.44,1.56,1.41,1.21,1.16,0.787929834719058
75,5,3,3,0.623028178477702,1.61,1.22,1.1,1.58,1.1,0.991666875718895
76,5,3,3,0.601776529842463,1.18,1.5,1.18,1.33,1.18,0.981892924833229
77,5,3,3,0.942966784923011,1.47,2,1.85,1.49,1.4,1.28922220866822
78,5,3,3,0.357203744041395,0.95,1.18,1.02,0.95,0.95,0.97391615239314
79,5,3,3,0.233226496875836,0.63,0.94,0.75,0.67,0.63,0.744457724722885
80,5,3,3,0.47752428676728,1.16,1.23,1.16,1.24,1.16,0.846557770058828
81,5,3,3,0.208326840008581,0.78,0.94,0.74,0.7,0.67,0.604709800864067
82,5,3,3,0.425217151016101,1.24,0.91,1.16,0.91,0.91,0.929233100827743
83,5,3,3,0.527085842836075,1.21,1.16,1.16,1.55,1.16,0.850483168301434
84,5,3,3,0.198327971206666,0.72,1.03,0.51,0.9,0.51,0.633193712573769
85,5,3,3,0.200609885252727,1.08,0.63,0.6,1.07,0.54,0.683046181785519
86,5,3,3,0.244857154480857,0.65,0.9,1.17,0.57,0.74,0.711664258416229
87,5,3,3,0.302328221286579,0.95,1.03,0.84,0.67,0.67,0.823423443985954
88,5,3,3,0.808089208319064,1.5,1.53,1.5,1.5,1.5,1.08536627795367
89,5,3,3,0.462348685682574,1.41,1.22,1.04,0.92,0.92,1.07721196355128
90,5,3,3,0.354440451526946,0.92,1.34,0.79,0.96,0.79,0.914052693328461
91,5,3,3,0.213082200153465,0.68,0.63,1.23,0.82,0.63,0.723217013042474
92,5,3,3,0.33621090700498,0.97,1.45,0.85,1.09,0.83,0.711740092025612
93,5,3,3,0.818131350529549,1.56,1.56,1.87,1.56,1.56,1.02133269259473
94,5,3,3,0.351925063080267,0.83,1.28,0.85,0.83,0.85,0.889183538692298
95,5,3,3,1.03691188859199,1.8,1.8,1.8,1.89,1.8,1.18750399910516
96,5,3,3,0.429262881401193,0.95,1.12,1.44,0.95,0.95,0.858334189381709
97,5,3,3,0.146230384336478,0.73,0.47,1.2,0.78,0.47,0.522529059774571
98,5,3,3,0.16569056399835,1.13,0.91,0.48,0.75,0.47,0.537794463241107
99,5,3,3,0.538627942519495,1.56,1.34,1.01,1.23,1.01,1.03200673384638
100,5,3,3,0.270384086083149,0.69,0.84,1.3,0.69,0.69,0.712616757324103
